,0 battery,1 battery,1 pumped_hydro,10 battery,10 pumped_hydro,11 battery,11 pumped_hydro,12 battery,12 pumped_hydro,13 battery,14 battery,14 pumped_hydro,15 battery,15 pumped_hydro,2 battery,2 pumped_hydro,3 battery,4 battery,4 pumped_hydro,43775 battery,43775 pumped_hydro,43776 battery,43776 pumped_hydro,43777 battery,43777 pumped_hydro,43778 battery,43778 pumped_hydro,43779 battery,43780 battery,43781 battery,43781 pumped_hydro,43782 battery,43783 battery,43783 pumped_hydro,43785 battery,43787 battery,43787 pumped_hydro,43788 battery,5 battery,6 battery,7 battery,7 pumped_hydro,8 battery,8 pumped_hydro,9 battery,9 pumped_hydro
0,-52.766706600786165,-757.8400987545549,-847.9469038483983,-60.28405758377215,-48.811671736044886,-126.47384249447674,-81.8144942535987,-1591.2655112972172,-207.37684249394644,-449.67850113212205,-13.606597870966564,-17.69319367196457,-11.7014755503819,-21.186673935834264,-41.35784380086713,-131.54979655730483,-2579.135784326145,-15.599202818009672,-6.911497196647133,-18.031297486516387,-14.865751599066428,-5.946543560307617,-4.971669923849914,-17.77711472327804,-18.050419665858414,-20.48583820205169,-13.505815652141614,-97.60886498433578,-66.20326934263133,-13.86193581019235,-11.777504350146483,-0.3662525785970781,-0.49471897503099505,-0.09831902762090987,-1974.6472091949458,-440.76044264187584,-1154.2984674398178,-176.04635026415235,-1556.6713678985898,-180.557883864301,-35.482177932511505,-32.663762710261864,-12.987248327839232,-13.312726228102314,-50.232891519800845,-30.44994971674207
1,-9.728202179763628,-125.70172288308322,-329.2568419263283,-2.872593152172783,-21.03354867613458,7.087218570928826,-43.549390921147236,-2619.129032017411,-195.74365366602987,-219.9816024634689,-1767.1678152151678,-375.24632554898716,-1075.9169723768812,-846.4518284332872,-569.3641415909384,-884.9115825677757,-13064.438239839586,-1328.9704347184643,-8.277498429525124,-50.24321193878958,-55.554797096241394,-11.45590957584092,-6.1601735838017415,-856.2063887063041,-3890.053239659465,8.496150271933871,-4.026592221710445,20.732000478521286,-18.16454355223283,-2186.6177945053123,-478.0277278102315,-170.77485115425569,-4778.031114993359,-4003.8571740417074,-505.36211260976694,-331.8494323175936,-865.7608155889855,-843.1180103193084,-7348.339634921105,-18.143234351260674,-0.8331213905457275,-10.82009932019286,-114.30442595213474,-65.83459662531374,-2423.112102777626,-276.4467329365346
2,-43.17665255188183,-881.9123127547659,-837.856123492876,-334.0236002458561,-35.85004780496172,-560.4101409762766,-91.0078747749329,11.23343418748523,-5.761568145597802,0.5803972324770541,-312.9770335364804,-134.41091785670977,-146.21858291449485,-188.61710452361086,-69.72448843948837,-163.18358252288866,-4096.243339065435,-523.1930416165261,-6.011361209574259,-1471.120588296952,-161.57151627263983,-15.441533940533553,-2.461214590387648,-179.76442039406467,-1113.5511175146883,-1120.3224528480825,-561.0394256420983,-155.5383261142802,-89.15867292031032,-1348.3962784965613,-331.95424592279,39.43843611063699,248.11281079462634,183.4136068369446,509.69484642903376,29.754034916748083,-268.00852251404024,-247.76004417993863,-2574.0163114961315,-252.3868353633967,-23.502347649468504,-23.632126217429004,-965.9530476420284,-106.82822666418097,-290.1631918296625,-53.85187581141674
3,23.649963802917796,-100.67946084575419,-332.04979411902787,-575.3850977998183,-36.184978421982656,-672.9562919347691,-99.55749907946166,-32.39928967886975,-15.466416335165746,-57.664579751436634,-178.20641326729398,-89.6952547915063,-184.55688006587184,-191.6626632495151,-61.26476140739578,-76.7358280250884,-642.110067652884,-347.27234089591354,-6.312156907609725,-621.0165908301935,-138.5832098946543,25.569576322013837,3.450530524201052,-222.98701607496673,-463.2554542857597,-508.21988600028175,-367.3753279516382,-281.5532069477533,-102.58826042329372,-2495.325850279325,-337.5687170605538,32.503484810055745,922.7222273027181,479.6736566795015,-545.2004640581613,311.5948522568845,803.8650825361003,-564.8208521572254,-397.8801473002841,-233.52867350959178,-6.1138258166215,-4.067026904756673,-466.18042826429314,-93.35289801583816,-250.34517890056708,-75.60846524249752
4,-764.3283734777011,277.21650820214654,-88.66584309638426,-55.15225130779794,-24.641949739362992,242.68550827431625,-21.94050573894424,3418.4718365991475,194.40949176688392,552.5047414656658,1801.3459714332644,-17.977750907924168,392.76472016050246,0.07520562908372508,533.5548715741971,11.264960339064935,-77.3516095066152,1109.6182645399774,0.1355929332460999,1565.101655897015,-2.133697495984161,-1040.2112414693245,-1098.2894179393907,298.71853740915105,-1.2988862734227693,1189.356877375168,35.146513414217814,-318.4155066991051,-132.7474107646326,-28.73574284105817,-50.29261896145561,34.33093303289873,3111.3423201677792,1063.5601822307576,616.1573340860773,47.76688875674523,-275.0885250272364,-1086.201489421334,265.15204691484905,-185.88258570828617,-471.8374240850262,-337.82952201945903,1141.603128412569,-4.1725235197543205,2061.3133711690166,4.874711072418469
5,-244.66872471042268,-341.46961021439733,-439.66513424111633,-60.69945178002132,-34.79501221912091,-323.03397797324703,-93.24672956744132,-122.91806982931958,8.125267048306206,-186.89047101751504,-181.74570904187874,-75.96324717788256,-217.86246842277782,-6.097639951750156,-29.541101380227673,0.9163420574351075,-677.3650955241192,-155.88040561079484,-2.901687834081182,-24.532989443615172,-8.92879721453069,135.24336830836307,-22.451625519161606,-110.47770258670074,-8.138688167712248,65.24414319316348,11.662748796893888,-116.32242185130389,-88.00036282507844,-1751.7905243793332,-325.24544034167087,45.82349695191055,-168.39605464376282,0.34840433339353216,-632.0163494449366,-437.27071740543636,-1146.9718340911195,-459.7364401899663,-902.3217968029694,-94.97181474268098,-1387.225877073197,-491.3638171506554,-48.00593522674279,-10.499606396523715,-2024.055306294481,-4.041659396569307
6,-104.00039800081237,-46.83231249521782,-108.52492169135655,-40.59872325379865,-42.82510078186406,-56.02410510954587,-54.155804137385076,2.5781268727288804,13.149003994413114,-395.39447559069214,-16.988603234194834,-42.34979269767804,-163.25459959986478,-11.51938712373488,40.647894040472224,-0.26555480419243693,-1021.1334135761772,-934.4838029328541,-5.59643896155508,-1600.8796197975487,-27.981409953559787,52.25594732860577,-27.09148440465239,-173.38790390451794,-13.637910423511507,-1312.1694340954268,-82.70930720166123,-65.1556252821344,-60.378325988444885,-240.061964481176,-180.00977196975845,-170.62872523266793,-4777.924566638398,-1647.3651932892083,229.36808462126322,-9.565920916195608,-11.618746360892384,-79.59483282665042,-34.41257160083637,-74.29793113406276,-127.54254843679018,-216.51215136867575,-513.6761708255293,-19.193399790504554,-102.72111579860281,-9.483295739379116
7,-4.635364088567073,-4.2656213850937945,-4.063848682495193,-3.064191359167509,-2.7899334445084216,-4.061540039813487,-3.188988901529867,-3444.527345857238,-293.5104312504863,-2.931280706983415,-2573.24151214068,-1904.5042798945458,-40.19285161937514,-20.888124193532306,-575.759833263954,-30.8194411593883,-3.6997733914904885,-80.96434618480971,-10.471076680640744,-19.887157718899168,-17.42456059572424,-810.5885215051471,-786.6344710398108,-42.241358391077696,-31.609099818515357,-5.730432092002957,-5.227840860577857,-3.2275448667919733,-2.9989383734957826,-4722.027455211092,-789.4694764180151,10.430198742636884,-207.28862854101473,0.3323266800451812,-254.55985440566448,-3.5383335713964215,-4.0156784091125575,-3.4879992778760425,-3.5203971327023496,-4.411464046133432,-3.839421672924445,-3.5741857474649787,-646.8163396752545,-44.822594085410984,-30.092044619160077,-14.785042105934119
8,-0.019036241063405512,0.34017192480305614,0.22520795168939345,0.019536654037525025,0.09958378308000049,0.14473789905434842,0.1656041992525431,13.747468945914946,0.6637564619826326,-1.0728289902221562,0.41507045684606503,0.2288695260189746,0.4440010276542923,0.2849590353085757,0.8837140525761713,0.2954919293801072,0.1935605762188044,0.5444151883744333,0.2544797402864044,0.4005440563455678,0.32609329808562204,3.550227493820395,0.3979827119967494,0.6331382865749866,0.2788319817935555,0.3336416713137855,0.25138247830625327,0.20618209572038015,0.7682260597210724,1.21148571311442,0.36682941078426823,53.69167056222081,2599.188166186845,961.418145401822,2006.9413584081524,0.3484819647354076,0.18492123097247015,0.5446802970755482,0.23592666401005724,-0.19012475640833237,0.049770303618490885,0.08404812561939579,0.4507567103690775,0.31168591955980596,0.5544601481393343,0.3101027833817744
9,9.140002177022005,17.61662169879189,0.14639551308111987,11.347554057608175,0.1811952339277877,13.14944047564137,0.20005246541343347,9.996587199714451,-0.046962803752585325,3.5705568471614972,18.615515234792326,0.16591229458140844,21.275094478961464,0.07723517343588815,19.6582068968173,0.032447266717780254,12.977342582962589,21.197684300738253,0.08030984741788388,21.860222210196305,0.12456392341896644,1283.0018780157177,0.48524872137085556,29.22451377638206,0.025741851772851043,18.4412317327376,0.14428777703470996,11.483062663808868,10.848609058425081,648.0270221535776,0.030749339853229807,44.707548510928646,-162.28096061979858,0.32651540979864613,371.7629642556158,16.27711746829099,0.1228439254777165,11.690000417105502,12.605171622384315,15.243928902249575,14.592863544498762,0.26978023506305365,19.045779302136722,0.1267850358896827,18.295760798580485,0.09855950601760588
