name,v_nom,carrier,x,y,country,control,generator
0,380.0,AC,6.9230163000000005,51.3311337,DE,Slack,0 biomass
1,380.0,AC,12.265086100000001,51.2901825,DE,PV,1 biomass
10,380.0,AC,13.866684200000002,51.9423813,DE,PV,10 biomass
10866,380.0,AC,8.9465085,54.327623800000005,DE,PQ,
11,380.0,AC,8.489963581788555,48.26122554705788,DE,PV,11 biomass
11689,380.0,AC,9.9743679,54.115359500000004,DE,PQ,
11690,380.0,AC,9.9541552,54.0975666,DE,PQ,
11853,380.0,AC,9.868203000000001,54.177473600000006,DE,PQ,
11854,380.0,AC,9.921906400000001,54.1449988,DE,PQ,
11855,380.0,AC,9.9762011,54.1157108,DE,PQ,
11856,380.0,AC,9.9739073,54.116179300000006,DE,PQ,
12,380.0,AC,7.3424031,52.8748645,DE,PV,12 biomass
1204,380.0,AC,9.4596775,53.8646575,DE,PQ,
12637,380.0,AC,9.718789800000001,53.9620733,DE,PQ,
12650,380.0,AC,10.0148217,54.0585954,DE,PQ,
12651,380.0,AC,10.0186157,54.0613467,DE,PQ,
12697,380.0,AC,10.003528000000001,54.11694670000001,DE,PQ,
13,380.0,AC,6.891934,49.6582785,DE,PV,13 biomass
13249,380.0,AC,10.6364753,53.9195932,DE,PQ,
13415,380.0,AC,10.0011778,54.315835500000006,DE,PQ,
13416,380.0,AC,10.0023108,54.325422100000004,DE,PQ,
13417,380.0,AC,10.059266200000001,54.3480496,DE,PQ,
13569,380.0,AC,10.0108615,54.073150000000005,DE,PQ,
13817,380.0,AC,9.7237416,54.2868645,DE,PQ,
14,380.0,AC,10.4870421,48.590109000000005,DE,PV,14 biomass
1420,380.0,AC,10.1676087,53.558734900000005,DE,PQ,
14657,380.0,AC,9.4099404,54.771165,DE,PQ,
14660,380.0,AC,9.409571000000001,54.7727232,DE,PQ,
14760,380.0,AC,9.714231,54.341342000000004,DE,PQ,
14761,380.0,AC,9.739218900000001,54.3251524,DE,PQ,
14780,380.0,AC,9.902985000000001,54.586023100000006,DE,PQ,
14860,380.0,AC,9.6573667,53.616964200000005,DE,PQ,
14863,380.0,AC,9.645111,53.6548237,DE,PQ,
15,380.0,AC,9.490652937838345,53.658994370601555,DE,PV,15 biomass
15090,380.0,AC,9.9327149,53.6875895,DE,PQ,
15093,380.0,AC,9.8618878,53.649842500000005,DE,PQ,
15185,380.0,AC,9.1582954,54.2502362,DE,PQ,
15256,380.0,AC,8.690625200000001,54.828810700000005,DE,PQ,
15257,380.0,AC,8.689031,54.8278766,DE,PQ,
15317,380.0,AC,9.1514504,54.259214500000006,DE,PQ,
15319,380.0,AC,9.112180200000001,54.3741216,DE,PQ,
15350,380.0,AC,9.413419300000001,54.7717813,DE,PQ,
15499,380.0,AC,9.620284,54.418056,DE,PQ,
15660,380.0,AC,9.405479900000001,54.80559830000001,DE,PQ,
15758,380.0,AC,8.8600101,54.793339700000004,DE,PQ,
15759,380.0,AC,8.6912047,54.8274807,DE,PQ,
15774,380.0,AC,9.3398471,54.0931786,DE,PQ,
15937,380.0,AC,10.562086800000001,54.287098,DE,PQ,
16109,380.0,AC,9.2149747,53.90893500000001,DE,PQ,
16115,380.0,AC,9.2404151,53.8974849,DE,PQ,
16456,380.0,AC,10.9902355,54.352928600000006,DE,PQ,
16459,380.0,AC,10.9381052,54.2847615,DE,PQ,
16598,380.0,AC,10.775172300000001,54.29712670000001,DE,PQ,
16615,380.0,AC,10.2000372,54.1392796,DE,PQ,
16616,380.0,AC,10.3641997,54.201135,DE,PQ,
16651,380.0,AC,8.9977599,54.641783700000005,DE,PQ,
16653,380.0,AC,8.992374,54.600051,DE,PQ,
17604,380.0,AC,10.1066675,54.11662080000001,DE,PQ,
17607,380.0,AC,10.0671333,54.1726655,DE,PQ,
186,380.0,AC,9.8990703,53.6368914,DE,PQ,
19,380.0,AC,9.984083400000001,53.759848000000005,DE,PQ,
1970,380.0,AC,10.2909152,54.391734400000004,DE,PQ,
1972,380.0,AC,10.201009200000001,54.3400656,DE,PQ,
1974,380.0,AC,10.3725024,54.365683700000005,DE,PQ,
2,380.0,AC,8.603538175665541,52.044210357729725,DE,PV,2 biomass
20116,380.0,AC,9.7685124,53.696850000000005,DE,PQ,
2109,380.0,AC,9.785364000000001,53.688667800000005,DE,PQ,
219,380.0,AC,9.3508194,53.921416900000004,DE,PQ,
220,380.0,AC,9.3557308,53.878343300000004,DE,PQ,
22051,380.0,AC,10.517070100000002,53.5894848,DE,PQ,
22109,380.0,AC,10.416652500000001,53.41407,DE,PQ,
224,380.0,AC,9.6379897,53.642647800000006,DE,PQ,
22983,380.0,AC,9.4790343,53.9149862,DE,PQ,
22988,380.0,AC,10.7626436,53.9105865,DE,PQ,
22989,380.0,AC,10.762628300000001,53.9116822,DE,PQ,
23013,380.0,AC,9.5814901,54.094587600000004,DE,PQ,
23019,380.0,AC,10.883084400000001,54.251530100000004,DE,PQ,
23041,380.0,AC,10.3703482,53.4630663,DE,PQ,
23123,380.0,AC,9.725128,53.74068140000001,DE,PQ,
23124,380.0,AC,9.7204473,53.7478485,DE,PQ,
23286,380.0,AC,9.5622229,53.833561200000005,DE,PQ,
23312,380.0,AC,10.7628451,53.91054080000001,DE,PQ,
23329,380.0,AC,10.761099300000001,53.9108576,DE,PQ,
23388,380.0,AC,10.5225094,53.67624120000001,DE,PQ,
23487,380.0,AC,9.5929578,53.8052981,DE,PQ,
23502,380.0,AC,9.6384276,53.767628800000004,DE,PQ,
23507,380.0,AC,9.4854287,53.967752000000004,DE,PQ,
23545,380.0,AC,10.398132500000001,53.767929900000006,DE,PQ,
23601,380.0,AC,9.1013316,53.9814785,DE,PQ,
23637,380.0,AC,10.629919000000001,54.0995555,DE,PQ,
23638,380.0,AC,9.0421286,54.0869155,DE,PQ,
23668,380.0,AC,10.781935500000001,54.108600800000005,DE,PQ,
23714,380.0,AC,10.2978877,53.7427172,DE,PQ,
23725,380.0,AC,10.507051200000001,53.5146816,DE,PQ,
23773,380.0,AC,9.037034700000001,54.179326100000004,DE,PQ,
23776,380.0,AC,10.499985500000001,53.425198900000005,DE,PQ,
23965,380.0,AC,10.763281800000001,53.922988800000006,DE,PQ,
24156,380.0,AC,10.541078800000001,53.7526353,DE,PQ,
24638,380.0,AC,9.524466700000001,54.0527305,DE,PQ,
24649,380.0,AC,9.1149809,53.9558601,DE,PQ,
24973,380.0,AC,10.5231145,53.4097851,DE,PQ,
25019,380.0,AC,9.1063904,53.9722476,DE,PQ,
25728,380.0,AC,9.4830471,53.9307486,DE,PQ,
26044,380.0,AC,10.7372478,54.0317579,DE,PQ,
29234,380.0,AC,9.484829600000001,53.9328426,DE,PQ,
29382,380.0,AC,10.904077200000001,54.2151311,DE,PQ,
3,380.0,AC,12.233180629155347,48.48302104610068,DE,PV,3 biomass
30981,380.0,AC,10.414682339890597,53.412590635898766,DE,PQ,
30987,380.0,AC,10.41779767234838,53.42476864867924,DE,PV,30987 solar_rooftop
31000,380.0,AC,9.727850283801532,53.57087362222828,DE,PV,31000 solar_rooftop
31246,380.0,AC,9.775990807719907,53.690669405102796,DE,PV,31246 biomass
31247,380.0,AC,9.775990807719907,53.690669405102796,DE,PQ,
31271,380.0,AC,9.712877703612243,53.59402836797359,DE,PV,31271 solar_rooftop
31371,380.0,AC,10.156282508555899,54.275548275875565,DE,PV,31371 central_biomass_CHP
31372,380.0,AC,10.156282508555899,54.275548275875565,DE,PQ,
31538,380.0,AC,9.866466194516068,53.62955588189425,DE,PV,31538 central_biomass_CHP
31557,380.0,AC,9.649073041345613,53.69029656817308,DE,PV,31557 solar_rooftop
31559,380.0,AC,9.93738522666882,53.74400984595959,DE,PV,31559 biomass
31560,380.0,AC,9.57980201237045,53.84456833872246,DE,PV,31560 biomass
31561,380.0,AC,9.580943900630766,53.87289097453112,DE,PV,31561 solar
31562,380.0,AC,9.500292126879767,53.91106563014647,DE,PV,31562 industrial_biomass_CHP
31621,380.0,AC,10.414507791295142,53.41431843146706,DE,PV,31621 solar_rooftop
31660,380.0,AC,9.201683603864106,53.89581463975587,DE,PV,31660 solar
31661,380.0,AC,9.201683603864106,53.89581463975587,DE,PQ,
31735,380.0,AC,10.021503163381558,54.08675609604451,DE,PQ,
31736,380.0,AC,9.976122345137027,54.11816748855317,DE,PV,31736 solar_rooftop
31778,380.0,AC,9.639541962781523,53.756641165507396,DE,PV,31778 biomass
31779,380.0,AC,9.770373747807273,53.770343318200126,DE,PV,31779 industrial_biomass_CHP
31782,380.0,AC,10.362940365803812,53.45553754247886,DE,PV,31782 industrial_biomass_CHP
31783,380.0,AC,10.267856599729551,53.52594921668498,DE,PQ,
31784,380.0,AC,10.233798800226454,53.52792786656545,DE,PV,31784 central_biomass_CHP
318,380.0,AC,9.2474899,53.8981792,DE,PQ,
31837,380.0,AC,9.781519829052572,53.66639596284992,DE,PV,31837 solar
31847,380.0,AC,9.726992766257577,54.291420962253234,DE,PQ,
31848,380.0,AC,9.726992766257577,54.291420962253234,DE,PQ,
31853,380.0,AC,9.986152515030277,54.40122820083124,DE,PV,31853 biomass
31868,380.0,AC,10.36401302560623,54.20148458668193,DE,PV,31868 biomass
31874,380.0,AC,10.372766990827797,54.36728164795169,DE,PV,31874 industrial_biomass_CHP
31879,380.0,AC,9.833393286006386,54.49799663590193,DE,PV,31879 central_biomass_CHP
31913,380.0,AC,10.298988329556229,54.411221272110126,DE,PV,31913 central_biomass_CHP
31926,380.0,AC,9.725994449103187,54.28781293232093,DE,PQ,
31927,380.0,AC,9.725994449103187,54.28781293232093,DE,PQ,
31943,380.0,AC,10.588796485556013,54.287916480842604,DE,PV,31943 central_biomass_CHP
31980,380.0,AC,10.208984077301324,54.13293124809673,DE,PV,31980 central_biomass_CHP
32145,380.0,AC,8.363662114995044,54.89050328993952,DE,PV,32145 industrial_biomass_CHP
32175,380.0,AC,9.691483676270517,54.308800756325766,DE,PV,32175 central_biomass_CHP
32176,380.0,AC,9.71609569021089,54.30177284052752,DE,PV,32176 central_biomass_CHP
32288,380.0,AC,10.258318825960721,53.683784848326084,DE,PV,32288 biomass
32330,380.0,AC,9.429663149288972,53.77844208833994,DE,PV,32330 biomass
32499,380.0,AC,9.69134369248268,53.742652010388156,DE,PV,32499 central_biomass_CHP
32534,380.0,AC,10.17982295440994,54.34214523391679,DE,PV,32534 solar
32535,380.0,AC,10.17982295440994,54.34214523391679,DE,PQ,
32601,380.0,AC,9.976074095912804,54.11760812987387,DE,PQ,
32602,380.0,AC,10.022746023593315,54.08679459854967,DE,PV,32602 central_biomass_CHP
32603,380.0,AC,9.987333772765334,54.117873891286486,DE,PV,32603 solar
32604,380.0,AC,9.19386762808019,53.90968855766669,DE,PV,32604 industrial_biomass_CHP
32619,380.0,AC,9.813070554963248,54.42977757206094,DE,PV,32619 biomass
32622,380.0,AC,9.449636586504937,53.967286516173125,DE,PV,32622 biomass
32623,380.0,AC,9.449636586504937,53.967286516173125,DE,PQ,
32626,380.0,AC,8.995641689987583,53.960052399936274,DE,PV,32626 industrial_biomass_CHP
32627,380.0,AC,9.218137016953712,54.01327270860995,DE,PV,32627 industrial_biomass_CHP
32642,380.0,AC,9.661346093009486,53.61664653075027,DE,PV,32642 industrial_biomass_CHP
32658,380.0,AC,8.910510381104329,54.18220564585725,DE,PV,32658 central_biomass_CHP
32673,380.0,AC,10.147196572879023,54.28542687987789,DE,PV,32673 central_biomass_CHP
32692,380.0,AC,10.054516366221058,54.179146851415275,DE,PV,32692 central_biomass_CHP
32696,380.0,AC,9.181361706328097,54.25578960175946,DE,PV,32696 biomass
32699,380.0,AC,9.013702648353282,54.275058283744,DE,PV,32699 industrial_biomass_CHP
32700,380.0,AC,9.10759139566682,54.18680821318586,DE,PV,32700 industrial_biomass_CHP
32725,380.0,AC,10.774650450000001,54.296773249999994,DE,PV,32725 biomass
32726,380.0,AC,9.950875957886678,54.32278914674288,DE,PV,32726 industrial_biomass_CHP
32729,380.0,AC,9.986954338404024,54.04970899851203,DE,PV,32729 industrial_biomass_CHP
32735,380.0,AC,9.975667340214711,54.0630262819903,DE,PV,32735 biomass
32745,380.0,AC,9.852773062270842,54.17305726779699,DE,PV,32745 industrial_biomass_CHP
32760,380.0,AC,10.802358024202768,53.897547401787,DE,PV,32760 industrial_biomass_CHP
32761,380.0,AC,10.802358024202768,53.897547401787,DE,PQ,
32763,380.0,AC,10.760835327266625,53.90974536547805,DE,PV,32763 solar
32764,380.0,AC,10.760835327266625,53.90974536547805,DE,PQ,
32810,380.0,AC,9.921705409310276,54.14482288067832,DE,PV,32810 industrial_biomass_CHP
