name,bus0,bus1,carrier,x,r,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,lifetime,capital_cost,length,num_parallel,geom,v_nom,x_pu_eff,r_pu_eff,s_nom_opt,country
0,0,5,AC,98.1852420606681,28.38843818738274,0.00017837659352635805,2080.0,True,2080.0,6218.755219495297,1.0,40.0,6.019506003808416,174.26039633426146,8.0,,380.0,0.0006799531998661226,0.00019659583232259516,2080.0000009602422,DE
1,0,6,AC,9.908561871875008,1.246583866111409,0.00021545083774733413,10280.0,True,10280.0,35475.17182030271,1.0,40.0,8.677675519974272,197.1373286970327,13.0,,380.0,6.861884952822028e-05,8.63285225838926e-06,10280.000000456526,DE
10,10,7,AC,0.0028485212251302674,10.0,0.0002898036727330615,13660.0,True,5660.0,inf,0.8243045387994143,40.0,265.72553140718105,168.83093949623367,10.0,,380.0,1.9726601282065565e-08,6.925207756232688e-05,5660.000000323435,DE
100,77525,77528,AC,6.049155392445831,0.7173346953095903,5.477435586604533e-05,4620.0,True,4620.0,13850.863897966796,1.0,40.0,3.4188567882655234,55.34314796007469,5.0,,380.0,4.1891657842422655e-05,4.967691795772786e-06,7126.207016119895,DE
101,77526,77529,AC,65.96455499804587,19.072450146996,2.97918673496385e-05,1040.0,True,1040.0,3109.3776097476484,1.0,40.0,2.029325657673886,58.74752731765732,3.0,,380.0,0.0004568182479089049,0.00013208067968833797,1763.6870566950167,DE
102,77527,77530,AC,2.491853462135133,0.2823355067118857,2.1478704660192416e-05,7680.0,True,7680.0,23037.661381312122,1.0,40.0,1.7202531873486042,40.8616206876211,6.0,,380.0,1.7256602923373498e-05,1.9552320409410364e-06,7680.0000027294645,DE
103,77528,77529,AC,21.315695418386223,7.149211278090747,2.772646218434696e-05,1560.0,True,1560.0,7773.444024369121,1.0,40.0,2.117705470423089,54.88925280835585,3.0,,380.0,0.00014761561924090183,4.950977339398024e-05,2149.5953589235205,DE
104,77528,77530,AC,4.140529111963003,0.4690909696041908,0.0006298787647778639,7680.0,True,7680.0,23037.661381312122,1.0,40.0,5.7262915514930075,67.9042546185549,4.0,,380.0,2.8674024321073428e-05,3.2485524210816538e-06,7680.000000761344,DE
105,77528,8,AC,3.174330610478941,0.3923098308109107,0.0008294203782753651,15700.0,True,15700.0,33920.483015428894,1.0,40.0,2.919309089183013,91.44527083277006,19.0,,380.0,2.1982898964535604e-05,2.716827083178052e-06,16802.71369592637,DE
106,77529,8,AC,1.867694665710317,0.20807690766341408,0.0008143477557132277,17900.0,True,17900.0,64448.9177293149,1.0,40.0,4.437349442507525,77.99917412666846,10.0,,380.0,1.2934173585251503e-05,1.4409758148435878e-06,17900.000000895026,DE
11,10866,32958,AC,57.71247709301896,16.686514782809056,3.2081050750363256e-06,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.5905774574425179,12.822596455784979,1.0,,380.0,0.0003996708939959762,0.00011555758159840066,260.00000801869186,DE
12,10866,32959,AC,0.7683943609582896,0.22216721985817273,1.7085317100531962e-07,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.01676597032821152,0.36402214307214037,2.0,,380.0,5.321290588353806e-06,1.5385541541424704e-06,520.0001320676814,DE
13,10866,77525,AC,91.03432850107629,26.320865779077902,1.2217032858519932e-06,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.4651827945995405,20.200064117431346,1.0,,380.0,0.0006304316378190879,0.00018227746384402978,476.1209410429037,DE
14,11,12,AC,51.09181456395888,5.692060388563915,0.0008941053220724794,1790.0,True,1790.0,10741.486288219148,1.0,40.0,28.354425189091813,203.44212186944435,1.0,,380.0,0.00035382143049833017,3.9418700751827666e-05,1897.9035526574608,DE
15,11,14,AC,12.734085378121607,1.6363076794007965,0.0014734382408169487,7450.0,True,7450.0,30811.105405681243,1.0,40.0,12.912483491178929,190.6057369979571,6.0,,380.0,8.8186186829097e-05,1.1331770632969505e-05,7450.000001264718,DE
16,11,2,AC,8.282292288374318,1.261986796143821,0.005664478331582992,11130.0,True,11130.0,52576.748673914786,1.0,40.0,18.78601556262705,176.6137044535703,15.0,,380.0,5.7356594794836e-05,8.739520748918427e-06,11130.00000018366,DE
17,11,6,AC,5.154825375624688,0.6463336613673859,0.00019666277723862116,15160.0,True,15160.0,47771.34691339568,1.0,40.0,7.020061732542031,149.17341596954446,21.0,,380.0,3.569823667330116e-05,4.4759948848156915e-06,17094.12477559186,DE
18,12,14,AC,4.376497010859185,0.5590151135538723,0.007302651568179058,18740.0,True,18740.0,81691.82992882459,1.0,40.0,22.596358788660222,172.5355476149578,14.0,,380.0,3.0308151044731198e-05,3.871295800234573e-06,18740.00000020437,DE
19,12,2,AC,10.664055346436337,1.5741711184016314,0.0022813633137088486,7520.0,True,7520.0,27843.06314183121,1.0,40.0,5.090455842511977,148.65164348042632,12.0,,380.0,7.385079879803558e-05,1.090146203879246e-05,7520.00000071106,DE
2,0,8,AC,14.779887903562969,1.7555303327591698,0.0011517832930774356,4620.0,True,4620.0,13850.863897966796,1.0,40.0,14.763728511139742,130.4408877752657,6.0,,380.0,0.00010235379434600395,1.2157412276725553e-05,4620.000000313883,DE
20,12,3,AC,7.307143403088603,0.8764069700699281,0.0010298853088347166,8720.0,True,8720.0,30811.105405681246,1.0,40.0,10.967541424271428,130.6346058884122,8.0,,380.0,5.060348617097371e-05,6.0693003467446545e-06,8720.000000361593,DE
