name,scn_name,bus,carrier,p_nom,p_nom_extendable,p_nom_min,p_max_pu,capital_cost,cyclic_state_of_charge,max_hours,efficiency_store,efficiency_dispatch,control,p_nom_opt
43776 battery,eGon2035,43776,battery,1350.0,False,0.0,1.0,0.0,True,6.0,0.9797958971132712,0.9797958971132712,PV,1350.0
43776 pumped_hydro,eGon2035,43776,pumped_hydro,1395.0,False,0.0,1.0,0.0,True,6.0,0.8660254037844386,0.8660254037844386,PV,1395.0
43777 battery,eGon2035,43777,battery,1047.2089756,False,0.0,1.0,0.0,True,6.0,0.9797958971132712,0.9797958971132712,PV,1047.2089756
43777 pumped_hydro,eGon2035,43777,pumped_hydro,3989.0,False,0.0,1.0,0.0,True,6.0,0.8660254037844386,0.8660254037844386,PV,3989.0
43778 battery,eGon2035,43778,battery,1337.0050395500002,False,0.0,1.0,0.0,True,6.0,0.9797958971132712,0.9797958971132712,PV,1337.0050395500002
43778 pumped_hydro,eGon2035,43778,pumped_hydro,687.5999756,False,0.0,1.0,0.0,True,6.0,0.8660254037844386,0.8660254037844386,PV,687.5999756
43779 battery,eGon2035,43779,battery,768.8703331500001,False,0.0,1.0,0.0,True,6.0,0.9797958971132712,0.9797958971132712,PV,768.8703331500001
43780 battery,eGon2035,43780,battery,422.3056838,False,0.0,1.0,0.0,True,6.0,0.9797958971132712,0.9797958971132712,PV,422.3056838
43781 battery,eGon2035,43781,battery,10432.467792820002,False,0.0,1.0,0.0,True,6.0,0.9797958971132712,0.9797958971132712,PV,10432.467792820002
43781 pumped_hydro,eGon2035,43781,pumped_hydro,1800.0,False,0.0,1.0,0.0,True,6.0,0.8660254037844386,0.8660254037844386,PV,1800.0
43782 battery,eGon2035,43782,battery,170.85502953500006,False,0.0,1.0,0.0,True,6.0,0.9797958971132712,0.9797958971132712,PV,170.85502953500006
43783 battery,eGon2035,43783,battery,4778.14575,False,0.0,1.0,0.0,True,6.0,0.9797958971132712,0.9797958971132712,PV,4778.14575
43783 pumped_hydro,eGon2035,43783,pumped_hydro,4004.0,False,0.0,1.0,0.0,True,6.0,0.8660254037844386,0.8660254037844386,PV,4004.0
43785 battery,eGon2035,43785,battery,2025.02449595,False,0.0,1.0,0.0,True,6.0,0.9797958971132712,0.9797958971132712,PV,2025.02449595
43787 battery,eGon2035,43787,battery,625.0,False,0.0,1.0,0.0,True,6.0,0.9797958971132712,0.9797958971132712,PV,625.0
43787 pumped_hydro,eGon2035,43787,pumped_hydro,1323.099976,False,0.0,1.0,0.0,True,6.0,0.8660254037844386,0.8660254037844386,PV,1323.099976
43788 battery,eGon2035,43788,battery,2623.0080286700004,False,0.0,0.9999999999999998,0.0,True,5.999999999999998,0.9797958971132712,0.9797958971132712,PV,2623.0080286700004
5 battery,eGon2035,5,battery,0.0,True,1060.480060350655,1.0,221.79337845314456,True,6.000000000000001,0.9797958971132712,0.9797958971132712,PV,1060.4800603773385
5 pumped_hydro,eGon2035,5,pumped_hydro,39.8,False,0.0,1.0,0.0,True,6.0,0.8660254037844386,0.8660254037844386,PV,39.8
6 battery,eGon2035,6,battery,0.0,True,1013.1302804116693,1.0,221.79337845314456,True,6.0,0.9797958971132712,0.9797958971132712,PV,1013.1302804387267
6 pumped_hydro,eGon2035,6,pumped_hydro,1124.9,False,0.0,1.0,0.0,True,6.0,0.8660254037844386,0.8660254037844386,PV,1124.9
7 battery,eGon2035,7,battery,0.0,True,2454.1306977960517,1.0,221.79337845314453,True,6.0,0.9797958971132712,0.9797958971132712,PV,2454.1306978217385
7 pumped_hydro,eGon2035,7,pumped_hydro,303.0,False,0.0,1.0,0.0,True,6.0,0.8660254037844386,0.8660254037844386,PV,303.0
77524 battery,eGon2035,77524,battery,0.0,True,127.67804905930738,1.0,221.79337845314456,True,6.0,0.9797958971132712,0.9797958971132712,PV,127.67804914876396
77525 battery,eGon2035,77525,battery,0.0,True,19.757005451872082,1.0,221.79337845314456,True,6.0,0.9797958971132713,0.9797958971132713,PV,19.757005504722564
77526 battery,eGon2035,77526,battery,0.0,True,53.071523709802946,1.0,221.79337845314456,True,6.0,0.9797958971132712,0.9797958971132712,PV,53.07152373739891
77527 battery,eGon2035,77527,battery,0.0,True,34.99972877540806,1.0,221.79337845314456,True,6.0,0.9797958971132713,0.9797958971132713,PV,34.9997288299251
77528 battery,eGon2035,77528,battery,0.0,True,120.74583553887112,1.0,221.79337845314456,True,6.0,0.9797958971132712,0.9797958971132712,PV,120.74583564069052
77528 pumped_hydro,eGon2035,77528,pumped_hydro,119.1,False,0.0,1.0,0.0,True,6.0,0.8660254037844386,0.8660254037844386,PV,119.1
77529 battery,eGon2035,77529,battery,0.0,True,119.2974798345731,1.0,221.79337845314456,True,6.0,0.9797958971132712,0.9797958971132712,PV,119.29747989626237
77530 battery,eGon2035,77530,battery,0.0,True,46.10969794990207,1.0,221.79337845314456,True,6.0,0.9797958971132712,0.9797958971132712,PV,46.10969804853862
8 battery,eGon2035,8,battery,0.0,True,825.4153599283027,1.0,221.79337845314456,True,6.0,0.9797958971132712,0.9797958971132712,PV,825.415359955015
9 battery,eGon2035,9,battery,0.0,True,229.22114052921748,1.0,221.79337845314456,True,6.0,0.9797958971132712,0.9797958971132712,PV,229.2211405513571
