,48639 CH4,48640 CH4,48642 CH4,48643 CH4,48644 CH4,48645 CH4,48647 CH4,48649 CH4,48650 CH4,52087 CH4,52101 H2_overground
0,46473866.99051828,3611351.893882775,7320266.24543654,1931538.3964028459,50533382.8357341,19342240.58587202,44278007.67497335,17120757.05569835,1411734.7414868332,108371136.78677845,161179.21435294038
1,46459647.45141444,3553015.576054597,7294592.720465348,1927901.608155982,50328353.05129411,19389459.674052805,44228462.8252124,17084395.69087424,1406829.3435297548,107137842.90326132,176490.05823002983
2,46464288.57892053,3537602.7632867736,7296119.402051676,1931034.3938919376,50250851.31160409,19473797.610696267,44237738.39831699,17109340.8102199,1407159.2781279658,105839181.13031961,191766.0460182778
3,46466512.15852806,3514821.8681217115,7293240.214409128,1933192.657873102,50159305.474569224,19569819.982712623,44245765.3298693,17127879.574656226,1407960.954825283,104683146.90670092,207340.98908002838
4,46468804.45614191,3495785.0034203297,7290901.133917586,1935682.5478748314,50068098.74806317,19641153.274673615,44255895.85306021,17146050.661962487,1408864.8965879693,103762182.3211032,222613.88885194468
5,46506816.34410834,3550843.253461008,7338624.352049174,1946735.616147411,50215982.91254109,19670472.144923553,44371836.0575297,17272748.85392749,1418497.5424083753,103214326.08329639,238073.03870128872
6,46496663.553347744,3496089.076589055,7320604.650482605,1934465.6464497861,50027965.79967854,19625367.450886287,44298655.39828904,17229372.60867807,1417307.2604709868,102370889.99250491,252613.38393839705
7,46501891.44070717,3477599.3202940775,7325034.227332126,1929635.274633362,49943531.52262021,19654229.0019592,44282960.77185753,17238239.611114502,1419368.6318885246,101981230.22441152,267051.19024818426
8,46498768.14896453,3441526.0807097084,7312322.109147919,1922102.6657879627,49812926.67425695,19573237.28279504,44242379.20399018,17223962.98442044,1419617.6306295972,101678061.24404165,243119.42604204538
9,46512567.00921295,3445691.493697918,7323607.782477174,1922886.828305523,49801450.17956863,19352468.24426505,44266105.87863119,17269888.45705378,1423824.335425491,101317458.1334287,218901.1982981527
10,46538688.59892057,3495327.1312925317,7358824.980157274,1931534.7619331053,49874980.85535727,19368573.220237855,44351567.85692604,17365123.276397645,1430714.7132415392,101582357.94863768,194759.20932858964
11,46496557.50800532,3455341.5719754775,7354187.97275128,1917668.9626482453,49609061.357548065,19173373.4228133,44239539.86938787,17299732.097236555,1427894.7440783952,109482956.17285131,169865.97295764502
12,46467456.617586106,3447056.681943909,7359068.64099648,1910847.7273719572,49443542.3079024,19013856.78536284,44198895.71872362,17283595.97661072,1427278.4113839227,117362870.65705885,145087.57476579378
13,46425991.74552492,3411752.466804287,7345920.527808206,1899244.6822426193,49190733.73822329,18719316.402658034,44045029.8857641,17224625.68947842,1422784.084481519,124769851.49413352,120276.08123581366
14,46423822.5484118,3462119.839253471,7375219.329499226,1906961.676830258,49228908.885800704,18503917.155261293,44070685.98452816,17307667.78705821,1426977.1648262644,131802008.87957597,95922.03446638494
15,46426129.1649839,3465966.474284358,7367723.88470496,1914243.6356841414,49176479.34388723,18703830.83023322,44087931.10728217,17325056.360156383,1426846.549070772,131650316.37022042,71482.96637138972
16,46399263.86796848,3409254.966246132,7319860.039294383,1911523.6431804409,48936605.15532651,18763051.42599838,44008872.62359068,17244088.34423429,1420455.0950582882,130853136.60620968,46543.952868209926
17,46384825.8017977,3374729.4179055984,7293785.713736166,1912151.355668833,48767728.696132064,18865727.108179457,43967235.14712103,17200611.23720281,1417031.2381895266,129755946.89689872,21975.831814652305
18,46354514.69877995,3307533.3368976335,7246573.675858842,1907567.4931295915,48496825.73188815,18930780.032092318,43872574.681596525,17103533.619968314,1409965.6841531089,128705224.748247,1.9808344471346053
19,46382391.25525891,3358932.926957756,7280725.596493212,1922266.6686536716,48601181.527134605,19122031.409331027,43973132.03582455,17203214.40606056,1416611.4984244097,128187376.3771717,6051.324653244841
20,46351750.83072945,3293380.6022989047,7232710.464908048,1914676.621384207,48454038.56007514,19244242.067551337,43860274.799867675,17063858.05890103,1411488.418529868,127273339.83666667,20711.87418019001
21,46332288.66053986,3249319.2844456346,7200971.431298432,1911330.291817601,48366970.391020164,19277951.129029095,43787826.8826441,16967039.53636187,1408636.028848501,125298170.17301469,35200.64260832094
22,46317994.38728756,3213511.8984018653,7178027.258135938,1909406.7513991687,48305749.47298616,19345839.805321768,43733984.96619994,16888663.279926524,1407131.864820272,123635403.44706374,49934.666249235466
23,46291023.90082531,3150396.0355996173,7137392.652424404,1903057.6490432774,48178196.32909947,19354432.55482094,43637482.28796364,16762471.228685161,1402808.2990929615,122453344.23905058,64703.94793769286
24,46326290.062950894,3233784.2922327938,7182682.271305926,1917091.186416064,48462642.14027672,19532476.659678567,43777889.16746369,16861105.206171833,1411528.6541588295,121769083.09348036,79822.50990052984
25,46306985.97212599,3236714.603683188,7148090.691026355,1908987.0766015572,48573609.24155989,19516112.77237503,43751060.96954304,16742444.358860243,1408065.945663874,120354207.796918,94360.53565052268
26,46307562.36747459,3264602.554797732,7142962.432883747,1908600.2789995326,48745907.43798307,19539435.671616428,43785487.34620873,16700528.55469855,1408838.7842922213,118601665.98377052,109188.03197216177
27,46305637.12044608,3288077.2306341324,7132424.09811805,1907082.272423383,48911806.08641396,19579326.050969314,43815046.94029515,16650576.928298451,1409305.2507900312,116831862.00603493,99761.60139024275
28,46304060.84141539,3310710.6804974983,7121562.6947072325,1905679.4427562938,49079297.45154284,19407550.301382095,43846254.07057958,16602059.62092032,1409662.2482529809,115324397.08606166,89489.22994877228
29,46352673.379861884,3394524.3351216405,7184634.143493752,1919060.4854494699,49404302.6310622,19450190.483193036,43996419.17459219,16756901.45395445,1418245.7281452108,114211166.1068933,104665.01255938831
30,46366473.89582771,3418610.7046934264,7197041.380405798,1911714.3561065695,49618775.08801578,19333146.738711163,43995421.09574249,16780223.584654298,1415619.0685759853,112608994.48116732,119162.66341872688
31,46390671.33780877,3460589.035063679,7222899.294908883,1910798.2019119328,49867035.0984582,19310145.245312463,44040747.29165082,16843984.389915936,1415521.2835600623,111308775.14399388,115216.4851393106
32,46410170.08375751,3494768.1026500845,7241349.032177243,1907015.5414455794,50099997.7716413,19276576.41743297,44064812.912293516,16889806.11935099,1413111.9338306857,110352589.04425398,130400.22900316391
33,46439305.03617423,3556105.0244278833,7278381.653830291,1913200.5509775751,50376623.31641577,19238285.016483486,44142253.46425982,16983845.719355583,1409654.9204037536,109372796.74279028,145561.27088562647
