,0 AC,0 land_transport_EV,1 AC,1 land_transport_EV,10 AC,10 land_transport_EV,11 AC,11 land_transport_EV,12 AC,12 land_transport_EV,13 AC,13 land_transport_EV,14 AC,14 land_transport_EV,15 AC,15 land_transport_EV,2 AC,2 land_transport_EV,3 AC,3 land_transport_EV,4 AC,4 land_transport_EV,43775 AC,43775 H2_for_industry,43776 AC,43776 H2_for_industry,43777 AC,43778 AC,43778 H2_for_industry,43779 AC,43779 H2_for_industry,43780 AC,43780 H2_for_industry,43781 AC,43781 H2_for_industry,43782 AC,43782 H2_for_industry,43783 AC,43783 H2_for_industry,43784 AC,43785 AC,43785 H2_for_industry,43786 AC,43787 AC,43787 H2_for_industry,43788 AC,43788 H2_for_industry,48639 CH4,48640 CH4,48641 CH4,48642 CH4,48643 CH4,48644 CH4,48645 CH4,48646 CH4,48647 CH4,48648 CH4,48649 CH4,48650 CH4,5 AC,5 land_transport_EV,50834 central_heat,52040 rural_heat,52041 rural_heat,52042 rural_heat,52043 rural_heat,52044 rural_heat,52046 rural_heat,52052 rural_heat,52053 rural_heat,52055 rural_heat,52058 rural_heat,52059 rural_heat,52061 rural_heat,52069 rural_heat,52071 rural_heat,52084 rural_heat,52086 rural_heat,52087 CH4_for_industry,52087 rural_gas_boiler,52101 H2_for_industry,52101 H2_hgv_load,52102 central_heat,52103 central_heat,52104 central_heat,52105 central_heat,52106 central_heat,52107 central_heat,52108 central_heat,52109 central_heat,52110 central_heat,52111 central_heat,52112 central_heat,52114 central_heat,52115 central_heat,52116 central_heat,52117 central_heat,52118 central_heat,52119 central_heat,52120 central_heat,52121 central_heat,52122 central_heat,6 AC,6 land_transport_EV,7 AC,7 land_transport_EV,8 AC,8 land_transport_EV,9 AC,9 land_transport_EV
0,1511.1180920520208,154.46056020725518,2371.146397435838,296.07895553391427,1361.028575826861,235.96212042495608,1478.9498241770186,215.1115390714258,7330.907995113517,719.3712282506749,654.7888394918353,47.736582045443356,1355.8843909210111,229.9234406463802,1312.9208238081994,271.63358479365706,1301.7322231520777,142.900793870911,470.2570622161873,63.43820680677891,2337.311065156253,408.13976014312357,11764.125029266226,415.02148427083335,11888.885503890073,1598.13083625,7289.034139215115,9465.530267418686,517.5741359166666,4168.553857473203,764.9263341666666,2702.2380368897866,764.9263341666666,69896.0,1651.7463891666666,1728.6211226993307,863.4360502083332,47843.55607971482,863.4360502083332,1081.8212594447177,14346.55170165217,1694.1099472916665,18771.669322396054,13509.760103310902,609.9109516041666,18023.411212603933,1201.6882454166666,8503.305628890123,18269.741009396,2572.438941289337,12654.469027225568,3539.139888041372,56055.715195693716,41723.69298523488,1035.281623128097,30425.419133406867,2665.7073055136084,28282.58509254435,2095.847434981333,1634.6443541556062,250.84335537767038,30.817096328484432,116.541125513,536.854591555,275.77098618189,170.515958889097,235.93905792,180.450009966,347.51963916942,53.1946520735,222.733827674,201.36131144857,321.657226979,42.651530930999996,523.438977484,230.929671175,46.246671171,130.8350066117,18066.1701112333,52572.25280825037,1716.3558564339999,3019.572749592712,303.4096430683094,304.54170422853974,269.82564566331394,517.8784419674668,1004.4393250892329,198.97885593137096,340.00377684624533,199.25114212130723,903.5441226120198,1488.9851801782931,316.7657684870639,407.4201863852325,1383.9411707894553,290.72787652274303,141.1955228609201,154.78995236580238,17.808869092064715,230.25806477317832,128.84333917552334,386.6869719819768,431.9503643828843,53.99639385007322,2201.683065374148,335.278267263202,2051.702750840919,270.3092663809657,5537.996551159802,630.6109935493441
1,1475.2702055905768,11.067544808611274,2314.9601561709396,24.400031604454853,1293.742960843079,17.707693475764245,1437.2055951837895,16.526355707203038,7186.4215171934775,54.29907909326721,642.0697815581294,4.479824586305767,1293.8399650556892,20.78695054014679,1254.6408982353387,19.210618296870962,1276.0430226374237,11.211007143429015,451.6242582793772,6.033960129600018,2207.9473251560144,32.145181802799925,8517.452177455794,415.02148427083335,9281.505256307235,1598.13083625,6411.682080645678,7759.391509854944,517.5741359166666,3371.440219205273,764.9263341666666,1817.17295979119,764.9263341666666,61633.0,1651.7463891666666,1170.3126083950724,863.4360502083332,32268.43579117779,863.4360502083332,928.8102654116258,9599.738523870354,1694.1099472916665,17666.202511671414,13881.908613848054,609.9109516041666,15374.876831303036,1201.6882454166666,17177.037732127203,39226.171580867434,5118.959112208316,27274.34315550819,7487.033933204865,126893.65630950501,71689.1849575871,2239.6049036622385,66082.95728811382,5540.269383587382,62852.427697947016,4430.868858323079,1542.9249411647163,19.97134174167877,40.47864565858541,161.339423402,740.2758900123,381.56297773728,234.91827698762,321.27664639,248.7032989595,471.83056821868,72.709835302,305.60971523,278.90535932316,425.892273891,59.339078326,717.087971712,311.430167559,63.610982015,180.15735038436,19578.7144391753,71917.15716642457,1774.7633921966,3019.572749592712,411.964169387366,416.67731894922355,365.34613607745564,707.0015191069025,1382.895359947675,272.3337829940542,462.40484817789593,276.2797173585587,1196.8066822541298,2055.457380638894,438.320567956423,567.7903108957187,1930.8509098508916,399.2362737541515,194.72161018022965,213.59882231298548,24.991116878940296,325.41334333056665,179.46702915047695,534.5032461927112,416.28221258544255,4.373393075540662,2123.968392071592,25.984131782897748,1969.6477234556726,22.050067531876266,5319.802093371577,46.3481343628373
2,2131.524329501331,245.53941954369657,3691.081031398279,489.2249533771537,2401.139590205325,341.80009336583316,2306.582443822113,321.3134083710611,10104.17260608181,1035.1466272622347,851.4312298335553,86.78159398958087,2286.9580746560937,387.9045836851001,2382.9704966909585,438.9523844551295,1808.0970585053042,236.33749984949827,777.2304344263378,115.24517944734544,3981.9436804069537,665.3467166498303,10875.11705176608,415.02148427083335,11464.468812699679,1598.13083625,7128.180746341936,7974.459957905376,517.5741359166666,4023.806245976147,764.9263341666666,2367.2668035095576,764.9263341666666,69070.0,1651.7463891666666,1445.2796412938117,863.4360502083332,38393.7937269906,863.4360502083332,1002.6854015682071,14291.908185126744,1694.1099472916665,20020.536061509567,20393.223345553975,609.9109516041666,19632.351176723394,1201.6882454166666,14081.12000196461,31746.186702970816,4210.028924657046,22056.06721756406,6077.910959869831,101609.44932084151,65942.03190793472,1809.7454437808647,53355.70179149695,4514.251102409398,50513.4036910776,3597.4289804491373,3060.739164213727,365.17184352944605,57.646502931489536,253.47186781599999,1098.6021887145,595.97874738106,349.88363617582,503.42364853,371.482218613,708.58449245303,108.898533878,461.087613782,395.1084335261,607.97785417,88.826934066,1068.846806325,467.32650178,94.67422711,268.8777457485,19521.9755595366,109519.47490070955,1782.762747187,3019.572749592712,528.2204118942318,557.4911418258338,403.04521544031024,1116.403808558688,2077.523644260429,386.35812471380416,656.5609034833997,339.7443000422298,1785.7298468123608,3194.783119473658,558.7043598306062,875.3469221022062,3076.9956997878926,573.5326292010641,309.87195431701787,294.55977579184747,23.323385819966152,472.50728518573135,240.10946685149327,847.5993295815739,662.2214337574094,98.33612602110952,3502.767776537452,538.5855889264494,3099.594781258814,467.65895852074027,8133.0148621818225,994.52348238579
3,2150.349634980491,257.2569360558409,3722.9432894880792,502.01111206039786,2457.045394178021,375.73876065947115,2336.9114568078658,353.81109739653766,10232.768587818087,1166.065626477939,853.1512271096901,82.47086136415601,2312.477061339071,403.94865840673447,2425.425991030154,461.0468824915588,1823.2402766264427,249.9028255082667,786.8230265278257,114.96817330271006,4053.425893632309,675.1488080602139,10387.661330746927,415.02148427083335,10749.48062566217,1598.13083625,7171.478145344894,8188.566359976485,517.5741359166666,3880.6084103980465,764.9263341666666,2323.572178700043,764.9263341666666,64801.0,1651.7463891666666,1398.6845519464607,863.4360502083332,41640.97068637062,863.4360502083332,939.401632643373,14123.975391882022,1694.1099472916665,20593.294285828015,20819.61173828459,609.9109516041666,20791.62156043662,1201.6882454166666,14388.120404714582,32487.92423291394,4300.161143265837,22573.526967544298,6217.643781618737,104116.70642690342,63430.25890766389,1852.3715853038618,54617.774270134134,4615.994124351369,51736.977981422686,3680.0753556038635,3143.8267396613323,403.44551718677394,58.958916366389545,249.838991407,1084.373390316,590.12878358125,346.45167523778,497.32814181,368.733875398,701.18491968175,108.352299065,455.867386118,391.89495717216,605.262342546,87.717935684,1057.77050146,464.994076265,93.754516519,265.87020919814,19186.5509690165,108524.33584922086,1721.817532206,3019.572749592712,519.6781409012302,550.3254469444619,395.16380806221287,1114.1535252587694,2057.6099720424077,387.4758806325916,648.7559132989156,332.83045673248586,1779.849939186898,3155.835118244316,550.2377818970858,869.0211685600019,3058.7580125504405,567.4000161923892,307.9623350039334,291.48762121059275,22.694319855698254,469.12219674590347,236.62584745183892,835.1466146512337,670.5351857807245,99.03685377165675,3537.641516651425,564.4406244265847,3134.923330389853,466.9725516214967,8203.76215257784,1047.8744228265714
4,2884.5265703319023,196.33508486719802,5223.365117210827,389.1021036747843,3724.6254426741784,311.6710858482402,3308.2622702764984,267.4161141659133,13570.770349746726,923.5785337174311,1087.7323839943247,62.21204764395952,3428.5920144747543,301.74520621448755,3698.2396430951467,352.40215672180057,2424.482913284106,178.04428623989224,1146.8828345422212,82.08760528825223,6020.072987622905,539.5107484934852,11878.228351286554,415.02148427083335,11273.879958162426,1598.13083625,7482.293057424244,8784.442345527725,517.5741359166666,4135.846400161532,764.9263341666666,2632.378388678536,764.9263341666666,67568.0,1651.7463891666666,1587.417107418155,863.4360502083332,39947.327519744176,863.4360502083332,1057.37664832503,15265.11440063638,1694.1099472916665,20211.338053650536,20990.468266211366,609.9109516041666,20389.8077145823,1201.6882454166666,14392.827217064842,32499.296268049133,4301.5430158494055,22581.460461833405,6219.786111613271,104155.14673058508,69940.51466577219,1853.0251129460646,54637.12388100163,4617.554009315493,51755.73735284265,3681.34245810861,4898.155477075946,345.9890012291726,54.44527070014299,216.466740153,945.245415134,509.17879055186,303.89678357308,435.58935122,321.29573177,616.8535082979,94.046787801,398.468433924,346.72501934786,549.947012527,77.60746567,921.021551393,411.71754747,81.885666856,231.9363541853,20153.7051063405,94730.97486942376,1775.7565901525,3019.572749592712,468.24577930082404,492.2646407427181,363.2859589273697,971.9866114709816,1796.047025050191,341.313031519782,580.2670824435489,300.7503162542343,1614.659670473161,2757.288628374069,490.4257220544852,755.4207914008259,2676.5753582547795,503.02860757087507,266.24380865546783,258.54933468876845,21.932257620444222,411.4762786693908,213.43959048031604,733.20715274356,939.9504415373094,68.96620760113001,5101.6910035513865,422.9585618469864,4411.29995400268,348.846481077373,11306.250146713372,800.333723757416
5,1567.891132001898,78.58551562204957,2490.1909727359107,157.07070563652087,1446.3604723198591,120.01785318180919,1555.8122503511158,107.85360778262839,7589.202974407971,355.94402325515694,674.5912058494516,28.175804634869564,1440.272320476835,128.19980474933982,1418.7692713926217,139.94249970000237,1353.6310797487638,76.78100390126929,494.7345264036646,37.240600775170606,2476.3998644029157,213.0290723941289,14882.306303063995,415.02148427083335,11127.335026004537,1598.13083625,7360.141871094384,9770.588812639755,517.5741359166666,4163.536412764377,764.9263341666666,2643.732399681638,764.9263341666666,68052.0,1651.7463891666666,1643.88047049444,863.4360502083332,47481.399613746835,863.4360502083332,1060.4868408403772,15072.693610471313,1694.1099472916665,19828.575688789504,17982.976349058015,609.9109516041666,23136.21296518083,1201.6882454166666,8412.8197251592,19446.316980981417,2632.539745783724,12434.635152943316,4415.66019980658,56914.88621675473,51185.06809261397,1038.1954720058231,33278.99876851519,2897.458473982275,30022.383458181244,2080.4400739558155,1739.3286718214342,128.37299533368787,31.770005921338303,123.659133836,582.797863737,292.11468524902,189.39116331315,239.42684911999999,191.5120825087,359.71123902492,59.888310176,230.320310665,221.303562527604,335.9085831675,46.078626874,536.029232345,235.06031049,48.903250397,137.8270183188,19671.6532249763,55282.941044515275,1743.7056753351,3019.572749592712,312.1003938490228,313.9781381919732,274.1388971848474,519.5214064352024,1025.2791037184522,203.47614412393403,343.9610877561058,218.61828402594367,945.0610507766233,1624.6101228245248,332.43149539724396,431.1763987043385,1508.7207578950984,320.94096674171533,153.88970410286836,162.21283669304069,17.72105867048642,259.26161446831,143.05852143297454,425.78486969467536,451.2364676328258,31.880988591350615,2327.0776423226166,174.46323924697936,2149.1346563204747,147.8430669377558,5750.135789623656,323.25136166997254
6,1509.0043942669756,18.94104866462294,2380.1014134622715,37.31027796328999,1356.3906456364207,29.97509010741487,1483.4050738789697,27.005371485487558,7333.828953215897,100.67136881302577,654.1646069557448,6.042734751477838,1356.3107690840027,30.164389592362568,1312.3091539576221,37.27786310110241,1303.2367646073285,19.86585416959133,468.61471057499057,8.082454148563556,2322.139667064114,50.74672553339042,13259.750568321937,415.02148427083335,9874.622385764964,1598.13083625,6681.807835552359,10773.739016139116,517.5741359166666,3901.8615982940128,764.9263341666666,2148.949622885798,764.9263341666666,74097.0,1651.7463891666666,1266.325689090187,863.4360502083332,29544.085482531595,863.4360502083332,937.7433732444329,13731.716087898603,1694.1099472916665,23035.216291446108,20173.776151043363,609.9109516041666,23001.13348661067,1201.6882454166666,16278.846259059002,40205.08058954793,5050.868770525349,25608.47407091745,9149.512474046483,123165.28816735053,95996.90662298437,2149.826974750068,69670.73025865623,5833.354516141814,64013.378776666425,4209.275234078627,1628.4391291989837,30.576886123919394,62.74858279440178,291.95030829,1304.026515446,693.9451177138,419.39107177336,555.98735245,433.562807629,784.0734877255,133.063405097,516.504778456,465.13992949014,687.01193736,105.671727675,1205.022375346,517.48690508,112.181734906,315.5641463174,24407.9544614858,126012.62313308383,1927.6187874859,3019.572749592712,580.1789603088592,627.8059655148077,442.3464143721045,1243.425254786978,2340.0106024075276,438.4168263075038,723.4354198001992,396.1332182963116,2023.3600101912007,3831.442381847175,640.0058763773238,1019.9697428633862,3602.2427596652033,692.9396228179354,373.42208860432686,346.0699479764741,26.114193985011706,573.7157172012361,293.67472777142353,1001.9892660724829,428.5267250368863,7.8148671488743275,2201.341711987344,45.49958166037686,2046.2731081689633,35.626537116244435,5527.26474030722,86.36877610185184
7,2252.7340801470077,222.68080908618867,3980.7191518346103,451.405900725862,2604.6663660192494,350.4863762080204,2477.736775602017,312.0735335946083,10661.879431661366,1043.73401841335,886.7968347365098,71.63988603278995,2467.1225870972576,343.0032979808748,2589.9959923698534,403.5923263076693,1905.7378604843493,205.04738304018974,838.3055639397754,94.13148789666593,4309.433341228422,610.6107470986899,15760.65322779201,415.02148427083335,11365.807854676732,1598.13083625,7339.588597318432,11095.469928822775,517.5741359166666,4582.148557639592,764.9263341666666,2784.5356289855913,764.9263341666666,79826.0,1651.7463891666666,1863.1818226350824,863.4360502083332,42346.60960094229,863.4360502083332,1110.0719439200268,17346.510989509705,1694.1099472916665,23034.173867908266,23321.31304308426,609.9109516041666,25188.32682686588,1201.6882454166666,13856.201314820537,33811.62215304277,4306.051478078358,21551.08447106074,7691.54087561186,102760.932722111,80002.20402252235,1807.4573643281747,58462.499021866344,4929.132584942551,53544.5464376106,3553.618694457005,3334.256524261511,381.1165987357963,57.96133287368262,253.304109206,1143.304190745,602.27712012498,365.538752927,482.93376704,377.060214117,685.3418333605,114.367589467,452.566832607,409.97695750237,607.312829338,92.140527101,1052.610086908,452.96698931,96.817011693,271.36812605691,23869.6968170296,109604.78273739526,1914.7748379024001,3019.572749592712,524.1410464906479,560.2702137465908,401.90566372789345,1102.1802037062348,2070.1897565070044,388.2148684868441,644.6161513388048,356.4460432237708,1791.869775102281,3375.1519195605756,574.2493200333289,898.3242768422276,3176.345062821085,615.0287788241238,327.67364451285425,301.8932196224622,23.03058972470406,505.18095091767816,255.6210142645078,883.1022123162037,709.1243390474284,78.9119550138712,3749.996717340952,491.25074127316475,3291.827953199573,396.05054511129856,8642.672858825434,913.4316070470959
8,2142.3659070169183,268.1171589088626,3658.65613153659,510.63684040214866,2415.498480583763,397.63326880708337,2324.4150315539173,366.9188166009262,10181.22278984203,1203.889925675816,856.5606120700064,85.98517293483019,2311.1238614349168,420.24253522604704,2437.145683996506,468.1121002100408,1826.5262239363942,260.13563099503517,769.6251396253933,119.90411456627771,4056.7446769537573,701.7318021263927,15299.618767604768,415.02148427083335,11575.780522496287,1598.13083625,7829.972873769869,11171.297965567443,517.5741359166666,4363.0445619254715,764.9263341666666,2749.419777750745,764.9263341666666,80638.0,1651.7463891666666,1882.1178197455893,863.4360502083332,42827.07753386801,863.4360502083332,1034.8391373009565,18369.090107364296,1694.1099472916665,23177.09804128605,24237.22363829639,609.9109516041666,26076.748829734905,1201.6882454166666,14925.05844335723,36632.37954141431,4634.660618424185,23341.181615659334,8334.789627310694,111763.21794046616,81588.28626636477,1958.5088832740523,63407.506702096725,5328.070142524004,58163.335542331304,3842.8906193063003,3046.208516739857,422.27830280410126,62.65340879297722,277.83980729,1242.820168795,661.87031323171,397.99973747379,529.45085953,410.997743929,745.3122086873,126.074471665,494.19401372,442.45602111200003,656.339675419,99.459079997,1148.522820364,493.51604373600003,105.785653889,297.40910373173,23084.6588063896,120005.10342068538,1845.7171417726,3019.572749592712,547.0633144371536,592.5075628356026,407.8472771764805,1190.7989030843778,2232.733136487314,417.5622234427711,688.6035511740378,368.9591540749112,1937.9597730083049,3659.8577488467,601.9987377490418,979.5229749064001,3458.657809070371,657.004017582538,358.86620337161617,324.6902404938512,22.792062869379787,540.3730501924567,275.4928068831056,957.2315604000726,666.5703560648042,102.50701982527971,3533.4676890217106,577.0312428036705,3152.4658993726594,482.45061576366425,8213.587905207163,1083.4096894972026
9,2252.376406065928,160.68532209983096,3886.4522458146917,325.3339377241209,2605.8172352081024,250.82621583342552,2460.2909397129392,237.95366806536913,10646.583659222204,802.858215786051,895.5318218947554,54.953855745494366,2485.4286523074793,255.7517633875832,2615.5893490658814,286.3641093787737,1917.019857352465,148.43988092429936,830.6992373471473,70.71130680199713,4365.81225310488,434.55676230741665,15765.54893444925,415.02148427083335,11539.839547947784,1598.13083625,7834.4697566625,9944.928231426073,517.5741359166666,4401.692129110732,764.9263341666666,2850.200833832183,764.9263341666666,77172.0,1651.7463891666666,1849.1813523871228,863.4360502083332,50467.939936218056,863.4360502083332,1071.01106274427,15976.53279096376,1694.1099472916665,22016.29308902463,22320.606231244918,609.9109516041666,23953.43403534512,1201.6882454166666,12136.255441600817,29272.615114631924,3777.2717939180893,18670.55898798721,6656.460502004969,88274.95241896772,81612.60347059963,1564.3936005020312,50505.2657064129,4287.184295021014,46112.24604138057,3088.1382854298326,3319.2915356357407,270.70194629137404,55.52987977512653,231.768012904,1040.961118884,548.60648238106,334.3863767915,443.02411449,343.885509515,631.8086863897,105.76326199,414.82175921,376.32159462805,573.18696857,83.6884847055,959.214612077,420.178416906,88.846921562,249.71499573243,23405.3411637067,100511.56397929337,1860.6151893653,3019.572749592712,482.11971383229445,509.7511267445354,372.2857700322083,999.0000991307536,1877.7104042925248,352.6574486857014,593.8037803468284,325.972533786532,1683.4598638290877,3050.4853067914514,523.2719488999217,811.7430219742096,2885.9485565878726,558.740746836787,298.5682793476011,278.33198823606864,22.032754604948405,460.63703744562594,235.58196315597814,800.278703469432,708.3036340425111,56.71452486515045,3774.9949061689194,368.8570488700643,3364.4625039829184,282.9747343417257,8729.38595293438,668.7183525292203
