,72 ramp_up,76 ramp_up,83 ramp_up,86 ramp_up,89 ramp_up,90 ramp_up,94 ramp_up,97 ramp_up,98 ramp_up,102 ramp_up,106 ramp_up,109 ramp_up,115 ramp_up,118 ramp_up,123 ramp_up,126 ramp_up,139 ramp_up,142 ramp_up,190 ramp_up,193 ramp_up,196 ramp_up
0,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,141.14564103442717,141.14564103442717,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715
1,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,49.42583162490337,49.42583162490337,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715
2,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,141.14067962368426,141.14067962368426,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715
3,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,141.1486628166822,141.1486628166822,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715
4,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,141.15306703419992,141.15306703419992,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715
5,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,141.15850011129805,141.15850011129805,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715
6,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,105.8740866706139,105.8740866706139,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715
7,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,140.9208945501814,140.9208945501814,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715
8,104.8644185384619,104.86564876086777,104.86457914694984,104.86274732157108,104.8620162490879,104.8620162490879,104.8647552373186,141.16154587592973,141.16154587592973,104.8661325912708,104.8614186447412,104.86256989556568,104.86171103231027,104.86170646429673,104.86171103231027,104.86453195644572,104.86456401122268,104.86170646429673,104.86453195644572,104.86456401122268,104.86453195644572
9,104.89979556653816,104.90159396235322,104.89996983988385,104.89833423201344,104.89831459790184,104.89831459790184,104.90023043000656,141.15971058106516,141.15971058106516,104.90205961786523,104.89778364013546,104.89594806290916,104.8981708495412,104.89813775705261,104.8981708495412,104.8999281826982,104.89992798812455,104.89813775705261,104.8999281826982,104.89992798812455,104.8999281826982
10,104.34335045506123,104.34521333948032,104.34352193332597,104.3421055398976,104.34279859631351,104.34279859631351,104.3437362444729,141.15953484390593,141.15953484390593,104.34600754006533,104.34038992012938,104.33148280290334,104.34276761888032,104.342691941667,104.34276761888032,104.34351953436999,104.34350302199164,104.342691941667,104.34351953436999,104.34350302199164,104.34351953436999
11,141.15132992126928,141.1527465055151,141.15167519610077,141.1508004824118,142.73352566486574,142.73352566486574,141.15185356074835,141.16151924172846,141.16151924172846,141.15517866184018,141.15094708433026,142.73999158686274,141.15154712372168,141.15147471125965,141.15154712372168,141.15174932488299,141.1516918558118,141.15147471125965,141.15174932488299,141.1516918558118,141.15174932488299
12,141.1443719499457,141.1465878861436,141.14555032512908,141.1441448053647,142.78725256233884,142.78725256233884,141.145884133266,141.1563275568442,141.1563275568442,141.14780332957162,141.14462089572953,142.79946026234757,141.1457991434072,141.14571596099995,141.1457991434072,141.14591374904558,141.1457011405655,141.14571596099995,141.14591374904558,141.1457011405655,141.14591374904558
13,141.1589935865086,141.15997078041073,141.15922330214016,141.1588079674857,142.784420652044,142.784420652044,141.15934501750053,141.1602772068327,141.1602772068327,141.16118426509638,141.15917178973723,142.80160837640688,141.1591044737288,141.15905022787774,141.1591044737288,141.1593348555907,141.15924966097373,141.15905022787774,141.1593348555907,141.15924966097373,141.1593348555907
14,141.14421531765402,141.14936030578974,141.14444545354672,141.14353121212662,141.1444604690023,141.1444604690023,141.14508773615307,141.1571963826682,141.1571963826682,141.15148004436924,141.1433842650531,141.1559592975591,141.1438987986403,141.14379593481863,141.1438987986403,141.1444163204069,141.1443889648799,141.14379593481863,141.1444163204069,141.1443889648799,141.1444163204069
15,100.71902639834298,100.7196627064368,100.71911725843711,100.71761187052834,100.7170016617365,100.7170016617365,100.71931080569811,100.7307544906489,100.7307544906489,100.71946561766345,100.71533335860659,100.71911520103095,100.71708202343143,100.71702974562504,100.71708202343143,100.71903136826586,100.71907081606332,100.71702974562504,100.71903136826586,100.71907081606332,100.71903136826586
16,104.90880858964192,104.90887352739628,104.90887617728731,104.90787829397595,104.90750337413556,104.90750337413556,104.9089071512335,104.89888039300422,104.89888039300422,104.90831402746517,104.90696212724288,104.91740433225823,104.90746211980877,104.90746045346168,104.90746211980877,104.90896558499662,104.90896770385734,104.90746045346168,104.90896558499662,104.90896770385734,104.90896558499662
17,51.16632598723481,51.16660384977149,51.166569808498025,51.16599906923511,51.16601210524459,51.16601210524459,51.166716590476426,51.176848092547516,51.176848092547516,51.166306752676974,51.165490002596925,51.183207887346725,51.165808466859744,51.165845166149666,51.165808466859744,51.16667337295803,51.16664695104555,51.165845166149666,51.16667337295803,51.16664695104555,51.16667337295803
18,53.30059586164316,53.3004521867133,53.30070295418045,53.29895276273237,53.29648629704934,53.29648629704934,53.30073360024835,53.31050081450485,53.31050081450485,53.29927784883148,53.29684447341606,53.30228645973693,53.296554972141166,53.29658426556853,53.296554972141166,53.300735133117996,53.30074296344537,53.29658426556853,53.300735133117996,53.30074296344537,53.300735133117996
19,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715
20,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715
21,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715,10.714285714285715
