,48639 CH4,48640 CH4,48642 CH4,48643 CH4,48644 CH4,48645 CH4,48647 CH4,48649 CH4,48650 CH4,52087 CH4,52101 H2_overground
0,-7170.024624083936,-10243.22670006454,-2635.557583582774,-4034.4616340686102,-31084.102740944923,-21719.4822565414,-26949.321177497506,-27112.703509495408,72.71720556560904,263486.5967670828,-3064.746969774872
1,2802.3561049982904,11288.029226490482,4878.727090575732,724.1308669585735,41011.15961200595,-9112.991707939655,10318.619963748753,7552.515869126469,514.4774732050486,300809.74287870823,-3005.047596357594
2,-868.3787977799773,2612.6409654854797,-558.0325129335746,-668.5689848737326,15418.98976996094,-17946.047857669742,-1783.931423458457,-4734.153343956173,-417.4001497689169,327865.5397330046,-2997.2621257349615
3,-486.47649022638797,4014.278884536028,-97.5296078428626,-562.0146366484929,18240.928897950052,-19370.582420580835,-1234.213640449941,-3495.4258687123656,-331.7883265390061,280550.23904910387,-3058.05522544572
4,-534.7962798088789,3736.8806847240776,-195.93597869686783,-575.6825791857206,18214.96101897657,-15152.594169809669,-1512.7164120197297,-3496.995387548953,-296.11262911856176,129217.38681588173,-3004.03258280867
5,-7778.739021910727,-10921.82838592343,-10198.64651446659,-2421.4322797241157,-29610.592166665196,-6245.142541714013,-22797.01433840245,-25268.05349360183,-1816.3893664492293,-98545.38593614698,-3036.0957958401295
6,1813.8181574940681,11114.861055398733,3027.1676875371486,2306.747999878274,37546.779633720216,8821.288312993944,14966.558175437152,8672.968540573866,373.7780538686551,-110807.05506846607,-2852.3778217990475
7,-1264.0318604633212,3824.5770816426725,-1077.388273169659,861.5195424469188,16895.614125162363,-6929.842581940442,3425.2740225866437,-1829.9227224394679,-255.92157018389554,-196783.35402250587,-2858.97250820371
8,150.31564064472914,7829.88386560157,1943.915251377411,1470.2496433043386,26139.051295885445,15019.841072321684,8325.983029729128,2760.609713046998,86.77600981174037,-199151.64686178864,4858.1600972304
9,-3283.5985986500978,47.704395316541195,-2930.6415380911903,-185.8841345933266,2344.6917005568744,43543.30457667708,-4979.513999134302,-9287.631820936502,-700.9677017953712,-202564.19165920914,4873.123582656821
10,-5727.328883579374,-8695.022133648488,-8688.611799396202,-1718.7184036997146,-14525.5183368057,5662.186101499945,-16622.126533427836,-19125.235246035456,-1303.0383321654517,-237007.77572804393,4839.805006421998
11,9510.87036690861,7401.955105144251,-82.6858162354678,2766.2018631661776,53550.62285880298,39119.92790208757,22952.612576034666,13035.396383316815,598.9110753226093,3033.392617127299,4963.915043067624
12,7005.272041544318,1504.5859950409272,-2431.633977828175,1376.5043045526836,33195.55151354671,32048.320468700676,8437.711067309976,3058.2557546265425,283.40832019429655,-119033.85095718503,4940.992353597959
13,9392.185779036581,6877.957968963869,1511.1023809634148,2466.16375727728,50742.588087382916,59216.14956243038,21813.49862045199,11541.170421002806,1009.9877313364298,-176804.7042794019,4947.583035090213
14,1337.7207149133087,-9634.621823166312,-6653.295624339022,-1392.6020844580605,-7697.810385628045,43327.27339252531,-3156.7533837631345,-16937.874744947254,-631.7640213666018,-258182.06044973433,4856.110837356301
15,-869.280783483386,-321.01819977220146,908.0187999840825,-1305.9986563033424,10564.590611952543,-39788.29457430169,-3706.3309460803866,-3726.6060317620636,145.62488947617823,-422837.010114041,4873.775543598368
16,4927.174104326963,11507.018114418071,8980.669477243722,697.5085858597886,48163.01861801594,-11588.818609724194,15679.445646232367,15999.105628535897,1340.6683213646058,-329739.5717345178,4973.764352553279
17,2540.872190159559,6835.212097082566,4564.428960400075,-4.5705857124179605,33966.28490093201,-20225.814717193694,8341.912804685533,8554.58416229114,728.4330076189246,-336445.36109358666,4909.894287205099
18,5813.937776064873,13357.744490239862,8788.131387579255,1078.4512496267912,54309.03008991778,-12702.401789560168,18995.047204963863,19289.344065713136,1403.193120681867,-300914.7089786321,4374.751073202841
19,-5787.4370234951375,-10402.120880942884,-7465.843690887652,-2872.2938428778666,-20994.848129172624,-37908.070968768,-19813.26728182733,-20053.094286303967,-1252.578144741617,-322392.68533487024,-1640.280716690207
20,6016.089941832423,12963.615005803575,9122.6545318529,1579.5112647677306,29357.699066902696,-24088.915826785564,22809.556465682388,27771.932659132035,1088.9934430481867,-254642.66732916833,-2888.5506730188786
21,3815.6016017302873,8685.83002626691,6109.519769290276,777.7494700322859,17347.350497691332,-6388.306367950141,14685.029930707813,19260.656276579946,590.9357836010865,-139364.2109847158,-2864.4586705447196
22,2764.387754318118,7079.819692504871,4330.475469007902,423.38249142770655,12237.06528391987,-13267.913863217085,10910.10751593262,15600.600581875444,363.62409358858133,-66459.8274320662,-2884.3006520405224
23,5395.812191188335,12596.473718165513,8381.423676590808,1315.616887717601,25421.871098172665,-1410.3910468898714,19445.61959374845,25157.77431148514,920.040246527968,-33711.96597302258,-2888.2357612761625
24,-7121.405002485216,-16699.00169954542,-8926.109833264165,-2781.4882940333337,-57102.53444441557,-35267.14652199,-27860.332684002817,-19771.02565006316,-1708.093274050951,-16629.34882463217,-2956.2366115673126
25,3862.092434334755,-824.8682923922315,7162.225051116943,1674.3309802562464,-22289.29614828974,3748.89636496678,5569.179437528551,23710.362142084912,667.9859119893051,102616.68490704,-2840.139009765582
