name,scn_name,bus,carrier,e_nom,e_nom_extendable,e_nom_max,e_initial,e_cyclic,capital_cost,e_nom_opt
65146 central_heat_store,eGon2035,65146,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0001716210351741861
65585 central_heat_store,eGon2035,65585,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0001715362935626164
65769 central_heat_store,eGon2035,65769,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017169866312961846
65868 central_heat_store,eGon2035,65868,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0001718761718565708
65897 central_heat_store,eGon2035,65897,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017084081436558355
65944 central_heat_store,eGon2035,65944,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,19.378600437058846
65990 central_heat_store,eGon2035,65990,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0002820603462202543
65998 central_heat_store,eGon2035,65998,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017023997386591042
66013 central_heat_store,eGon2035,66013,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0002893943457938572
66029 central_heat_store,eGon2035,66029,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017052883327428505
66037 central_heat_store,eGon2035,66037,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00026298151579812494
66041 central_heat_store,eGon2035,66041,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00028685423670733083
66043 central_heat_store,eGon2035,66043,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00031948014847630007
66067 rural_heat_store,eGon2035,66067,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.706631562294934e-06
66068 rural_heat_store,eGon2035,66068,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.424975766117187e-06
66069 rural_heat_store,eGon2035,66069,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.093477100189733e-06
66070 rural_heat_store,eGon2035,66070,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.1291258343886504e-06
66071 rural_heat_store,eGon2035,66071,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.979590158937746e-06
66073 rural_heat_store,eGon2035,66073,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.161922787253756e-06
66074 rural_heat_store,eGon2035,66074,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.9485685620815286e-06
66079 rural_heat_store,eGon2035,66079,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.845855689110317e-06
66080 rural_heat_store,eGon2035,66080,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.288292927520394e-06
66082 rural_heat_store,eGon2035,66082,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.714879192080274e-06
66085 rural_heat_store,eGon2035,66085,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.296387174056683e-06
66086 rural_heat_store,eGon2035,66086,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.969454629175188e-06
66088 rural_heat_store,eGon2035,66088,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.9299272518919555e-06
66091 rural_heat_store,eGon2035,66091,rural_heat_store,0.0,True,inf,0.0,False,5.05088613892091,7.18570199243664e-06
66096 rural_heat_store,eGon2035,66096,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.875978920880661e-06
66097 rural_heat_store,eGon2035,66097,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.239632909790586e-06
66099 rural_heat_store,eGon2035,66099,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.133457784492189e-06
66111 rural_heat_store,eGon2035,66111,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.788773771524329e-06
66113 rural_heat_store,eGon2035,66113,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.923532701404727e-06
66168 rural_heat_store,eGon2035,66168,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.835613203300018e-06
66216 rural_heat_store,eGon2035,66216,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.951495202350895e-06
66232 rural_heat_store,eGon2035,66232,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.849530863001265e-06
66240 rural_heat_store,eGon2035,66240,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.144398302939745e-06
66553 rural_heat_store,eGon2035,66553,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.117881832127129e-06
66575 rural_heat_store,eGon2035,66575,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.956129750578177e-06
66692 rural_heat_store,eGon2035,66692,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.94462308862189e-06
66970 rural_heat_store,eGon2035,66970,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.940779161180889e-06
67222 rural_heat_store,eGon2035,67222,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.047721403217083e-06
67292 rural_heat_store,eGon2035,67292,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.8655681193277145e-06
67578 rural_heat_store,eGon2035,67578,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.568279083711021e-06
67637 rural_heat_store,eGon2035,67637,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.132370262493753e-06
67810 rural_heat_store,eGon2035,67810,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.968249155627643e-06
67940 rural_heat_store,eGon2035,67940,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.132181826871063e-06
67989 rural_heat_store,eGon2035,67989,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.900531000258173e-06
68282 rural_heat_store,eGon2035,68282,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.234913174629587e-06
68381 rural_heat_store,eGon2035,68381,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.087210913792997e-06
68601 rural_heat_store,eGon2035,68601,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.226444262061988e-06
68605 rural_heat_store,eGon2035,68605,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.260980646928799e-06
68648 rural_heat_store,eGon2035,68648,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.135625367373993e-06
68660 rural_heat_store,eGon2035,68660,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.682858286579254e-06
68937 rural_heat_store,eGon2035,68937,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.007786127959955e-06
69061 rural_heat_store,eGon2035,69061,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.130548581506506e-06
69182 rural_heat_store,eGon2035,69182,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.902340755887367e-06
69491 rural_heat_store,eGon2035,69491,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,7.132663775953462e-06
69569 rural_heat_store,eGon2035,69569,rural_heat_store,0.0,True,inf,0.0,False,5.0508861389209105,6.863270553095283e-06
69914 battery_storage,eGon2035,69914,battery_storage,48863.85,False,inf,38499.00223072651,False,0.0,48863.85
69915 battery_storage,eGon2035,69915,battery_storage,66326.014,False,inf,51970.35315991823,False,0.0,66326.014
69920 battery_storage,eGon2035,69920,battery_storage,99979.44,False,inf,78986.05824439898,False,0.0,99979.44
69924 battery_storage,eGon2035,69924,battery_storage,3195.83,False,inf,2520.8138011540923,False,0.0,3195.83
69925 battery_storage,eGon2035,69925,battery_storage,156440.84,False,inf,123104.20706362641,False,0.0,156440.84
69929 battery_storage,eGon2035,69929,battery_storage,35982.234,False,inf,28310.791610337303,False,0.0,35982.234
69931 battery_storage,eGon2035,69931,battery_storage,124900.774,False,inf,98644.71065213223,False,0.0,124900.774
69942 battery_storage,eGon2035,69942,battery_storage,78823.882,False,inf,62135.65590590232,False,0.0,78823.882
70054 battery_storage,eGon2035,70054,battery_storage,53347.218,False,inf,41878.44218532264,False,0.0,53347.218
70127 battery_storage,eGon2035,70127,battery_storage,6826.852,False,inf,5398.800537332677,False,0.0,6826.852
70146 battery_storage,eGon2035,70146,battery_storage,2004.66,False,inf,1594.280657455274,False,0.0,2004.66
70154 battery_storage,eGon2035,70154,battery_storage,9944.448,False,inf,7844.280586073156,False,0.0,9944.448
70175 battery_storage,eGon2035,70175,battery_storage,33408.702,False,inf,26449.533976764338,False,0.0,33408.702
70304 battery_storage,eGon2035,70304,battery_storage,2604.408,False,inf,2053.9688755003995,False,0.0,2604.408
70305 battery_storage,eGon2035,70305,battery_storage,7303.888,False,inf,5791.619576702028,False,0.0,7303.888
70310 battery_storage,eGon2035,70310,battery_storage,11903.394,False,inf,9429.002177751414,False,0.0,11903.394
70324 battery_storage,eGon2035,70324,battery_storage,22194.6,False,inf,17469.46300297764,False,0.0,22194.6
70372 battery_storage,eGon2035,70372,battery_storage,49033.318,False,inf,38749.99373721773,False,0.0,49033.318
70492 battery_storage,eGon2035,70492,battery_storage,6876.356,False,inf,5415.305753515042,False,0.0,6876.356
70512 battery_storage,eGon2035,70512,battery_storage,31653.824,False,inf,24932.482521463287,False,0.0,31653.824
70557 battery_storage,eGon2035,70557,battery_storage,1446.57,False,inf,1137.5400312629947,False,0.0,1446.57
70583 battery_storage,eGon2035,70583,battery_storage,48083.198000000004,False,inf,37883.48910793665,False,0.0,48083.198000000004
70797 battery_storage,eGon2035,70797,battery_storage,12193.68,False,inf,9610.565586433882,False,0.0,12193.68
70862 battery_storage,eGon2035,70862,battery_storage,100.702,False,inf,77.91579998491332,False,0.0,100.702
70868 battery_storage,eGon2035,70868,battery_storage,120.568,False,inf,94.22594366908818,False,0.0,120.568
71289 battery_storage,eGon2035,71289,battery_storage,90.208,False,inf,70.69129253852739,False,0.0,90.208
71525 battery_storage,eGon2035,71525,battery_storage,59.034,False,inf,46.06350845469534,False,0.0,59.034
71534 battery_storage,eGon2035,71534,battery_storage,87.812,False,inf,68.90776520545873,False,0.0,87.812
71684 battery_storage,eGon2035,71684,battery_storage,22.482,False,inf,17.508186023879798,False,0.0,22.482
71789 battery_storage,eGon2035,71789,battery_storage,13.74,False,inf,10.974305212482811,False,0.0,13.74
72135 battery_storage,eGon2035,72135,battery_storage,24.544,False,inf,19.31554677726701,False,0.0,24.544
72148 battery_storage,eGon2035,72148,battery_storage,41.834,False,inf,32.97642782062665,False,0.0,41.834
72264 battery_storage,eGon2035,72264,battery_storage,13.76,False,inf,10.876259634114803,False,0.0,13.76
72275 battery_storage,eGon2035,72275,battery_storage,205.048,False,inf,160.32144485351537,False,0.0,205.048
72629 battery_storage,eGon2035,72629,battery_storage,78.816,False,inf,61.5556880482072,False,0.0,78.816
73716 battery_storage,eGon2035,73716,battery_storage,112.7,False,inf,88.03042923974246,False,0.0,112.7
75607 battery_storage,eGon2035,75607,battery_storage,112.232,False,inf,88.26870766201615,False,0.0,112.232
75650 battery_storage,eGon2035,75650,battery_storage,44.9,False,inf,35.0577399485074,False,0.0,44.9
75738 battery_storage,eGon2035,75738,battery_storage,88.944,False,inf,69.48606000072975,False,0.0,88.944
76604 battery_storage,eGon2035,76604,battery_storage,150.816,False,inf,118.547366677803,False,0.0,150.816
76705 battery_storage,eGon2035,76705,battery_storage,10.63,False,inf,8.61142842008546,False,0.0,10.63
76854 battery_storage,eGon2035,76854,battery_storage,150.25,False,inf,117.96378539458662,False,0.0,150.25
76970 battery_storage,eGon2035,76970,battery_storage,279.358,False,inf,221.28814809904247,False,0.0,279.358
76975 battery_storage,eGon2035,76975,battery_storage,33.386,False,inf,26.350194229617717,False,0.0,33.386
77042 battery_storage,eGon2035,77042,battery_storage,265.136,False,inf,207.47875038591496,False,0.0,265.136
77531 CH4,eGon2035,77531,CH4,264722068.94267517,False,inf,0.0,True,0.0,264722068.94267517
77545 H2_overground,eGon2035,77545,H2_overground,0.0,True,inf,0.0,True,8.015584363658734,109.44072765506056
77586 central_heat_store,eGon2035,77586,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017069748702498776
77587 central_heat_store,eGon2035,77587,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017025689270819852
77588 central_heat_store,eGon2035,77588,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0003062455325887007
77589 central_heat_store,eGon2035,77589,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017117323947339494
77590 central_heat_store,eGon2035,77590,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0001710879275393951
77591 central_heat_store,eGon2035,77591,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017024506610674526
77592 central_heat_store,eGon2035,77592,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0001705401360960877
77593 central_heat_store,eGon2035,77593,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0002922856446874588
77594 central_heat_store,eGon2035,77594,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017126861209744383
77595 central_heat_store,eGon2035,77595,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017100712071619738
77596 central_heat_store,eGon2035,77596,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017126216228124946
77597 central_heat_store,eGon2035,77597,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0001702925165044019
77598 central_heat_store,eGon2035,77598,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00016975972070131982
77599 central_heat_store,eGon2035,77599,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0003019343956467068
77600 central_heat_store,eGon2035,77600,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017102356368938658
77601 central_heat_store,eGon2035,77601,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0001702660045318831
77602 central_heat_store,eGon2035,77602,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017057129898400076
77603 central_heat_store,eGon2035,77603,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017058343314770897
77604 central_heat_store,eGon2035,77604,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,19.275565867848385
77605 central_heat_store,eGon2035,77605,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.0001704906802328796
77606 central_heat_store,eGon2035,77606,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00032266198946148206
77607 central_heat_store,eGon2035,77607,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.000274420118935197
77608 central_heat_store,eGon2035,77608,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017076795908137871
77609 central_heat_store,eGon2035,77609,central_heat_store,0.0,True,inf,0.0,False,0.1263536910808198,0.00017037734616945647
