name,lifetime,e_cyclic,bus,capital_cost,e_nom,e_initial,e_nom_extendable,carrier,e_nom_max,e_nom_opt
36316 dsm,inf,False,36316,0.0,0.040628700848021906,0.0,False,dsm,inf,0.040628700848021906
36340 dsm,inf,False,36340,0.0,1.7562675918246478,0.0,False,dsm,inf,1.7562675918246478
36666 dsm,inf,False,36666,0.0,4.724524935246415,0.0,False,dsm,inf,4.724524935246415
36694 dsm,inf,False,36694,0.0,0.7958186604503956,0.0,False,dsm,inf,0.7958186604503956
36830 dsm,inf,False,36830,0.0,3.31987085344846,0.0,False,dsm,inf,3.31987085344846
37080 dsm,inf,False,37080,0.0,1.7844041121536176,0.0,False,dsm,inf,1.7844041121536176
37102 dsm,inf,False,37102,0.0,0.865117852879081,0.0,False,dsm,inf,0.865117852879081
37106 dsm,inf,False,37106,0.0,0.776011699559433,0.0,False,dsm,inf,0.776011699559433
37108 dsm,inf,False,37108,0.0,0.17721980574944993,0.0,False,dsm,inf,0.17721980574944993
37110 dsm,inf,False,37110,0.0,11.867217785236072,0.0,False,dsm,inf,11.867217785236072
37112 dsm,inf,False,37112,0.0,2.3100297105936916,0.0,False,dsm,inf,2.3100297105936916
37196 dsm,inf,False,37196,0.0,0.07727367670189873,0.0,False,dsm,inf,0.07727367670189873
37262 dsm,inf,False,37262,0.0,0.06731663102812085,0.0,False,dsm,inf,0.06731663102812085
37372 dsm,inf,False,37372,0.0,0.2605692375981269,0.0,False,dsm,inf,0.2605692375981269
37430 dsm,inf,False,37430,0.0,2.650833162754143,0.0,False,dsm,inf,2.650833162754143
37432 dsm,inf,False,37432,0.0,0.4397277833505425,0.0,False,dsm,inf,0.4397277833505425
37438 dsm,inf,False,37438,0.0,2.588821877472214,0.0,False,dsm,inf,2.588821877472214
37440 dsm,inf,False,37440,0.0,3.722287527346749,0.0,False,dsm,inf,3.722287527346749
37508 dsm,inf,False,37508,0.0,1.123432822948782,0.0,False,dsm,inf,1.123432822948782
37530 dsm,inf,False,37530,0.0,0.15579607501627524,0.0,False,dsm,inf,0.15579607501627524
37556 dsm,inf,False,37556,0.0,0.039600458766189166,0.0,False,dsm,inf,0.039600458766189166
37566 dsm,inf,False,37566,0.0,0.4927943640332167,0.0,False,dsm,inf,0.4927943640332167
37574 dsm,inf,False,37574,0.0,0.8005713811898281,0.0,False,dsm,inf,0.8005713811898281
37638 dsm,inf,False,37638,0.0,0.07395010888952132,0.0,False,dsm,inf,0.07395010888952132
37684 dsm,inf,False,37684,0.0,0.20831791481785836,0.0,False,dsm,inf,0.20831791481785836
37744 dsm,inf,False,37744,0.0,0.25643436259955343,0.0,False,dsm,inf,0.25643436259955343
38030 dsm,inf,False,38030,0.0,2.749002882383339,0.0,False,dsm,inf,2.749002882383339
38074 dsm,inf,False,38074,0.0,2.440501000903324,0.0,False,dsm,inf,2.440501000903324
38076 dsm,inf,False,38076,0.0,0.4222758906159901,0.0,False,dsm,inf,0.4222758906159901
38242 dsm,inf,False,38242,0.0,2.7367823324385028,0.0,False,dsm,inf,2.7367823324385028
38312 dsm,inf,False,38312,0.0,9.846715287041427,0.0,False,dsm,inf,9.846715287041427
38594 dsm,inf,False,38594,0.0,1.6622879287391974,0.0,False,dsm,inf,1.6622879287391974
38654 dsm,inf,False,38654,0.0,1.334832792916603,0.0,False,dsm,inf,1.334832792916603
38754 dsm,inf,False,38754,0.0,0.05375057993697686,0.0,False,dsm,inf,0.05375057993697686
38756 dsm,inf,False,38756,0.0,0.26767866032670956,0.0,False,dsm,inf,0.26767866032670956
38758 dsm,inf,False,38758,0.0,4.608716101667888,0.0,False,dsm,inf,4.608716101667888
38782 dsm,inf,False,38782,0.0,0.02351480299418065,0.0,False,dsm,inf,0.02351480299418065
38786 dsm,inf,False,38786,0.0,0.3223399210431825,0.0,False,dsm,inf,0.3223399210431825
38792 dsm,inf,False,38792,0.0,0.5887995373924041,0.0,False,dsm,inf,0.5887995373924041
38794 dsm,inf,False,38794,0.0,0.08125919118466454,0.0,False,dsm,inf,0.08125919118466454
38824 dsm,inf,False,38824,0.0,0.20619151728296597,0.0,False,dsm,inf,0.20619151728296597
38852 dsm,inf,False,38852,0.0,0.6283614686360501,0.0,False,dsm,inf,0.6283614686360501
38878 dsm,inf,False,38878,0.0,1.8470551059898115,0.0,False,dsm,inf,1.8470551059898115
38906 dsm,inf,False,38906,0.0,0.4326421507885053,0.0,False,dsm,inf,0.4326421507885053
38914 dsm,inf,False,38914,0.0,0.008800577713892851,0.0,False,dsm,inf,0.008800577713892851
38920 dsm,inf,False,38920,0.0,0.015101897371776763,0.0,False,dsm,inf,0.015101897371776763
38922 dsm,inf,False,38922,0.0,1.7072173158382544,0.0,False,dsm,inf,1.7072173158382544
38956 dsm,inf,False,38956,0.0,0.6297938101663116,0.0,False,dsm,inf,0.6297938101663116
38958 dsm,inf,False,38958,0.0,0.021644112650073388,0.0,False,dsm,inf,0.021644112650073388
