name,max_hours,lifetime,bus,efficiency_dispatch,capital_cost,p_nom,control,p_nom_min,efficiency_store,carrier,p_nom_extendable,p_nom_opt
43782 battery,6.0,27.5,43782,0.9797958971132712,0.0,170.85502953500006,PV,0.0,0.9797958971132712,battery,False,170.85502953500006
43783 battery,6.0,27.5,43783,0.9797958971132712,0.0,4778.14575,PV,0.0,0.9797958971132712,battery,False,4778.14575
43783 pumped_hydro,6.0,27.5,43783,0.8660254037844386,0.0,4004.0,PV,0.0,0.8660254037844386,pumped_hydro,False,4004.0
43785 battery,6.0,27.5,43785,0.9797958971132712,0.0,2025.02449595,PV,0.0,0.9797958971132712,battery,False,2025.02449595
43787 battery,6.0,27.5,43787,0.9797958971132712,0.0,625.0,PV,0.0,0.9797958971132712,battery,False,625.0
43787 pumped_hydro,6.0,27.5,43787,0.8660254037844386,0.0,1323.099976,PV,0.0,0.8660254037844386,pumped_hydro,False,1323.099976
43788 battery,6.0,27.5,43788,0.9797958971132712,0.0,2623.0080286700004,PV,0.0,0.9797958971132712,battery,False,2623.0080286700004
5 battery,6.0,27.5,5,0.9797958971132712,73.93112615104819,0.0,PV,808.4683780213003,0.9797958971132712,battery,True,808.4683780931176
5 pumped_hydro,6.0,27.5,5,0.8660254037844387,0.0,1991.1,PV,0.0,0.8660254037844387,pumped_hydro,False,1991.1
6 battery,6.0,27.5,6,0.9797958971132712,73.93112615104819,0.0,PV,349.4332578762172,0.9797958971132712,battery,True,349.4332579544519
7 battery,6.0,27.5,7,0.9797958971132712,73.93112615104819,0.0,PV,3054.7478758005554,0.9797958971132712,battery,True,3054.74787589314
7 pumped_hydro,6.0,27.5,7,0.8660254037844386,0.0,322.0,PV,0.0,0.8660254037844386,pumped_hydro,False,322.0
8 battery,6.0,27.5,8,0.9797958971132712,73.93112615104819,0.0,PV,953.3034645520602,0.9797958971132712,battery,True,953.303464624444
8 pumped_hydro,6.0,27.5,8,0.8660254037844386,0.0,220.0,PV,0.0,0.8660254037844386,pumped_hydro,False,220.0
9 battery,6.0,27.5,9,0.9797958971132712,73.93112615104819,0.0,PV,224.69068578795256,0.9797958971132712,battery,True,224.69068586605871
