name,bus0,bus1,carrier,x,r,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,lifetime,capital_cost,length,num_parallel,geom,v_nom,x_pu_eff,r_pu_eff,s_nom_opt,country
0,0,10,AC,9.680849348211098,1.1820785602364852,8.54327208699624e-05,5140.0,True,5140.0,15405.552702840621,0.6392996108949416,40.0,19.525118625579022,121.34281468760227,8.0,,380.0,6.704189299315164e-05,8.186139613826074e-06,5962.573755991052,DE
1,0,11,AC,253.6789796121571,73.34655576706162,0.0001342610818380791,520.0,True,520.0,1554.6888048738242,0.5,40.0,44.890888360404574,174.04809803800887,2.0,,380.0,0.001756779637203304,0.0005079401368910084,527.5024010108307,DE
10,1,9,AC,39.94684591954564,4.450418646753844,4.582180083618067e-06,3580.0,True,3580.0,10741.486288219148,0.6999999999999998,40.0,22.559364186201737,317.94466549032364,2.0,,380.0,0.0002766402071990695,3.0820073730982304e-05,3591.3334431347757,DE
11,10,11,AC,8.176479343007433,0.9414159941035274,0.00018808352181629042,4100.0,True,4100.0,12296.175093092972,0.6746341463414633,40.0,59.88487400195269,160.35016604914838,4.0,,380.0,5.662381816487142e-05,6.5195013442072535e-06,8520.983804165835,DE
12,10,3,AC,8.518881423443725,0.9963379621520068,0.000328598995445289,4360.0,True,4360.0,13850.863897966796,0.6642201834862385,39.99999999999999,65.28610004511671,178.09845923070273,5.0,,380.0,5.8995023708059035e-05,6.899847383324147e-06,11480.96734628758,DE
13,10,6,AC,1.8866788978340032,0.2416204259172346,0.0009512595129256937,14640.0,True,14640.0,50880.72452314333,0.6751366120218578,40.0,25.08625278923802,93.19446265787339,17.0,,380.0,1.3065643336800576e-05,1.6732716476262783e-06,22864.02724278304,DE
14,11,3,AC,22.815326735798724,2.8727611692479083,0.00010928383917266475,4620.0,True,4620.0,16960.241507714447,0.7,40.0,85.29513072548292,233.40095214454024,4.0,,380.0,0.0001580008776717363,1.9894467931079697e-05,4622.273466070519,DE
15,11,5,AC,11.643931287527598,1.3409330435263065,4.6588591414756415e-06,8200.0,True,8200.0,24592.350186185948,0.6746341463414635,40.0,69.78100696690454,195.4063972175852,8.0,,380.0,8.063664326542658e-05,9.286239913617082e-06,8202.324816325037,DE
16,11,7,AC,11.332240392052618,1.7768046224530636,0.00022604163124911547,6960.0,True,6960.0,32507.129556452688,0.6775862068965517,40.0,54.39491440837514,158.4443485799463,10.0,,380.0,7.847811905853615e-05,1.2304741152722048e-05,6962.919369889271,DE
17,11,9,AC,694.1131984833609,200.68939541973984,0.0001545459719912319,520.0,True,520.0,1554.6888048738242,0.5,40.0,79.93073838842315,309.9023766156837,2.0,,380.0,0.004806878105840449,0.001389815757754431,521.8976565382275,DE
18,12,13,AC,16.33167361247298,2.08529403194227,0.00031359107160692574,5140.0,True,5140.0,20069.619117462094,0.6595330739299611,40.0,39.58768795864031,174.53174623872667,7.0,,380.0,0.00011310023277335858,1.444109440403234e-05,5142.34416014189,DE
19,12,2,AC,6.441601050806385,0.7338616260053475,0.0015863091467062402,11780.0,True,11780.0,36888.52527927891,0.6823429541595925,39.99999999999999,79.36665867761374,159.63976681207464,10.0,,380.0,4.4609425559601006e-05,5.082144224413764e-06,11782.738386776471,DE
2,0,13,AC,11.980561159614382,3.7895914469541574,0.0009246084693709866,3380.0,True,3380.0,13992.199243864416,0.5615384615384615,40.0,42.20196278753585,105.80312475691187,11.0,,380.0,8.29678750665816e-05,2.624370808139998e-05,6614.369380602527,DE
20,12,43785,AC,8.67895158605867,0.9669088133790865,9.316407575104936e-07,3580.0,True,3580.0,10741.486288219148,0.6999999999999997,40.0,3.0581697189306096,161.50325860870268,2.0,,380.0,6.010354283974148e-05,6.696044413982594e-06,7959.29395420462,NL
21,12,7,AC,0.01398762515651382,0.0,0.0013060351301187303,20480.0,True,18280.0,inf,0.6455078125,40.0,286.21102589915483,118.58527926717751,28.0,,380.0,9.686721022516495e-08,0.0,26569.599361432905,DE
22,12,9,AC,12.298435916044438,1.3933712398255862,0.0001110765423865742,7680.0,True,7680.0,23037.661381312122,0.6864583333333333,40.0,26.291495966827707,201.23181802558244,5.0,,380.0,8.51692237953216e-05,9.649385317351705e-06,7685.275113409986,DE
23,13,43785,AC,5.300426919222472,0.590512198160806,1.4066143153860985e-06,3580.0,True,3580.0,10741.486288219148,0.7,40.0,2.915416595593082,126.23520926590373,2.0,,380.0,3.670655761234399e-05,4.089419654853227e-06,10741.45951933831,NL
24,13,7,AC,4.705044048176373,0.5643338110223017,0.0017936698030342046,8720.0,True,8720.0,41552.591693900395,0.6761467889908257,39.99999999999999,60.56313706119067,126.74270152217233,9.0,,380.0,3.258340753584746e-05,3.908128885195995e-06,11820.910976561989,DE
25,14,4,AC,51.482302118029025,5.735564005683788,0.0009009859029450067,1790.0,True,1790.0,10741.486288219148,0.7,40.0,160.0025294331314,205.0023552337609,1.0,,380.0,0.0003565256379364891,3.971997233853039e-05,1790.863330378394,DE
26,14,8,AC,9.310699279247233,1.4017033801285848,0.0033841325023453717,10830.0,True,10830.0,49467.371064167135,0.6471837488457987,40.0,108.86468817367415,183.697148017552,14.0,,380.0,6.447852686459302e-05,9.70708712000405e-06,10830.75656118153,DE
27,14,9,AC,11.450850719235879,1.4713794206121653,0.0014248475143580248,7450.0,True,7450.0,30811.105405681246,0.6720805369127517,40.0,67.42511290447068,177.72963308428552,6.0,,380.0,7.929952021631495e-05,1.0189608175984524e-05,7451.71927904424,DE
28,15,4,AC,5.079866343686785,0.6300851295507499,0.003770660561076232,11070.0,True,11070.0,58512.833201614834,0.6804878048780487,40.0,74.46784835259687,123.43321763697678,9.0,,380.0,3.5179129803925105e-05,4.3634704262517305e-06,11072.196845194567,DE
29,15,43777,AC,3.283779265892936,0.4064024624003603,4.417131929948967e-05,24110.0,True,24110.0,85701.48628821915,0.6892160929075073,40.0,5.796621303739286,168.80350528293715,19.0,,380.0,2.274085364191784e-05,2.8144214847670384e-06,24161.85142317555,CH
3,0,6,AC,7.526478030979417,0.8385111587045105,0.0021074185483138095,7160.0,True,7160.0,10741.486288219148,0.7,40.0,93.30198054591825,119.54264615473741,2.0,,380.0,5.212242403725358e-05,5.806863979948134e-06,7160.180126332972,DE
30,15,43781,AC,29.75576470720814,3.5109869915241485,8.348298214165185e-06,5890.0,True,5890.0,19981.48628821915,0.7,39.99999999999999,11.441799526684322,447.5372577376634,4.0,,380.0,0.00020606485254299266,2.4314314345735102e-05,7322.102024011848,FR
31,15,9,AC,3.796283241052265,0.4694571968381831,0.005294156335051237,19750.0,True,19750.0,73918.38590445546,0.6894683544303797,40.0,103.42930318194732,159.8928495765068,13.0,,380.0,2.629005014579131e-05,3.251088620763041e-06,19750.771275582243,DE
32,2,43781,AC,21.953807332814097,2.6923312566844197,4.437959119866432e-06,6930.0,True,6930.0,16981.48628821915,0.6699855699855699,40.0,9.45235796947773,441.70415180106727,5.0,,380.0,0.00015203467682004223,1.864495330113864e-05,11366.371035009737,FR
33,2,43784,AC,8.550394030530914,2.9666243443698597,5.423737117458428e-05,3120.0,True,3120.0,12480.0,0.7,40.0,16.337414866781216,70.64147093121616,5.0,,380.0,5.921325505907835e-05,2.054448991945886e-05,4361.394482356865,LU
34,2,9,AC,2.4655916185687166,0.31058741815055474,0.0030122795984714387,21570.0,True,21570.0,89465.27395319368,0.6734816875289754,40.0,55.39782956557534,109.5235714680153,20.0,,380.0,1.707473420061438e-05,2.1508823971645065e-06,21571.185488978354,DE
35,3,43787,AC,36.37319828389422,4.052283808666173,0.002235983997494914,3580.0,True,3580.0,14320.0,0.7,40.0,200.46684771571518,342.46271875499156,2.0,,380.0,0.0002518919548746137,2.8062907262231115e-05,4150.566002715024,PL
36,3,5,AC,0.0029543492393598373,0.0,7.659241089106916e-05,21180.0,True,6180.0,inf,0.6852691218130311,40.0,1661.8081566351375,156.63094548422933,11.0,,380.0,2.0459482267034885e-08,0.0,9387.454332633672,DE
37,4,43775,AC,11.846738406011218,1.7113968493232865,0.00011351343873745816,8770.0,True,8770.0,31501.48628821915,0.6817559863169897,40.0,22.052250914294895,220.33875691315245,9.0,,380.0,8.204112469536854e-05,1.1851778734925806e-05,8774.368755638443,AT
38,4,8,AC,7.010608684509716,0.8843211659576373,0.0014254623916372404,9760.0,True,9760.0,44661.96930364804,0.6680327868852458,40.0,66.32337188844669,136.8856674668585,11.0,,380.0,4.854992163787892e-05,6.124107797490563e-06,9763.61997077444,DE
