name,p_set,carrier,bus
49272 H2_hgv_load,0.0,H2_hgv_load,49272
49274 H2_for_industry,0.0,H2_for_industry,49274
49274 H2_hgv_load,0.0,H2_hgv_load,49274
49275 H2_for_industry,0.0,H2_for_industry,49275
49275 H2_hgv_load,0.0,H2_hgv_load,49275
49276 H2_for_industry,0.0,H2_for_industry,49276
49276 H2_hgv_load,0.0,H2_hgv_load,49276
49278 H2_for_industry,0.0,H2_for_industry,49278
49278 H2_hgv_load,0.0,H2_hgv_load,49278
49281 H2_for_industry,0.0,H2_for_industry,49281
49281 H2_hgv_load,0.0,H2_hgv_load,49281
49282 H2_for_industry,0.0,H2_for_industry,49282
49282 H2_hgv_load,0.0,H2_hgv_load,49282
49283 H2_for_industry,0.0,H2_for_industry,49283
49283 H2_hgv_load,0.0,H2_hgv_load,49283
49284 H2_for_industry,0.0,H2_for_industry,49284
49284 H2_hgv_load,0.0,H2_hgv_load,49284
49286 H2_for_industry,0.0,H2_for_industry,49286
49286 H2_hgv_load,0.0,H2_hgv_load,49286
49289 H2_for_industry,0.0,H2_for_industry,49289
49289 H2_hgv_load,0.0,H2_hgv_load,49289
49290 H2_for_industry,0.0,H2_for_industry,49290
49290 H2_hgv_load,0.0,H2_hgv_load,49290
49292 H2_for_industry,0.0,H2_for_industry,49292
49292 H2_hgv_load,0.0,H2_hgv_load,49292
49293 H2_for_industry,0.0,H2_for_industry,49293
49293 H2_hgv_load,0.0,H2_hgv_load,49293
49294 H2_for_industry,0.0,H2_for_industry,49294
49294 H2_hgv_load,0.0,H2_hgv_load,49294
49295 H2_for_industry,0.0,H2_for_industry,49295
49295 H2_hgv_load,0.0,H2_hgv_load,49295
49296 H2_for_industry,0.0,H2_for_industry,49296
49296 H2_hgv_load,0.0,H2_hgv_load,49296
49298 H2_for_industry,0.0,H2_for_industry,49298
49298 H2_hgv_load,0.0,H2_hgv_load,49298
49305 H2_for_industry,0.0,H2_for_industry,49305
49305 H2_hgv_load,0.0,H2_hgv_load,49305
49312 H2_for_industry,0.0,H2_for_industry,49312
49312 H2_hgv_load,0.0,H2_hgv_load,49312
49313 H2_for_industry,0.0,H2_for_industry,49313
49313 H2_hgv_load,0.0,H2_hgv_load,49313
49315 H2_for_industry,0.0,H2_for_industry,49315
49315 H2_hgv_load,0.0,H2_hgv_load,49315
49320 H2_for_industry,0.0,H2_for_industry,49320
49320 H2_hgv_load,0.0,H2_hgv_load,49320
49323 H2_for_industry,0.0,H2_for_industry,49323
49323 H2_hgv_load,0.0,H2_hgv_load,49323
49324 H2_for_industry,0.0,H2_for_industry,49324
49324 H2_hgv_load,0.0,H2_hgv_load,49324
49325 H2_for_industry,0.0,H2_for_industry,49325
49325 H2_hgv_load,0.0,H2_hgv_load,49325
49328 H2_for_industry,0.0,H2_for_industry,49328
49328 H2_hgv_load,0.0,H2_hgv_load,49328
49334 H2_for_industry,0.0,H2_for_industry,49334
49334 H2_hgv_load,0.0,H2_hgv_load,49334
49335 H2_for_industry,0.0,H2_for_industry,49335
49335 H2_hgv_load,0.0,H2_hgv_load,49335
49341 H2_for_industry,0.0,H2_for_industry,49341
49341 H2_hgv_load,0.0,H2_hgv_load,49341
49352 H2_for_industry,0.0,H2_for_industry,49352
49352 H2_hgv_load,0.0,H2_hgv_load,49352
49354 H2_for_industry,0.0,H2_for_industry,49354
49354 H2_hgv_load,0.0,H2_hgv_load,49354
49359 H2_for_industry,0.0,H2_for_industry,49359
49359 H2_hgv_load,0.0,H2_hgv_load,49359
49365 H2_for_industry,0.0,H2_for_industry,49365
49365 H2_hgv_load,0.0,H2_hgv_load,49365
49367 H2_for_industry,0.0,H2_for_industry,49367
49367 H2_hgv_load,0.0,H2_hgv_load,49367
49368 H2_for_industry,0.0,H2_for_industry,49368
49368 H2_hgv_load,0.0,H2_hgv_load,49368
49378 H2_for_industry,0.0,H2_for_industry,49378
49378 H2_hgv_load,0.0,H2_hgv_load,49378
49379 H2_for_industry,0.0,H2_for_industry,49379
49379 H2_hgv_load,0.0,H2_hgv_load,49379
49380 H2_for_industry,0.0,H2_for_industry,49380
49380 H2_hgv_load,0.0,H2_hgv_load,49380
49381 H2_for_industry,0.0,H2_for_industry,49381
49381 H2_hgv_load,0.0,H2_hgv_load,49381
49382 H2_for_industry,0.0,H2_for_industry,49382
49382 H2_hgv_load,0.0,H2_hgv_load,49382
49385 H2_for_industry,0.0,H2_for_industry,49385
49385 H2_hgv_load,0.0,H2_hgv_load,49385
49387 H2_for_industry,0.0,H2_for_industry,49387
49387 H2_hgv_load,0.0,H2_hgv_load,49387
49389 H2_for_industry,0.0,H2_for_industry,49389
49389 H2_hgv_load,0.0,H2_hgv_load,49389
49391 H2_for_industry,0.0,H2_for_industry,49391
49391 H2_hgv_load,0.0,H2_hgv_load,49391
49393 H2_for_industry,0.0,H2_for_industry,49393
49393 H2_hgv_load,0.0,H2_hgv_load,49393
49394 H2_for_industry,0.0,H2_for_industry,49394
49394 H2_hgv_load,0.0,H2_hgv_load,49394
49395 H2_for_industry,0.0,H2_for_industry,49395
49395 H2_hgv_load,0.0,H2_hgv_load,49395
49398 H2_for_industry,0.0,H2_for_industry,49398
49398 H2_hgv_load,0.0,H2_hgv_load,49398
49399 H2_for_industry,0.0,H2_for_industry,49399
49399 H2_hgv_load,0.0,H2_hgv_load,49399
49400 H2_for_industry,0.0,H2_for_industry,49400
49400 H2_hgv_load,0.0,H2_hgv_load,49400
49402 H2_for_industry,0.0,H2_for_industry,49402
49402 H2_hgv_load,0.0,H2_hgv_load,49402
49404 H2_for_industry,0.0,H2_for_industry,49404
49404 H2_hgv_load,0.0,H2_hgv_load,49404
49405 H2_for_industry,0.0,H2_for_industry,49405
49405 H2_hgv_load,0.0,H2_hgv_load,49405
49406 H2_for_industry,0.0,H2_for_industry,49406
49406 H2_hgv_load,0.0,H2_hgv_load,49406
49408 H2_for_industry,0.0,H2_for_industry,49408
49408 H2_hgv_load,0.0,H2_hgv_load,49408
49409 H2_for_industry,0.0,H2_for_industry,49409
49409 H2_hgv_load,0.0,H2_hgv_load,49409
49414 H2_for_industry,0.0,H2_for_industry,49414
49414 H2_hgv_load,0.0,H2_hgv_load,49414
49415 H2_for_industry,0.0,H2_for_industry,49415
49415 H2_hgv_load,0.0,H2_hgv_load,49415
49416 H2_for_industry,0.0,H2_for_industry,49416
49416 H2_hgv_load,0.0,H2_hgv_load,49416
49417 H2_for_industry,0.0,H2_for_industry,49417
49417 H2_hgv_load,0.0,H2_hgv_load,49417
49420 H2_for_industry,0.0,H2_for_industry,49420
49420 H2_hgv_load,0.0,H2_hgv_load,49420
49423 H2_for_industry,0.0,H2_for_industry,49423
49423 H2_hgv_load,0.0,H2_hgv_load,49423
49425 H2_for_industry,0.0,H2_for_industry,49425
49425 H2_hgv_load,0.0,H2_hgv_load,49425
49426 H2_for_industry,0.0,H2_for_industry,49426
49426 H2_hgv_load,0.0,H2_hgv_load,49426
49428 H2_for_industry,0.0,H2_for_industry,49428
49428 H2_hgv_load,0.0,H2_hgv_load,49428
49430 H2_for_industry,0.0,H2_for_industry,49430
49430 H2_hgv_load,0.0,H2_hgv_load,49430
49431 H2_for_industry,0.0,H2_for_industry,49431
49431 H2_hgv_load,0.0,H2_hgv_load,49431
49432 H2_for_industry,0.0,H2_for_industry,49432
49432 H2_hgv_load,0.0,H2_hgv_load,49432
49434 H2_for_industry,0.0,H2_for_industry,49434
49434 H2_hgv_load,0.0,H2_hgv_load,49434
49435 H2_for_industry,0.0,H2_for_industry,49435
49435 H2_hgv_load,0.0,H2_hgv_load,49435
49438 H2_for_industry,0.0,H2_for_industry,49438
49438 H2_hgv_load,0.0,H2_hgv_load,49438
49439 H2_for_industry,0.0,H2_for_industry,49439
49439 H2_hgv_load,0.0,H2_hgv_load,49439
49440 H2_for_industry,0.0,H2_for_industry,49440
49440 H2_hgv_load,0.0,H2_hgv_load,49440
49441 H2_for_industry,0.0,H2_for_industry,49441
49441 H2_hgv_load,0.0,H2_hgv_load,49441
49443 H2_for_industry,0.0,H2_for_industry,49443
49443 H2_hgv_load,0.0,H2_hgv_load,49443
49444 H2_for_industry,0.0,H2_for_industry,49444
49444 H2_hgv_load,0.0,H2_hgv_load,49444
49445 H2_for_industry,0.0,H2_for_industry,49445
49445 H2_hgv_load,0.0,H2_hgv_load,49445
49448 H2_for_industry,0.0,H2_for_industry,49448
49448 H2_hgv_load,0.0,H2_hgv_load,49448
49449 H2_for_industry,0.0,H2_for_industry,49449
49449 H2_hgv_load,0.0,H2_hgv_load,49449
49451 H2_for_industry,0.0,H2_for_industry,49451
49451 H2_hgv_load,0.0,H2_hgv_load,49451
49452 H2_for_industry,0.0,H2_for_industry,49452
49452 H2_hgv_load,0.0,H2_hgv_load,49452
49453 H2_for_industry,0.0,H2_for_industry,49453
49453 H2_hgv_load,0.0,H2_hgv_load,49453
49455 H2_for_industry,0.0,H2_for_industry,49455
49455 H2_hgv_load,0.0,H2_hgv_load,49455
49457 H2_for_industry,0.0,H2_for_industry,49457
49457 H2_hgv_load,0.0,H2_hgv_load,49457
49458 H2_for_industry,0.0,H2_for_industry,49458
49458 H2_hgv_load,0.0,H2_hgv_load,49458
49459 H2_for_industry,0.0,H2_for_industry,49459
49459 H2_hgv_load,0.0,H2_hgv_load,49459
49460 H2_for_industry,0.0,H2_for_industry,49460
49460 H2_hgv_load,0.0,H2_hgv_load,49460
49461 H2_for_industry,0.0,H2_for_industry,49461
49461 H2_hgv_load,0.0,H2_hgv_load,49461
49462 H2_for_industry,0.0,H2_for_industry,49462
49462 H2_hgv_load,0.0,H2_hgv_load,49462
49463 H2_for_industry,0.0,H2_for_industry,49463
49463 H2_hgv_load,0.0,H2_hgv_load,49463
49468 H2_for_industry,0.0,H2_for_industry,49468
49468 H2_hgv_load,0.0,H2_hgv_load,49468
49469 H2_for_industry,0.0,H2_for_industry,49469
49469 H2_hgv_load,0.0,H2_hgv_load,49469
49470 H2_for_industry,0.0,H2_for_industry,49470
49470 H2_hgv_load,0.0,H2_hgv_load,49470
49471 H2_for_industry,0.0,H2_for_industry,49471
49471 H2_hgv_load,0.0,H2_hgv_load,49471
49472 H2_for_industry,0.0,H2_for_industry,49472
49472 H2_hgv_load,0.0,H2_hgv_load,49472
49473 H2_for_industry,0.0,H2_for_industry,49473
49473 H2_hgv_load,0.0,H2_hgv_load,49473
49475 H2_for_industry,0.0,H2_for_industry,49475
49475 H2_hgv_load,0.0,H2_hgv_load,49475
49476 H2_for_industry,0.0,H2_for_industry,49476
49476 H2_hgv_load,0.0,H2_hgv_load,49476
49478 H2_for_industry,0.0,H2_for_industry,49478
49478 H2_hgv_load,0.0,H2_hgv_load,49478
49480 H2_for_industry,0.0,H2_for_industry,49480
49480 H2_hgv_load,0.0,H2_hgv_load,49480
49482 H2_for_industry,0.0,H2_for_industry,49482
49482 H2_hgv_load,0.0,H2_hgv_load,49482
49484 H2_for_industry,0.0,H2_for_industry,49484
49484 H2_hgv_load,0.0,H2_hgv_load,49484
49487 H2_for_industry,0.0,H2_for_industry,49487
49487 H2_hgv_load,0.0,H2_hgv_load,49487
49488 H2_for_industry,0.0,H2_for_industry,49488
49488 H2_hgv_load,0.0,H2_hgv_load,49488
49489 H2_for_industry,0.0,H2_for_industry,49489
49489 H2_hgv_load,0.0,H2_hgv_load,49489
49783 central_heat,0.0,central_heat,49783
5 AC,0.0,AC,5
50380 central_heat,0.0,central_heat,50380
50808 central_heat,0.0,central_heat,50808
50920 central_heat,0.0,central_heat,50920
51439 central_heat,0.0,central_heat,51439
51720 central_heat,0.0,central_heat,51720
51737 central_heat,0.0,central_heat,51737
51742 central_heat,0.0,central_heat,51742
51820 central_heat,0.0,central_heat,51820
51826 central_heat,0.0,central_heat,51826
51830 central_heat,0.0,central_heat,51830
51835 central_heat,0.0,central_heat,51835
51840 central_heat,0.0,central_heat,51840
51841 central_heat,0.0,central_heat,51841
51849 central_heat,0.0,central_heat,51849
51858 central_heat,0.0,central_heat,51858
51865 central_heat,0.0,central_heat,51865
51874 central_heat,0.0,central_heat,51874
51878 central_heat,0.0,central_heat,51878
51881 central_heat,0.0,central_heat,51881
51889 central_heat,0.0,central_heat,51889
51898 central_heat,0.0,central_heat,51898
51906 central_heat,0.0,central_heat,51906
51907 central_heat,0.0,central_heat,51907
51912 central_heat,0.0,central_heat,51912
51913 central_heat,0.0,central_heat,51913
51914 central_heat,0.0,central_heat,51914
51917 central_heat,0.0,central_heat,51917
51919 central_heat,0.0,central_heat,51919
51922 central_heat,0.0,central_heat,51922
51927 central_heat,0.0,central_heat,51927
51928 central_heat,0.0,central_heat,51928
51929 central_heat,0.0,central_heat,51929
51930 central_heat,0.0,central_heat,51930
51933 central_heat,0.0,central_heat,51933
51935 central_heat,0.0,central_heat,51935
51937 central_heat,0.0,central_heat,51937
51939 central_heat,0.0,central_heat,51939
51943 central_heat,0.0,central_heat,51943
51948 central_heat,0.0,central_heat,51948
51949 central_heat,0.0,central_heat,51949
51950 central_heat,0.0,central_heat,51950
51951 central_heat,0.0,central_heat,51951
51954 central_heat,0.0,central_heat,51954
51955 central_heat,0.0,central_heat,51955
51957 central_heat,0.0,central_heat,51957
51958 central_heat,0.0,central_heat,51958
51960 central_heat,0.0,central_heat,51960
51962 central_heat,0.0,central_heat,51962
51963 central_heat,0.0,central_heat,51963
51965 central_heat,0.0,central_heat,51965
51968 central_heat,0.0,central_heat,51968
51970 central_heat,0.0,central_heat,51970
51971 central_heat,0.0,central_heat,51971
51972 central_heat,0.0,central_heat,51972
51974 central_heat,0.0,central_heat,51974
51975 central_heat,0.0,central_heat,51975
51977 central_heat,0.0,central_heat,51977
51978 central_heat,0.0,central_heat,51978
51979 central_heat,0.0,central_heat,51979
51980 central_heat,0.0,central_heat,51980
51981 central_heat,0.0,central_heat,51981
51982 central_heat,0.0,central_heat,51982
51985 central_heat,0.0,central_heat,51985
51986 central_heat,0.0,central_heat,51986
51992 central_heat,0.0,central_heat,51992
51993 central_heat,0.0,central_heat,51993
51998 central_heat,0.0,central_heat,51998
52000 central_heat,0.0,central_heat,52000
52002 central_heat,0.0,central_heat,52002
52010 central_heat,0.0,central_heat,52010
52014 central_heat,0.0,central_heat,52014
52016 central_heat,0.0,central_heat,52016
52017 central_heat,0.0,central_heat,52017
52019 central_heat,0.0,central_heat,52019
52040 rural_heat,0.0,rural_heat,52040
52041 rural_heat,0.0,rural_heat,52041
52042 rural_heat,0.0,rural_heat,52042
52043 rural_heat,0.0,rural_heat,52043
52044 rural_heat,0.0,rural_heat,52044
52046 rural_heat,0.0,rural_heat,52046
52052 rural_heat,0.0,rural_heat,52052
52053 rural_heat,0.0,rural_heat,52053
52055 rural_heat,0.0,rural_heat,52055
52058 rural_heat,0.0,rural_heat,52058
52059 rural_heat,0.0,rural_heat,52059
52061 rural_heat,0.0,rural_heat,52061
52064 rural_heat,0.0,rural_heat,52064
52069 rural_heat,0.0,rural_heat,52069
52072 rural_heat,0.0,rural_heat,52072
52073 rural_heat,0.0,rural_heat,52073
52074 rural_heat,0.0,rural_heat,52074
52084 rural_heat,0.0,rural_heat,52084
52086 rural_heat,0.0,rural_heat,52086
52108 rural_heat,0.0,rural_heat,52108
52141 rural_heat,0.0,rural_heat,52141
52180 rural_heat,0.0,rural_heat,52180
52195 rural_heat,0.0,rural_heat,52195
52213 rural_heat,0.0,rural_heat,52213
52285 rural_heat,0.0,rural_heat,52285
52345 rural_heat,0.0,rural_heat,52345
52411 rural_heat,0.0,rural_heat,52411
52425 rural_heat,0.0,rural_heat,52425
52426 rural_heat,0.0,rural_heat,52426
52526 rural_heat,0.0,rural_heat,52526
52548 rural_heat,0.0,rural_heat,52548
52560 rural_heat,0.0,rural_heat,52560
52616 rural_heat,0.0,rural_heat,52616
52657 rural_heat,0.0,rural_heat,52657
52665 rural_heat,0.0,rural_heat,52665
52698 rural_heat,0.0,rural_heat,52698
52722 rural_heat,0.0,rural_heat,52722
52723 rural_heat,0.0,rural_heat,52723
52755 rural_heat,0.0,rural_heat,52755
52822 rural_heat,0.0,rural_heat,52822
52826 rural_heat,0.0,rural_heat,52826
52835 rural_heat,0.0,rural_heat,52835
52880 rural_heat,0.0,rural_heat,52880
52943 rural_heat,0.0,rural_heat,52943
53120 rural_heat,0.0,rural_heat,53120
53178 rural_heat,0.0,rural_heat,53178
53195 rural_heat,0.0,rural_heat,53195
53263 rural_heat,0.0,rural_heat,53263
53265 rural_heat,0.0,rural_heat,53265
53270 rural_heat,0.0,rural_heat,53270
53273 rural_heat,0.0,rural_heat,53273
53329 rural_heat,0.0,rural_heat,53329
53346 rural_heat,0.0,rural_heat,53346
53361 rural_heat,0.0,rural_heat,53361
53386 rural_heat,0.0,rural_heat,53386
53392 rural_heat,0.0,rural_heat,53392
53405 rural_heat,0.0,rural_heat,53405
53409 rural_heat,0.0,rural_heat,53409
53418 rural_heat,0.0,rural_heat,53418
53425 rural_heat,0.0,rural_heat,53425
53429 rural_heat,0.0,rural_heat,53429
53447 rural_heat,0.0,rural_heat,53447
53483 rural_heat,0.0,rural_heat,53483
53484 rural_heat,0.0,rural_heat,53484
53489 rural_heat,0.0,rural_heat,53489
53503 rural_heat,0.0,rural_heat,53503
53517 rural_heat,0.0,rural_heat,53517
53551 rural_heat,0.0,rural_heat,53551
53559 rural_heat,0.0,rural_heat,53559
53595 rural_heat,0.0,rural_heat,53595
53610 rural_heat,0.0,rural_heat,53610
53692 rural_heat,0.0,rural_heat,53692
53697 rural_heat,0.0,rural_heat,53697
53698 rural_heat,0.0,rural_heat,53698
53783 rural_heat,0.0,rural_heat,53783
53846 rural_heat,0.0,rural_heat,53846
53902 rural_heat,0.0,rural_heat,53902
53913 rural_heat,0.0,rural_heat,53913
53924 rural_heat,0.0,rural_heat,53924
53926 rural_heat,0.0,rural_heat,53926
53936 rural_heat,0.0,rural_heat,53936
53962 rural_heat,0.0,rural_heat,53962
53996 rural_heat,0.0,rural_heat,53996
54004 rural_heat,0.0,rural_heat,54004
54037 rural_heat,0.0,rural_heat,54037
54073 rural_heat,0.0,rural_heat,54073
54078 rural_heat,0.0,rural_heat,54078
54100 rural_heat,0.0,rural_heat,54100
54156 rural_heat,0.0,rural_heat,54156
54192 rural_heat,0.0,rural_heat,54192
54255 rural_heat,0.0,rural_heat,54255
54278 rural_heat,0.0,rural_heat,54278
54294 rural_heat,0.0,rural_heat,54294
54300 rural_heat,0.0,rural_heat,54300
54314 rural_heat,0.0,rural_heat,54314
54318 rural_heat,0.0,rural_heat,54318
54346 rural_heat,0.0,rural_heat,54346
54354 rural_heat,0.0,rural_heat,54354
54386 rural_heat,0.0,rural_heat,54386
54454 rural_heat,0.0,rural_heat,54454
54466 rural_heat,0.0,rural_heat,54466
54474 rural_heat,0.0,rural_heat,54474
54499 rural_heat,0.0,rural_heat,54499
54565 rural_heat,0.0,rural_heat,54565
54574 rural_heat,0.0,rural_heat,54574
54578 rural_heat,0.0,rural_heat,54578
54621 rural_heat,0.0,rural_heat,54621
54633 rural_heat,0.0,rural_heat,54633
54636 rural_heat,0.0,rural_heat,54636
54662 rural_heat,0.0,rural_heat,54662
54695 rural_heat,0.0,rural_heat,54695
54748 rural_heat,0.0,rural_heat,54748
54816 rural_heat,0.0,rural_heat,54816
54847 rural_heat,0.0,rural_heat,54847
54852 rural_heat,0.0,rural_heat,54852
54876 rural_heat,0.0,rural_heat,54876
54910 rural_heat,0.0,rural_heat,54910
54930 rural_heat,0.0,rural_heat,54930
54946 rural_heat,0.0,rural_heat,54946
54991 rural_heat,0.0,rural_heat,54991
54995 rural_heat,0.0,rural_heat,54995
55034 rural_heat,0.0,rural_heat,55034
55046 rural_heat,0.0,rural_heat,55046
55065 rural_heat,0.0,rural_heat,55065
55076 rural_heat,0.0,rural_heat,55076
55102 rural_heat,0.0,rural_heat,55102
55127 rural_heat,0.0,rural_heat,55127
55155 rural_heat,0.0,rural_heat,55155
55192 rural_heat,0.0,rural_heat,55192
55193 rural_heat,0.0,rural_heat,55193
55315 rural_heat,0.0,rural_heat,55315
55345 rural_heat,0.0,rural_heat,55345
55464 rural_heat,0.0,rural_heat,55464
55542 rural_heat,0.0,rural_heat,55542
55674 rural_heat,0.0,rural_heat,55674
55680 rural_heat,0.0,rural_heat,55680
55683 rural_heat,0.0,rural_heat,55683
55708 rural_heat,0.0,rural_heat,55708
55745 rural_heat,0.0,rural_heat,55745
55755 rural_heat,0.0,rural_heat,55755
55795 rural_heat,0.0,rural_heat,55795
55796 rural_heat,0.0,rural_heat,55796
55803 rural_heat,0.0,rural_heat,55803
55809 rural_heat,0.0,rural_heat,55809
55842 rural_heat,0.0,rural_heat,55842
55852 rural_heat,0.0,rural_heat,55852
55867 rural_heat,0.0,rural_heat,55867
6 AC,0.0,AC,6
69914 land_transport_EV,0.0,land_transport_EV,69914
69915 land_transport_EV,0.0,land_transport_EV,69915
69920 land_transport_EV,0.0,land_transport_EV,69920
69924 land_transport_EV,0.0,land_transport_EV,69924
69925 land_transport_EV,0.0,land_transport_EV,69925
69929 land_transport_EV,0.0,land_transport_EV,69929
69931 land_transport_EV,0.0,land_transport_EV,69931
69958 land_transport_EV,0.0,land_transport_EV,69958
7 AC,0.0,AC,7
70054 land_transport_EV,0.0,land_transport_EV,70054
70127 land_transport_EV,0.0,land_transport_EV,70127
70134 land_transport_EV,0.0,land_transport_EV,70134
70146 land_transport_EV,0.0,land_transport_EV,70146
70154 land_transport_EV,0.0,land_transport_EV,70154
70164 land_transport_EV,0.0,land_transport_EV,70164
70175 land_transport_EV,0.0,land_transport_EV,70175
70292 land_transport_EV,0.0,land_transport_EV,70292
70305 land_transport_EV,0.0,land_transport_EV,70305
70310 land_transport_EV,0.0,land_transport_EV,70310
70324 land_transport_EV,0.0,land_transport_EV,70324
70378 land_transport_EV,0.0,land_transport_EV,70378
70453 land_transport_EV,0.0,land_transport_EV,70453
70492 land_transport_EV,0.0,land_transport_EV,70492
70512 land_transport_EV,0.0,land_transport_EV,70512
70557 land_transport_EV,0.0,land_transport_EV,70557
70634 land_transport_EV,0.0,land_transport_EV,70634
70639 land_transport_EV,0.0,land_transport_EV,70639
70649 land_transport_EV,0.0,land_transport_EV,70649
70664 land_transport_EV,0.0,land_transport_EV,70664
70667 land_transport_EV,0.0,land_transport_EV,70667
70679 land_transport_EV,0.0,land_transport_EV,70679
70797 land_transport_EV,0.0,land_transport_EV,70797
70862 land_transport_EV,0.0,land_transport_EV,70862
70868 land_transport_EV,0.0,land_transport_EV,70868
70989 land_transport_EV,0.0,land_transport_EV,70989
71155 land_transport_EV,0.0,land_transport_EV,71155
71233 land_transport_EV,0.0,land_transport_EV,71233
71289 land_transport_EV,0.0,land_transport_EV,71289
71392 land_transport_EV,0.0,land_transport_EV,71392
71405 land_transport_EV,0.0,land_transport_EV,71405
71424 land_transport_EV,0.0,land_transport_EV,71424
71525 land_transport_EV,0.0,land_transport_EV,71525
71534 land_transport_EV,0.0,land_transport_EV,71534
71672 land_transport_EV,0.0,land_transport_EV,71672
71682 land_transport_EV,0.0,land_transport_EV,71682
71684 land_transport_EV,0.0,land_transport_EV,71684
71789 land_transport_EV,0.0,land_transport_EV,71789
71844 land_transport_EV,0.0,land_transport_EV,71844
72006 land_transport_EV,0.0,land_transport_EV,72006
72052 land_transport_EV,0.0,land_transport_EV,72052
72135 land_transport_EV,0.0,land_transport_EV,72135
72148 land_transport_EV,0.0,land_transport_EV,72148
72264 land_transport_EV,0.0,land_transport_EV,72264
72275 land_transport_EV,0.0,land_transport_EV,72275
72288 land_transport_EV,0.0,land_transport_EV,72288
72576 land_transport_EV,0.0,land_transport_EV,72576
72584 land_transport_EV,0.0,land_transport_EV,72584
72598 land_transport_EV,0.0,land_transport_EV,72598
72629 land_transport_EV,0.0,land_transport_EV,72629
72778 land_transport_EV,0.0,land_transport_EV,72778
72808 land_transport_EV,0.0,land_transport_EV,72808
72831 land_transport_EV,0.0,land_transport_EV,72831
72843 land_transport_EV,0.0,land_transport_EV,72843
73072 land_transport_EV,0.0,land_transport_EV,73072
73252 land_transport_EV,0.0,land_transport_EV,73252
73307 land_transport_EV,0.0,land_transport_EV,73307
73322 land_transport_EV,0.0,land_transport_EV,73322
73404 land_transport_EV,0.0,land_transport_EV,73404
73577 land_transport_EV,0.0,land_transport_EV,73577
73601 land_transport_EV,0.0,land_transport_EV,73601
73653 land_transport_EV,0.0,land_transport_EV,73653
73690 land_transport_EV,0.0,land_transport_EV,73690
73715 land_transport_EV,0.0,land_transport_EV,73715
73716 land_transport_EV,0.0,land_transport_EV,73716
73740 land_transport_EV,0.0,land_transport_EV,73740
73797 land_transport_EV,0.0,land_transport_EV,73797
73882 land_transport_EV,0.0,land_transport_EV,73882
73946 land_transport_EV,0.0,land_transport_EV,73946
73955 land_transport_EV,0.0,land_transport_EV,73955
73992 land_transport_EV,0.0,land_transport_EV,73992
74013 land_transport_EV,0.0,land_transport_EV,74013
74064 land_transport_EV,0.0,land_transport_EV,74064
74197 land_transport_EV,0.0,land_transport_EV,74197
74275 land_transport_EV,0.0,land_transport_EV,74275
74397 land_transport_EV,0.0,land_transport_EV,74397
74416 land_transport_EV,0.0,land_transport_EV,74416
74709 land_transport_EV,0.0,land_transport_EV,74709
74774 land_transport_EV,0.0,land_transport_EV,74774
74841 land_transport_EV,0.0,land_transport_EV,74841
74930 land_transport_EV,0.0,land_transport_EV,74930
75072 land_transport_EV,0.0,land_transport_EV,75072
75137 land_transport_EV,0.0,land_transport_EV,75137
75177 land_transport_EV,0.0,land_transport_EV,75177
75419 land_transport_EV,0.0,land_transport_EV,75419
75456 land_transport_EV,0.0,land_transport_EV,75456
75500 land_transport_EV,0.0,land_transport_EV,75500
75607 land_transport_EV,0.0,land_transport_EV,75607
75650 land_transport_EV,0.0,land_transport_EV,75650
75738 land_transport_EV,0.0,land_transport_EV,75738
75814 land_transport_EV,0.0,land_transport_EV,75814
75895 land_transport_EV,0.0,land_transport_EV,75895
75951 land_transport_EV,0.0,land_transport_EV,75951
75957 land_transport_EV,0.0,land_transport_EV,75957
76032 land_transport_EV,0.0,land_transport_EV,76032
76088 land_transport_EV,0.0,land_transport_EV,76088
76124 land_transport_EV,0.0,land_transport_EV,76124
76139 land_transport_EV,0.0,land_transport_EV,76139
76221 land_transport_EV,0.0,land_transport_EV,76221
76250 land_transport_EV,0.0,land_transport_EV,76250
76293 land_transport_EV,0.0,land_transport_EV,76293
76353 land_transport_EV,0.0,land_transport_EV,76353
76364 land_transport_EV,0.0,land_transport_EV,76364
76388 land_transport_EV,0.0,land_transport_EV,76388
76393 land_transport_EV,0.0,land_transport_EV,76393
76400 land_transport_EV,0.0,land_transport_EV,76400
76405 land_transport_EV,0.0,land_transport_EV,76405
76417 land_transport_EV,0.0,land_transport_EV,76417
76461 land_transport_EV,0.0,land_transport_EV,76461
76525 land_transport_EV,0.0,land_transport_EV,76525
76562 land_transport_EV,0.0,land_transport_EV,76562
76604 land_transport_EV,0.0,land_transport_EV,76604
76660 land_transport_EV,0.0,land_transport_EV,76660
76705 land_transport_EV,0.0,land_transport_EV,76705
76706 land_transport_EV,0.0,land_transport_EV,76706
76752 land_transport_EV,0.0,land_transport_EV,76752
76843 land_transport_EV,0.0,land_transport_EV,76843
76854 land_transport_EV,0.0,land_transport_EV,76854
76970 land_transport_EV,0.0,land_transport_EV,76970
76975 land_transport_EV,0.0,land_transport_EV,76975
77042 land_transport_EV,0.0,land_transport_EV,77042
77087 land_transport_EV,0.0,land_transport_EV,77087
77130 land_transport_EV,0.0,land_transport_EV,77130
77134 land_transport_EV,0.0,land_transport_EV,77134
77188 land_transport_EV,0.0,land_transport_EV,77188
77262 land_transport_EV,0.0,land_transport_EV,77262
77325 land_transport_EV,0.0,land_transport_EV,77325
