name,scn_name,bus0,bus1,carrier,p_nom,p_nom_extendable,p_nom_max,capital_cost,length,type,efficiency,p_nom_min,p_min_pu,marginal_cost,p_nom_opt,country,build_year,lifetime,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_mod,stand_by_cost,start_up_cost,shut_down_cost,ramp_limit_start_up,ramp_limit_shut_down
123,eGon2035_lowflex,52087,11,OCGT,55.714285714285715,False,inf,0.0,0.0,,0.42,0.0,0.0,10.714285714285715,55.714285714285715,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
124,eGon2035_lowflex,52087,11,central_gas_CHP,4371.261091594255,False,inf,0.0,0.0,,0.43,0.0,0.0,4.125382032497417,4371.261091594255,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
125,eGon2035_lowflex,52087,11,industrial_gas_CHP,1000.3599825312467,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,1000.3599825312467,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
126,eGon2035_lowflex,52087,12,OCGT,4873.809523809524,False,inf,0.0,0.0,,0.42,0.0,0.0,10.714285714285715,4873.809523809524,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
127,eGon2035_lowflex,52087,12,central_gas_CHP,16785.649920802065,False,inf,0.0,0.0,,0.43,0.0,0.0,4.121728682709695,16785.649920802065,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
128,eGon2035_lowflex,52087,12,industrial_gas_CHP,2891.0494588252664,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,2891.0494588252664,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
129,eGon2035_lowflex,52087,13,central_gas_CHP,100.32565379961258,False,inf,0.0,0.0,,0.43,0.0,0.0,4.142500000000001,100.32565379961258,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
130,eGon2035_lowflex,52087,13,industrial_gas_CHP,2056.2869077918685,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,2056.2869077918685,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
131,eGon2035_lowflex,52087,14,central_gas_CHP,2666.1827100055284,False,inf,0.0,0.0,,0.43,0.0,0.0,4.124676335741554,2666.1827100055284,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
132,eGon2035_lowflex,52087,14,industrial_gas_CHP,520.5313631784738,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,520.5313631784738,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
133,eGon2035_lowflex,52087,15,central_gas_CHP,3398.811557375105,False,inf,0.0,0.0,,0.43,0.0,0.0,4.118761825817203,3398.811557375105,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
134,eGon2035_lowflex,52087,15,industrial_gas_CHP,528.8347797638454,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,528.8347797638454,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
135,eGon2035_lowflex,52087,2,central_gas_CHP,1718.9121048793854,False,inf,0.0,0.0,,0.43,0.0,0.0,4.120217625511744,1718.9121048793854,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
136,eGon2035_lowflex,52087,2,industrial_gas_CHP,747.4334424064763,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,747.4334424064763,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
137,eGon2035_lowflex,52087,3,central_gas_CHP,1906.4654128267384,False,inf,0.0,0.0,,0.42999999999999994,0.0,0.0,4.114006542699725,1906.4654128267384,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
138,eGon2035_lowflex,52087,3,industrial_gas_CHP,277.69761484506927,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,277.69761484506927,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
139,eGon2035_lowflex,52087,4,OCGT,2233.3333333333335,False,inf,0.0,0.0,,0.42,0.0,0.0,10.714285714285715,2233.3333333333335,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
140,eGon2035_lowflex,52087,4,central_gas_CHP,3554.4502187677917,False,inf,0.0,0.0,,0.43,0.0,0.0,4.1112124093854865,3554.4502187677917,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
141,eGon2035_lowflex,52087,4,industrial_gas_CHP,1129.9260401101822,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,1129.9260401101822,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
142,eGon2035_lowflex,52087,5,OCGT,380.95238095238096,False,inf,0.0,0.0,,0.42,0.0,0.0,10.714285714285715,380.95238095238096,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
143,eGon2035_lowflex,52087,5,central_gas_CHP,11728.53708401385,False,inf,0.0,0.0,,0.43000000000000005,0.0,0.0,4.126902887417594,11728.53708401385,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
144,eGon2035_lowflex,52087,5,industrial_gas_CHP,864.6816407146888,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,864.6816407146888,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
145,eGon2035_lowflex,52087,50834,central_gas_CHP_heat,901.2639999999999,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,901.2639999999999,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
146,eGon2035_lowflex,52087,50834,central_gas_boiler,27253.308210965635,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,27253.308210965635,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
147,eGon2035_lowflex,52087,52101,CH4_to_H2,0.0,True,inf,735.5573211608244,0.0,,0.74,0.0,0.0,0.0,4.822490154570174,,0.0,25.0,0.0,0.0,1.0,0.0,,,,,,
148,eGon2035_lowflex,52087,52102,central_gas_CHP_heat,363.74283,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,363.74283,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
149,eGon2035_lowflex,52087,52102,central_gas_boiler,231156.6177416382,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,231156.6177416382,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
150,eGon2035_lowflex,52087,52103,central_gas_CHP_heat,1887.6945,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,1887.6945,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
151,eGon2035_lowflex,52087,52103,central_gas_boiler,241442.3295251451,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,241442.3295251451,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
152,eGon2035_lowflex,52087,52104,central_gas_CHP_heat,1366.78068,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,1366.78068,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
153,eGon2035_lowflex,52087,52104,central_gas_boiler,186352.37660242076,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,186352.37660242076,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
154,eGon2035_lowflex,52087,52105,central_gas_CHP_heat,1059.2147,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,1059.2147,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
155,eGon2035_lowflex,52087,52105,central_gas_boiler,479376.57625127834,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,479376.57625127834,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
156,eGon2035_lowflex,52087,52106,central_gas_CHP_heat,2104.15542,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,2104.15542,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
157,eGon2035_lowflex,52087,52106,central_gas_boiler,854238.399054611,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,854238.399054611,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
158,eGon2035_lowflex,52087,52107,central_gas_CHP_heat,403.52,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,403.52,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
159,eGon2035_lowflex,52087,52107,central_gas_boiler,159437.12559010906,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,159437.12559010906,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
160,eGon2035_lowflex,52087,52108,central_gas_CHP_heat,913.87581,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,913.87581,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
161,eGon2035_lowflex,52087,52108,central_gas_boiler,289050.7847711947,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,289050.7847711947,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
162,eGon2035_lowflex,52087,52109,central_gas_CHP_heat,806.87675,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,806.87675,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
163,eGon2035_lowflex,52087,52109,central_gas_boiler,160298.92488268396,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,160298.92488268396,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
164,eGon2035_lowflex,52087,52110,central_gas_CHP_heat,1343.34778,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,1343.34778,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
165,eGon2035_lowflex,52087,52110,central_gas_boiler,843277.2910525677,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,843277.2910525677,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
166,eGon2035_lowflex,52087,52111,central_gas_CHP_heat,4108.5946,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,4108.5946,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
167,eGon2035_lowflex,52087,52111,central_gas_boiler,1358341.4111007908,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,1358341.4111007908,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
168,eGon2035_lowflex,52087,52112,central_gas_CHP_heat,1145.7654,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,1145.7654,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
169,eGon2035_lowflex,52087,52112,central_gas_boiler,254249.95018185233,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,254249.95018185233,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
170,eGon2035_lowflex,52087,52114,central_gas_CHP_heat,1548.15805,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,1548.15805,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
171,eGon2035_lowflex,52087,52114,central_gas_boiler,417666.2029176711,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,417666.2029176711,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
172,eGon2035_lowflex,52087,52115,central_gas_CHP_heat,4064.4208000000003,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,4064.4208000000003,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
173,eGon2035_lowflex,52087,52115,central_gas_boiler,1450095.306903489,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,1450095.306903489,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
174,eGon2035_lowflex,52087,52116,central_gas_CHP_heat,5689.8835,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,5689.8835,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
175,eGon2035_lowflex,52087,52116,central_gas_boiler,282104.5479791427,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,282104.5479791427,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
176,eGon2035_lowflex,52087,52117,central_gas_CHP_heat,154.85442,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,154.85442,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
177,eGon2035_lowflex,52087,52117,central_gas_boiler,131921.25919788206,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,131921.25919788206,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
178,eGon2035_lowflex,52087,52118,central_gas_CHP_heat,236.76489999999998,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,236.76489999999998,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
179,eGon2035_lowflex,52087,52118,central_gas_boiler,144563.5090453051,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,144563.5090453051,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
180,eGon2035_lowflex,52087,52119,central_gas_CHP_heat,15.405000000000001,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,15.405000000000001,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
181,eGon2035_lowflex,52087,52119,central_gas_boiler,12059.054634862168,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,12059.054634862168,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
182,eGon2035_lowflex,52087,52120,central_gas_CHP_heat,323.61795,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,323.61795,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
183,eGon2035_lowflex,52087,52120,central_gas_boiler,231058.85657887175,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,231058.85657887175,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
184,eGon2035_lowflex,52087,52121,central_gas_CHP_heat,779.099,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,779.099,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
185,eGon2035_lowflex,52087,52121,central_gas_boiler,121176.71172855372,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,121176.71172855372,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
186,eGon2035_lowflex,52087,52122,central_gas_CHP_heat,1051.1014499999999,False,inf,0.0,0.0,,2.8666666666666667,0.0,0.0,0.0,1051.1014499999999,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
187,eGon2035_lowflex,52087,52122,central_gas_boiler,409033.1687323477,False,inf,0.0,0.0,,1.04,0.0,0.0,1.0,409033.1687323477,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
188,eGon2035_lowflex,52087,6,central_gas_CHP,1118.8218192246754,False,inf,0.0,0.0,,0.43,0.0,0.0,4.119745710784314,1118.8218192246754,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
189,eGon2035_lowflex,52087,6,industrial_gas_CHP,104.9723271786267,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,104.9723271786267,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
190,eGon2035_lowflex,52087,7,OCGT,1945.2380952380954,False,inf,0.0,0.0,,0.42,0.0,0.0,10.714285714285715,1945.2380952380954,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
191,eGon2035_lowflex,52087,7,central_gas_CHP,3697.4678325582904,False,inf,0.0,0.0,,0.43,0.0,0.0,4.127435983827493,3697.4678325582904,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
192,eGon2035_lowflex,52087,7,industrial_gas_CHP,2498.8659629516055,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,2498.8659629516055,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
193,eGon2035_lowflex,52087,8,OCGT,3350.0,False,inf,0.0,0.0,,0.42,0.0,0.0,10.714285714285715,3350.0,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
194,eGon2035_lowflex,52087,8,central_gas_CHP,5055.515816586953,False,inf,0.0,0.0,,0.43,0.0,0.0,4.115574611781509,5055.515816586953,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
195,eGon2035_lowflex,52087,8,industrial_gas_CHP,817.9693866767548,False,inf,0.0,0.0,,0.42999999999999994,0.0,0.0,4.15,817.9693866767548,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
196,eGon2035_lowflex,52087,9,OCGT,939.5238095238096,False,inf,0.0,0.0,,0.42,0.0,0.0,10.714285714285715,939.5238095238096,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
197,eGon2035_lowflex,52087,9,central_gas_CHP,9208.835013777094,False,inf,0.0,0.0,,0.43,0.0,0.0,4.123993604872019,9208.835013777094,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
198,eGon2035_lowflex,52087,9,industrial_gas_CHP,5102.836837642923,False,inf,0.0,0.0,,0.43,0.0,0.0,4.15,5102.836837642923,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
199,eGon2035_lowflex,52101,0,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,3.3480816862325122,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
200,eGon2035_lowflex,52101,1,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,4.491720062602154,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
201,eGon2035_lowflex,52101,10,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,3.0295106624913637,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
202,eGon2035_lowflex,52101,11,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,3.384737125667136,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
203,eGon2035_lowflex,52101,12,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,2.6232211627500113,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
204,eGon2035_lowflex,52101,13,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,3.5723392669713645,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
205,eGon2035_lowflex,52101,14,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,4.814351136234286,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
206,eGon2035_lowflex,52101,15,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,4.150136802814978,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
207,eGon2035_lowflex,52101,2,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,4.535767251356026,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
208,eGon2035_lowflex,52101,3,H2_to_power,0.0,True,27.0,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,2.5348533386086984,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
209,eGon2035_lowflex,52101,4,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,4.487158531521661,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
210,eGon2035_lowflex,52101,5,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,6.192490076105427,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
211,eGon2035_lowflex,52101,6,H2_to_power,0.0,True,4.0,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,1.724572064132172,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
212,eGon2035_lowflex,52101,7,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,2.488967828981198,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
213,eGon2035_lowflex,52101,8,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,4.511397054009113,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
214,eGon2035_lowflex,52101,9,H2_to_power,0.0,True,inf,2545.740617471647,0.0,,0.5,0.0,0.0,0.0,4.561224084231688,,0.0,10.0,0.0,0.0,1.0,0.0,,,,,,
215,eGon2035_lowflex,6,52061,rural_heat_pump,463.3497440566504,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,463.3497440566504,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
216,eGon2035_lowflex,6,52101,power_to_H2,0.0,True,4.0,461.22415334238485,0.0,,0.7,0.0,0.0,0.0,3.4283793696298512,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,
217,eGon2035_lowflex,6,52121,central_heat_pump,18.57082521724711,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,18.57082521724711,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
218,eGon2035_lowflex,6,52121,central_resistive_heater,14.765896479333007,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,14.765896479333007,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
219,eGon2035_lowflex,6,52122,central_heat_pump,0.15797487994850845,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.15797487994850845,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
220,eGon2035_lowflex,6,52122,central_resistive_heater,0.21444744508716304,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.21444744508716304,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
221,eGon2035_lowflex,7,52042,rural_heat_pump,2971.0009133493336,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,2971.0009133493336,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
222,eGon2035_lowflex,7,52101,power_to_H2,0.0,True,inf,461.22415334238485,0.0,,0.7,0.0,0.0,0.0,53.01438646779876,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,
223,eGon2035_lowflex,7,52112,central_heat_pump,8.081575588649027,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,8.081575588649027,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
224,eGon2035_lowflex,7,52112,central_resistive_heater,14.018787221387882,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,14.018787221387882,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
225,eGon2035_lowflex,7,52117,central_heat_pump,1.584932339691605,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,1.584932339691605,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
226,eGon2035_lowflex,7,52117,central_resistive_heater,3.381852528356746,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,3.381852528356746,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
227,eGon2035_lowflex,8,52044,rural_heat_pump,2245.808252462964,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,2245.808252462964,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
228,eGon2035_lowflex,8,52101,power_to_H2,0.0,True,inf,461.22415334238485,0.0,,0.7,0.0,0.0,0.0,18.101640824695647,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,
229,eGon2035_lowflex,8,52104,central_heat_pump,25.592112040171493,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,25.592112040171493,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
230,eGon2035_lowflex,8,52104,central_resistive_heater,9.392973326906112,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,9.392973326906112,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
231,eGon2035_lowflex,8,52105,central_heat_pump,5.462376598916586,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,5.462376598916586,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
232,eGon2035_lowflex,8,52105,central_resistive_heater,7.246709711810015,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,7.246709711810015,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
233,eGon2035_lowflex,9,52069,rural_heat_pump,4977.54183447563,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,4977.54183447563,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
234,eGon2035_lowflex,9,52101,power_to_H2,0.0,True,inf,461.22415334238485,0.0,,0.7,0.0,0.0,0.0,23.100222726076264,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,
235,eGon2035_lowflex,9,52106,central_heat_pump,121.5002748588904,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,121.5002748588904,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
236,eGon2035_lowflex,9,52106,central_resistive_heater,113.5901653872571,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,113.5901653872571,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
72 ramp_up,,48639,43775,OCGT,5998.4523758690475,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,5998.4523758690475,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
76 ramp_up,,48640,43776,OCGT,20680.000029833333,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,20680.000029833333,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
83 ramp_up,,48641,43777,OCGT,585.7142947619047,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,585.7142947619047,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
86 ramp_up,,48642,43778,OCGT,3213.5714304047615,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,3213.5714304047615,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
89 ramp_up,,48643,43779,OCGT,1023.8095238095239,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,1023.8095238095239,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
90 ramp_up,,48643,43780,OCGT,1238.095238095238,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,1238.095238095238,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
94 ramp_up,,48644,43781,OCGT,16826.190475357147,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,16826.190475357147,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
97 ramp_up,,48645,43782,OCGT,3602.3809526190475,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,3602.3809526190475,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
98 ramp_up,,48645,43783,OCGT,88505.00009047618,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,88505.00009047618,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
102 ramp_up,,48647,43785,OCGT,22131.666662738095,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,22131.666662738095,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
106 ramp_up,,48649,43787,OCGT,17859.523810238094,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,17859.523810238094,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
109 ramp_up,,48650,43788,OCGT,899.4976225476191,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,899.4976225476191,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
115 ramp_up,,52087,0,OCGT,1439.2857142857144,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,1439.2857142857144,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118 ramp_up,,52087,1,OCGT,243.57142857142858,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,243.57142857142858,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
123 ramp_up,,52087,11,OCGT,55.714285714285715,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,55.714285714285715,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
126 ramp_up,,52087,12,OCGT,4873.809523809524,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,4873.809523809524,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
