name,bus0,bus1,carrier,x,r,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,lifetime,capital_cost,length,num_parallel,geom,v_nom,x_pu_eff,r_pu_eff,s_nom_opt,country
0,0,10,AC,11.51997595966422,1.4066448207744453,7.179366545952262e-05,5140.0,True,5140.0,15405.552702840621,0.6392996108949416,40.0,19.525118625579022,121.34281468760227,8.0,,380.0,7.977822686748076e-05,9.741307623091726e-06,5367.1424443840215,DE
1,0,11,AC,388.0446531811197,112.19588961676472,8.777137879132457e-05,520.0,True,520.0,1554.6888048738242,0.5,40.0,44.890888360404574,174.04809803800887,2.0,,380.0,0.0026872898419745134,0.0007769798449914454,521.7107823930238,DE
10,1,9,AC,39.95945224261709,4.451823098443902,4.58073450718336e-06,3580.0,True,3580.0,10741.486288219148,0.6999999999999998,40.0,22.559364186201737,317.94466549032364,2.0,,380.0,0.0002767275086053815,3.0829799850719544e-05,3589.8622895854473,DE
11,10,11,AC,9.429419519782824,1.0856758732751175,0.0001630918030176269,4100.0,True,4100.0,12296.175093092972,0.6746341463414633,40.0,59.88487400195269,160.35016604914838,4.0,,380.0,6.530068919517191e-05,7.51853097835954e-06,7309.139647751986,DE
12,10,3,AC,7.76765868855798,0.9084776326563353,0.00036037833152795424,4360.0,True,4360.0,13850.863897966796,0.6642201834862385,39.99999999999999,65.28610004511671,178.09845923070273,5.0,,380.0,5.379265019776995e-05,6.291396348035563e-06,12345.812499154223,DE
13,10,6,AC,2.0144046890001017,0.25797782520632323,0.0008909437409479083,14640.0,True,14640.0,50880.72452314333,0.6751366120218578,40.0,25.08625278923802,93.19446265787339,17.0,,380.0,1.3950170976454998e-05,1.78655003605487e-06,22347.56198176925,DE
14,11,3,AC,22.813405558340495,2.8725192667730877,0.00010929304225494151,4620.0,True,4620.0,16960.241507714447,0.7,40.0,85.29513072548292,233.40095214454024,4.0,,380.0,0.00015798757311870148,1.9892792706184817e-05,4622.12570538251,DE
15,11,5,AC,11.642579906417012,1.3407774163982482,4.659399906004748e-06,8200.0,True,8200.0,24592.350186185948,0.6746341463414635,40.0,69.78100696690454,195.4063972175852,8.0,,380.0,8.062728467047792e-05,9.28516216342277e-06,8205.285195810255,DE
16,11,7,AC,11.3299792214361,1.7764500889923718,0.00022608674330843183,6960.0,True,6960.0,32507.129556452688,0.6775862068965517,40.0,54.39491440837514,158.4443485799463,10.0,,380.0,7.846245998224445e-05,1.230228593485022e-05,6966.553710895694,DE
17,11,9,AC,693.5279166781825,200.52017251504924,0.00015467639636679753,520.0,True,520.0,1554.6888048738242,0.5,40.0,79.93073838842315,309.9023766156837,2.0,,380.0,0.004802824907743646,0.0013886438539823355,521.9618377794243,DE
18,12,13,AC,17.501654374831357,2.2346818999051643,0.00029262759505952726,5140.0,True,5140.0,20069.619117462094,0.6595330739299611,40.0,39.58768795864031,174.53174623872667,7.0,,380.0,0.00012120259262348586,1.547563642593604e-05,5157.783705390109,DE
19,12,2,AC,6.4412006296924265,0.7338160078915495,0.0015864077605691092,11780.0,True,11780.0,36888.52527927891,0.6823429541595925,39.99999999999999,79.36665867761374,159.63976681207464,10.0,,380.0,4.460665256019686e-05,5.081828309498266e-06,11787.787016850922,DE
2,0,13,AC,13.411503384910894,4.242215188515504,0.0008259572396976391,3380.0,True,3380.0,13992.199243864416,0.5615384615384615,40.0,42.20196278753585,105.80312475691187,11.0,,380.0,9.287744726392586e-05,2.937822152711568e-05,5899.009869695336,DE
20,12,43785,AC,9.117686807627306,1.0157876380007123,8.868110081680605e-07,3580.0,True,3580.0,10741.486288219148,0.6999999999999997,40.0,3.0581697189306096,161.50325860870268,2.0,,380.0,6.314187539908108e-05,7.034540429367813e-06,7769.654084223266,NL
21,12,7,AC,0.014666066474878343,0.0,0.0012456189171535233,20480.0,True,18280.0,inf,0.6455078125,40.0,286.21102589915483,118.58527926717751,28.0,,380.0,1.0156555730525169e-07,0.0,26594.159209307458,DE
22,12,9,AC,12.29542008911496,1.3930295568232507,0.00011110378729771466,7680.0,True,7680.0,23037.661381312122,0.6864583333333333,40.0,26.291495966827707,201.23181802558244,5.0,,380.0,8.514833856727813e-05,9.647019091573758e-06,7698.459250051557,DE
23,13,43785,AC,5.300125240869863,0.5904785886516378,1.4066943786053882e-06,3580.0,True,3580.0,10741.486288219148,0.7,40.0,2.915416595593082,126.23520926590373,2.0,,380.0,3.6704468427076614e-05,4.089186902019653e-06,10740.149872619913,NL
24,13,7,AC,5.249177771245946,0.6295984620014194,0.0016077366397055017,8720.0,True,8720.0,41552.591693900395,0.6761467889908257,39.99999999999999,60.56313706119067,126.74270152217233,9.0,,380.0,3.6351646615276634e-05,4.360100152364401e-06,11069.2059023043,DE
25,14,4,AC,51.465802317693544,5.7337257883350725,0.0009012747566465756,1790.0,True,1790.0,10741.486288219148,0.7,40.0,160.0025294331314,205.0023552337609,1.0,,380.0,0.00035641137339122956,3.9707242301489424e-05,1794.2207894289747,DE
26,14,8,AC,9.310023119093284,1.4016015858438728,0.0033843782821382355,10830.0,True,10830.0,49467.371064167135,0.6471837488457987,40.0,108.86468817367415,183.697148017552,14.0,,380.0,6.447384431505044e-05,9.706382173434023e-06,10838.331720592996,DE
27,14,9,AC,11.872432656910135,1.5255506784868027,0.0013742521567466442,7450.0,True,7450.0,30811.105405681246,0.6720805369127517,40.0,67.42511290447068,177.72963308428552,6.0,,380.0,8.221906272098431e-05,1.0564755391182844e-05,7452.681332992954,DE
