,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,6,7,8,9
0,1144.0650078518656,-3.4841372166873303,-958.6287079750512,-1459.1924943142424,-1751.2204373761997,7418.826905181362,122.2333841953608,238.49178762695166,-3295.1364181426834,-90.56936411326735,623.9357154612724,-4390.697939026043,-1907.8445420917446,-3093.0606392884333,17045.09158184035,-2046.3270044623846,-7509.28524942879,-1899.1985145219132,-836.5821791036223,-3571.1885379691307,-3214.990396871097,37.851434712688174,955.0099499675226,3914.003369243829,-952.7119324727574,1317.2769302200109,-1524.2537608241757,-2789.6682303417315,1279.5934837122227,347.492568163158,-3988.923939089091,187.77811409749032,1390.6519082161956,176.12378319676523,-8930.45839260349,29.034208926129445,-180.9526836631479,760.5293720109978,1678.5160312280682,1707.8474919694838,7518.699626523723,-2331.8226364337747,3172.7273824560857,360.031415209159,-2664.074497684774,1168.389690625364,2268.9000327553877,95.04711067075915,-1892.2034684984621,-2707.1926774406975,-8634.89703792493,-1433.7659300859161,1583.901297752006,7921.44505412297
1,163.2626887409133,-37.17579109278694,-960.7564516245154,-1548.8134744387935,-4892.321165216563,9460.120534234991,-841.4819175004949,-1648.7897769350814,-1899.8707273407028,-89.38386616842496,1075.4213970783064,-6160.765084708024,-1191.1190721719445,-467.9599223305656,17052.872354320887,-3266.8551007709075,-4365.026792310075,-3306.000583486638,-869.0897641127298,-2930.389631183797,-3222.13876748146,1582.2607566484805,-1409.2460863531894,2851.806551306093,-881.9859611117994,3801.0307735110055,-2174.651628431682,-1354.8914284156003,-174.04330877013828,1825.9828902449203,1152.9294751834323,1824.1517905858025,2479.901196774479,234.19279236112507,-8317.331819663186,-1381.695790444708,631.6299243781096,-417.45251755290184,-1140.0387503927268,426.0816820522014,7518.944724976774,-1523.108867149882,3172.827687112957,-578.5956868447155,-4015.646906757607,1125.1191120581502,2056.817174273262,119.6679889198247,-2758.2325377477932,-4305.872837985552,-8635.138293920198,-268.38795416087606,2991.2857592238315,1265.9290096100103
2,1688.1737761907325,18.36850206881608,-1490.19413933095,-1293.9090287257275,616.4157646434275,6020.599538865448,802.9052126814297,1572.6958251537017,-3920.823323948181,-84.2584410432244,432.28986038309984,-3808.5431904449906,-2037.3796340419087,-3445.1648033313218,17054.65762550477,-1113.1313408433239,-7499.563150455224,-1302.007668585463,-664.5188816036921,-1609.9478342837256,-5000.877992471883,3983.093844270024,2175.934822181934,4430.712926393917,-3178.879930131274,-1319.6017549201326,-3806.754696433885,-2990.1426663151683,4405.324011808461,2080.7043016459315,-3017.512306619998,3273.4416969013228,2733.6580315701626,-924.4268926055158,-8597.806575489509,-2091.746937888818,449.4367310808057,-1963.9044234448181,-251.77426341502627,1987.4577908513666,7515.336449568042,-7500.416808393115,3163.8795974886034,-916.9395560078112,-1875.829470291857,-53.722871305158705,974.3051506509147,247.01545345301648,-898.9595365048677,-1484.8926457974621,-8635.073467208436,474.26644979305706,3878.7454632711806,4999.499755069666
3,332.4497575250376,15.669326411950015,-1459.4034654560328,185.68729063545806,2306.4118002779496,2993.6878068869555,651.521114004152,1276.1162870051148,-3753.626600781562,-90.38913093591796,778.2745091598154,-4473.778812329194,-1569.406028659352,-2416.191671774581,17054.78557275225,-1613.1109135363133,-6823.381206059178,-2380.0902975717754,-696.6523977425071,-1576.6843558451133,-4897.431194552045,4212.403068371097,1228.1790518832668,1366.0642379720234,-3371.5171465834323,-254.3423592666728,-4435.730504393084,-2432.6474393650265,3653.5110253376765,1779.4300697837298,-2656.2935081130386,3467.702821482982,3013.3991232649164,-818.9608350275744,-8403.776597472748,-2356.9446976999343,97.2375532017839,-1997.2874753983374,-1729.7589168257005,1493.2463252171237,7517.496408795193,-7655.71842118759,3071.4002374523407,-674.9863569090547,3436.3954355471483,207.76852694310912,-652.7112361513878,276.0368632908883,-1164.2794522210997,-2139.774362512058,-8635.232280339542,232.619808044796,3490.3048734065965,5587.089440295625
4,-141.72927877893576,-58.74953812532159,-1075.3764748037343,-1982.2685026741858,-1856.266057150615,10877.576356352898,333.40283665815986,651.8590468687901,-2941.8392267815525,-82.61633101366978,849.674085114386,-3789.1786823944017,-2834.7701343049443,-2640.9795390092527,17055.221645299425,-1923.8238177172545,-7454.874969960956,-2602.5691527117574,-743.6568167402068,-2383.8554413734596,-3607.2250444754923,729.3168232070337,2875.686966510962,2735.1484392387374,-129.37885904725437,-242.24862587474883,-93.45487821544211,-2582.5794482092865,318.425163751026,1607.4633189025526,-5774.078210503461,2529.7382994042578,2286.117976572747,-169.35239660850928,-12985.664039437954,-976.015760545137,384.193993663656,-1394.9129730941695,2844.138602268162,1525.2033264443185,6848.120739639985,-1077.7192146672835,3164.2828477365774,-697.7792653807331,-318.2242445216077,682.752602788796,-18.8657439513879,7.739909480245866,-1910.6522390010516,-2546.7519518784397,-8634.961322082941,17.31820766461467,3327.3682087797038,6364.703663483872
5,-1037.2248843806617,-76.88937858253175,-886.3967337676211,-1602.7886596843812,-2380.7939272867325,9137.788467382816,-12.128146653792292,-25.013534730102393,-1965.813617883088,-85.43387003036933,784.4557609731731,-5740.982637622096,-2641.712128778502,-2784.5711220892813,17055.21650553229,-2983.2672541849456,-7493.489980407273,-2399.3498482636714,-904.7858988800131,-3881.861514545318,-2972.3142993939196,212.8069528928249,-413.48702018642297,781.7120750380506,-1429.4222066627585,3233.5124704471987,-2818.6466813889606,-2344.4354545177034,141.47981913412306,502.00021487265036,-4708.030840058709,-223.11285990904437,1478.0978085936356,410.0274379564307,-12067.704612311845,7.999710934940994,286.85603445251564,1311.7665025759106,-351.93323173493434,1283.9491420934644,7505.535824899713,-2986.8809302924287,3168.804627203587,192.30092704525288,2868.752107953895,1136.2164786633466,867.4161589964505,158.0313504637294,-3659.0372492462316,-3934.4284821069386,-8634.980640386439,-1351.4068689207106,1679.2569177434639,6833.089258285547
6,-898.2674865776871,-85.26115243050228,-661.5864496839978,-2070.5376099555133,-3355.626505063642,11185.101650622886,-105.32382570631721,-208.19471477561368,-1771.7163629226295,-82.39186464686559,626.2329034443067,-5626.956589199095,-2902.267482675964,-3086.825036484999,17055.08459164648,-2990.818668250609,-7505.8475321084325,-1906.3301498384976,-978.0311371787751,-4711.926911375623,-2217.0245112536545,-1522.3667445212095,30.51228590214405,1569.9799259513384,-1244.3917782166948,4265.985838299041,-2819.0365893817675,-2173.7364341243347,-193.93954864972164,-365.1208359860875,-6752.773184035053,-789.8800958938554,912.7849004524189,876.3695333213926,-12314.39584445999,693.5460357750251,-174.93914211014314,1586.6875347495309,-483.9697771254715,1235.9935947981285,6698.217042861408,-2708.467352216618,2840.5738416177187,606.1421375965887,-926.4592978769592,1464.1623431142027,1004.4356625332312,155.38000929227437,-687.0787383242732,-3944.319241140014,-8635.032525599161,-2027.3416641399706,520.0376085139802,8209.355028390642
7,-1178.1637668627016,-57.11605548005434,-667.8246387336493,-716.0130977560128,-595.9235641346812,7716.003512386692,144.30451962461404,281.88864501212083,-1662.158710974077,-51.13181993623025,685.3904882479683,-3327.7024556177107,-1999.2709815265262,-2115.047031339428,15911.653031065664,-1330.525492345168,-5986.492563240233,-2093.6813952883367,-260.5854383439604,-378.09221607082804,-2240.2484461860276,1589.1121941856968,2805.385544360543,160.91753307346758,-1926.8743656201289,-1354.41371218054,-2271.582304651944,-2131.859373580671,2067.053176455254,-268.6580954720967,-3448.5783315088097,1384.9581970534339,1408.2599380587044,-483.93681792897024,-9492.219322419789,-615.8267515132029,103.15801341636207,-652.7941667156495,-192.85588636438544,1021.7879523026315,5258.826507829889,-4958.339078122376,-150.35951094629817,-271.69779021127187,1619.5866105581429,418.23919147452216,621.9409051751413,142.923661397631,-989.6570354737198,-1767.8366096397249,-5197.779317649711,169.17047838753658,47.17058246261689,3501.1656512288478
8,203.67172785622267,-49.17292246764226,-961.5810496344952,-2034.3432299992107,-2263.6290348655634,3282.1994277458793,227.35218289329143,444.07674301448947,-2612.3365073544196,-74.87209648664725,425.31867804517486,-3673.8272405950347,-2830.4895508432946,-3469.0954887109415,17055.34755461686,-1791.1520938947328,-7518.828353016562,-1280.2837487020433,-680.7749573857632,-2434.3482056348153,-3225.6337899930227,541.3832811926467,1137.0733688186876,1232.192877451829,-631.7776605538808,-151.1707359249455,-809.3717862100999,-2328.6553996036273,677.6948504918097,-666.1725313346617,-5583.032278635785,-173.12335074320586,1758.0827593102317,-121.72861703883781,-11261.245640675364,121.86207479423591,904.8938814085408,1450.3766859665163,1721.3974201964215,1293.8167909505723,4755.267869313548,-1685.936728201518,284.97804349295666,-208.02007131759862,6313.423261350857,643.5216435660972,-272.58634233882276,50.455528347972844,-852.4880418814488,-2372.9765319242674,-7535.770291969265,-506.43303509345037,-313.772943226633,5422.1062638863
