name,p_nom_max,weight,p_nom,efficiency,p_nom_opt,marginal_cost,e_nom_max,p_max_pu,up_time_before,carrier,bus,control
32699 solar,inf,5.505464598826884,5.505464598826884,1.0,5.505464598826884,0.011213724563254139,inf,1.0,0,solar,32699,PV
32699 solar_rooftop,inf,2.7468720440239025,2.7468720440239025,1.0,2.7468720440239025,0.010736366868667854,inf,1.0,0,solar_rooftop,32699,PV
32699 wind_onshore,inf,150.8614021147079,150.8614021147079,1.0,150.8614021147079,1.3144245739737395,inf,1.0,0,wind_onshore,32699,PV
32700 central_gas_CHP,inf,20.0,20.0,0.43,20.0,4.0,0.0,1.0,1,central_gas_CHP,32700,PQ
32700 industrial_biomass_CHP,inf,4.901202537486157,4.901202537486157,1.0,4.901202537486157,42.10619175352989,inf,1.0,0,industrial_biomass_CHP,32700,PV
32700 industrial_gas_CHP,inf,1.231364105837339,1.231364105837339,0.43,1.231364105837339,4.15,0.0,1.0,1,industrial_gas_CHP,32700,PQ
32700 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.010593725916,0.0,1.0,1,load shedding,32700,PQ
32700 solar,inf,34.184826156151495,34.184826156151495,1.0,34.184826156151495,0.017850644443118183,inf,1.0,0,solar,32700,PV
32700 solar_rooftop,inf,31.837318431792173,31.837318431792173,1.0,31.837318431792173,0.019123476550447164,inf,1.0,0,solar_rooftop,32700,PV
32700 wind_onshore,inf,79.09523827419392,79.09523827419392,1.0,79.09523827419392,1.3132115825721378,inf,1.0,0,wind_onshore,32700,PV
32725 biomass,inf,0.5893035902496497,0.5893035902496497,1.0,0.5893035902496497,42.10796832036375,inf,1.0,0,biomass,32725,PV
32725 central_biomass_CHP,inf,2.4709961106642875,2.4709961106642875,1.0,2.4709961106642875,42.11591666946839,inf,1.0,0,central_biomass_CHP,32725,PV
32725 central_gas_CHP,inf,10.637,10.637,0.43,10.637,4.075,0.0,1.0,1,central_gas_CHP,32725,PQ
32725 industrial_biomass_CHP,inf,3.908295759743124,3.908295759743124,1.0,3.908295759743124,42.111955583514884,inf,1.0,0,industrial_biomass_CHP,32725,PV
32725 industrial_gas_CHP,inf,1.0150000000000001,1.0150000000000001,0.43,1.0150000000000001,4.15,0.0,1.0,1,industrial_gas_CHP,32725,PQ
32725 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.002796073606,0.0,1.0,1,load shedding,32725,PQ
32725 solar,inf,0.9928228277310276,0.9928228277310276,1.0,0.9928228277310276,0.0211274502153152,inf,1.0,0,solar,32725,PV
32725 solar_rooftop,inf,14.127608700154894,14.127608700154894,1.0,14.127608700154894,0.011192652129144826,inf,1.0,0,solar_rooftop,32725,PV
32725 wind_onshore,inf,88.14426793553096,88.14426793553096,1.0,88.14426793553096,1.3001450182438359,inf,1.0,0,wind_onshore,32725,PV
32726 industrial_biomass_CHP,inf,2.4849504761893244,2.4849504761893244,1.0,2.4849504761893244,42.11711804561156,inf,1.0,0,industrial_biomass_CHP,32726,PV
32726 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.007002256165,0.0,1.0,1,load shedding,32726,PQ
32726 solar,inf,9.357627160747757,9.357627160747757,1.0,9.357627160747757,0.018543154853467598,inf,1.0,0,solar,32726,PV
32726 solar_rooftop,inf,5.3355078460361645,5.3355078460361645,1.0,5.3355078460361645,0.011098097794186263,inf,1.0,0,solar_rooftop,32726,PV
32726 wind_onshore,inf,17.437070117599895,17.437070117599895,1.0,17.437070117599895,1.3030155302440953,inf,1.0,0,wind_onshore,32726,PV
32729 industrial_biomass_CHP,inf,7.274518089475185,7.274518089475185,1.0,7.274518089475185,42.10116043809648,inf,1.0,0,industrial_biomass_CHP,32729,PV
32729 industrial_gas_CHP,inf,1.3399999999999999,1.3399999999999999,0.43,1.3399999999999999,4.15,0.0,1.0,1,industrial_gas_CHP,32729,PQ
32729 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.001324515502,0.0,1.0,1,load shedding,32729,PQ
32729 solar,inf,9.997108330053695,9.997108330053695,1.0,9.997108330053695,0.029563056295465823,inf,1.0,0,solar,32729,PV
32729 solar_rooftop,inf,25.156357358978592,25.156357358978592,1.0,25.156357358978592,0.01656789295290638,inf,1.0,0,solar_rooftop,32729,PV
32729 wind_onshore,inf,135.89639872013603,135.89639872013603,1.0,135.89639872013603,1.304833787701211,inf,1.0,0,wind_onshore,32729,PV
32735 biomass,inf,0.3864285837702621,0.3864285837702621,1.0,0.3864285837702621,42.1125699367007,inf,1.0,0,biomass,32735,PV
32735 central_gas_CHP,inf,2.0,2.0,0.43,2.0,4.15,0.0,1.0,1,central_gas_CHP,32735,PQ
32735 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.010270434908,0.0,1.0,1,load shedding,32735,PQ
32735 solar_rooftop,inf,23.199265209870457,23.199265209870457,1.0,23.199265209870457,0.023188193677590896,inf,1.0,0,solar_rooftop,32735,PV
32735 wind_onshore,inf,26.417624082271953,26.417624082271953,1.0,26.417624082271953,1.3075982062864926,inf,1.0,0,wind_onshore,32735,PV
32745 central_gas_CHP,inf,0.23078373752946213,0.23078373752946213,0.43,0.23078373752946213,4.15,0.0,1.0,1,central_gas_CHP,32745,PQ
32745 industrial_biomass_CHP,inf,11.446336675094969,11.446336675094969,1.0,11.446336675094969,42.1147905894622,inf,1.0,0,industrial_biomass_CHP,32745,PV
32745 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.014187132107,0.0,1.0,1,load shedding,32745,PQ
32745 solar,inf,38.10810901578371,38.10810901578371,1.0,38.10810901578371,0.012023464625201671,inf,1.0,0,solar,32745,PV
32745 solar_rooftop,inf,17.261269111077365,17.261269111077365,1.0,17.261269111077365,0.016024484179115568,inf,1.0,0,solar_rooftop,32745,PV
32745 wind_onshore,inf,161.19754591416577,161.19754591416577,1.0,161.19754591416577,1.3003480884725893,inf,1.0,0,wind_onshore,32745,PV
32760 central_gas_CHP,inf,0.7007001395794679,0.7007001395794679,0.43,0.7007001395794679,4.15,0.0,1.0,1,central_gas_CHP,32760,PQ
32760 industrial_biomass_CHP,inf,3.064867067343203,3.064867067343203,1.0,3.064867067343203,42.11134654296269,inf,1.0,0,industrial_biomass_CHP,32760,PV
32760 industrial_gas_CHP,inf,1.1242082503992192,1.1242082503992192,0.43,1.1242082503992192,4.15,0.0,1.0,1,industrial_gas_CHP,32760,PQ
32760 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.009385146153,0.0,1.0,1,load shedding,32760,PQ
32760 solar,inf,1.5598030947416472,1.5598030947416472,1.0,1.5598030947416472,0.018511744194443874,inf,1.0,0,solar,32760,PV
32760 solar_rooftop,inf,21.073010816141014,21.073010816141014,1.0,21.073010816141014,0.013435579644846929,inf,1.0,0,solar_rooftop,32760,PV
32760 wind_onshore,inf,11.12071500243628,11.12071500243628,1.0,11.12071500243628,1.308467017471003,inf,1.0,0,wind_onshore,32760,PV
32761 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.000190284421,0.0,1.0,1,load shedding,32761,PQ
32763 central_gas_CHP,inf,1.09,1.09,0.43,1.09,4.15,0.0,1.0,1,central_gas_CHP,32763,PQ
32763 industrial_gas_CHP,inf,2.442,2.442,0.43,2.442,4.15,0.0,1.0,1,industrial_gas_CHP,32763,PQ
32763 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.011003947295,0.0,1.0,1,load shedding,32763,PQ
32763 solar,inf,0.6763308617230296,0.6763308617230296,1.0,0.6763308617230296,0.013462546092420433,inf,1.0,0,solar,32763,PV
32763 solar_rooftop,inf,57.693958543613576,57.693958543613576,1.0,57.693958543613576,0.013806151954772,inf,1.0,0,solar_rooftop,32763,PV
32764 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.02209996656,0.0,1.0,1,load shedding,32764,PQ
32810 industrial_biomass_CHP,inf,1.0465774143777933,1.0465774143777933,1.0,1.0465774143777933,42.103286876199725,inf,1.0,0,industrial_biomass_CHP,32810,PV
32810 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.002103019018,0.0,1.0,1,load shedding,32810,PQ
32810 solar,inf,14.044687387146144,14.044687387146144,1.0,14.044687387146144,0.010703591065332661,inf,1.0,0,solar,32810,PV
32810 solar_rooftop,inf,5.097851547442727,5.097851547442727,1.0,5.097851547442727,0.025594681462944205,inf,1.0,0,solar_rooftop,32810,PV
32810 wind_onshore,inf,170.82195446496323,170.82195446496323,1.0,170.82195446496323,1.3204409977416458,inf,1.0,0,wind_onshore,32810,PV
32821 biomass,inf,0.1610119099042759,0.1610119099042759,1.0,0.1610119099042759,42.10725932206492,inf,1.0,0,biomass,32821,PV
32821 central_gas_CHP,inf,13.293,13.293,0.43,13.293,4.075,0.0,1.0,1,central_gas_CHP,32821,PQ
32821 industrial_biomass_CHP,inf,0.6440476396171037,0.6440476396171037,1.0,0.6440476396171037,42.10076757356293,inf,1.0,0,industrial_biomass_CHP,32821,PV
32821 industrial_gas_CHP,inf,0.35635507453858184,0.35635507453858184,0.43,0.35635507453858184,4.15,0.0,1.0,1,industrial_gas_CHP,32821,PQ
32821 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.005492149972,0.0,1.0,1,load shedding,32821,PQ
32821 solar,inf,0.8652164896933032,0.8652164896933032,1.0,0.8652164896933032,0.017393566294177522,inf,1.0,0,solar,32821,PV
32821 solar_rooftop,inf,27.379944580876945,27.379944580876945,1.0,27.379944580876945,0.019357926577715477,inf,1.0,0,solar_rooftop,32821,PV
32821 wind_onshore,inf,43.0089974967133,43.0089974967133,1.0,43.0089974967133,1.310244505060561,inf,1.0,0,wind_onshore,32821,PV
32862 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.010657645786,0.0,1.0,1,load shedding,32862,PQ
32862 solar_rooftop,inf,7.8168277808372695,7.8168277808372695,1.0,7.8168277808372695,0.015550083083719055,inf,1.0,0,solar_rooftop,32862,PV
32875 central_gas_CHP,inf,0.10595106110942215,0.10595106110942215,0.43,0.10595106110942215,4.15,0.0,1.0,1,central_gas_CHP,32875,PQ
32875 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.02010668254,0.0,1.0,1,load shedding,32875,PQ
32875 solar_rooftop,inf,6.965303678047308,6.965303678047308,1.0,6.965303678047308,0.027849381833992652,inf,1.0,0,solar_rooftop,32875,PV
32875 wind_onshore,inf,28.174779314705457,28.174779314705457,1.0,28.174779314705457,1.3000751924216454,inf,1.0,0,wind_onshore,32875,PV
32876 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.000357083898,0.0,1.0,1,load shedding,32876,PQ
32876 solar_rooftop,inf,1.7866272149284408,1.7866272149284408,1.0,1.7866272149284408,0.010740169082871572,inf,1.0,0,solar_rooftop,32876,PV
32876 wind_onshore,inf,135.90169443841057,135.90169443841057,1.0,135.90169443841057,1.3026609589487883,inf,1.0,0,wind_onshore,32876,PV
32877 industrial_biomass_CHP,inf,1.8634445039588194,1.8634445039588194,1.0,1.8634445039588194,42.11443740101062,inf,1.0,0,industrial_biomass_CHP,32877,PV
32877 industrial_gas_CHP,inf,0.14,0.14,0.43,0.14,4.15,0.0,1.0,1,industrial_gas_CHP,32877,PQ
32877 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.008337020703,0.0,1.0,1,load shedding,32877,PQ
32877 solar,inf,4.779999999999999,4.779999999999999,1.0,4.779999999999999,0.0247680987598506,inf,1.0,0,solar,32877,PV
32877 solar_rooftop,inf,15.770421268605515,15.770421268605515,1.0,15.770421268605515,0.013371405864633798,inf,1.0,0,solar_rooftop,32877,PV
32877 wind_onshore,inf,29.011150299224795,29.011150299224795,1.0,29.011150299224795,1.3079981886091074,inf,1.0,0,wind_onshore,32877,PV
32878 biomass,inf,0.08050595495213796,0.08050595495213796,1.0,0.08050595495213796,42.105695135101676,inf,1.0,0,biomass,32878,PV
32878 central_biomass_CHP,inf,0.10734127326951726,0.10734127326951726,1.0,0.10734127326951726,42.11527603604498,inf,1.0,0,central_biomass_CHP,32878,PV
32878 industrial_biomass_CHP,inf,0.7513889128866208,0.7513889128866208,1.0,0.7513889128866208,42.11153347917432,inf,1.0,0,industrial_biomass_CHP,32878,PV
32878 industrial_gas_CHP,inf,31.272,31.272,0.43,31.272,4.15,0.0,1.0,1,industrial_gas_CHP,32878,PQ
32878 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.00682474584,0.0,1.0,1,load shedding,32878,PQ
32878 others,inf,10.586964350018004,10.586964350018004,1.0,10.586964350018004,0.020545393312204552,inf,1.0,0,others,32878,PV
32878 solar,inf,12.331379348734659,12.331379348734659,1.0,12.331379348734659,0.02429632199769543,inf,1.0,0,solar,32878,PV
32878 solar_rooftop,inf,24.753436875667223,24.753436875667223,1.0,24.753436875667223,0.011193146954381944,inf,1.0,0,solar_rooftop,32878,PV
32878 wind_onshore,inf,79.3994015001287,79.3994015001287,1.0,79.3994015001287,1.307052661102938,inf,1.0,0,wind_onshore,32878,PV
32879 industrial_biomass_CHP,inf,0.26835318317379314,0.26835318317379314,1.0,0.26835318317379314,42.107162629934784,inf,1.0,0,industrial_biomass_CHP,32879,PV
32879 industrial_gas_CHP,inf,3.8561,3.8561,0.43,3.8561,4.15,0.0,1.0,1,industrial_gas_CHP,32879,PQ
32879 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.012414515686,0.0,1.0,1,load shedding,32879,PQ
32879 solar_rooftop,inf,2.5717512663254944,2.5717512663254944,1.0,2.5717512663254944,0.016626264039398708,inf,1.0,0,solar_rooftop,32879,PV
32879 wind_onshore,inf,107.70604838979608,107.70604838979608,1.0,107.70604838979608,1.3074271944326803,inf,1.0,0,wind_onshore,32879,PV
32880 industrial_gas_CHP,inf,0.24,0.24,0.43,0.24,4.15,0.0,1.0,1,industrial_gas_CHP,32880,PQ
32880 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.004358114056,0.0,1.0,1,load shedding,32880,PQ
32880 solar,inf,8.0,8.0,1.0,8.0,0.022306003854184398,inf,1.0,0,solar,32880,PV
32880 solar_rooftop,inf,6.948677744383828,6.948677744383828,1.0,6.948677744383828,0.011762843711056889,inf,1.0,0,solar_rooftop,32880,PV
32880 wind_onshore,inf,22.858896578007926,22.858896578007926,1.0,22.858896578007926,1.311879294387622,inf,1.0,0,wind_onshore,32880,PV
32885 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.006630454334,0.0,1.0,1,load shedding,32885,PQ
32886 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.015268642574,0.0,1.0,1,load shedding,32886,PQ
32904 central_gas_CHP,inf,40.80862,40.80862,0.43,40.80862,4.1000000000000005,0.0,1.0,1,central_gas_CHP,32904,PQ
32904 industrial_biomass_CHP,inf,2.8348830270479506,2.8348830270479506,1.0,2.8348830270479506,42.10494057008023,inf,1.0,0,industrial_biomass_CHP,32904,PV
32904 industrial_gas_CHP,inf,0.39204273309146015,0.39204273309146015,0.43,0.39204273309146015,4.15,0.0,1.0,1,industrial_gas_CHP,32904,PQ
32904 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.015710581687,0.0,1.0,1,load shedding,32904,PQ
32904 solar,inf,12.807137374077135,12.807137374077135,1.0,12.807137374077135,0.012606452740750661,inf,1.0,0,solar,32904,PV
32904 solar_rooftop,inf,5.518481214906012,5.518481214906012,1.0,5.518481214906012,0.010517009958490371,inf,1.0,0,solar_rooftop,32904,PV
32904 wind_onshore,inf,194.97796838806943,194.97796838806943,1.0,194.97796838806943,1.3045833131222357,inf,1.0,0,wind_onshore,32904,PV
32905 biomass,inf,0.2039484192120828,0.2039484192120828,1.0,0.2039484192120828,42.11193391303209,inf,1.0,0,biomass,32905,PV
32905 central_biomass_CHP,inf,0.35422620178940695,0.35422620178940695,1.0,0.35422620178940695,42.12283531484727,inf,1.0,0,central_biomass_CHP,32905,PV
32905 industrial_biomass_CHP,inf,9.530831653600437,9.530831653600437,1.0,9.530831653600437,42.10136571933059,inf,1.0,0,industrial_biomass_CHP,32905,PV
32905 industrial_gas_CHP,inf,1.177,1.177,0.43,1.177,4.15,0.0,1.0,1,industrial_gas_CHP,32905,PQ
32905 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.007097367865,0.0,1.0,1,load shedding,32905,PQ
32905 solar,inf,6.264003799567505,6.264003799567505,1.0,6.264003799567505,0.012297938429249053,inf,1.0,0,solar,32905,PV
32905 solar_rooftop,inf,6.192785385428523,6.192785385428523,1.0,6.192785385428523,0.02079180501485884,inf,1.0,0,solar_rooftop,32905,PV
32905 wind_onshore,inf,213.39652823753238,213.39652823753238,1.0,213.39652823753238,1.3050823361804134,inf,1.0,0,wind_onshore,32905,PV
32936 biomass,inf,0.24151786485641386,0.24151786485641386,1.0,0.24151786485641386,42.10117410674349,inf,1.0,0,biomass,32936,PV
32936 industrial_biomass_CHP,inf,8.43595066625136,8.43595066625136,1.0,8.43595066625136,42.10137820467863,inf,1.0,0,industrial_biomass_CHP,32936,PV
32936 industrial_gas_CHP,inf,0.6289276809806904,0.6289276809806904,0.43,0.6289276809806904,4.15,0.0,1.0,1,industrial_gas_CHP,32936,PQ
32936 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.000178780725,0.0,1.0,1,load shedding,32936,PQ
32936 solar,inf,20.2935747543858,20.2935747543858,1.0,20.2935747543858,0.017579413221640562,inf,1.0,0,solar,32936,PV
32936 solar_rooftop,inf,17.20915513272055,17.20915513272055,1.0,17.20915513272055,0.02230106014241742,inf,1.0,0,solar_rooftop,32936,PV
32936 wind_onshore,inf,389.19932847224226,389.19932847224226,1.0,389.19932847224226,1.3190329398507297,inf,1.0,0,wind_onshore,32936,PV
32941 central_biomass_CHP,inf,1.0734127326951726,1.0734127326951726,1.0,1.0734127326951726,42.10472013206629,inf,1.0,0,central_biomass_CHP,32941,PV
32941 industrial_biomass_CHP,inf,5.062214447390434,5.062214447390434,1.0,5.062214447390434,42.10160020454679,inf,1.0,0,industrial_biomass_CHP,32941,PV
32941 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.013509438806,0.0,1.0,1,load shedding,32941,PQ
32941 solar,inf,3.38,3.38,1.0,3.38,0.01731001670040284,inf,1.0,0,solar,32941,PV
32941 solar_rooftop,inf,7.959185296141496,7.959185296141496,1.0,7.959185296141496,0.016917789669986173,inf,1.0,0,solar_rooftop,32941,PV
32941 wind_onshore,inf,55.37737952927692,55.37737952927692,1.0,55.37737952927692,1.3012756830200216,inf,1.0,0,wind_onshore,32941,PV
32958 industrial_biomass_CHP,inf,1.014375032396938,1.014375032396938,1.0,1.014375032396938,42.11116633659193,inf,1.0,0,industrial_biomass_CHP,32958,PV
32958 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.01269182558,0.0,1.0,1,load shedding,32958,PQ
32958 solar,inf,5.531136220659365,5.531136220659365,1.0,5.531136220659365,0.016165118667472667,inf,1.0,0,solar,32958,PV
32958 solar_rooftop,inf,4.572342395571508,4.572342395571508,1.0,4.572342395571508,0.012707890565006104,inf,1.0,0,solar_rooftop,32958,PV
32958 wind_onshore,inf,75.85087688987187,75.85087688987187,1.0,75.85087688987187,1.3197680915059067,inf,1.0,0,wind_onshore,32958,PV
32959 industrial_biomass_CHP,inf,1.58543060619077,1.58543060619077,1.0,1.58543060619077,42.107518629870064,inf,1.0,0,industrial_biomass_CHP,32959,PV
32959 industrial_gas_CHP,inf,0.1,0.1,0.43,0.1,4.15,0.0,1.0,1,industrial_gas_CHP,32959,PQ
32959 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.016359454537,0.0,1.0,1,load shedding,32959,PQ
32959 solar,inf,4.278282580058391,4.278282580058391,1.0,4.278282580058391,0.014767546502609674,inf,1.0,0,solar,32959,PV
32959 solar_rooftop,inf,4.915596484588005,4.915596484588005,1.0,4.915596484588005,0.01964276154843278,inf,1.0,0,solar_rooftop,32959,PV
32959 wind_onshore,inf,188.59409696673004,188.59409696673004,1.0,188.59409696673004,1.3084528531374275,inf,1.0,0,wind_onshore,32959,PV
32974 biomass,inf,0.08050595495213796,0.08050595495213796,1.0,0.08050595495213796,42.100425788834826,inf,1.0,0,biomass,32974,PV
32974 central_biomass_CHP,inf,0.9231349501178483,0.9231349501178483,1.0,0.9231349501178483,42.11270795051453,inf,1.0,0,central_biomass_CHP,32974,PV
32974 industrial_biomass_CHP,inf,2.6835318317379313,2.6835318317379313,1.0,2.6835318317379313,42.10589496478688,inf,1.0,0,industrial_biomass_CHP,32974,PV
32974 industrial_gas_CHP,inf,1.0569820172938185,1.0569820172938185,0.43,1.0569820172938185,4.15,0.0,1.0,1,industrial_gas_CHP,32974,PQ
32974 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.022398258185,0.0,1.0,1,load shedding,32974,PQ
32974 solar,inf,39.079143039254035,39.079143039254035,1.0,39.079143039254035,0.020699948330175275,inf,1.0,0,solar,32974,PV
32974 solar_rooftop,inf,14.613050399755826,14.613050399755826,1.0,14.613050399755826,0.012737369444548209,inf,1.0,0,solar_rooftop,32974,PV
32974 wind_onshore,inf,167.1909133986378,167.1909133986378,1.0,167.1909133986378,1.307157325874248,inf,1.0,0,wind_onshore,32974,PV
32975 biomass,inf,0.08050595495213796,0.08050595495213796,1.0,0.08050595495213796,42.10547368368723,inf,1.0,0,biomass,32975,PV
32975 industrial_biomass_CHP,inf,13.603359561445922,13.603359561445922,1.0,13.603359561445922,42.12747908577899,inf,1.0,0,industrial_biomass_CHP,32975,PV
32975 industrial_gas_CHP,inf,0.19090281280976962,0.19090281280976962,0.43,0.19090281280976962,4.15,0.0,1.0,1,industrial_gas_CHP,32975,PQ
32975 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.014244407916,0.0,1.0,1,load shedding,32975,PQ
32975 solar,inf,16.213756123259387,16.213756123259387,1.0,16.213756123259387,0.020710287554538402,inf,1.0,0,solar,32975,PV
32975 solar_rooftop,inf,9.470736678250967,9.470736678250967,1.0,9.470736678250967,0.0158277377427745,inf,1.0,0,solar_rooftop,32975,PV
32975 wind_onshore,inf,509.68741296324345,509.68741296324345,1.0,509.68741296324345,1.3165505955881287,inf,1.0,0,wind_onshore,32975,PV
32976 central_biomass_CHP,inf,1.0723393199624773,1.0723393199624773,1.0,1.0723393199624773,42.105500467481946,inf,1.0,0,central_biomass_CHP,32976,PV
32976 central_gas_CHP,inf,0.23500000000000001,0.23500000000000001,0.43,0.23500000000000001,4.15,0.0,1.0,1,central_gas_CHP,32976,PQ
32976 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.008641705772,0.0,1.0,1,load shedding,32976,PQ
32976 solar_rooftop,inf,1.7843060657080216,1.7843060657080216,1.0,1.7843060657080216,0.012996914008408234,inf,1.0,0,solar_rooftop,32976,PV
32987 industrial_biomass_CHP,inf,0.9177678864543726,0.9177678864543726,1.0,0.9177678864543726,42.13102656752403,inf,1.0,0,industrial_biomass_CHP,32987,PV
32987 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.001933957315,0.0,1.0,1,load shedding,32987,PQ
32987 solar,inf,4.8,4.8,1.0,4.8,0.018050868604270187,inf,1.0,0,solar,32987,PV
32987 solar_rooftop,inf,0.8478093030165815,0.8478093030165815,1.0,0.8478093030165815,0.011746375317525974,inf,1.0,0,solar_rooftop,32987,PV
33002 biomass,inf,0.7513889128866208,0.7513889128866208,1.0,0.7513889128866208,42.1182202063444,inf,1.0,0,biomass,33002,PV
33002 central_biomass_CHP,inf,2.676017942609066,2.676017942609066,1.0,2.676017942609066,42.105666648831594,inf,1.0,0,central_biomass_CHP,33002,PV
33002 central_gas_CHP,inf,20.0,20.0,0.43,20.0,4.0,0.0,1.0,1,central_gas_CHP,33002,PQ
33002 industrial_biomass_CHP,inf,0.26835318317379314,0.26835318317379314,1.0,0.26835318317379314,42.112522382011235,inf,1.0,0,industrial_biomass_CHP,33002,PV
33002 industrial_gas_CHP,inf,0.4638279303060971,0.4638279303060971,0.43,0.4638279303060971,4.15,0.0,1.0,1,industrial_gas_CHP,33002,PQ
33002 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.000603386516,0.0,1.0,1,load shedding,33002,PQ
33002 solar,inf,3.091091327941718,3.091091327941718,1.0,3.091091327941718,0.019497790950604832,inf,1.0,0,solar,33002,PV
33002 solar_rooftop,inf,31.04514188402735,31.04514188402735,1.0,31.04514188402735,0.013911729135463981,inf,1.0,0,solar_rooftop,33002,PV
33002 wind_onshore,inf,100.28987628213173,100.28987628213173,1.0,100.28987628213173,1.303296280568743,inf,1.0,0,wind_onshore,33002,PV
33004 biomass,inf,0.20180159374669243,0.20180159374669243,1.0,0.20180159374669243,42.10163558874708,inf,1.0,0,biomass,33004,PV
33004 central_gas_CHP,inf,53.067,53.067,0.43,53.067,4.1000000000000005,0.0,1.0,1,central_gas_CHP,33004,PQ
33004 industrial_biomass_CHP,inf,2.468849285198897,2.468849285198897,1.0,2.468849285198897,42.102267964177145,inf,1.0,0,industrial_biomass_CHP,33004,PV
33004 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.012823189625,0.0,1.0,1,load shedding,33004,PQ
33004 solar_rooftop,inf,28.13810873451773,28.13810873451773,1.0,28.13810873451773,0.014434607776474678,inf,1.0,0,solar_rooftop,33004,PV
33004 wind_onshore,inf,4.638898396961138,4.638898396961138,1.0,4.638898396961138,1.3018103382983321,inf,1.0,0,wind_onshore,33004,PV
33023 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.01221643584,0.0,1.0,1,load shedding,33023,PQ
33023 solar_rooftop,inf,0.6220700609792228,0.6220700609792228,1.0,0.6220700609792228,0.016054621325632523,inf,1.0,0,solar_rooftop,33023,PV
33024 central_biomass_CHP,inf,0.790031771263647,0.790031771263647,1.0,0.790031771263647,42.10698149321953,inf,1.0,0,central_biomass_CHP,33024,PV
33024 industrial_biomass_CHP,inf,19.055222830804706,19.055222830804706,1.0,19.055222830804706,42.108567329193505,inf,1.0,0,industrial_biomass_CHP,33024,PV
33024 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.015640839516,0.0,1.0,1,load shedding,33024,PQ
33024 solar,inf,53.727934937377086,53.727934937377086,1.0,53.727934937377086,0.021169629124600655,inf,1.0,0,solar,33024,PV
33024 solar_rooftop,inf,13.550215081263273,13.550215081263273,1.0,13.550215081263273,0.01739547015531378,inf,1.0,0,solar_rooftop,33024,PV
33024 wind_onshore,inf,436.459517291302,436.459517291302,1.0,436.459517291302,1.3065832653154295,inf,1.0,0,wind_onshore,33024,PV
33162 industrial_biomass_CHP,inf,4.282916803453738,4.282916803453738,1.0,4.282916803453738,42.103428091259985,inf,1.0,0,industrial_biomass_CHP,33162,PV
33162 industrial_gas_CHP,inf,0.5639850375453248,0.5639850375453248,0.43,0.5639850375453248,4.15,0.0,1.0,1,industrial_gas_CHP,33162,PQ
33162 load shedding,inf,126893.65630950501,126893.65630950501,1.0,126893.65630950501,10000.009101442249,0.0,1.0,1,load shedding,33162,PQ
33162 solar,inf,0.5142252205898806,0.5142252205898806,1.0,0.5142252205898806,0.025215591287689687,inf,1.0,0,solar,33162,PV
