name,e_nom_extendable,e_cyclic,capital_cost,e_nom,e_nom_max,e_initial,carrier,bus,lifetime,e_nom_opt
47551 CH4,False,True,0.0,207.0063694267516,inf,0.0,CH4,47551,inf,207.0063694267516
48254 CH4,False,True,0.0,207.0063694267516,inf,0.0,CH4,48254,inf,207.0063694267516
48639 CH4,False,True,0.0,103258761.6825082,inf,0.0,CH4,48639,inf,103258761.6825082
48640 CH4,False,True,0.0,7796579.6970679015,inf,0.0,CH4,48640,inf,7796579.6970679015
48642 CH4,False,True,0.0,16558557.363773989,inf,0.0,CH4,48642,inf,16558557.363773989
48643 CH4,False,True,0.0,4467164.898,inf,0.0,CH4,48643,inf,4467164.898
48644 CH4,False,True,0.0,110961282.95347735,inf,0.0,CH4,48644,inf,110961282.95347735
48645 CH4,False,True,0.0,45093072.66459372,inf,0.0,CH4,48645,inf,45093072.66459372
48647 CH4,False,True,0.0,98781272.36350779,inf,0.0,CH4,48647,inf,98781272.36350779
48649 CH4,False,True,0.0,40085545.400267825,inf,0.0,CH4,48649,inf,40085545.400267825
48650 CH4,False,True,0.0,3268835.936014453,inf,0.0,CH4,48650,inf,3268835.936014453
48653 H2_underground,True,True,0.10065124614342966,0.0,167289.005498628,0.0,H2_underground,48653,100.0,0.00034565020050299905
48679 H2_underground,True,True,0.10065124614342966,0.0,509662.94147203566,0.0,H2_underground,48679,100.0,0.0003525476660590004
48680 H2_underground,True,True,0.10065124614342966,0.0,282270.1872258718,0.0,H2_underground,48680,100.0,0.00034709627625161
48682 H2_underground,True,True,0.10065124614342966,0.0,248457.72057591527,0.0,H2_underground,48682,100.0,0.0003442357946375225
48697 H2_underground,True,True,0.10065124614342966,0.0,43098.20712215766,0.0,H2_underground,48697,100.0,0.0003722760514338506
48700 H2_underground,True,True,0.10065124614342966,0.0,219787.10390441946,0.0,H2_underground,48700,100.0,0.0003440006701014263
48717 H2_underground,True,True,0.10065124614342966,0.0,190705.09381304946,0.0,H2_underground,48717,100.0,0.00034407631962316346
48718 H2_underground,True,True,0.10065124614342964,0.0,125301.50704531276,0.0,H2_underground,48718,100.0,0.0003503095688050708
48763 H2_underground,True,True,0.10065124614342966,0.0,74997.86363991952,0.0,H2_underground,48763,100.0,0.0003589742605498245
48764 H2_underground,True,True,0.10065124614342966,0.0,233794.57472687142,0.0,H2_underground,48764,100.0,0.0003444755101873207
48765 H2_underground,True,True,0.10065124614342966,0.0,724.2156068320603,0.0,H2_underground,48765,100.0,0.00038596675481213875
48766 H2_underground,True,True,0.10065124614342966,0.0,2387067.581604814,0.0,H2_underground,48766,100.0,0.0003854663020557477
48768 H2_underground,True,True,0.10065124614342966,0.0,189287.72408805904,0.0,H2_underground,48768,100.0,0.00034489059564003343
48772 H2_underground,True,True,0.10065124614342966,0.0,233794.57472672203,0.0,H2_underground,48772,100.0,0.00034450461970240553
48773 H2_underground,True,True,0.10065124614342966,0.0,232498.7352522053,0.0,H2_underground,48773,100.0,0.0003445987139082318
48774 H2_underground,True,True,0.10065124614342966,0.0,233794.57472678734,0.0,H2_underground,48774,100.0,0.0003445119011207358
48775 H2_underground,True,True,0.10065124614342966,0.0,35785.7653629764,0.0,H2_underground,48775,100.0,0.00038084291065223607
48776 H2_underground,True,True,0.10065124614342966,0.0,155419.2379136766,0.0,H2_underground,48776,100.0,0.00034707129091528493
48777 H2_underground,True,True,0.10065124614342966,0.0,202455.85456674988,0.0,H2_underground,48777,100.0,0.00034469542544183444
48778 H2_underground,True,True,0.10065124614342966,0.0,10427.881927947408,0.0,H2_underground,48778,100.0,0.00039395366055671767
48779 H2_underground,True,True,0.10065124614342966,0.0,233794.57472690073,0.0,H2_underground,48779,100.0,0.0003446087074343981
48780 H2_underground,True,True,0.10065124614342966,0.0,64674.4592045005,0.0,H2_underground,48780,100.0,0.00036193943061303257
48781 H2_underground,True,True,0.10065124614342966,0.0,233794.57472679912,0.0,H2_underground,48781,100.0,0.00034462377034867944
48782 H2_underground,True,True,0.10065124614342966,0.0,233794.574726786,0.0,H2_underground,48782,100.0,0.0003446565539839616
48783 H2_underground,True,True,0.10065124614342966,0.0,49394.28518222402,0.0,H2_underground,48783,100.0,0.00037040138130596447
48784 H2_underground,True,True,0.10065124614342966,0.0,233794.57472679985,0.0,H2_underground,48784,100.0,0.0003447652819429433
48785 H2_underground,True,True,0.10065124614342966,0.0,233794.57472680692,0.0,H2_underground,48785,100.0,0.0003445073883592102
48786 H2_underground,True,True,0.10065124614342966,0.0,233794.57472677072,0.0,H2_underground,48786,100.0,0.0003445464600490668
48787 H2_underground,True,True,0.10065124614342966,0.0,1814.010992620971,0.0,H2_underground,48787,100.0,0.0004102768840432234
48788 H2_underground,True,True,0.10065124614342966,0.0,18543.545152674054,0.0,H2_underground,48788,100.0,0.00038787969016196126
48798 H2_underground,True,True,0.10065124614342966,0.0,229203.21400019978,0.0,H2_underground,48798,100.0,0.0003439940449415299
48810 H2_underground,True,True,0.10065124614342964,0.0,573737.8430294474,0.0,H2_underground,48810,100.0,0.00035711579171235613
48871 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48871,30.0,1.1498314782742248e-05
48872 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48872,30.0,1.1498314688005692e-05
48873 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48873,30.0,1.149831491458809e-05
48874 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48874,30.0,1.1498314958432006e-05
48875 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48875,30.0,1.1498309155854377e-05
48876 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48876,30.0,1.149831470932997e-05
48877 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48877,30.0,1.1498314782016809e-05
48878 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48878,30.0,1.1583405624410295e-05
48879 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48879,30.0,1.1498314901767643e-05
48880 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48880,30.0,1.1498315021517204e-05
48881 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48881,30.0,1.149831488646806e-05
48882 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48882,30.0,1.1498308414458717e-05
48883 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48883,30.0,1.1504730964364467e-05
48884 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48884,30.0,1.1498314686814181e-05
