name,bus0,bus1,carrier,x,r,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,lifetime,capital_cost,length,num_parallel,x_pu_eff,r_pu_eff,s_nom_opt,country,v_nom
47,13,43781,AC,30.74560240562814,3.7705234954184017,2.9499967494828e-06,6930.0000130879,True,6930.0,16981.48628821915,0.9999999999999998,40.0,0.5428584193047701,426.17422546615114,5.0,0.00021291968424950235,2.6111658555529097e-05,6930.0000130879,FR,380.0
48,13,43784,AC,7.285136038467242,2.527636423546438,4.273061971618388e-05,4160.000011152792,True,4160.0,16640.0,1.0,40.0,0.6873650977301062,62.31191718460932,7.0,5.045108059880362e-05,1.7504407365280042e-05,4160.000011152792,LU,380.0
49,13,7,AC,3.3840541631449566,0.43403844075225095,0.000802839848580323,17730.000004649057,True,17730.0,61763.54615726012,0.9999999999999998,40.0,1.667398641754999,119.48108928602278,21.0,2.3435278138122968e-05,3.00580637640063e-06,17730.000004649057,DE,380.0
50,13249,15,AC,26.11916335986144,9.06224699555542,4.5860556432809774e-07,1692.3615553817763,True,1040.0,6218.755219495297,1.0,40.0,0.9117123986814675,78.49809841765136,2.0,0.00018088063268602105,6.275794318251676e-05,1692.3615553817763,DE,380.0
51,13249,33621,AC,0.07872269908431768,0.027313454168763008,7.738259293075946e-07,1692.3624062014474,True,1040.0,6218.755219495297,1.0,40.0,0.013642536776711818,0.29365433554307363,2.0,5.451710462902887e-07,1.891513446590236e-07,1692.3624062014474,DE,380.0
52,13415,13416,AC,0.3341845000355175,0.11594790695205445,3.716877893824529e-06,1560.000177482538,True,1560.0,6218.755219495296,1.0,40.0,0.04964067119791833,1.0685108316087208,3.0,2.3142970916587085e-06,8.029633445433134e-07,1560.000177482538,DE,380.0
53,13415,3759,AC,0.1833386468518068,0.06361078218041655,9.06280731333402e-07,1040.0006861736108,True,1040.0,6218.755219495297,1.0,40.0,0.018134231775204762,0.3903376527173525,2.0,1.2696582191953381e-06,4.4051788213584865e-07,1040.0006861736108,DE,380.0
54,13416,13417,AC,4.198536253157199,1.4567125337320872,5.1885657779125e-06,520.0000400572762,True,520.0,6218.755219495297,1.0,40.0,0.20757892247090562,4.468117004089394,1.0,2.907573582518836e-05,1.008803693720282e-05,520.0000400572762,DE,380.0
55,13416,36056,AC,3.8302144964800897,1.3289210102806477,4.733377226189422e-06,520.0000438327615,True,520.0,6218.755219495297,1.0,40.0,0.1893722688768732,4.076220478456048,1.0,2.6525031139058794e-05,9.20305408781612e-06,520.0000438327615,DE,380.0
56,13417,36056,AC,0.3690873171860249,0.1280576360179072,4.5611886334931924e-07,520.0007365182569,True,520.0,6218.755219495297,1.0,40.0,0.018244303978874034,0.3927069466660731,1.0,2.5560063517037734e-06,8.868257341960333e-07,520.0007365182569,DE,380.0
57,13569,31735,AC,7.368594879673979,2.1304947008650377,4.0960358666046e-07,260.0004762214493,True,260.0,1554.6888048738242,1.0,40.0,0.025555614086261533,1.6645877139992287,1.0,5.10290504132547e-05,1.4754118427043198e-05,260.0004762214493,DE,380.0
58,13569,32729,AC,3.4115441496814154,0.640696665476179,1.9962047681187282e-05,280.0002604715908,True,280.0,1554.6888048738242,1.0,40.0,0.046638016855531816,3.03780881965744,1.0,2.3625652006103986e-05,4.436957517148054e-06,280.0002604715908,DE,380.0
59,13817,31927,AC,0.010202935230422438,0.0011366947646625984,1.6074689617969418e-06,5370.00092661297,True,5370.0,10741.486288219148,1.0,40.0,0.008150120013373022,0.18028808570942645,2.0,7.06574461940612e-08,7.871847400710515e-09,5370.00092661297,DE,380.0
60,13817,35000,AC,5.927640151495232,0.6603889063555615,0.00041493534855050216,3580.000002845142,True,3580.0,10741.486288219148,1.0,40.0,2.1995133064237806,47.34431939509867,1.0,4.105013955329108e-05,4.573330376423556e-06,3580.000002845142,DE,380.0
61,14,3,AC,0.00796989875011553,0.0,0.0008451011669303949,23237.071610032883,True,6180.0,inf,0.8159509202453987,40.0,57.61090227271483,129.5596219112187,10.0,5.5193204640689265e-08,0.0,23237.071610032883,DE,380.0
62,14,43775,AC,12.152263032533202,1.7553733196375791,0.00016351622218883623,8770.000004340855,True,8770.0,35080.0,1.0,40.0,1.7250697108445174,225.9203532986477,9.0,8.415694620867868e-05,1.2156324928238082e-05,8770.000004340855,AT,380.0
63,14,7,AC,0.002348542171806624,0.0,0.0074140769732447456,29710.00000009223,True,29710.0,inf,0.8908156711624922,40.0,65.82428985327171,188.20667029926054,19.0,1.6264142464034792e-08,0.0,29710.00000009223,DE,380.0
64,1420,15,AC,2.6581263987532116,0.29613758613707686,0.00021829722302353798,5370.000005637045,True,5370.0,21482.972576438297,1.0,40.0,1.1300565026515326,36.48654170887803,3.0,1.84080775536926e-05,2.0508143084285103e-06,5370.000005637045,DE,380.0
65,1420,35785,AC,0.41144545755886847,0.04583847924846192,7.200298793259547e-06,1790.0001197810893,True,1790.0,10741.486288219148,1.0,40.0,0.0758957716053348,1.6336494265009562,1.0,2.849345273953383e-06,3.1744099202535955e-07,1790.0001197810893,DE,380.0
66,14657,14660,AC,0.7876744539817625,0.22774145468445825,4.378507274618918e-08,260.0034236152179,True,260.0,1554.6888048738242,1.0,40.0,0.002684794245809514,0.1748764674996746,1.0,5.454809238100848e-06,1.5771568883965254e-06,260.0034236152179,DE,380.0
67,14657,15,AC,597.3115633824929,172.70117709238139,3.3203181345877395e-05,260.0000039046445,True,260.0,1554.6888048738242,1.0,40.0,2.087650643239509,135.98098641375415,1.0,0.004136506671623912,0.0011959915311106745,260.0000039046445,DE,380.0
68,14657,33543,AC,1.5182124125166703,0.43896258434755764,4.245691625822792e-08,520.0027649743166,True,520.0,1554.6888048738242,1.0,40.0,0.0053372052525738935,0.695287247689559,2.0,1.0513936374769185e-05,3.039907093819651e-06,520.0027649743166,DE,380.0
69,14660,15350,AC,0.604980886580823,0.17491938344460728,1.345181883861733e-07,520.0030248970284,True,520.0,1554.6888048738242,1.0,40.0,0.004116508211554889,0.2681324334606748,2.0,4.189618328122043e-06,1.2113530709460337e-06,520.0030248970284,DE,380.0
70,14660,33935,AC,7.054873550936749,2.039793623179387,5.455150244541506e-08,520.0003152673022,True,520.0,1554.6888048738242,1.0,40.0,0.024205291186631034,3.153266455428308,2.0,4.885646503418801e-05,1.4125994620355867e-05,520.0003152673022,DE,380.0
71,14760,14761,AC,2.72963339166272,0.7892236150823682,2.935746719997993e-07,1040.0003687861783,True,1040.0,1554.6888048738242,1.0,40.0,0.01859076957953674,2.4218527116140587,3.0,1.8903278335614402e-05,5.465537500570416e-06,1040.0003687861783,DE,380.0
72,14760,15499,AC,23.612980487693623,6.827248172608108,2.0945848289388707e-07,520.0001102164183,True,520.0,1554.6888048738242,1.0,40.0,0.08042905484252579,10.477636427559917,2.0,0.00016352479562114697,4.728011199867111e-05,520.0001102164183,DE,380.0
73,14761,31847,AC,8.344285937826138,2.4125963957029364,1.8553521652389409e-06,520.0002244788401,True,520.0,1554.6888048738242,1.0,40.0,0.05885710263488205,3.833709868873218,2.0,5.7785913696856913e-05,1.6707731272181e-05,520.0002244788401,DE,380.0
74,14780,15,AC,260.9401722272467,75.44603267603948,5.80203117938661e-05,520.0000047924212,True,520.0,1554.6888048738242,1.0,40.0,1.7848978354575724,116.2609122839955,2.0,0.001807064904620822,0.0005224794506650933,520.0000047924212,DE,380.0
75,14780,31879,AC,24.12999663745872,6.976740317823389,5.365318550414779e-06,520.0000621999372,True,520.0,1554.6888048738242,1.0,40.0,0.16532170406676588,10.768376628245289,2.0,0.00016710523987159778,4.831537616221184e-05,520.0000621999372,DE,380.0
76,14860,14863,AC,9.653061098285892,2.7910025106295198,2.146367458274834e-06,520.0001507742485,True,520.0,1554.6888048738242,1.0,40.0,0.06581050056924453,4.2866256443665485,1.0,6.684945358923748e-05,1.932827223427645e-05,520.0001507742485,DE,380.0
77,14860,31271,AC,10.03234659202852,2.900661406415262,9.580445312021617e-08,520.0003957649435,True,520.0,1554.6888048738242,1.0,40.0,0.0342585193677562,4.462918421516502,2.0,6.947608443233048e-05,2.0087682869911786e-05,520.0003957649435,DE,380.0
78,14860,32642,AC,0.5277112985961389,0.15257806459946616,1.1733703294929952e-07,520.0037052515584,True,520.0,1554.6888048738242,1.0,40.0,0.0040660013222497795,0.2648426221837546,2.0,3.6545103780896043e-06,1.056634796395195e-06,520.0037052515584,DE,380.0
79,14863,31557,AC,8.810749475096415,2.5474681080700483,5.841469798964021e-08,520.0003477512073,True,520.0,1554.6888048738242,1.0,40.0,0.030344466775521838,3.953027809223783,2.0,6.101627060316077e-05,1.7641745900762108e-05,520.0003477512073,DE,380.0
80,15,15090,AC,57.14299401659363,16.52183458651524,5.134822669739639e-07,520.0000408425225,True,520.0,1554.6888048738242,1.0,40.0,0.1969614277804918,25.658516497273865,2.0,0.0003957271053780723,0.00011441713702572882,520.0000408425225,DE,380.0
81,15,15350,AC,298.40852175210676,86.27928074672194,6.635141560703116e-05,520.0000047512357,True,520.0,1554.6888048738242,1.0,40.0,2.088358791578145,136.0271122873177,2.0,0.0020665410093636204,0.0005975019442293763,520.0000047512357,DE,380.0
82,15,15499,AC,107.96289146306428,31.215483457477212,9.60224943026835e-05,1040.0000063633645,True,1040.0,3109.3776097476484,1.0,40.0,1.4747488216929316,96.05907968161866,4.0,0.0007476654533453205,0.00021617370815427432,1040.0000063633645,DE,380.0
83,15,186,AC,18.41168216788161,5.323389275563533,8.463918576229033e-06,1300.000045611123,True,1300.0,3109.3776097476484,1.0,40.0,0.19219221779073117,20.86435250462256,3.0,0.0001275047241543048,3.686557670057848e-05,1300.000045611123,DE,380.0
84,15,19,AC,9.771137091104114,3.390176280254609,4.126094063863366e-05,1560.000009248887,True,1560.0,12437.510438990594,1.0,40.0,0.7751689956386973,33.37088110129884,3.0,6.76671543705271e-05,2.34776750710153e-05,1560.000009248887,DE,380.0
85,15,2,AC,17.093474833185983,2.3761519860168154,0.00010178783332219394,6180.000003185109,True,6180.0,21624.30792233592,1.0,40.0,3.0247640549520387,195.60689340309753,10.0,0.0001183758644957478,1.6455346163551353e-05,6180.000003185109,DE,380.0
86,15,22109,AC,124.13806871431072,35.89220026075929,5.0500794571140126e-08,520.0000324690033,True,520.0,1554.6888048738242,1.0,40.0,0.42422701861224876,55.26481036572689,2.0,0.0008596819163040908,0.0002485609436340671,520.0000324690033,DE,380.0
87,15,224,AC,0.6262422279241979,0.06976871312132778,3.33741300171196e-06,7160.000113038039,True,7160.0,10741.486288219148,0.9999999999999999,40.0,0.0770468874450895,9.950562527478684,2.0,4.336857534101094e-06,4.831628332501924e-07,7160.000113038039,DE,380.0
88,15,23637,AC,405.6258008996737,117.27882697184474,2.2547791250494968e-05,260.00000683364755,True,260.0,1554.6888048738242,1.0,40.0,1.3827187487052472,90.06461880516858,1.0,0.0028090429425185162,0.0008121802421872904,260.00000683364755,DE,380.0
89,15,30981,AC,3.424862130461747,0.3815585316741461,2.474352064248468e-06,7160.000013145946,True,7160.0,21482.972576438297,1.0,40.0,0.5768736477927634,55.18734056494568,4.0,2.3717881789901293e-05,2.642372103006552e-06,7160.000013145946,DE,380.0
90,15,31000,AC,8.562719832551078,2.4757465496356073,4.950691889639191e-07,1040.0001507506097,True,1040.0,1554.6888048738242,1.0,40.0,0.05882177194278284,7.662817145470868,4.0,5.929861379883018e-05,1.714505920800282e-05,1040.0001507506097,DE,380.0
91,15,31927,AC,5.134063907645153,0.5719760723183118,2.2437627084367224e-06,7160.000005441664,True,7160.0,21482.972576438297,1.0,40.0,1.1414356531808743,81.89765432095155,4.0,3.555445919421851e-05,3.9610531323982816e-06,7160.000005441664,DE,380.0
92,15,32288,AC,100.92687872082013,29.18119122308036,2.244111103870358e-05,520.0000132138681,True,520.0,1554.6888048738242,1.0,40.0,0.6876912672179583,44.79338397315078,1.0,0.0006989396033297792,0.00020208581179418533,520.0000132138681,DE,380.0
93,15,32602,AC,146.16525167884868,42.26098498942209,2.117643826752849e-07,520.0000211320365,True,520.0,1554.6888048738242,1.0,40.0,0.4988269167805906,64.98307215645978,2.0,0.0010122247346180655,0.00029266610103477903,520.0000211320365,DE,380.0
94,15,33024,AC,582.0883218689064,168.2998837468164,4.13104406092344e-05,260.00000425548126,True,260.0,1554.6888048738242,1.0,40.0,2.24430484182456,146.18479734276855,1.0,0.00403108256141902,0.0011655116602965125,260.00000425548126,DE,380.0
95,15,33935,AC,154.30089404045796,28.978096570140554,0.0009028689675956197,280.00000317994824,True,280.0,1554.6888048738242,1.0,40.0,2.1385046027952193,139.29340442096435,1.0,0.0010685657482026175,0.00020067933912839718,280.00000317994824,DE,380.0
96,15,34155,AC,114.47736368600452,33.09904963612361,1.1080723357731869e-06,520.0000305974286,True,520.0,1554.6888048738242,1.0,40.0,0.3923557323124022,51.11288105383475,2.0,0.0007927795269113886,0.00022921779526401391,520.0000305974286,DE,380.0
97,15,34251,AC,120.8590249057899,34.9441658074104,1.0525221990162745e-07,520.0000293924089,True,520.0,1554.6888048738242,1.0,40.0,0.41180529996223936,53.64661092181867,2.0,0.0008369738566882957,0.00024199560808455954,520.0000293924089,DE,380.0
98,15,34631,AC,160.32467063119537,46.3548780235269,3.564842635582291e-05,520.0000076116899,True,520.0,3109.3776097476484,1.0,40.0,1.0941647940092953,71.26939963369935,2.0,0.001110281652570605,0.0003210171608277486,520.0000076116899,DE,380.0
99,15,34697,AC,235.08192282596397,67.96967894132979,2.9659277343470562e-05,520.0000078061429,True,520.0,3109.3776097476484,1.0,40.0,1.2000335332809022,104.22033917316271,2.0,0.0016279911553044597,0.0004707041477931426,520.0000078061429,DE,380.0
100,15,34709,AC,260.0492256125836,75.18834864585655,6.599499677666258e-05,520.0000049489129,True,520.0,1554.6888048738242,1.0,40.0,1.901903553003915,123.88218404204767,2.0,0.001800894914214568,0.0005206949352206132,520.0000049489129,DE,380.0
101,15,35530,AC,441.9764601404067,127.78951405717623,4.560602187723835e-05,322.5004206089892,True,260.0,1554.6888048738242,1.0,40.0,2.0480530387387947,133.4017611314658,1.0,0.0030607788098366115,0.0008849689339139628,322.5004206089892,DE,380.0
102,15,35785,AC,9.468642227711825,1.0548853878796849,0.00016570123903013564,1790.0000043298262,True,1790.0,10741.486288219148,1.0,40.0,1.7484855961471637,37.63598987101168,1.0,6.557231459634228e-05,7.30530047008092e-06,1790.0000043298262,DE,380.0
103,15,35936,AC,25.627212804100388,7.409626296335639,1.2821014446512823e-05,780.0000346941898,True,780.0,1554.6888048738242,1.0,40.0,0.2621115405352353,17.07286894377226,1.0,0.00017747377288158164,5.1313201498169246e-05,780.0000346941898,DE,380.0
104,15,43779,AC,7.539717478073261,1.0071000782388204,1.9572106094474635e-05,16021.486288218972,True,4900.0,16021.486288219148,1.0,40.0,0.9623933137638507,271.00228376639984,5.0,5.22141099589561e-05,6.974377273122025e-06,16021.486288218972,DK,380.0
105,15,4570,AC,69.89571374215336,20.209055601116415,8.3530039113534e-07,520.0000870131593,True,520.0,1554.6888048738242,1.0,40.0,0.1190995417208147,31.030619451713346,2.0,0.00048404233893458007,0.00013995190859498902,520.0000870131593,DE,380.0
106,15,593,AC,2.6863575154855552,0.2992827062526783,4.535288293549881e-05,3580.000009391415,True,3580.0,10741.486288219148,1.0,40.0,0.7393761358989352,31.830005146028064,2.0,1.8603583902254538e-05,2.0725949186473566e-06,3580.000009391415,DE,380.0
107,15,6,AC,7.1073213069841135,1.0817967146097172,0.0002987772849179035,12146.014686461178,True,6960.0,29397.75194670504,1.0,40.0,1.771602664683583,94.83389849745822,10.0,4.921967664116422e-05,7.491666998682252e-06,12146.014686461178,DE,380.0
