name,efficiency_store,p_nom,efficiency_dispatch,p_nom_min,capital_cost,carrier,bus,control,p_nom_extendable,max_hours,lifetime,p_nom_opt
33621 battery,0.9797958971132712,0.0,0.9797958971132712,0.0,73.93112615104819,battery,33621,PV,True,6.0,27.5,5.893506017419582e-07
33671 battery,0.9797958971132712,0.0,0.9797958971132712,0.0,73.93112615104819,battery,33671,PV,True,6.0,27.5,5.879226095375433e-07
33788 battery,0.9797958971132712,0.0,0.9797958971132712,2.546251239679052,73.93112615104819,battery,33788,PV,True,6.0,27.5,2.5462513430631395
33935 battery,0.9797958971132712,0.0,0.9797958971132712,6.45172110973523,73.93112615104819,battery,33935,PV,True,6.0,27.5,6.451721216915128
33945 battery,0.9797958971132712,0.0,0.9797958971132712,0.4157097448055852,73.93112615104819,battery,33945,PV,True,6.0,27.5,0.415709870496956
34155 battery,0.9797958971132712,0.0,0.9797958971132712,0.8341108976601035,73.93112615104819,battery,34155,PV,True,6.0,27.5,0.8341110114624799
34156 battery,0.9797958971132712,0.0,0.9797958971132712,1.575490579845484,73.93112615104819,battery,34156,PV,True,6.0,27.5,1.575490682023385
34192 battery,0.9797958971132712,0.0,0.9797958971132712,0.9919220358863018,73.93112615104819,battery,34192,PV,True,6.0,27.5,0.9919221562755944
34251 battery,0.9797958971132712,0.0,0.9797958971132712,2.6761156198355014,73.93112615104819,battery,34251,PV,True,6.0,27.5,2.676115723915705
34251 pumped_hydro,0.8660254037844386,119.1,0.8660254037844386,0.0,0.0,pumped_hydro,34251,PV,False,6.0,27.5,119.1
34424 battery,0.9797958971132712,0.0,0.9797958971132712,0.2694167954707123,73.93112615104819,battery,34424,PV,True,6.0,27.5,0.2694169140385405
34430 battery,0.9797958971132712,0.0,0.9797958971132712,10.128649419414453,73.93112615104819,battery,34430,PV,True,6.0,27.5,10.12864951707258
34449 battery,0.9797958971132712,0.0,0.9797958971132712,1.5102880547963338,73.93112615104819,battery,34449,PV,True,6.0,27.5,1.510288158422617
34503 battery,0.9797958971132712,0.0,0.9797958971132712,3.9592554621587355,73.93112615104819,battery,34503,PV,True,6.0,27.5,3.959255573393619
34631 battery,0.9797958971132712,0.0,0.9797958971132712,4.500173172416843,73.93112615104819,battery,34631,PV,True,6.0,27.5,4.500173285812144
34636 battery,0.9797958971132712,0.0,0.9797958971132712,25.88040515724267,73.93112615104819,battery,34636,PV,True,6.0,27.5,25.880405254854562
34697 battery,0.9797958971132712,0.0,0.9797958971132712,0.9404458396656042,73.93112615104819,battery,34697,PV,True,6.0,27.5,0.9404459590227425
34709 battery,0.9797958971132712,0.0,0.9797958971132712,0.8243548150327251,73.93112615104819,battery,34709,PV,True,6.0,27.5,0.8243549304997265
34751 battery,0.9797958971132712,0.0,0.9797958971132712,0.17668202176118908,73.93112615104819,battery,34751,PV,True,6.0,27.5,0.17668213946378752
34762 battery,0.9797958971132712,0.0,0.9797958971132712,1.605252339808938,73.93112615104819,battery,34762,PV,True,6.0,27.5,1.6052524397667303
34809 battery,0.9797958971132712,0.0,0.9797958971132712,0.6851356581205131,73.93112615104819,battery,34809,PV,True,6.0,27.5,0.6851357693388853
34873 battery,0.9797958971132712,0.0,0.9797958971132712,0.6660940690662219,73.93112615104819,battery,34873,PV,True,6.0,27.5,0.666094180413107
34938 battery,0.9797958971132712,0.0,0.9797958971132712,0.3823303068561991,73.93112615104819,battery,34938,PV,True,6.0,27.5,0.3823304370346573
34990 battery,0.9797958971132712,0.0,0.9797958971132712,1.4808511495533916,73.93112615104819,battery,34990,PV,True,6.0,27.5,1.480851254387121
35000 battery,0.9797958971132712,0.0,0.9797958971132712,0.0,73.93112615104819,battery,35000,PV,True,6.0,27.5,5.877713151974111e-07
35026 battery,0.9797958971132712,0.0,0.9797958971132712,0.8475530375565794,73.93112615104819,battery,35026,PV,True,6.0,27.5,0.8475531518141997
35144 battery,0.9797958971132712,0.0,0.9797958971132712,0.7944240660566665,73.93112615104819,battery,35144,PV,True,6.0,27.5,0.7944241789729458
35285 battery,0.9797958971132712,0.0,0.9797958971132712,1.127297453840537,73.93112615104819,battery,35285,PV,True,6.0,27.5,1.127297574095955
35323 battery,0.9797958971132712,0.0,0.9797958971132712,3.7756819270056257,73.93112615104819,battery,35323,PV,True,6.0,27.5,3.7756820927880828
35431 battery,0.9797958971132712,0.0,0.9797958971132712,0.27586355635505944,73.93112615104819,battery,35431,PV,True,6.0,27.5,0.2758636747329598
35440 battery,0.9797958971132712,0.0,0.9797958971132712,7.303259127432756,73.93112615104819,battery,35440,PV,True,6.0,27.5,7.303259279556087
35458 battery,0.9797958971132712,0.0,0.9797958971132712,0.5769677418556901,73.93112615104819,battery,35458,PV,True,6.0,27.5,0.5769678578646884
35485 battery,0.9797958971132712,0.0,0.9797958971132712,0.4828668084090898,73.93112615104819,battery,35485,PV,True,6.0,27.5,0.4828669225113811
35510 battery,0.9797958971132712,0.0,0.9797958971132712,0.6077473368771398,73.93112615104819,battery,35510,PV,True,6.0,27.5,0.6077474481886904
35529 battery,0.9797958971132712,0.0,0.9797958971132712,1.6903632758782807,73.93112615104819,battery,35529,PV,True,6.0,27.5,1.690363375503664
35553 battery,0.9797958971132712,0.0,0.9797958971132712,0.7411882986431366,73.93112615104819,battery,35553,PV,True,6.0,27.5,0.7411884105030658
35572 battery,0.9797958971132712,0.0,0.9797958971132712,0.08519640177574274,73.93112615104819,battery,35572,PV,True,6.0,27.5,0.08519698472902654
35573 battery,0.9797958971132712,0.0,0.9797958971132712,0.004798967012356594,73.93112615104819,battery,35573,PV,True,6.0,27.5,0.004799033049949782
35655 battery,0.9797958971132712,0.0,0.9797958971132712,2.632148099365004,73.93112615104819,battery,35655,PV,True,6.0,27.5,2.632148200399555
35725 battery,0.9797958971132712,0.0,0.9797958971132712,10.769095611184367,73.93112615104819,battery,35725,PV,True,6.0,27.5,10.769095741364282
35906 battery,0.9797958971132712,0.0,0.9797958971132712,11.221650845259054,73.93112615104819,battery,35906,PV,True,6.0,27.5,11.221650941861638
35935 battery,0.9797958971132712,0.0,0.9797958971132712,4.283271889959132,73.93112615104819,battery,35935,PV,True,6.0,27.5,4.283272002211428
36053 battery,0.9797958971132712,0.0,0.9797958971132712,0.9291760836866377,73.93112615104819,battery,36053,PV,True,6.0,27.5,0.9291761996356712
36054 battery,0.9797958971132712,0.0,0.9797958971132712,45.391282740387254,73.93112615104819,battery,36054,PV,True,6.0,27.5,45.391282828636044
36141 battery,0.9797958971132712,0.0,0.9797958971132712,0.2043430088323207,73.93112615104819,battery,36141,PV,True,6.0,27.5,0.20434308665230883
36148 battery,0.9797958971132712,0.0,0.9797958971132712,0.4982181114143005,73.93112615104819,battery,36148,PV,True,6.0,27.5,0.4982182302361897
36168 battery,0.9797958971132712,0.0,0.9797958971132712,2.238871391496048,73.93112615104819,battery,36168,PV,True,6.0,27.5,2.2388714907049967
4 battery,0.9797958971132712,0.0,0.9797958971132712,282.24987261485717,73.93112615104819,battery,4,PV,True,6.0,27.5,282.2498726990423
43775 battery,0.9797958971132712,1767.57494945,0.9797958971132712,0.0,0.0,battery,43775,PV,False,6.0,27.5,1767.57494945
43775 pumped_hydro,0.8660254037844386,300.0,0.8660254037844386,0.0,0.0,pumped_hydro,43775,PV,False,6.0,27.5,300.0
43776 battery,0.9797958971132712,1350.0,0.9797958971132712,0.0,0.0,battery,43776,PV,False,6.0,27.5,1350.0
43776 pumped_hydro,0.8660254037844386,1395.0,0.8660254037844386,0.0,0.0,pumped_hydro,43776,PV,False,6.0,27.5,1395.0
43777 battery,0.9797958971132712,1047.2089756,0.9797958971132712,0.0,0.0,battery,43777,PV,False,6.0,27.5,1047.2089756
43777 pumped_hydro,0.8660254037844386,3989.0,0.8660254037844386,0.0,0.0,pumped_hydro,43777,PV,False,6.0,27.5,3989.0
43778 battery,0.9797958971132712,1337.0050395500002,0.9797958971132712,0.0,0.0,battery,43778,PV,False,6.0,27.5,1337.0050395500002
43778 pumped_hydro,0.8660254037844386,687.5999756,0.8660254037844386,0.0,0.0,pumped_hydro,43778,PV,False,6.0,27.5,687.5999756
43779 battery,0.9797958971132712,768.8703331500001,0.9797958971132712,0.0,0.0,battery,43779,PV,False,6.0,27.5,768.8703331500001
43780 battery,0.9797958971132712,422.3056838,0.9797958971132712,0.0,0.0,battery,43780,PV,False,6.0,27.5,422.3056838
43781 battery,0.9797958971132712,10432.467792820002,0.9797958971132712,0.0,0.0,battery,43781,PV,False,6.0,27.5,10432.467792820002
43781 pumped_hydro,0.8660254037844386,1800.0,0.8660254037844386,0.0,0.0,pumped_hydro,43781,PV,False,6.0,27.5,1800.0
43782 battery,0.9797958971132712,170.85502953500006,0.9797958971132712,0.0,0.0,battery,43782,PV,False,6.0,27.5,170.85502953500006
43783 battery,0.9797958971132712,4778.14575,0.9797958971132712,0.0,0.0,battery,43783,PV,False,6.0,27.5,4778.14575
43783 pumped_hydro,0.8660254037844386,4004.0,0.8660254037844386,0.0,0.0,pumped_hydro,43783,PV,False,6.0,27.5,4004.0
43785 battery,0.9797958971132712,2025.02449595,0.9797958971132712,0.0,0.0,battery,43785,PV,False,6.0,27.5,2025.02449595
43787 battery,0.9797958971132712,625.0,0.9797958971132712,0.0,0.0,battery,43787,PV,False,6.0,27.5,625.0
43787 pumped_hydro,0.8660254037844386,1323.099976,0.8660254037844386,0.0,0.0,pumped_hydro,43787,PV,False,6.0,27.5,1323.099976
43788 battery,0.9797958971132712,2623.0080286700004,0.9797958971132712,0.0,0.0,battery,43788,PV,False,6.0,27.5,2623.0080286700004
5 battery,0.9797958971132712,0.0,0.9797958971132712,808.4683780213003,73.93112615104819,battery,5,PV,True,6.0,27.5,808.4683781034898
5 pumped_hydro,0.8660254037844387,1991.1,0.8660254037844387,0.0,0.0,pumped_hydro,5,PV,False,6.0,27.5,1991.1
6 battery,0.9797958971132712,0.0,0.9797958971132712,349.4332578762172,73.93112615104819,battery,6,PV,True,6.0,27.5,349.43325795826553
7 battery,0.9797958971132712,0.0,0.9797958971132712,3054.7478758005554,73.93112615104819,battery,7,PV,True,6.0,27.5,3054.7478758799116
7 pumped_hydro,0.8660254037844386,322.0,0.8660254037844386,0.0,0.0,pumped_hydro,7,PV,False,6.0,27.5,322.0
8 battery,0.9797958971132712,0.0,0.9797958971132712,953.3034645520602,73.93112615104819,battery,8,PV,True,6.0,27.5,953.3034646347676
8 pumped_hydro,0.8660254037844386,220.0,0.8660254037844386,0.0,0.0,pumped_hydro,8,PV,False,6.0,27.5,220.0
9 battery,0.9797958971132712,0.0,0.9797958971132712,224.69068578795256,73.93112615104819,battery,9,PV,True,6.0,27.5,224.69068587322403
