line_key,s_nom_extendable,s_nom,p,loading_old,s_nom_opt,loading_new,dif
13974,True,26.0,15.2206405078,58.54,26.0,58.54,0.0
13975,True,26.0,16.0233048316,61.63,26.0,61.63,0.0
13976,True,26.0,12.5961752603,48.45,26.0,48.45,0.0
13977,True,26.0,12.3497491948,47.5,26.0,47.5,0.0
14021,True,26.0,19.9583966063,76.76,26.0,76.76,0.0
14022,True,26.0,19.8678305306,76.41,26.0,76.41,0.0
14031,False,26.0,12.3422104969,47.47,26.0,47.47,0.0
14032,True,26.0,22.4283385855,86.26,26.0,84.68,0.0
14033,False,26.0,12.3387497973,47.46,26.0,47.46,0.0
14034,True,26.0,38.0693856708,146.42,38.0693856708,100.0,12.0693856708
14035,True,26.0,8.17148255257,31.43,26.0,31.43,0.0
14036,True,26.0,24.7834716406,95.32,26.0,95.32,0.0
14111,True,26.0,42.6304398823,163.96,42.6304398823,100.0,16.6304398823
14112,False,26.0,17.2300731608,66.27,26.0,66.27,0.0
14039,True,26.0,38.0555718127,146.37,38.0555718127,100.0,12.0555718127
14040,True,26.0,32.9298705002,126.65,32.9298705002,100.0,6.9298705002
14045,False,26.0,11.2907766658,43.43,26.0,43.09,0.0
14046,True,26.0,32.9867940259,126.87,32.9867940259,100.0,6.9867940259
14047,True,26.0,43.0640414771,165.63,43.0640414771,100.0,17.0640414771
14057,True,26.0,2.25268278597,8.66,26.0,8.66,0.0
14058,True,26.0,28.9674674526,111.41,26.0,94.84,0.0
14059,False,26.0,20.3799642485,78.38,26.0,78.38,0.0
14060,True,26.0,24.4442193186,94.02,26.0,94.02,0.0
14061,False,26.0,20.372601371,78.36,26.0,78.36,0.0
14062,True,26.0,30.8917079991,118.81,26.9310705223,100.0,0.9310705223
14228,False,26.0,5.48359508474,21.09,26.0,20.6,0.0
14243,True,52.0,15.0093240851,28.86,52.0,28.86,0.0
14063,True,26.0,22.4283385855,86.26,26.0,84.68,0.0
14088,True,26.0,8.37144271259,32.2,26.0,32.2,0.0
14089,True,26.0,8.17148255257,31.43,26.0,31.43,0.0
14092,False,26.0,17.3649904127,66.79,26.0,61.23,0.0
14093,True,26.0,26.7199458782,102.77,26.0,92.47,0.0
14094,True,26.0,26.8379925211,103.22,26.0,92.88,0.0
14113,True,26.0,34.2484299654,131.72,34.2484299654,100.0,8.2484299654
14103,False,26.0,11.1369762054,42.83,26.0,42.5,0.0
14104,False,26.0,11.2907766658,43.43,26.0,43.09,0.0
14105,True,26.0,69.7768253525,268.37,69.7768253525,100.0,43.7768253525
14106,True,26.0,12.3525121835,47.51,26.0,46.42,0.0
14107,True,26.0,10.7061006939,41.18,26.0,40.23,0.0
14108,True,26.0,36.159348643,139.07,36.159348643,100.0,10.159348643
14109,True,26.0,69.0052965393,265.4,69.0052965393,100.0,43.0052965393
14110,False,26.0,17.3088638743,66.57,26.0,66.57,0.0
14114,True,26.0,22.645561632,87.1,26.0,87.1,0.0
14115,True,26.0,31.2,120.0,26.0,81.41,0.0
14116,False,26.0,1.86160790386,7.16,26.0,7.16,0.0
14117,True,26.0,31.0874086074,119.57,26.0,81.12,0.0
14118,True,26.0,30.7590679676,118.3,26.0,79.27,0.0
14119,True,26.0,30.9795339838,119.15,26.0,79.84,0.0
14151,True,28.0,0.0,0.0,28.0,0.0,-3.5527136788e-15
14181,True,26.0,8.21483569183,31.6,26.0,31.6,0.0
14173,True,26.0,28.2630757268,108.7,26.0,78.13,0.0
14174,True,26.0,28.2630757268,108.7,26.0,78.13,0.0
14175,True,26.0,28.6342377236,110.13,26.0,79.15,0.0
14176,True,26.0,14.1315378634,54.35,26.0,39.06,0.0
14182,True,26.0,8.04425096725,30.94,26.0,30.94,0.0
14183,True,26.0,8.18040868175,31.46,26.0,31.46,0.0
14244,True,78.0,8.72414370904,11.18,78.0,11.18,0.0
14253,False,26.0,5.82995503263,22.42,26.0,21.9,0.0
14354,True,26.0,11.9396654864,45.92,26.0,38.21,0.0
14357,True,26.0,30.3194762319,116.61,26.0,97.18,0.0
14358,True,26.0,31.2,120.0,26.0,100.0,0.0
14359,False,26.0,9.09494701773e-13,0.0,26.0,0.0,0.0
14361,False,26.0,9.09494701773e-13,0.0,26.0,0.0,0.0
14601,True,26.0,27.1383725796,104.38,27.1383725796,100.0,1.1383725796
14611,False,26.0,12.0560280135,46.37,26.0,36.81,0.0
14619,True,26.0,21.9734765989,84.51,26.0,81.97,0.0
14620,False,26.0,9.09494701773e-13,0.0,26.0,0.0,0.0
14621,False,26.0,9.09494701773e-13,0.0,26.0,0.0,0.0
14701,True,52.0,108.931976846,209.48,108.931976846,100.0,56.931976846
14741,True,26.0,25.9403437013,99.77,26.0,99.77,0.0
14726,True,52.0,32.4688340969,62.44,52.0,62.44,0.0
14746,True,52.0,13.232802313,25.45,52.0,21.64,0.0
14750,True,26.0,7.90735420845,30.41,26.0,30.41,0.0
14751,True,26.0,45.1051108008,173.48,45.1051108008,100.0,19.1051108008
14793,False,26.0,12.1834178851,46.86,26.0,37.19,0.0
14840,True,26.0,53.9142003019,207.36,53.9142003019,100.0,27.9142003019
14847,True,26.0,10.5914744666,40.74,26.0,40.74,0.0
14848,True,26.0,12.4003676574,47.69,26.0,47.69,0.0
14861,False,26.0,3.63797880709e-12,0.0,26.0,0.0,0.0
14914,True,52.0,12.5068588289,24.05,52.0,24.05,0.0
14927,True,52.0,15.4536780169,29.72,52.0,29.72,0.0
14928,True,52.0,68.4704274771,131.67,68.4704274771,100.0,16.4704274771
14930,True,52.0,60.6400497931,116.62,60.6400497931,100.0,8.6400497931
14986,False,26.0,13.9919100093,53.82,26.0,53.35,0.0
14988,False,26.0,13.1262700911,50.49,26.0,50.05,0.0
14989,True,26.0,19.9987113884,76.92,26.0,59.58,0.0
14991,True,52.0,14.0920931508,27.1,52.0,25.93,0.0
14993,True,52.0,18.2414725921,35.08,52.0,35.08,0.0
15008,False,26.0,6.45031150627,24.81,26.0,24.34,0.0
15038,True,52.0,71.1017566601,136.73,71.1017566601,100.0,19.1017566601
15047,False,52.0,11.3135501174,21.76,52.0,21.25,0.0
15051,True,52.0,45.0412124248,86.62,52.0,86.62,0.0
15062,True,52.0,53.6213462925,103.12,53.6213462925,100.0,1.6213462925
15090,True,26.0,0.0,0.0,26.0,0.0,0.0
15095,True,52.0,46.99311014,90.37,52.0,89.17,0.0
15116,False,104.0,98.6872122422,94.89,104.0,94.89,0.0
15117,False,52.0,46.6872122422,89.78,52.0,89.78,0.0
15125,True,52.0,0.0,0.0,52.0,0.0,0.0
15126,True,52.0,59.393155787,114.22,52.0,100.0,0.0
15128,True,104.0,59.393155787,57.11,104.0,50.0,0.0
15129,True,52.0,44.0175832809,84.65,52.0,82.1,0.0
15146,True,52.0,25.7220950815,49.47,52.0,41.16,0.0
15157,True,52.0,25.660711673,49.35,52.0,49.35,0.0
15159,True,52.0,14.9337969283,28.72,52.0,28.72,0.0
15179,True,52.0,11.0376850275,21.23,52.0,21.22,0.0
15196,False,26.0,6.90138468268,26.54,26.0,26.05,0.0
15197,True,52.0,60.6328045684,116.6,60.6328045684,100.0,8.6328045684
15201,True,52.0,74.5366249176,143.34,74.5366249176,100.0,22.5366249176
15249,True,26.0,18.6601830645,71.77,26.0,71.77,0.0
15218,False,52.0,18.1286700767,34.86,52.0,34.86,0.0
15237,False,26.0,11.3135501174,43.51,26.0,42.5,0.0
15243,True,52.0,15.6883913839,30.17,52.0,30.17,0.0
15244,True,26.0,53.0498959592,204.04,53.0498959592,100.0,27.0498959592
15245,True,26.0,45.0842750787,173.4,45.0842750787,100.0,19.0842750787
15248,True,52.0,36.8332472117,70.83,52.0,70.83,0.0
15256,True,26.0,18.1730641472,69.9,26.0,69.9,0.0
15307,True,52.0,22.244152178,42.78,52.0,42.78,0.0
15337,False,52.0,1.81898940355e-12,0.0,52.0,0.0,0.0
15439,False,52.0,52.0,100.0,52.0,100.0,0.0
15562,True,52.0,62.4,120.0,52.0,100.0,0.0
15644,True,52.0,22.9918421239,44.22,52.0,44.22,0.0
15645,True,52.0,54.4972440549,104.8,54.4972440549,100.0,2.4972440549
15646,True,26.0,9.14634612277,35.18,26.0,35.18,0.0
15736,True,26.0,14.4840090583,55.71,26.0,48.77,0.0
15777,True,26.0,41.9840228144,161.48,41.9840228144,100.0,15.9840228144
15841,True,26.0,24.2606616521,93.31,26.0,75.08,0.0
15800,True,26.0,41.9372880029,161.3,41.9372880029,100.0,15.9372880029
15828,True,26.0,27.6810025912,106.47,27.6810025912,100.0,1.6810025912
15838,True,26.0,7.58371910484,29.17,26.0,29.17,0.0
15839,True,26.0,7.35007782345,28.27,26.0,28.27,0.0
15847,True,26.0,11.8133378033,45.44,26.0,41.4,0.0
15860,True,26.0,13.5428218539,52.09,26.0,41.11,0.0
15861,True,26.0,13.3625391435,51.39,26.0,40.57,0.0
16034,True,26.0,37.480670058,144.16,37.480670058,100.0,11.480670058
16036,True,52.0,23.9173054449,45.99,52.0,45.99,0.0
16042,True,52.0,20.0467863556,38.55,52.0,38.55,0.0
16043,False,26.0,20.6603608615,79.46,26.0,79.16,0.0
16053,False,26.0,22.2844818999,85.71,26.0,85.38,0.0
16461,False,26.0,24.7378692662,95.15,26.0,65.7,0.0
16593,True,26.0,8.42843814444,32.42,26.0,32.42,0.0
16825,False,26.0,9.5160454739,36.6,26.0,36.6,0.0
16826,False,26.0,10.6283444346,40.88,26.0,40.88,0.0
16970,True,52.0,0.0,0.0,52.0,0.0,0.0
17202,True,26.0,33.6210866022,129.31,33.6210866022,100.0,7.6210866022
18634,False,52.0,24.8769081557,47.84,52.0,47.84,0.0
17274,True,52.0,82.5752397946,158.8,82.5752397946,100.0,30.5752397946
17288,False,52.0,20.1443899085,38.74,52.0,38.74,0.0
17425,False,26.0,18.8245103314,72.4,26.0,49.99,0.0
17473,True,26.0,0.0,0.0,26.0,0.0,0.0
17474,True,26.0,0.0,0.0,26.0,0.0,0.0
17486,True,52.0,7.9613442009,15.31,52.0,15.31,0.0
17528,True,26.0,14.7036666989,56.55,26.0,49.51,0.0
17529,True,26.0,15.2349137616,58.6,26.0,51.3,0.0
17805,True,26.0,4.01359304789,15.44,26.0,15.44,0.0
18227,True,52.0,39.3754256784,75.72,52.0,58.66,0.0
18230,False,52.0,27.854326454,53.57,52.0,39.07,0.0
18264,True,52.0,59.393155787,114.22,52.0,100.0,0.0
18295,True,78.0,8.72414093335,11.18,78.0,11.18,0.0
18354,True,26.0,32.242343107,124.01,32.242343107,100.0,6.242343107
18545,True,26.0,42.6304398823,163.96,42.6304398823,100.0,16.6304398823
18613,True,52.0,15.8285335078,30.44,52.0,30.44,0.0
18635,True,26.0,30.2092175547,116.19,26.0,81.14,0.0
18636,True,78.0,38.537295965,49.41,78.0,49.41,0.0
18651,True,52.0,28.2630757268,54.35,52.0,39.06,0.0
18691,True,26.0,12.0089562741,46.19,26.0,36.46,0.0
18699,False,26.0,17.3649904127,66.79,26.0,61.23,0.0
18704,False,358.0,266.865963115,74.54,358.0,74.54,0.0
18705,False,358.0,320.903851884,89.64,358.0,89.64,0.0
18751,False,26.0,17.3611674528,66.77,26.0,53.65,0.0
18788,True,52.0,20.2941110001,39.03,52.0,39.03,0.0
18828,True,52.0,104.354224444,200.68,104.354224444,100.0,52.354224444
18829,True,52.0,90.6507835258,174.33,90.6507835258,100.0,38.6507835258
18862,True,52.0,106.400512557,204.62,106.400512557,100.0,54.400512557
18869,True,52.0,59.5289834476,114.48,52.0,100.0,0.0
18870,True,52.0,62.4,120.0,56.9787555995,100.0,4.9787555995
18880,True,52.0,90.1893858795,173.44,90.1893858795,100.0,38.1893858795
18899,True,26.0,26.4829737128,101.86,26.4829737128,100.0,0.4829737128
18900,True,52.0,12.4875236231,24.01,52.0,24.01,0.0
18905,True,52.0,1.30599843127e-12,0.0,52.0,0.0,0.0
18916,False,26.0,11.9658510936,46.02,26.0,36.53,0.0
18917,True,26.0,19.5523887959,75.2,26.0,61.46,0.0
18944,True,52.0,62.3934908208,119.99,52.0,100.0,0.0
18963,True,56.0,81.3573380401,145.28,81.3573380401,100.0,25.3573380401
18992,True,52.0,48.9285614816,94.09,52.0,75.71,0.0
19065,True,52.0,11.9925436449,23.06,52.0,23.06,0.0
19117,True,26.0,4.97875559951,19.15,26.0,19.15,0.0
19119,True,52.0,9.84260234787,18.93,52.0,18.93,0.0
19139,True,26.0,26.3513526689,101.35,26.0,100.0,0.0
19158,True,52.0,37.7176943357,72.53,52.0,72.53,0.0
19159,True,52.0,42.5784465378,81.88,52.0,69.22,0.0
19185,True,52.0,90.1893858795,173.44,90.1893858795,100.0,38.1893858795
19273,True,26.0,19.37671429,74.53,26.0,57.73,0.0
19258,True,52.0,24.170832201,46.48,52.0,36.69,0.0
19260,True,26.0,12.31504665,47.37,26.0,43.16,0.0
19263,True,26.0,37.1825857276,143.01,37.1825857276,100.0,11.1825857276
19265,True,26.0,18.7012229283,71.93,26.0,59.86,0.0
19269,True,52.0,18.7012229283,35.96,52.0,29.93,0.0
19271,True,26.0,22.244152178,85.55,26.0,85.55,0.0
19272,True,26.0,55.0177765436,211.61,55.0177765436,100.0,29.0177765436
19279,False,26.0,22.5859970462,86.87,26.0,34.77,0.0
19337,False,52.0,27.1181801003,52.15,52.0,51.7,0.0
19343,True,52.0,60.6400497931,116.62,60.6400497931,100.0,8.6400497931
19352,True,52.0,50.7603361579,97.62,52.0,76.83,0.0
19355,True,52.0,37.2677814342,71.67,52.0,61.78,0.0
19356,True,52.0,58.6231925167,112.74,52.0,100.0,0.0
19359,True,52.0,62.4,120.0,52.0,100.0,0.0
19363,True,52.0,36.1063200511,69.44,52.0,69.44,0.0
19368,False,52.0,52.0,100.0,52.0,100.0,0.0
19369,True,52.0,49.2507832139,94.71,52.0,77.64,0.0
19507,True,26.0,20.6417574711,79.39,26.0,78.33,0.0
19509,True,26.0,22.0441066819,84.79,26.0,82.24,0.0
19522,True,26.0,13.7824295952,53.01,26.0,44.11,0.0
19524,False,179.0,15.6059022281,8.72,179.0,8.72,0.0
19525,False,179.0,10.0047884712,5.59,179.0,5.59,0.0
19526,True,26.0,5.03246620446,19.36,26.0,19.36,0.0
19527,True,26.0,4.81013614341,18.5,26.0,18.5,0.0
19528,False,179.0,10.1586789254,5.68,179.0,5.68,0.0
19685,True,26.0,14.9705662682,57.58,26.0,50.41,0.0
19696,True,52.0,85.1354748004,163.72,85.1354748004,100.0,33.1354748004
19697,True,52.0,114.261396086,219.73,114.261396086,100.0,62.261396086
21494,True,52.0,24.1283844532,46.4,52.0,42.28,0.0
19698,True,52.0,100.199773855,192.69,100.199773855,100.0,48.199773855
19776,False,52.0,23.5959231754,45.38,52.0,45.38,0.0
19818,True,52.0,62.4,120.0,52.0,61.54,0.0
19819,True,52.0,23.2652269985,44.74,52.0,29.58,0.0
19859,True,52.0,51.9512375397,99.91,52.0,99.91,0.0
19860,True,52.0,52.0,100.0,52.0,100.0,0.0
19942,False,358.0,308.178785274,86.08,358.0,86.08,0.0
19954,False,358.0,279.591029724,78.1,358.0,78.1,0.0
19955,False,716.0,587.769814999,82.09,716.0,82.09,0.0
19965,True,55.0,66.0,120.0,55.0,87.02,0.0
19976,False,52.0,23.5959231753,45.38,52.0,45.38,0.0
20079,False,179.0,16.9732951079,9.48,179.0,9.48,0.0
20159,True,26.0,52.9888597743,203.8,52.9888597743,100.0,26.9888597743
20294,True,52.0,32.1249757777,61.78,52.0,61.78,0.0
20328,False,52.0,13.497520584,25.96,52.0,25.88,0.0
20317,False,26.0,22.5954364077,86.91,26.0,34.78,0.0
20334,False,26.0,21.2690314671,81.8,26.0,81.49,0.0
20353,True,26.0,29.6641948351,114.09,29.6641948351,100.0,3.6641948351
20357,True,26.0,0.0,0.0,26.0,0.0,0.0
20362,True,26.0,7.7810371755,29.93,26.0,29.93,0.0
20386,True,26.0,18.8935757458,72.67,26.0,72.67,0.0
20389,True,26.0,18.8241185899,72.4,26.0,72.4,0.0
20483,True,26.0,0.0,0.0,26.0,0.0,0.0
20484,True,26.0,0.0,0.0,26.0,0.0,0.0
20506,True,26.0,53.3506165978,205.19,53.3506165978,100.0,27.3506165978
20544,False,26.0,3.63797880709e-12,0.0,26.0,0.0,0.0
20570,True,26.0,24.6678998295,94.88,26.0,76.34,0.0
20575,True,26.0,10.7352902469,41.29,26.0,32.59,0.0
20576,True,26.0,9.46736764692,36.41,26.0,30.3,0.0
20577,True,26.0,9.23385528139,35.51,26.0,29.55,0.0
20648,True,52.0,81.3573380401,156.46,81.3573380401,100.0,29.3573380401
20669,True,52.0,90.1893858795,173.44,90.1893858795,100.0,38.1893858795
20779,True,52.0,6.98807995373,13.44,52.0,13.44,0.0
21220,True,26.0,3.94775115301,15.18,26.0,15.18,0.0
21412,False,28.0,11.8076587633,42.17,28.0,41.18,0.0
21463,True,26.0,22.953193324,88.28,26.0,88.28,0.0
21464,False,26.0,18.5728488675,71.43,26.0,71.43,0.0
21495,True,52.0,19.5523887959,37.6,52.0,30.73,0.0
21496,True,26.0,7.94037233582,30.54,26.0,30.54,0.0
21567,True,26.0,29.5779205576,113.76,26.0,99.55,0.0
21568,True,26.0,31.2,120.0,26.0,100.0,0.0
21569,False,26.0,16.7553946706,64.44,26.0,22.57,0.0
21570,True,28.0,21.1573173991,75.56,28.0,75.56,-3.5527136788e-15
21574,True,52.0,73.9987119679,142.31,73.9987119679,100.0,21.9987119679
21575,True,52.0,77.7504589684,149.52,77.7504589684,100.0,25.7504589684
21576,True,26.0,7.56674453758,29.1,26.0,29.1,0.0
21577,False,28.0,24.3973050354,87.13,28.0,87.13,0.0
21630,True,26.0,63.1207749714,242.77,63.1207749714,100.0,37.1207749714
21631,True,26.0,67.0505287235,257.89,67.0505287235,100.0,41.0505287235
21632,True,26.0,26.8520228762,103.28,26.0,100.0,0.0
21682,True,26.0,26.6438190177,102.48,26.0,86.12,0.0
21683,True,26.0,31.2,120.0,27.2857810272,100.0,1.2857810272
21684,False,26.0,6.41847569813,24.69,26.0,24.69,0.0
21713,True,28.0,33.6,120.0,28.0,100.0,-3.5527136788e-15
21898,False,52.0,13.351696189,25.68,52.0,25.2,0.0
21899,False,52.0,11.8076587633,22.71,52.0,22.18,0.0
21900,True,26.0,8.6234981482,33.17,26.0,33.17,0.0
22222,True,78.0,11.6321879111,14.91,78.0,14.91,0.0
22223,True,26.0,11.6321879111,44.74,26.0,44.74,0.0
22343,True,52.0,24.9041163592,47.89,52.0,47.89,0.0
22344,True,52.0,2.81287671467,5.41,52.0,5.41,0.0
22345,True,52.0,27.3242680394,52.55,52.0,52.55,0.0
22352,True,52.0,1.39048988412,2.67,52.0,2.67,0.0
22353,True,52.0,62.4,120.0,52.0,100.0,0.0
22354,True,52.0,61.8185728309,118.88,52.0,99.26,0.0
22457,True,28.0,40.7816218842,145.65,40.7816218842,100.0,12.7816218842
23001,True,26.0,1.11674898659,4.3,26.0,4.3,0.0
23214,True,52.0,62.4,120.0,52.0,100.0,0.0
23236,True,26.0,60.856023777,234.06,60.856023777,100.0,34.856023777
23237,True,26.0,36.1309231361,138.97,36.1309231361,100.0,10.1309231361
24002,False,52.0,13.5345231466,26.03,52.0,17.88,0.0
23482,False,26.0,23.1442798806,89.02,26.0,39.61,0.0
23626,False,358.0,228.163559325,63.73,358.0,63.73,0.0
23764,True,26.0,50.3351951398,193.6,50.3351951398,100.0,24.3351951398
23790,False,52.0,52.0,100.0,52.0,100.0,0.0
24007,True,26.0,14.7686518121,56.8,26.0,56.8,0.0
24092,True,52.0,51.963266821,99.93,52.0,99.93,0.0
24166,False,52.0,31.8583145566,61.27,52.0,61.27,0.0
24172,True,358.0,23.0989468883,6.45,358.0,6.45,0.0
24183,True,52.0,83.9213108173,161.39,83.9213108173,100.0,31.9213108173
24219,True,52.0,64.2456330563,123.55,64.2456330563,100.0,12.2456330563
24277,True,52.0,39.3754256784,75.72,52.0,58.66,0.0
9939,True,1600.0,34.6136948728,2.16,1600.0,2.16,0.0
