line_key,s_nom_extendable,s_nom,p,loading_old,s_nom_opt,loading_new,dif
9694,True,52.0,310.563007416,597.24,310.563007416,100.0,258.563007416
10996,True,179.0,0.0,0.0,179.0,0.0,0.0
9695,True,52.0,49.9997472502,96.15,52.0,96.15,0.0
9730,True,26.0,8.17920837941,31.46,26.0,31.46,0.0
9731,True,26.0,19.8739869112,76.44,26.0,76.44,0.0
9732,True,26.0,14.1606539822,54.46,26.0,54.46,0.0
9898,True,26.0,52.3978088216,201.53,52.3978088216,100.0,26.3978088216
9899,True,26.0,34.1625901751,131.39,34.1625901751,100.0,8.1625901751
9900,True,26.0,34.3764112933,132.22,34.3764112933,100.0,8.3764112933
9901,True,26.0,15.0622559173,57.93,26.0,57.93,0.0
9902,True,26.0,15.0622559173,57.93,26.0,57.93,0.0
9903,True,26.0,15.0622559173,57.93,26.0,57.93,0.0
9934,True,26.0,61.7485194525,237.49,61.7485194525,100.0,35.7485194525
9935,True,26.0,0.0,0.0,26.0,0.0,0.0
9936,True,26.0,65.8557675685,253.29,65.8557675685,100.0,39.8557675685
9937,True,26.0,65.4043411228,251.56,65.4043411228,100.0,39.4043411228
9938,True,26.0,65.8557675685,253.29,65.8557675685,100.0,39.8557675685
12293,True,26.0,11.9867754159,46.1,26.0,46.1,0.0
12294,True,26.0,1.34535122076,5.17,26.0,5.17,0.0
12346,True,26.0,95.6079465687,367.72,95.6079465687,100.0,69.6079465687
12350,True,26.0,30.1175781643,115.84,30.1175781643,100.0,4.1175781643
12351,True,26.0,26.0,100.0,26.0,100.0,0.0
12352,True,26.0,36.9885381147,142.26,36.9885381072,100.0,10.9885381072
12361,True,26.0,42.2932929863,162.67,42.2932929863,100.0,16.2932929863
12366,True,26.0,42.2836450737,162.63,42.2836450737,100.0,16.2836450737
12368,True,26.0,18.5237012129,71.25,26.0,71.25,0.0
12867,True,179.0,0.0,0.0,179.0,0.0,0.0
12870,True,179.0,0.0,0.0,179.0,0.0,0.0
12873,True,179.0,0.0,0.0,179.0,0.0,0.0
12874,True,179.0,0.0,0.0,179.0,0.0,0.0
12875,True,179.0,0.0,0.0,179.0,0.0,0.0
12876,True,179.0,0.0,0.0,179.0,0.0,0.0
12954,True,26.0,16.1346655575,62.06,26.0,62.06,0.0
12989,True,26.0,47.2354087561,181.67,47.2354087561,100.0,21.2354087561
12990,True,26.0,15.8285010748,60.88,26.0,60.88,0.0
12999,True,26.0,25.9966846878,99.99,26.0,99.99,0.0
13062,True,28.0,25.4223713383,90.79,28.0,90.79,0.0
13063,True,28.0,14.9984542323,53.57,28.0,53.57,0.0
13282,True,52.0,24.2475021688,46.63,52.0,46.63,0.0
13316,True,26.0,73.8998820343,284.23,73.8998820343,100.0,47.8998820343
13317,True,26.0,75.2228499894,289.32,75.2228499894,100.0,49.2228499894
13318,True,52.0,16.9508409034,32.6,52.0,32.6,0.0
13319,True,52.0,25.4262613551,48.9,52.0,48.9,0.0
13336,True,26.0,80.2142653415,308.52,80.2142653415,100.0,54.2142653415
13589,True,26.0,32.9925882436,126.89,32.9925882436,100.0,6.9925882436
13328,True,26.0,76.3333032951,293.59,76.3333032951,100.0,50.3333032951
13349,True,26.0,34.4019767204,132.32,34.4019767204,100.0,8.4019767204
13371,True,52.0,7.55250411856,14.52,52.0,14.52,0.0
13381,True,26.0,26.0,100.0,26.0,100.0,0.0
13405,True,26.0,13.3852552043,51.48,26.0,51.48,0.0
13406,True,26.0,26.1552767452,100.6,26.1552767452,100.0,0.1552767452
13411,True,26.0,26.0,100.0,26.0,100.0,0.0
13480,True,26.0,13.3852552043,51.48,26.0,51.48,0.0
13795,True,52.0,58.2663348375,112.05,58.2663348375,100.0,6.2663348375
13616,True,26.0,4.16223148613,16.01,26.0,16.01,0.0
13497,True,26.0,17.4843093173,67.25,26.0,67.25,0.0
13498,True,26.0,2.6929143378,10.36,26.0,10.36,0.0
13499,True,26.0,26.0,100.0,26.0,100.0,0.0
13500,True,26.0,26.0,100.0,26.0,100.0,0.0
13501,True,26.0,20.0186406846,76.99,26.0,76.99,0.0
13502,True,26.0,17.09308854,65.74,26.0,65.74,0.0
13517,True,26.0,57.2769183036,220.3,57.2769183036,100.0,31.2769183036
13518,True,26.0,25.9083360269,99.65,26.0,99.65,0.0
13519,True,26.0,26.0,100.0,26.0,100.0,0.0
13520,True,26.0,40.0709018743,154.12,40.0709018743,100.0,14.0709018743
13521,True,26.0,40.0709018743,154.12,40.0709018743,100.0,14.0709018743
13588,True,26.0,0.0,0.0,26.0,0.0,0.0
13590,True,26.0,32.9925882436,126.89,32.9925882436,100.0,6.9925882436
13591,True,26.0,8.00615770955,30.79,26.0,30.79,0.0
13592,True,26.0,30.9830453132,119.17,30.9830453132,100.0,4.9830453132
13593,True,26.0,26.0,100.0,26.0,100.0,0.0
13597,True,52.0,15.4023198737,29.62,52.0,29.62,0.0
13598,True,52.0,15.5231446558,29.85,52.0,29.85,0.0
13599,True,52.0,15.3938497206,29.6,52.0,29.6,0.0
13600,True,52.0,15.3938497206,29.6,52.0,29.6,0.0
13601,True,52.0,15.3938497206,29.6,52.0,29.6,0.0
13602,True,52.0,15.3938497206,29.6,52.0,29.6,0.0
13604,True,26.0,26.0,100.0,26.0,100.0,0.0
13605,True,26.0,26.8552831564,103.29,26.8552831564,100.0,0.8552831564
13617,True,26.0,6.55102909837,25.2,26.0,25.2,0.0
13720,True,26.0,8.00615770955,30.79,26.0,30.79,0.0
13721,True,26.0,46.2923836945,178.05,46.2923836945,100.0,20.2923836945
13722,True,26.0,46.2923836945,178.05,46.2923836945,100.0,20.2923836945
13723,True,26.0,38.1682576085,146.8,38.1682576085,100.0,12.1682576085
13724,True,26.0,12.5006067065,48.08,26.0,48.08,0.0
13725,True,26.0,37.628046696,144.72,37.628046696,100.0,11.628046696
13726,True,26.0,37.628046696,144.72,37.628046696,100.0,11.628046696
13761,True,26.0,17.4843093173,67.25,26.0,67.25,0.0
13778,True,26.0,4.65903715446,17.92,26.0,17.92,0.0
13779,True,26.0,4.16223148613,16.01,26.0,16.01,0.0
13789,True,26.0,26.0,100.0,26.0,100.0,0.0
13790,True,52.0,58.2516324451,112.02,58.2516324451,100.0,6.2516324451
13791,True,52.0,58.2663348375,112.05,58.2663348375,100.0,6.2663348375
13793,True,52.0,58.2663348375,112.05,58.2663348375,100.0,6.2663348375
13794,True,52.0,58.6774333127,112.84,58.6774333127,100.0,6.6774333127
13851,True,26.0,29.2807030542,112.62,29.2807030542,100.0,3.2807030542
13864,True,26.0,9.05027768694,34.81,26.0,34.81,0.0
13852,True,26.0,29.0787872218,111.84,29.0787872218,100.0,3.0787872218
13853,True,26.0,5.09413954004,19.59,26.0,19.59,0.0
13854,True,28.0,5.09413954004,18.19,28.0,18.19,0.0
13855,True,26.0,28.6342829586,110.13,28.6342829586,100.0,2.6342829586
13857,True,26.0,54.4077456678,209.26,54.4077456678,100.0,28.4077456678
13858,True,26.0,54.4077456678,209.26,54.4077456678,100.0,28.4077456678
13859,True,26.0,5.53377045544,21.28,26.0,21.28,0.0
13863,True,26.0,14.4723283683,55.66,26.0,55.66,0.0
13865,True,26.0,38.3574642851,147.53,38.3574642851,100.0,12.3574642851
13870,True,26.0,8.20140547471,31.54,26.0,31.54,0.0
13871,True,26.0,8.31465916379,31.98,26.0,31.98,0.0
13872,True,26.0,8.7479540909,33.65,26.0,33.65,0.0
13880,True,26.0,47.120950194,181.23,47.1209501264,100.0,21.1209501264
13881,True,26.0,47.8162735409,183.91,47.8162735071,100.0,21.8162735071
13882,True,26.0,1.62350560815,6.24,26.0,6.24,0.0
13883,True,26.0,1.62350560815,6.24,26.0,6.24,0.0
13884,True,26.0,29.4578958784,113.3,29.4578958784,100.0,3.4578958784
13885,True,26.0,28.560611327,109.85,28.560611327,100.0,2.560611327
13886,True,26.0,26.0,100.0,26.0,100.0,0.0
13887,True,26.0,19.6659883963,75.64,26.0,75.64,0.0
13888,True,26.0,26.0,100.0,26.0,100.0,0.0
13889,True,26.0,14.4723283683,55.66,26.0,55.66,0.0
