name,scn_name,v_nom,carrier,x,y,geom,country
36067,eGon2035_lowflex,380.0,AC,13.572584000029671,52.414927443964686,0101000020e61000003caee4ba29252b404605ad571c354a40,DE
31927,eGon2035_lowflex,380.0,AC,9.725994449103187,54.28781293232093,0101000020e610000092f35f8bb573234096d7dd0dd7244b40,DE
11830,eGon2035_lowflex,380.0,AC,10.0993241,53.593979000000004,0101000020e6100000c668c29bda32244062c1fd8007cc4a40,DE
15350,eGon2035_lowflex,380.0,AC,9.413419300000001,54.7717813,0101000020e61000000812cab1abd322400a95c9bac9624b40,DE
13817,eGon2035_lowflex,380.0,AC,9.7237416,54.2868645,0101000020e61000006a824d428e72234013f1d6f9b7244b40,DE
14761,eGon2035_lowflex,380.0,AC,9.739218900000001,54.3251524,0101000020e6100000922b50e67a7a2340a31b06989e294b40,DE
11853,eGon2035_lowflex,380.0,AC,9.868203000000001,54.177473600000006,0101000020e61000000494861a85bc2340a3f37574b7164b40,DE
23013,eGon2035_lowflex,380.0,AC,9.5814901,54.094587600000004,0101000020e610000042e50412b9292340b74d4c721b0c4b40,DE
15557,eGon2035_lowflex,380.0,AC,9.3322302,54.7210228,0101000020e6100000b17ca7131aaa2240ced5a0794a5c4b40,DE
11854,eGon2035_lowflex,380.0,AC,9.921906400000001,54.1449988,0101000020e61000003af29b1d04d82340c9fa17528f124b40,DE
24638,eGon2035_lowflex,380.0,AC,9.524466700000001,54.0527305,0101000020e61000009eae38e6860c234039807edfbf064b40,DE
219,eGon2035_lowflex,380.0,AC,9.3508194,53.921416900000004,0101000020e6100000cd9ab3999eb32240a9bd2dfdf0f54a40,DE
318,eGon2035_lowflex,380.0,AC,9.2474899,53.8981792,0101000020e61000003d2e05ffb67e224046f93889f7f24a40,DE
14760,eGon2035_lowflex,380.0,AC,9.714231,54.341342000000004,0101000020e6100000299485afaf6d234029603b18b12b4b40,DE
11856,eGon2035_lowflex,380.0,AC,9.9739073,54.116179300000006,0101000020e6100000dcab45faa3f2234071fc9af6de0e4b40,DE
23507,eGon2035_lowflex,380.0,AC,9.4854287,53.967752000000004,0101000020e610000060144e1c8af82240be512b4cdffb4a40,DE
220,eGon2035_lowflex,380.0,AC,9.3557308,53.878343300000004,0101000020e61000001e5cf05822b622409314a28d6df04a40,DE
593,eGon2035_lowflex,380.0,AC,9.978262500000001,53.7429952,0101000020e610000071ce88d2def42340e18a7a771adf4a40,DE
224,eGon2035_lowflex,380.0,AC,9.6379897,53.642647800000006,0101000020e6100000a55e0196a646234056ec794842d24a40,DE
19497,eGon2035_lowflex,380.0,AC,9.313547,54.7300072,0101000020e610000090847d3b89a022401aec3ce0705d4b40,DE
15499,eGon2035_lowflex,380.0,AC,9.620284,54.418056,0101000020e6100000d1764cdd953d2340c3f2e7db82354b40,DE
11855,eGon2035_lowflex,380.0,AC,9.9762011,54.1157108,0101000020e610000072a36da1d0f32340a2e58a9ccf0e4b40,DE
15774,eGon2035_lowflex,380.0,AC,9.3398471,54.0931786,0101000020e6100000e847687000ae2240f2d7bf46ed0b4b40,DE
16115,eGon2035_lowflex,380.0,AC,9.2404151,53.8974849,0101000020e6100000dced1fb0177b2240b11303c9e0f24a40,DE
