bus,cluster,foreign,medoid_idx
11647,78,,
1165,227,,
11689,109,,
11690,109,,
11712,39,,
11713,39,,
11715,113,,
11716,113,,
11724,196,,
11732,138,,
11762,35,,35
11764,35,,
11765,35,,
11808,209,,
11809,209,,
11810,113,,
11830,210,,
11831,210,,
11842,42,,
11843,42,,
11847,42,,
11853,109,,
11854,109,,
11855,109,,
11856,109,,109
1188,273,,
1189,273,,
11908,170,,
11909,170,,
1191,273,,
11912,170,,
11937,41,,
11939,161,,
11941,41,,
11945,41,,
11946,41,,
11949,41,,
11950,41,,
11971,78,,
11984,136,,
12,152,,
1204,192,,
12045,190,,
12047,248,,
12048,248,,
12063,126,,
12076,84,,
1210,73,,
12101,19,,
12126,136,,
12150,19,,
12163,78,,
1219,47,,
12193,37,,
12194,37,,
12221,231,,
12222,231,,
12223,231,,
12225,231,,
12227,231,,
12228,185,,
12229,185,,
1223,47,,
12230,185,,
12249,42,,
12250,42,,
12252,140,,
12256,140,,
12259,140,,
1226,47,,
12260,140,,
1227,47,,
12305,30,,
12359,161,,
12360,161,,
12400,32,,
12407,190,,
12410,190,,
12426,32,,
12427,32,,
12428,32,,
12458,203,,
12463,180,,
1247,186,,
1249,1,,
12538,30,,
12539,30,,
12569,30,,
12622,95,,
12624,95,,
12625,95,,
1263,84,,
12635,192,,
12637,192,,
1265,200,,
12650,109,,
12651,109,,
1266,48,,
1267,200,,
1268,200,,
12697,109,,
12716,4,,
12720,4,,
12724,4,,
12732,22,,
12734,94,,
12737,260,,
12740,260,,
12749,151,,
12751,151,,
12752,125,,
12758,34,,
12760,34,,
12762,34,,
12766,152,,
12775,20,,
1278,264,,
12788,0,,
12789,0,,
12790,0,,
12791,0,,
12794,129,,
12797,129,,
12798,129,,
12799,113,,
12805,111,,
12808,14,,
12817,193,,
12818,210,,
12821,210,,
12823,253,,
12824,82,,
1284,221,,
12844,20,,
12852,131,,
12857,108,,
1286,221,,
12860,108,,
12868,18,,
12869,46,,
12875,20,,
12876,123,,
12899,80,,
129,84,,
12900,80,,
12905,80,,
12907,23,,
12908,23,,
12911,23,,
12923,277,,277
12940,119,,
12942,18,,
12943,18,,
12945,18,,
12954,34,,34
12956,18,,
12965,53,,
12976,239,,
12977,239,,
12978,239,,239
12984,239,,
12985,239,,
12986,239,,
12989,38,,
12992,114,,
12994,114,,
12999,221,,
13001,221,,
13003,221,,
13009,105,,
13038,221,,
13039,221,,
13040,221,,
13045,108,,
13052,108,,
13060,193,,
13061,193,,
13066,104,,
13067,104,,
13071,57,,
13093,34,,
131,84,,
13100,36,,
13107,265,,
13118,209,,
13119,209,,
13127,31,,
13129,92,,
1313,186,,
13130,31,,
13131,31,,
13133,92,,
13139,189,,
13158,136,,
13165,136,,
13169,36,,
13172,257,,
13175,257,,
13192,34,,
13199,72,,
132,84,,
13208,163,,
13210,163,,
13223,173,,
13243,124,,
13249,243,,
13255,179,,
13258,18,,
1326,199,,
13273,40,,
13274,40,,
13276,40,,
13281,102,,
13293,221,,
133,84,,
1330,265,,
13300,221,,
13308,260,,
13309,193,,
1332,265,,
13326,210,,
13338,73,,
13355,179,,
13358,179,,
13359,179,,
13361,179,,
13369,14,,
134,84,,
13400,36,,
13402,36,,
13403,36,,
13409,66,,
13411,145,,
13413,145,,
13414,145,,
13415,162,,
13416,162,,
13428,239,,
13431,239,,
13451,242,,
13473,91,,
13479,57,,
13481,29,,
13485,131,,
13495,179,,
135,84,,
1350,13,,
13517,36,,
13522,198,,
13532,209,,209
13533,209,,
13534,209,,
13536,209,,
13537,209,,
13543,184,,
13550,190,,
13558,23,,23
13559,23,,
1356,48,,
13569,109,,
13577,125,,
13591,215,,215
1360,48,,
13611,177,,
13623,260,,
13624,260,,
1363,42,,
13631,0,,
1364,42,,
1365,42,,
13656,66,,
13659,66,,
1366,42,,
13660,66,,66
13661,66,,
13662,66,,
13682,86,,
13683,86,,
13684,204,,
13685,204,,
13688,53,,
13689,204,,
13690,204,,
13692,204,,
13700,180,,180
1371,24,,
1372,24,,
13725,236,,
13726,73,,
13734,193,,
13758,242,,
13765,66,,
13766,66,,
13786,189,,
13787,189,,
13798,13,,
138,84,,
13812,145,,
13817,54,,
13831,36,,
13832,36,,
13835,36,,
13837,36,,
13870,108,,
13881,22,,
13890,66,,
13898,31,,
13926,123,,
1393,1,,
13931,260,,
13933,260,,
1394,1,,
13942,73,,
13943,73,,
13959,189,,
13975,123,,
13990,14,,
13996,145,,
14007,271,,
14008,271,,
14009,86,,
14010,271,,
14025,265,,
14032,283,,
14034,129,,
1405,18,,
14052,239,,
1406,18,,
14066,14,,
1407,18,,
1408,18,,
14108,189,,
1411,18,,
14111,152,,
14113,152,,
14114,189,,
14115,189,,
14142,72,,
14149,75,,
14188,114,,
14190,114,,
14194,114,,
1420,40,,
14201,114,,
1421,40,,
14229,108,,
14231,108,,
14232,108,,
14233,108,,
14234,108,,
14266,107,,
14267,107,,
143,93,,
14324,184,,
14340,265,,
14349,221,,
14353,85,,
14355,85,,
1438,90,,
1440,90,,
14405,177,,
14406,177,,
1446,152,,
1447,152,,
14470,114,,
14472,114,,
14497,226,,
1454,152,,
1455,152,,
1458,152,,
14610,179,,179
1463,92,,
14636,4,,
14638,210,,
14652,247,,
14654,125,,
14657,250,,
14660,250,,
14663,190,,
14664,190,,
14667,190,,
14674,14,,
14675,14,,
14676,14,,
14689,103,,
14721,209,,
14723,209,,
14727,185,,
14737,14,,
1474,200,,
14741,111,,
1475,200,,
14760,54,,54
14761,54,,
14769,250,,
14770,250,,
14773,90,,
14776,90,,
14789,250,,
14791,250,,250
1480,200,,
14809,242,,
14812,190,,
1482,200,,200
14829,168,,
1485,49,,
14856,178,,
1486,49,,
14860,192,,
14863,192,,
14886,167,,
14887,167,,
1489,49,,
14890,62,,
14891,3,,
14892,62,,
14897,3,,
14900,125,,
14901,125,,
14903,125,,
14908,283,,
14910,283,,
14916,224,,
14918,224,,
14920,151,,
14921,151,,
14932,48,,
14938,48,,
1494,247,,
14969,238,,
1497,247,,
14970,238,,
14974,238,,
1498,248,,
14986,248,,
14988,195,,
14993,151,,
14995,151,,
14996,151,,
15014,239,,
15017,239,,
15022,190,,
15023,190,,
15025,190,,
1503,131,,
15032,16,,
15038,248,,
15041,247,,
15043,247,,
15050,57,,
15051,57,,
1507,131,,
15070,66,,
15077,273,,
15080,125,,
15083,16,,
15084,125,,
1509,73,,
15090,254,,
15093,254,,
15102,145,,
15103,145,,
1511,73,,73
15110,185,,
15111,241,,
15112,241,,
15115,241,,
15117,15,,
1513,73,,
15134,90,,
15138,90,,
1514,73,,
15141,52,,
1515,73,,
1516,73,,
15170,20,,
15171,20,,
1518,73,,
15182,52,,
15185,61,,
15190,100,,
15192,100,,
15195,100,,
15199,247,,247
1520,73,,
15202,247,,
15203,174,,
15219,248,,
15220,248,,
15223,248,,
15224,248,,
15242,90,,
15256,106,,
15257,106,,
15271,20,,
153,199,,
15317,61,,
15319,28,,
15324,111,,
15350,250,,
15369,145,,
15374,145,,
154,199,,
15427,145,,
1544,26,,
15445,57,,
15465,273,,
15468,273,,
1547,26,,
1549,187,,
15499,181,,
15503,125,,
15504,125,,
15508,133,,
15510,133,,
15517,84,,
15518,84,,
15519,84,,
1552,76,,
15521,84,,
15522,84,,
15523,206,,
15525,84,,
15530,206,,
15532,84,,
15547,199,,
15549,199,,
15557,250,,
15572,199,,
15573,199,,
15574,199,,
15585,199,,
15589,209,,
15628,90,,
1564,191,,
15642,14,,
1566,191,,
1568,191,,191
15681,132,,
15696,186,,
15698,186,,
15701,239,,
1575,49,,
15758,106,,
15759,106,,
1576,49,,
15769,265,,
15774,202,,
158,199,,
15804,284,,
15805,284,,
1583,18,,
15840,111,,
15841,111,,
15891,104,,
15912,62,,
15915,250,,
15916,250,,
15937,158,,
15940,111,,
15941,111,,
15967,265,,
160,273,,
16004,64,,
16005,182,,
16027,239,,
1603,273,,
16055,284,,
16076,186,,
16077,64,,
161,273,,
16109,17,,
16115,17,,
16116,283,,
1613,49,,
16133,199,,
16134,199,,
1616,265,,
16193,103,,
16200,62,,
1629,112,,
1637,152,,
16389,90,,
1640,152,,
16435,123,,
16436,123,,
16438,152,,
16439,152,,
16456,74,,
16459,158,,
16464,261,,
16466,261,,
16479,245,,
16483,90,,
16485,90,,
16491,113,,
16498,245,,
16506,73,,
16513,223,,
16514,223,,
16526,63,,
16527,63,,
16563,193,,
16565,193,,
16566,193,,
16576,180,,
16583,14,,
16585,180,,
1659,18,,
16590,125,,
16598,158,,
1660,18,,
16603,159,,
16605,159,,
16607,159,,
16608,159,,
16611,159,,
16615,162,,
16616,162,,
16633,132,,
16637,260,,
16638,245,,
16643,42,,
16647,42,,
16651,263,,
16653,263,,
16665,26,,
16691,73,,
16703,42,,
16705,42,,
16724,159,,
16725,159,,
16739,32,,
16752,132,,
16755,73,,
16757,73,,
1676,5,,
16760,73,,
16771,145,,
16772,145,,
16775,145,,
16776,159,,
16777,159,,
16781,159,,
16795,216,,
1680,107,,
16803,145,,
16812,73,,
16813,73,,
16825,245,,
16829,9,,
16834,109,,
1684,107,,
16844,245,,
1685,107,,
16852,144,,
16855,144,,
1686,107,,
16860,193,,
16862,63,,
16867,250,,
16877,132,,
16878,132,,
16879,132,,
1689,25,,
1693,25,,
16930,270,,
16932,270,,
16941,270,,
1695,25,,
16954,48,,
1696,25,,
16967,63,,
16968,63,,
16969,63,,
1697,25,,
16978,161,,
16980,161,,
16996,188,,
1702,135,,
17024,239,,
17025,239,,
17072,52,,
1709,138,,
17095,200,,
171,273,,
1710,138,,
17101,200,,
17120,112,,
17131,245,,
17154,40,,
17156,40,,
17157,40,,
1718,194,,
17205,134,,
17226,169,,
1723,5,,
1724,5,,
17249,100,,
1726,194,,
17261,180,,
17265,180,,
1727,194,,
17297,66,,
17298,66,,
173,112,,
17300,14,,
1733,272,,
17343,90,,
1736,5,,
17397,132,,
174,112,,
1740,5,,
17401,132,,
17403,132,,
17432,73,,
17443,250,,
17450,245,,
17454,260,,
17458,40,,
17460,40,,
175,112,,
17524,14,,
17539,131,,
1754,157,,
17546,10,,
17550,265,,
17552,265,,
17578,265,,
17579,265,,
17585,40,,
17591,42,,
17604,109,,
17607,109,,
17628,223,,
17680,191,,
17682,191,,
17695,166,,
17719,188,,
17729,63,,
17738,4,,
1774,121,,
17773,48,,
17774,48,,
17777,48,,
17781,48,,
178,112,,
1780,121,,
1783,121,,
1785,55,,
17860,193,,
17862,129,,
1787,55,,
1789,121,,
1791,55,,
1797,45,,
1798,45,,
1801,45,,
18017,188,,
18039,248,,
18042,248,,
18044,248,,
18063,87,,
18078,57,,
18087,135,,
18089,135,,
18098,43,,
18099,43,,43
181,210,,
1810,5,,
18101,197,,
18102,43,,
18107,191,,
18113,21,,
18115,21,,
18116,21,,
18130,144,,
18133,92,,
18134,92,,
1815,25,,
18150,135,,
1816,25,,
18160,222,,
18172,82,,
18173,82,,
18178,82,,
18190,197,,
18191,197,,
18195,197,,
18197,197,,197
18199,197,,
18210,112,,
18214,112,,
18215,112,,
18216,112,,
18217,112,,
18225,135,,
18229,135,,
18230,135,,
1825,177,,
18253,197,,
18254,197,,
18255,197,,
1826,177,,
18262,188,,
18263,188,,
18278,14,,
18295,57,,
1830,135,,
18301,65,,
18306,135,,
18310,221,,221
18311,221,,
18315,221,,
18318,221,,
18322,4,,
18323,4,,
18331,216,,
18333,216,,
18341,43,,
18344,82,,
18345,82,,
18346,267,,
18349,82,,
1836,282,,
18366,4,,
18371,4,,
18390,104,,
18392,104,,
18396,248,,
18397,248,,
18399,248,,
1840,95,,
18403,135,,
18411,188,,
18413,188,,
18427,4,,
1845,118,,
18451,129,,
18453,129,,
18458,24,,
18461,112,,
18462,112,,
1848,25,,
1849,25,,
185,210,,
1850,25,,
18504,216,,
18508,65,,
1851,118,,
18516,144,,
18544,171,,
18557,197,,
18558,197,,
1856,182,,
18560,197,,
18562,43,,
18563,43,,
18564,43,,
18567,43,,
1857,182,,
18571,197,,
18578,171,,
186,210,,
18600,136,,
1861,47,,
1862,47,,
18644,144,,
18645,144,,
18649,144,,
18653,82,,
1869,169,,
18694,191,,
18697,136,,
1870,169,,
18704,171,,
18706,171,,
18712,36,,
18714,140,,
18716,42,,
18722,140,,
18724,140,,140
18728,144,,144
18737,82,,
18738,82,,
18781,4,,
1881,7,,
18819,94,,
1882,7,,
18820,94,,
18822,94,,
1883,7,,
18836,12,,
18837,12,,
18839,12,,
18840,12,,
1885,7,,
18881,216,,
18883,216,,
18903,221,,
1892,45,,
1893,45,,
1895,45,,
18953,221,,
18976,87,,
18978,87,,
18981,87,,
18985,144,,
19,254,,
1905,259,,
19056,82,,
19058,82,,
19064,80,,
1907,259,,
19073,197,,
1908,259,,
19098,43,,
19099,43,,
1911,5,,
1912,5,,
19120,171,,
19122,171,,
19123,171,,
19124,171,,
1914,77,,
19140,197,,
19146,126,,
19147,126,,
1915,201,,
19152,126,,
19154,126,,
1916,201,,
19166,171,,
1917,201,,
19170,171,,
1918,201,,
19206,12,,12
19214,82,,
1926,201,,
19278,57,,
19279,57,,
19280,57,,
19282,57,,
19284,57,,
19301,87,,
19335,92,,
19336,92,,
19337,92,,
19338,92,,
19339,92,,
19340,92,,
19341,92,,
19345,92,,
1936,270,,
1937,270,,
1938,270,,
1939,270,,
19392,92,,
19393,92,,
19395,92,,
194,91,,
1940,270,,
1941,270,,
1944,88,,
1945,88,,
1947,78,,
1948,78,,
19497,250,,
19539,216,,
19566,216,,
1957,182,,
19577,144,,
19579,144,,
1958,182,,
19580,144,,
1960,182,,
1963,182,,
1966,182,,
19682,188,,
19683,188,,
1969,182,,
197,91,,
1970,162,,
1972,162,,
1974,162,,
19774,92,,
19776,92,,
19797,42,,
1987,196,,
1988,196,,
1994,135,,
1997,37,,
19972,72,,
1998,135,,
1999,135,,
2,112,,
200,67,,
2000,135,,
2002,7,,
2003,7,,
2004,7,,
2005,7,,
20050,128,,
20068,73,,
2007,7,,
20072,73,,
201,67,,
2010,7,,7
20103,138,,
20116,73,,
2013,7,,
20142,270,,
2015,7,,
20150,51,,
20253,251,,
20268,251,,
2034,45,,
2035,169,,
2038,169,,
2054,139,,
2055,139,,
2057,139,,
2059,182,,
2061,182,,
20623,55,,
20693,36,,
2070,5,,
20702,198,,
20704,198,,
2071,5,,
20715,66,,
20720,152,,
20734,198,,
2074,25,,
2075,25,,
20754,66,,
20765,36,,
20788,73,,
20812,56,,
20813,56,,
20837,73,,
20838,70,,
2084,121,,
20880,56,,
20882,254,,
20884,36,,
209,152,,
2090,270,,
2096,270,,
2097,270,,
210,152,,
2109,73,,
21141,73,,
2116,5,,
2117,5,,
2118,5,,
2123,5,,
213,177,,
2130,121,,
21309,36,,
21310,36,,
2132,48,,
2133,48,,
21339,179,,
2137,138,,
2140,138,,
2141,138,,
21439,27,,
2144,138,,
21441,27,,
21445,47,,
21446,72,,
21447,72,,
21453,38,,
21461,198,,
21462,198,,
21487,236,,
21489,36,,
21491,256,,
21496,167,,
21530,167,,167
21540,167,,
21550,167,,
2156,270,,
21563,72,,
21569,13,,
2157,270,,
21570,13,,
21576,131,,
21581,72,,
21596,,43775,
21606,249,,
21622,131,,
21624,131,,
2164,270,,
2165,270,,
2166,270,,
21679,117,,
21687,112,,
217,73,,
21707,150,,
21714,108,,
21717,200,,
21719,96,,
2172,218,,
21726,36,,
2173,218,,
21738,57,,
21740,47,,
21742,85,,
21743,85,,
21745,187,,
21748,50,,
21749,50,,
21755,131,,
21768,65,,
21772,170,,
21774,195,,
21781,0,,
21786,50,,
21788,50,,
2179,218,,
21793,229,,
21795,50,,
218,73,,
21808,36,,
21810,157,,
21812,55,,
21813,110,,110
21815,5,,
21817,72,,
21826,40,,
2184,196,,
21841,95,,
21849,253,,
21853,72,,
21857,53,,
21858,53,,
21859,98,,
21860,98,,
21861,98,,
21862,98,,
21870,70,,
21871,70,,
21881,110,,
21885,110,,
21893,189,,
21894,129,,
21897,51,,
219,17,,
2190,196,,
21911,178,,
21912,178,,
21913,180,,
21918,187,,
21919,152,,
21920,152,,
21921,152,,
21926,180,,
2193,196,,
21938,201,,
2194,196,,
21952,129,,129
21956,169,,
21961,13,,
21962,13,,
21963,285,,
21964,285,,
21966,75,,
2197,282,,
21975,178,,
21978,242,,
21980,242,,
21981,194,,
21984,98,,
21989,138,,
2199,196,,
220,17,,
2200,169,,
22001,70,,
22003,150,,
22004,150,,
22005,201,,
22008,150,,
2201,169,,
22013,150,,
22017,150,,
22020,179,,
22021,179,,
22023,285,,
22027,195,,
22028,195,,
22032,157,,
22034,157,,
22037,62,,
22038,201,,
22042,195,,
22047,39,,
2205,169,,
22051,243,,
22052,13,,
22055,285,,
22056,62,,
22057,62,,
22059,285,,
2206,169,,
22060,285,,
22063,285,,
22064,285,,
22069,50,,
2207,169,,
22070,152,,
22072,75,,
22081,267,,
22089,98,,
22100,98,,
22101,98,,
22104,51,,
22107,29,,
22109,40,,
22113,178,,
22114,83,,
22115,51,,
22119,62,,
22120,3,,
22123,51,,
22126,13,,
22128,47,,
22132,57,,
22133,249,,
22134,249,,
22135,62,,
22138,36,,
22139,36,,
22142,51,,
22146,51,,
22147,47,,
2215,169,,
22152,157,,
22153,3,,
22157,178,,
22163,70,,
22167,258,,
22168,114,,
22172,157,,
22176,157,,
22177,157,,
22178,70,,
22179,70,,
2218,5,,
22189,50,,50
2219,5,,
22196,53,,
22203,179,,
22206,72,,
22215,36,,
22221,36,,
22222,36,,
22223,36,,
22229,36,,
2223,270,,
22236,85,,
22238,189,,
2224,270,,
22241,85,,
22244,85,,
22245,20,,
22246,20,,
22252,98,,
22256,33,,
22258,20,,
2226,270,,
22267,20,,
22268,72,,
2227,270,,
22270,85,,
22276,85,,
22280,229,,
22283,178,,
22298,85,,
22300,114,,
22304,40,,
22308,123,,
22309,123,,
22313,105,,
22318,278,,
22319,56,,
22320,56,,
22323,88,,
22325,123,,
22327,72,,
22332,217,,
22334,72,,
22339,20,,
22340,20,,
22341,20,,
22344,88,,
22355,256,,
22356,256,,
22362,256,,
22376,187,,
2238,177,,
22382,98,,
22384,195,,
22386,141,,
22387,160,,
22388,160,,
22394,16,,
22397,209,,
224,73,,
2240,177,,
22406,253,,
22444,24,,
22445,95,,
22448,249,,
22473,40,,
22475,266,,
22479,198,,
22485,51,,
22553,152,,
2256,115,,115
22560,150,,
2258,115,,
22581,3,,
22583,256,,
22588,152,,
22597,141,,
22613,151,,
22614,151,,
22635,155,,
2267,5,,
22695,143,,
22700,85,,
22718,60,,
2272,5,,
22724,72,,
22742,53,,
22746,53,,
22749,285,,
22754,126,,
22760,166,,
22769,206,,
22780,152,,
22800,126,,
22821,183,,
22823,183,,
22829,274,,
2283,5,,
22856,73,,
22911,119,,
22947,21,,
22948,198,,
22952,267,,
2297,135,,
22981,254,,
22983,192,,
22986,108,,
22988,243,,
22989,243,,
22991,160,,
22994,233,,
22997,40,,
22998,18,,
23005,274,,
23008,152,,
23013,54,,
23019,158,,158
23020,184,,
23024,242,,
23025,242,,
23028,271,,
23029,242,,
23032,51,,
23034,188,,
23036,45,,
23037,267,,
23041,90,,
23043,72,,
23050,148,,
23051,148,,
23058,156,,
23059,156,,
23060,141,,
23061,141,,
23062,129,,
23063,211,,
23066,180,,
2307,270,,
23076,187,,
23083,247,,
23089,5,,
23099,70,,
231,73,,
23100,70,,
23101,24,,
23106,160,,
23107,160,,
23109,16,,16
23116,56,,
23122,155,,
23123,192,,
23124,192,,
23125,198,,
23126,198,,
23127,131,,
23128,47,,
23144,47,,
23149,260,,
23150,48,,
23151,47,,
23155,171,,
23170,134,,
23173,270,,
23175,180,,
23177,260,,
23178,260,,
23187,142,,
23188,142,,
23189,142,,
23191,134,,
23195,40,,
23198,18,,
232,73,,
23203,8,,
23207,242,,
2322,169,,
23220,157,,
23224,180,,
23228,126,,
23232,70,,
23234,134,,
23236,47,,
23246,47,,
23251,171,,
23257,247,,
23264,70,,
23270,178,,
23274,198,,
23276,157,,157
23278,245,,
2328,5,,5
23286,192,,
23289,110,,
23291,160,,
23292,209,,
23293,50,,
2330,169,,
23303,225,,
23304,87,,
23305,87,,
23306,126,,
2331,169,,
23312,243,,
23315,44,,
23319,254,,
23329,243,,
2333,169,,
23330,260,,
23332,40,,
23336,254,,
23340,178,,
2335,169,,
23350,157,,
23353,92,,
23358,126,,
2336,169,,
23361,151,,
23363,201,,
2337,169,,
23373,178,,
23374,209,,
23382,94,,
23388,243,,
23389,87,,
23396,60,,
23397,60,,
23398,246,,
23402,6,,
23404,6,,
2342,126,,
23423,246,,
23427,98,,
23428,135,,
23430,123,,
23431,123,,
2344,138,,
23444,180,,
23446,264,,264
23447,102,,
2345,138,,
23451,123,,
23453,47,,
23454,47,,
2346,138,,
23464,149,,
23467,142,,
23468,274,,274
23473,18,,
23477,274,,
23482,188,,
23487,192,,
23489,152,,
2349,251,,
23490,152,,
23493,123,,
2350,138,,
23502,192,,
23504,166,,
23507,192,,
23517,154,,
23523,179,,
23528,247,,
2353,272,,
23530,247,,
23532,70,,
23535,36,,
23541,271,,
23542,271,,
23545,243,,
23546,102,,
2355,272,,
23552,152,,
23562,230,,
23567,51,,
23568,179,,
23570,129,,
23577,71,,
2358,272,,
23580,98,,
23581,98,,
23592,211,,
23593,211,,
23596,87,,
23597,157,,
23601,17,,
23604,226,,
23623,18,,
23624,205,,
23626,205,,
23637,158,,
23638,61,,
23641,194,,
23642,44,,
23646,185,,
23649,50,,
23658,184,,
23668,158,,
2367,135,,
23683,145,,
23697,179,,
23700,179,,
23702,242,,
23704,145,,
23705,145,,
23714,243,,
23721,179,,
23725,243,,
23733,34,,
23736,197,,
23737,92,,
23745,147,,147
23758,57,,
2376,30,,
23763,242,,
23765,242,,242
23768,123,,
2377,5,,
23770,123,,
23773,61,,
23776,90,,
23780,179,,
23781,179,,
23784,70,,
23785,81,,
23786,81,,
23787,38,,
23789,179,,
2379,5,,
23791,51,,
23798,83,,83
23799,172,,
23800,38,,
23805,83,,
23807,224,,
23812,70,,
23813,70,,
23814,70,,
23815,38,,
23816,145,,
23819,225,,
23821,62,,
23835,224,,
23837,126,,
23842,178,,
23852,70,,
23862,179,,
23863,142,,
23877,147,,
23890,188,,
23892,188,,
23896,39,,
23899,229,,
23907,57,,
23912,39,,
23914,20,,
23917,50,,
23920,50,,
23924,229,,
23928,178,,
23939,72,,72
2394,194,,
23952,13,,
23955,187,,
23956,264,,
23965,243,,
2397,194,,
23970,210,,
23978,242,,
23979,70,,
2398,194,,
2399,194,,
24005,92,,
24010,188,,
24013,51,,
24014,157,,
24016,205,,
24019,83,,
24020,38,,
24023,144,,
24028,36,,
24029,36,,
24034,205,,
24035,205,,
24047,36,,
24049,21,,
24057,19,,
24069,155,,
24073,123,,
24078,56,,
24079,56,,
24082,65,,
24083,65,,
24089,187,,
24094,221,,
2410,95,,
24106,209,,
2412,95,,
24129,171,,
24135,189,,
24136,20,,
24137,20,,
24140,13,,
24150,148,,
24153,275,,
24156,243,,
24161,24,,
24168,279,,
24170,72,,
24172,155,,
24175,24,,
24179,24,,
24203,274,,
24204,114,,
24215,148,,
24226,92,,
24227,92,,
24238,92,,
2425,121,,
24262,72,,
24265,136,,
2427,121,,
24283,92,,
24284,36,,
24285,36,,
24297,279,,
24305,92,,
24306,92,,
24307,92,,
24308,92,,
2431,121,,
24314,279,,
24315,279,,
24317,92,,
24321,16,,
24323,211,,
24324,16,,
24327,141,,
24328,141,,
24329,142,,
2433,55,,
24330,92,,
24332,267,,267
24334,141,,
24338,141,,
24340,211,,
24342,211,,
24343,211,,
24344,211,,
2435,121,,
24352,112,,
24353,112,,
24360,141,,
24362,256,,
24364,141,,
24368,197,,
24370,211,,
24373,160,,
24376,112,,
24377,33,,
2438,121,,
24382,65,,
24390,65,,
24397,141,,
24398,160,,
24407,231,,
24411,141,,
2443,194,,
24440,179,,
24442,160,,
24443,270,,
24447,160,,
24448,160,,
24449,75,,
24451,145,,
24452,145,,
2446,194,,
24467,198,,
24473,178,,
24478,246,,
24480,142,,
24484,83,,
24487,253,,
2449,194,,
245,131,,
2450,169,,
24511,112,,
24519,20,,
24520,155,,
24530,38,,
24541,258,,
24550,136,,136
24562,27,,
24569,60,,
24570,60,,
24589,24,,
24591,24,,
24594,24,,
246,131,,
24616,38,,
24619,117,,
2462,272,,
2463,272,,
24638,192,,
2464,272,,
24645,16,,
24649,17,,
2466,272,,
24662,187,,
24676,184,,184
24691,180,,
24704,144,,
24715,156,,
24740,260,,
24741,279,,
24757,105,,
24761,47,,47
24763,157,,
24782,197,,
24792,206,,
24796,136,,
2481,48,,
24824,185,,
24838,81,,
24854,242,,
24875,62,,
24878,62,,
24881,209,,
24918,145,,
2492,183,,
24930,132,,
2495,183,,
24955,93,,93
24973,90,,
2498,25,,
24981,274,,
24988,63,,
2499,183,,
24991,226,,
24992,226,,
24993,253,,
250,264,,
25008,166,,
2501,25,,
25019,17,,
25031,206,,
25047,134,,
2505,270,,
25058,225,,
2506,270,,
25068,260,,
2507,270,,
2509,270,,
251,38,,
25104,10,,
2513,88,,
25134,155,,
2514,88,,
25144,152,,
2516,88,,
2517,69,,
