,0 battery,0 pumped_hydro,1 battery,1 pumped_hydro,10 battery,11 battery,11 pumped_hydro,12 battery,12 pumped_hydro,13 battery,13 pumped_hydro,14 battery,14 pumped_hydro,2 battery,2 pumped_hydro,3 battery,3 pumped_hydro,4 battery,5 battery,5 pumped_hydro,6 battery,6 pumped_hydro,7 battery,9 battery,9 pumped_hydro
0,608.452912333,371.705795452,5003.462785903999,8213.720270919983,2.03519134688,4.20400987376,4.5394840214,3.46329628265,191.78635711708,1420.0130711,2336.92940833,1039.2661123,1672.52140726,453.017354699,5419.81784975,490.764676073,878.161436916,1.93401011274,48251.55477686423,10642.7331477,24636.378767329687,19399.206777726482,712.505465112,1.4342890422,3.31006458834
1,608.452912333,371.705795452,5003.462785903999,8213.720270919983,2.03519134688,4.20400987376,2644.8214325148983,1773.190297149914,191.78635711708,1420.0130711,2336.92940833,1039.2661123,1672.52140726,453.017354699,5419.81784975,490.764676073,878.161436916,1.93401011274,43525.394773659595,10642.73314769998,19585.32599795937,14775.785822052952,712.505465112,75.76538582625017,3.31006458834
2,608.452912333,371.705795452,5003.462785903999,8213.720270919983,2.03519134688,4230.41863739648,5411.945802685535,3542.917298017178,191.78635711708,1420.0130711,2336.92940833,1039.2661123,2711.7518918008,453.017354699,5419.81784975,1800.756728243494,878.161436916,1.93401011274,42817.81877419499,10642.73314769998,14534.273228589056,11380.125423751426,2696.616157797131,688.1378215218751,3.31006458834
3,2340.315595643828,631.5134165872,6006.173892132919,8213.720270919983,2572.047695932204,8456.6332649192,8179.070172856173,5312.644298884442,382.31194594956,1420.0130711,2336.92940833,1039.2661123,2711.7518918008,1479.0684124117877,7598.721787164095,3110.7487804139882,1473.6404834268585,1169.0433842597554,42817.818774194966,10642.73314769998,11757.109460220729,11380.125423751426,2696.616157797131,688.1378215218751,1149.1482555503408
4,2340.315595643828,631.5134165872,6006.173892132919,8213.720270919983,2572.047695932204,12682.847892441921,10946.19454302681,7082.371299751706,572.83753478204,7726.377919770886,2336.92940833,1039.2661123,2711.7518918008,2505.1194701245754,7598.721787164095,4420.740832584483,2069.119529937717,2336.1527584067708,45570.72025091717,10642.733147699972,11757.109460220729,13233.00135182102,2696.616157797131,1300.5102572175,2294.9864465123414
5,4072.1782789546564,760.7695154592002,6006.173892132919,8213.720270919983,2572.047695932204,16909.062519964642,13713.318913197447,8852.09830061897,763.3631236145201,7726.377919770886,4207.54428050344,1039.2661123,2711.7518918008,3531.170527837363,9030.169300488396,5730.732884754977,2664.5985764485754,3503.262132553786,50386.85549382295,10642.733147699972,15146.972701422404,15173.790784486615,2696.616157797131,1912.882692913125,3440.824637474342
6,4072.1782789546564,760.7695154592002,6006.173892132901,8213.720270919983,5142.060200517528,20404.509497087503,16480.443283368084,10621.825301486235,953.8887124470001,14032.742768441773,5477.5405113062425,1039.2661123,2711.7518918008,3531.170527837363,9030.169300488396,5730.732884754977,3260.077622959434,3645.727979258953,54692.16759780368,10642.733147699972,19995.983360014936,18641.35650123775,4213.704204959476,2525.25512860875,4585.524202898403
7,5804.040962265484,760.7695154592002,6006.173892132901,8213.720270919983,5142.060200517528,24630.724124610224,19171.2,10837.3203404,1144.41430127948,15796.719203438355,5477.5405113062425,1039.2661123,3750.9823763416,3531.170527837363,9030.169300488396,5730.732884754977,3260.077622959434,4812.837353405968,54692.16759780368,10642.733147699959,24844.994018607467,22108.922217988886,6197.814897644606,2525.25512860875,4585.524202898403
8,7535.903645576313,1020.5771365944001,5669.124222808823,8213.720270919983,7712.072705102852,24630.724124610224,19171.2,10837.3203404,1236.2282558238417,15796.719203438355,5477.5405113062425,1039.2661123,3750.9823763416,3531.170527837363,9030.169300488396,5730.732884754977,3260.077622959434,4812.837353405968,54692.16759780368,10642.73314769995,29694.0046772,24024.0,6197.814897644606,2525.25512860875,5646.9234740759985
9,7535.903645576313,1020.5771365944001,5669.124222808796,8213.720270919983,7712.072705102852,24630.724124610224,19171.2,10837.3203404,1236.2282558238417,15796.719203438355,7348.155383479682,1039.2661123,3887.6422013169295,3531.170527837363,9030.169300488396,6052.83437097625,3260.077622959434,5979.946727552984,54692.16759780368,10642.733147699942,29694.0046772,24024.0,6197.814897644606,2525.25512860875,5646.9234740759985
10,7535.903645576313,1280.3847577296,5669.124222808796,8213.720270919972,8395.937777618594,24630.724124610224,19171.2,10837.3203404,1236.2282558238417,15796.719203438355,7348.155383479682,4867.05870864807,4926.872685857729,3531.170527837363,12484.744636182772,7362.826423146745,3260.077622959434,5979.946727552984,54285.0826014664,10642.733147699942,29694.0046772,20717.82275945041,6197.814897644606,2525.25512860875,5646.9234740759985
11,7535.903645576313,1280.3847577296,5669.124222808761,8213.720270919972,8395.937777618594,25880.1734523,19171.2,10837.3203404,1236.2282558238417,19699.34548168735,9218.770255653122,8851.49516628707,5121.5390309184,3531.170527837363,15939.319971877147,7772.660227128745,3260.077622959434,5979.946727552984,54285.0826014664,10642.733147699942,29674.941071749367,16094.401803776891,6197.814897644606,2525.25512860875,5646.9234740759985
12,7951.92565402508,1280.3847577296,5669.124222808761,8213.720270919972,10965.950282203918,25880.1734523,19171.2,10837.3203404,1236.2282558238417,26005.710330358233,9218.770255653122,13019.406664415303,5121.5390309184,4231.151738174424,17024.84932861125,8022.0302373,3260.077622959434,5979.946727552984,54285.0826014664,10642.733147699935,29345.18349226508,11470.980848103372,8181.925590329737,3137.627564304375,6792.761665037999
