,0,9,18,28,34,43,51,58,69,75,84,156,181,207,351,358
0,-0.24546187994511157,-0.21639296243862344,-0.2119950717663932,-0.23790253049852234,-0.24322042623100726,-0.22074410935892422,-0.23426611138804604,-0.2296545692705389,-0.19201194087152848,-0.21179332120335573,-0.2217346359165731,-0.24070233371814045,-0.20003304738391173,-0.23379363529774294,-0.22037041783575434,-0.3440794982821739
1,-0.23609055252492925,-0.20627185831263742,-0.20226361940602866,-0.22984029812218962,-0.23488791580618762,-0.21115163096367312,-0.22418723090151124,-0.22094724408946506,-0.18253037778143621,-0.20198015641755304,-0.21172514680141533,-0.23191132759230282,-0.18845892646464174,-0.22455832725668598,-0.2094516107488011,-0.3320046317148924
2,-0.22347600190262104,-0.19343012672715576,-0.1901616644777155,-0.21912902729029507,-0.22425805351954994,-0.19950637416396708,-0.21163796577256833,-0.21021968865676846,-0.17091674547625238,-0.1900977458500337,-0.19979021195537705,-0.2199049581576756,-0.1755197665146384,-0.2120204108824351,-0.19683802788994595,-0.318424259047419
3,-0.21027243438184232,-0.18019345842370962,-0.17760044550059387,-0.20724788740134578,-0.21295029354522055,-0.1874139769021852,-0.19901603625458672,-0.19877111500648875,-0.1587026475896896,-0.17770574207472195,-0.1875899422281306,-0.2072580355173057,-0.16288906891297816,-0.19868569142131304,-0.1843320869403186,-0.3060262263165178
4,-0.2060816209913392,-0.17612935499286791,-0.1738639068540399,-0.20359904494679404,-0.20945624564811774,-0.183859192919667,-0.195182578275607,-0.1952976663399118,-0.15506269527504526,-0.17389013209534898,-0.18402807296113963,-0.20332092062431253,-0.1592042470843664,-0.19461135100238372,-0.18064322866894603,-0.3024920379415603
5,-0.21449913132342152,-0.18435356916172121,-0.1814476983586887,-0.2113043175804587,-0.21646986062818457,-0.19082029553495405,-0.20295072452897395,-0.20253959105662284,-0.16231439171489478,-0.1812585421018188,-0.1910406193794525,-0.21142925062921464,-0.16646810397328793,-0.20315114908871834,-0.187679870034981,-0.3088956841686425
6,-0.23671099671648413,-0.2074059914761735,-0.20303547455803375,-0.2313750772156539,-0.23515329119557332,-0.21117935946540467,-0.22497528315881243,-0.22270297697211272,-0.1828524802788411,-0.20246156792845738,-0.211737224183931,-0.2328994305586606,-0.19000341532905032,-0.22610093273563486,-0.20946807572817758,-0.33263846275860093
7,-0.24413239373229245,-0.21712069460597425,-0.2114154703995959,-0.23739986909891955,-0.24112690316618107,-0.21845293826189352,-0.2348718685386391,-0.23126147100644356,-0.1899755607391905,-0.21101236009713187,-0.22026729301193912,-0.23943319342455696,-0.2045336271479821,-0.2335660814495571,-0.2205578938172836,-0.3478948299396586
8,-0.2516560559355192,-0.22616929558305024,-0.21814740099649557,-0.24287483598822937,-0.2467835339239687,-0.22305107238453817,-0.24457361224480603,-0.2399530440996043,-0.19522191279157133,-0.21936351746875796,-0.22676815002138923,-0.24485529508894716,-0.21886208490606382,-0.23937433675235298,-0.2301490819066685,-0.3600067012847684
9,-0.27564711829743194,-0.25089268912065094,-0.24157446448171851,-0.26341539086117327,-0.2674241958099547,-0.24582364681013932,-0.268919967641843,-0.2620264716432855,-0.2180438172749761,-0.24479531241188002,-0.2501416485958798,-0.26694346932456475,-0.24704395735531956,-0.26236877443680573,-0.25558610731170966,-0.3895498328143163
