name,scn_name,bus0,bus1,carrier,p_nom,p_nom_max,capital_cost,length,efficiency,p_nom_min,p_min_pu,p_max_pu,marginal_cost,p_nom_opt,country,lifetime,committable,p_nom_mod,marginal_cost_quadratic,stand_by_cost,start_up_cost,shut_down_cost,ramp_limit_up,ramp_limit_start_up,ramp_limit_shut_down
53,eGon2035,4,52040,rural_heat_pump,469.86255300705204,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,469.86255300705204,DE,inf,False,,,,0.0,,,1.0,1.0
54,eGon2035,4,69914,BEV_charger,824.698548913002,inf,0.0,0.0,0.8999999999999999,0.0,0.0,1.0,0.0,824.698548913002,DE,inf,False,,,,0.0,,,1.0,1.0
55,eGon2035,4,70812,power_to_H2,483.88138493463134,inf,27.45381865133243,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,483.88138493463134,DE,31.0,False,,,,0.0,,,1.0,1.0
56,eGon2035,4,70830,central_heat_pump,2.6511536468868977,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.6511536468868977,DE,inf,False,,,,0.0,,,1.0,1.0
57,eGon2035,4,70830,central_resistive_heater,0.522020698263732,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.522020698263732,DE,inf,False,,,,0.0,,,1.0,1.0
58,eGon2035,4,41276,dsm,211.56623389632657,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,211.56623389632657,DE,inf,False,,,,0.0,,,1.0,1.0
59,eGon2035,4,48653,power_to_H2,1.8311109474383194e-08,inf,27.453818651332433,0.0,0.7,0.0,0.0,1.0,0.0,1.8311109474383194e-08,DE,31.0,False,,,,0.0,,,1.0,1.0
60,eGon2035,4,50808,central_heat_pump,1.3332521411373752,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.3332521411373752,DE,inf,False,,,,0.0,,,1.0,1.0
61,eGon2035,4,50808,central_resistive_heater,1.730750135815337,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.730750135815337,DE,inf,False,,,,0.0,,,1.0,1.0
62,eGon2035,4,50920,central_heat_pump,23.705993401170737,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.705993401170737,DE,inf,False,,,,0.0,,,1.0,1.0
63,eGon2035,4,50920,central_resistive_heater,30.21762503438787,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30.21762503438787,DE,inf,False,,,,0.0,,,1.0,1.0
64,eGon2035,4,52040,rural_heat_pump,1796.3391229124031,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1796.3391229124031,DE,inf,False,,,,0.0,,,1.0,1.0
65,eGon2035,4,69914,BEV_charger,3096.677882194519,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,3096.677882194519,DE,inf,False,,,,0.0,,,1.0,1.0
66,eGon2035,4,70812,power_to_H2,483.8814056433189,inf,27.45381865133243,0.0,0.7,0.0,0.0,1.0,0.0,483.8814056433189,DE,31.0,False,,,,0.0,,,1.0,1.0
67,eGon2035,4,70820,central_heat_pump,72.39099887865159,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,72.39099887865159,DE,inf,False,,,,0.0,,,1.0,1.0
68,eGon2035,4,70820,central_resistive_heater,67.3384547219124,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,67.3384547219124,DE,inf,False,,,,0.0,,,1.0,1.0
69,eGon2035,4,41276,dsm,344.7020777733229,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,344.7020777733229,DE,inf,False,,,,0.0,,,1.0,1.0
70,eGon2035,4,52040,rural_heat_pump,2592.49855613704,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2592.49855613704,DE,inf,False,,,,0.0,,,1.0,1.0
71,eGon2035,4,69914,BEV_charger,4918.116695523262,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,4918.116695523262,DE,inf,False,,,,0.0,,,1.0,1.0
72,eGon2035,4,70812,power_to_H2,483.88138493463134,inf,27.45381865133243,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,483.88138493463134,DE,31.0,False,,,,0.0,,,1.0,1.0
73,eGon2035,4,70814,central_heat_pump,76.22465190988149,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,76.22465190988149,DE,inf,False,,,,0.0,,,1.0,1.0
74,eGon2035,4,70814,central_resistive_heater,65.86162529625805,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,65.86162529625805,DE,inf,False,,,,0.0,,,1.0,1.0
75,eGon2035,4,41276,dsm,430.2254853075365,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,430.2254853075365,DE,inf,False,,,,0.0,,,1.0,1.0
76,eGon2035,4,48653,power_to_H2,1.8311109474386582e-08,inf,27.45381865133243,0.0,0.7,0.0,0.0,1.0,0.0,1.8311109474386582e-08,DE,31.0,False,,,,0.0,,,1.0,1.0
77,eGon2035,4,50920,central_heat_pump,0.7982417839447294,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7982417839447294,DE,inf,False,,,,0.0,,,1.0,1.0
78,eGon2035,4,50920,central_resistive_heater,1.0175051728830506,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0175051728830506,DE,inf,False,,,,0.0,,,1.0,1.0
79,eGon2035,4,52040,rural_heat_pump,2186.1401217719454,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2186.1401217719454,DE,inf,False,,,,0.0,,,1.0,1.0
80,eGon2035,4,69914,BEV_charger,4154.935341089964,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,4154.935341089964,DE,inf,False,,,,0.0,,,1.0,1.0
81,eGon2035,4,70812,power_to_H2,483.8814056433189,inf,27.45381865133243,0.0,0.7,0.0,0.0,1.0,0.0,483.8814056433189,DE,31.0,False,,,,0.0,,,1.0,1.0
82,eGon2035,4,70824,central_heat_pump,235.4050781274521,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,235.4050781274521,DE,inf,False,,,,0.0,,,1.0,1.0
83,eGon2035,4,70824,central_resistive_heater,275.2894517586115,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,275.2894517586115,DE,inf,False,,,,0.0,,,1.0,1.0
84,eGon2035,4,41276,dsm,248.1226045982324,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,248.1226045982324,DE,inf,False,,,,0.0,,,1.0,1.0
85,eGon2035,4,48653,power_to_H2,1.8311109474384888e-08,inf,27.45381865133243,0.0,0.7,0.0,0.0,1.0,0.0,1.8311109474384888e-08,DE,31.0,False,,,,0.0,,,1.0,1.0
86,eGon2035,4,51841,central_heat_pump,50.68343560152844,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,50.68343560152844,DE,inf,False,,,,0.0,,,1.0,1.0
87,eGon2035,4,51841,central_resistive_heater,68.32516471122285,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68.32516471122285,DE,inf,False,,,,0.0,,,1.0,1.0
88,eGon2035,4,52040,rural_heat_pump,1337.5807429532654,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1337.5807429532654,DE,inf,False,,,,0.0,,,1.0,1.0
89,eGon2035,4,69914,BEV_charger,2738.422167122364,inf,0.0,0.0,0.9000000000000001,0.0,0.0,1.0,0.0,2738.422167122364,DE,inf,False,,,,0.0,,,1.0,1.0
90,eGon2035,4,70812,power_to_H2,483.88140564484524,inf,27.45381865133243,0.0,0.7,0.0,0.0,1.0,0.0,483.88140564484524,DE,31.0,False,,,,0.0,,,1.0,1.0
91,eGon2035,4,70832,central_heat_pump,25.23211123927072,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.23211123927072,DE,inf,False,,,,0.0,,,1.0,1.0
92,eGon2035,4,70832,central_resistive_heater,23.43152113167095,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.43152113167095,DE,inf,False,,,,0.0,,,1.0,1.0
93,eGon2035,43776,43783,DC,0.0,0.0,51.959275399534754,542.4840827461112,1.0,0.0,0.0,1.0,0.010608893260563735,0.0,BEGB,inf,False,,,,0.0,,,1.0,1.0
94,eGon2035,43779,43780,DC,600.000000002892,2400.0,24.18709961172756,168.37927618101847,1.0,600.0,0.0,1.0,0.00910228999189938,600.000000002892,DKDK,inf,False,,,,0.0,,,1.0,1.0
95,eGon2035,43779,43783,DC,0.0,0.0,147.62949391918232,810.1641263072428,1.0,0.0,0.0,1.0,0.010383478690140533,0.0,DKGB,inf,False,,,,0.0,,,1.0,1.0
96,eGon2035,43779,43785,DC,0.0,0.0,69.90401873991843,485.2908958318637,1.0,0.0,0.0,1.0,0.010988884892469955,0.0,DKNL,inf,False,,,,0.0,,,1.0,1.0
97,eGon2035,43779,43786,DC,940.0000000006353,3760.0,65.7274106917242,558.5259724769619,1.0,940.0,0.0,1.0,0.009122941939948524,940.0000000006353,DKNO,inf,False,,,,0.0,,,1.0,1.0
98,eGon2035,43779,43788,DC,850.0000000008397,3400.0,56.65443301445535,705.9106058086279,1.0,850.0,0.0,1.0,0.010534828551279539,850.0000000008397,DKSE,inf,False,,,,0.0,,,1.0,1.0
99,eGon2035,43780,4,DC,600.0000000001802,2400.0,215.2762594180861,477.3120428274465,1.0,600.0,0.0,1.0,0.0,600.0000000001802,DK,inf,False,,,,0.0,,,1.0,1.0
100,eGon2035,43781,43783,DC,7999.999999999935,8000.0,65.92422316760083,807.1998278940348,1.0,2000.0,0.0,1.0,0.010065272946990302,7999.999999999935,FRGB,inf,False,,,,0.0,,,1.0,1.0
101,eGon2035,43782,43783,DC,1178.0772216110317,2000.0,32.646359956367924,310.4723882783535,1.0,500.0,0.0,1.0,0.010246461947654868,1178.0772216110317,GBGB,inf,False,,,,0.0,,,1.0,1.0
102,eGon2035,43783,43785,DC,3999.999999999937,4000.0,67.04909458919701,515.4257544954448,1.0,1000.0,0.0,1.0,0.01051664063156824,3999.999999999937,GBNL,inf,False,,,,0.0,,,1.0,1.0
103,eGon2035,43783,43786,DC,0.0,0.0,132.5887056977383,1065.0735400123956,1.0,0.0,0.0,1.0,0.009320031688580132,0.0,GBNO,inf,False,,,,0.0,,,1.0,1.0
104,eGon2035,43785,43786,DC,700.000000000309,2800.0,131.12466343180392,974.5374824832013,1.0,700.0,0.0,1.0,0.00917766700484962,700.000000000309,NLNO,inf,False,,,,0.0,,,1.0,1.0
105,eGon2035,43787,43788,DC,600.000000000482,2400.0,90.68470728659398,1099.7655712561213,1.0,600.0,0.0,1.0,0.01026030450633768,600.000000000482,PLSE,inf,False,,,,0.0,,,1.0,1.0
106,eGon2035,48639,43775,OCGT,5998.4523758690475,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,5998.4523758690475,ATAT,inf,True,,,,9.6,,1.0,0.2,0.2
107,eGon2035,48639,48641,CH4,27125.0,inf,0.0,415.62221327154276,1.0,0.0,0.0,1.0,0.0,27125.0,ATCH,inf,False,,,,0.0,,,1.0,1.0
108,eGon2035,48639,48642,CH4,16785.0,inf,0.0,281.7514401453481,1.0,0.0,0.0,1.0,0.0,16785.0,ATCZ,inf,False,,,,0.0,,,1.0,1.0
109,eGon2035,48639,70798,CH4,38766.66666666662,inf,0.0,453.50948538236383,1.0,0.0,0.0,1.0,0.0,38766.66666666662,AT,inf,False,,,,0.0,,,1.0,1.0
110,eGon2035,48640,43776,OCGT,20680.000029833333,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,20680.000029833333,BEBE,inf,True,,,,9.6,,1.0,0.2,0.2
111,eGon2035,48640,48644,CH4,42708.3333333333,inf,0.0,453.73185086841903,1.0,0.0,0.0,1.0,0.0,42708.3333333333,BEFR,inf,False,,,,0.0,,,1.0,1.0
112,eGon2035,48640,48645,CH4,60629.1666666667,inf,0.0,852.7217996254446,1.0,0.0,0.0,1.0,0.0,60629.1666666667,BEGB,inf,False,,,,0.0,,,1.0,1.0
113,eGon2035,48640,48646,CH4,2033.33333333333,inf,0.0,151.7476169130087,1.0,0.0,0.0,1.0,0.0,2033.33333333333,BELU,inf,False,,,,0.0,,,1.0,1.0
114,eGon2035,48640,48647,CH4,71159.6578333333,inf,0.0,188.68558083512778,1.0,0.0,0.0,1.0,0.0,71159.6578333333,BENL,inf,False,,,,0.0,,,1.0,1.0
115,eGon2035,48640,48648,CH4,20333.3333333333,inf,0.0,1162.1924417440246,1.0,0.0,0.0,1.0,0.0,20333.3333333333,BENO,inf,False,,,,0.0,,,1.0,1.0
116,eGon2035,48640,70798,CH4,30337.5,inf,0.0,352.3741382482666,1.0,0.0,0.0,1.0,0.0,30337.5,BE,inf,False,,,,0.0,,,1.0,1.0
117,eGon2035,48641,43777,OCGT,585.7142947619047,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,585.7142947619047,CHCH,inf,True,,,,9.6,,1.0,0.2,0.2
118,eGon2035,48641,48644,CH4,20115.3704583333,inf,0.0,384.404341111123,1.0,0.0,0.0,1.0,0.0,20115.3704583333,CHFR,inf,False,,,,0.0,,,1.0,1.0
119,eGon2035,48641,70798,CH4,22904.70758333334,inf,0.0,456.1337296983215,1.0,0.0,0.0,1.0,0.0,22904.70758333334,CH,inf,False,,,,0.0,,,1.0,1.0
120,eGon2035,48642,43778,OCGT,3213.5714304047615,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,3213.5714304047615,CZCZ,inf,True,,,,9.6,,1.0,0.2,0.2
121,eGon2035,48642,48649,CH4,16679.1666666667,inf,0.0,321.7396762680511,1.0,0.0,0.0,1.0,0.0,16679.1666666667,CZPL,inf,False,,,,0.0,,,1.0,1.0
122,eGon2035,48642,70798,CH4,164148.5125,inf,0.0,399.44347989445237,1.0,0.0,0.0,1.0,0.0,164148.5125,CZ,inf,False,,,,0.0,,,1.0,1.0
123,eGon2035,48643,43779,OCGT,1023.8095238095239,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,1023.8095238095239,DKDK,inf,True,,,,9.6,,1.0,0.2,0.2
124,eGon2035,48643,43780,OCGT,1238.095238095238,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,1238.095238095238,DKDK,inf,True,,,,9.6,,1.0,0.2,0.2
125,eGon2035,48643,48649,CH4,16579.1666666667,inf,0.0,776.3146853020132,1.0,0.0,0.0,1.0,0.0,16579.1666666667,DKPL,inf,False,,,,0.0,,,1.0,1.0
126,eGon2035,48643,48650,CH4,27125.0,inf,0.0,705.9106058086279,1.0,0.0,0.0,1.0,0.0,27125.0,DKSE,inf,False,,,,0.0,,,1.0,1.0
127,eGon2035,48643,70798,CH4,5325.0,inf,0.0,578.5168946258974,1.0,0.0,0.0,1.0,0.0,5325.0,DK,inf,False,,,,0.0,,,1.0,1.0
128,eGon2035,48644,43781,OCGT,16826.190475357147,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,16826.190475357147,FRFR,inf,True,,,,9.6,,1.0,0.2,0.2
129,eGon2035,48644,48648,CH4,24583.3333333333,inf,0.0,1614.2552457929926,1.0,0.0,0.0,1.0,0.0,24583.3333333333,FRNO,inf,False,,,,0.0,,,1.0,1.0
130,eGon2035,48644,70798,CH4,51666.6666666667,inf,0.0,657.7873182720435,1.0,0.0,0.0,1.0,0.0,51666.6666666667,FR,inf,False,,,,0.0,,,1.0,1.0
131,eGon2035,48645,43782,OCGT,3602.3809526190475,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,3602.3809526190475,GBGB,inf,True,,,,9.6,,1.0,0.2,0.2
132,eGon2035,48645,43783,OCGT,88505.00009047618,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,88505.00009047618,GBGB,inf,True,,,,9.6,,1.0,0.2,0.2
133,eGon2035,48645,48647,CH4,20583.3333333333,inf,0.0,810.1198420750754,1.0,0.0,0.0,1.0,0.0,20583.3333333333,GBNL,inf,False,,,,0.0,,,1.0,1.0
134,eGon2035,48645,48648,CH4,62462.5,inf,0.0,1113.888061977508,1.0,0.0,0.0,1.0,0.0,62462.5,GBNO,inf,False,,,,0.0,,,1.0,1.0
135,eGon2035,48646,70798,CH4,1600.0,inf,0.0,289.3039459177026,1.0,0.0,0.0,1.0,0.0,1600.0,LU,inf,False,,,,0.0,,,1.0,1.0
136,eGon2035,48647,43785,OCGT,22131.666662738095,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,22131.666662738095,NLNL,inf,True,,,,9.6,,1.0,0.2,0.2
137,eGon2035,48647,48648,CH4,40152.4166666667,inf,0.0,974.5374824832013,1.0,0.0,0.0,1.0,0.0,40152.4166666667,NLNO,inf,False,,,,0.0,,,1.0,1.0
138,eGon2035,48647,70798,CH4,50716.45862500005,inf,0.0,342.95845999724355,1.0,0.0,0.0,1.0,0.0,50716.45862500005,NL,inf,False,,,,0.0,,,1.0,1.0
139,eGon2035,48648,70798,CH4,51958.333333333205,inf,0.0,1135.6240739081334,1.0,0.0,0.0,1.0,0.0,51958.333333333205,NO,inf,False,,,,0.0,,,1.0,1.0
140,eGon2035,48649,43787,OCGT,17859.523810238094,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,17859.523810238094,PLPL,inf,True,,,,9.6,,1.0,0.2,0.2
141,eGon2035,48649,48652,CH4,11479.1666666667,inf,0.0,1510.5442323632253,1.0,0.0,0.0,1.0,0.0,11479.1666666667,PLRU,inf,False,,,,0.0,,,1.0,1.0
