name,scn_name,bus0,bus1,carrier,p_nom,p_nom_max,capital_cost,length,efficiency,p_nom_min,p_min_pu,p_max_pu,marginal_cost,p_nom_opt,country,lifetime,committable,p_nom_mod,marginal_cost_quadratic,stand_by_cost,start_up_cost,shut_down_cost,ramp_limit_up,ramp_limit_start_up,ramp_limit_shut_down
142,eGon2035,48649,70798,CH4,2033.3333333333342,inf,0.0,639.3625790162292,1.0,0.0,0.0,1.0,0.0,2033.3333333333342,PL,inf,False,,,,0.0,,,1.0,1.0
143,eGon2035,48650,43788,OCGT,899.4976225476191,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,899.4976225476191,SESE,inf,True,,,,9.6,,1.0,0.2,0.2
144,eGon2035,48652,70798,CH4,193718.083333333,inf,0.0,2125.1005904464478,1.0,0.0,0.0,1.0,0.0,193718.083333333,RU,inf,False,,,,0.0,,,1.0,1.0
145,eGon2035,48653,4,H2_to_power,5.680233271199178e-09,inf,151.53217961140754,0.0,0.5,0.0,0.0,1.0,0.0,5.680233271199178e-09,DE,10.0,False,,,,0.0,,,1.0,1.0
146,eGon2035,48653,4,H2_to_power,5.680233271199178e-09,inf,151.53217961140754,0.0,0.5,0.0,0.0,1.0,0.0,5.680233271199178e-09,DE,10.0,False,,,,0.0,,,1.0,1.0
147,eGon2035,48653,4,H2_to_power,5.680233271198754e-09,inf,151.53217961140754,0.0,0.5,0.0,0.0,1.0,0.0,5.680233271198754e-09,DE,10.0,False,,,,0.0,,,1.0,1.0
148,eGon2035,48653,4,H2_to_power,5.680233271199178e-09,inf,151.53217961140754,0.0,0.5,0.0,0.0,1.0,0.0,5.680233271199178e-09,DE,10.0,False,,,,0.0,,,1.0,1.0
149,eGon2035,48653,4,H2_to_power,5.680233271198754e-09,inf,151.53217961140754,0.0,0.5,0.0,0.0,1.0,0.0,5.680233271198754e-09,DE,10.0,False,,,,0.0,,,1.0,1.0
150,eGon2035,48653,4,H2_to_power,5.680233271199178e-09,inf,151.53217961140754,0.0,0.5,0.0,0.0,1.0,0.0,5.680233271199178e-09,DE,10.0,False,,,,0.0,,,1.0,1.0
151,eGon2035,48653,4,H2_to_power,5.680233271198754e-09,inf,151.53217961140754,0.0,0.5,0.0,0.0,1.0,0.0,5.680233271198754e-09,DE,10.0,False,,,,0.0,,,1.0,1.0
152,eGon2035,48653,4,H2_to_power,5.680233271199178e-09,inf,151.53217961140754,0.0,0.5,0.0,0.0,1.0,0.0,5.680233271199178e-09,DE,10.0,False,,,,0.0,,,1.0,1.0
153,eGon2035,48653,4,H2_to_power,5.680233271198754e-09,inf,151.53217961140754,0.0,0.5,0.0,0.0,1.0,0.0,5.680233271198754e-09,DE,10.0,False,,,,0.0,,,1.0,1.0
154,eGon2035,48653,4,H2_to_power,5.680233271199178e-09,inf,151.53217961140754,0.0,0.5,0.0,0.0,1.0,0.0,5.680233271199178e-09,DE,10.0,False,,,,0.0,,,1.0,1.0
155,eGon2035,48653,4,H2_to_power,5.680233271198754e-09,inf,151.53217961140754,0.0,0.5,0.0,0.0,1.0,0.0,5.680233271198754e-09,DE,10.0,False,,,,0.0,,,1.0,1.0
156,eGon2035,4,41276,dsm,150.35888122404748,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,150.35888122404748,DE,inf,False,,,,0.0,,,1.0,1.0
157,eGon2035,4,52040,rural_heat_pump,1442.6507849580823,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1442.6507849580823,DE,inf,False,,,,0.0,,,1.0,1.0
158,eGon2035,4,69914,BEV_charger,2647.9803997278214,inf,0.0,0.0,0.8999999999999999,0.0,0.0,1.0,0.0,2647.9803997278214,DE,inf,False,,,,0.0,,,1.0,1.0
159,eGon2035,4,70812,power_to_H2,483.8814056433189,inf,27.45381865133243,0.0,0.7,0.0,0.0,1.0,0.0,483.8814056433189,DE,31.0,False,,,,0.0,,,1.0,1.0
160,eGon2035,4,70819,central_heat_pump,24.4491100007644,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24.4491100007644,DE,inf,False,,,,0.0,,,1.0,1.0
161,eGon2035,4,70819,central_resistive_heater,16.214466700961868,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.214466700961868,DE,inf,False,,,,0.0,,,1.0,1.0
162,eGon2035,50808,64835,central_heat_store_charger,2.774253547414405e-08,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,2.774253547414405e-08,DE,inf,False,,,,0.0,,,1.0,1.0
163,eGon2035,50920,64947,central_heat_store_charger,2.8563377577179745e-08,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,2.8563377577179745e-08,DE,inf,False,,,,0.0,,,1.0,1.0
164,eGon2035,51841,65868,central_heat_store_charger,1.9834760251661896,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.9834760251661896,DE,inf,False,,,,0.0,,,1.0,1.0
165,eGon2035,52040,66067,rural_heat_store_charger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
166,eGon2035,52040,66067,rural_heat_store_charger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
167,eGon2035,52040,66067,rural_heat_store_charger,1.4689457479891664e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.4689457479891664e-07,DE,inf,False,,,,0.0,,,1.0,1.0
168,eGon2035,52040,66067,rural_heat_store_charger,2.0132360784140427e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,2.0132360784140427e-07,DE,inf,False,,,,0.0,,,1.0,1.0
169,eGon2035,52040,66067,rural_heat_store_charger,1.9185682160231473e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.9185682160231473e-07,DE,inf,False,,,,0.0,,,1.0,1.0
170,eGon2035,52040,66067,rural_heat_store_charger,2.145026918216761e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,2.145026918216761e-07,DE,inf,False,,,,0.0,,,1.0,1.0
171,eGon2035,52040,66067,rural_heat_store_charger,0.0,inf,0.0,0.0,0.8400000000000001,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
172,eGon2035,52040,66067,rural_heat_store_charger,1.9841739872955317e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.9841739872955317e-07,DE,inf,False,,,,0.0,,,1.0,1.0
173,eGon2035,52040,66067,rural_heat_store_charger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
174,eGon2035,52040,66067,rural_heat_store_charger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
175,eGon2035,52040,66067,rural_heat_store_charger,1.8232516368183425e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.8232516368183425e-07,DE,inf,False,,,,0.0,,,1.0,1.0
176,eGon2035,52040,66067,rural_heat_store_charger,1.9823559962543486e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.9823559962543486e-07,DE,inf,False,,,,0.0,,,1.0,1.0
177,eGon2035,52040,66067,rural_heat_store_charger,3.2736095007511196e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,3.2736095007511196e-07,DE,inf,False,,,,0.0,,,1.0,1.0
178,eGon2035,52040,66067,rural_heat_store_charger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
179,eGon2035,52040,66067,rural_heat_store_charger,1.9981769396119594e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.9981769396119594e-07,DE,inf,False,,,,0.0,,,1.0,1.0
180,eGon2035,52040,66067,rural_heat_store_charger,2.0340358251152415e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,2.0340358251152415e-07,DE,inf,False,,,,0.0,,,1.0,1.0
181,eGon2035,4,41276,dsm,78.19836656239086,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,78.19836656239086,DE,inf,False,,,,0.0,,,1.0,1.0
182,eGon2035,4,48653,power_to_H2,1.8311109474384888e-08,inf,27.45381865133243,0.0,0.7,0.0,0.0,1.0,0.0,1.8311109474384888e-08,DE,31.0,False,,,,0.0,,,1.0,1.0
183,eGon2035,4,52040,rural_heat_pump,707.4324058125567,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,707.4324058125567,DE,inf,False,,,,0.0,,,1.0,1.0
184,eGon2035,4,69914,BEV_charger,1329.5677303671837,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1329.5677303671837,DE,inf,False,,,,0.0,,,1.0,1.0
185,eGon2035,4,70812,power_to_H2,483.88140564484524,inf,27.45381865133243,0.0,0.7,0.0,0.0,1.0,0.0,483.88140564484524,DE,31.0,False,,,,0.0,,,1.0,1.0
186,eGon2035,4,70829,central_heat_pump,25.28947188928269,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.28947188928269,DE,inf,False,,,,0.0,,,1.0,1.0
187,eGon2035,4,70829,central_resistive_heater,25.821526301471323,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.821526301471323,DE,inf,False,,,,0.0,,,1.0,1.0
188,eGon2035,64835,50808,central_heat_store_discharger,2.292358260605167e-08,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,2.292358260605167e-08,DE,inf,False,,,,0.0,,,1.0,1.0
189,eGon2035,64947,50920,central_heat_store_discharger,2.4050921005412183e-08,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,2.4050921005412183e-08,DE,inf,False,,,,0.0,,,1.0,1.0
190,eGon2035,65868,51841,central_heat_store_discharger,0.6209075605612056,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.6209075605612056,DE,inf,False,,,,0.0,,,1.0,1.0
191,eGon2035,66067,52040,rural_heat_store_discharger,1.677686721587477e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.677686721587477e-07,DE,inf,False,,,,0.0,,,1.0,1.0
192,eGon2035,66067,52040,rural_heat_store_discharger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
193,eGon2035,66067,52040,rural_heat_store_discharger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
194,eGon2035,66067,52040,rural_heat_store_discharger,1.6241951083979269e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.6241951083979269e-07,DE,inf,False,,,,0.0,,,1.0,1.0
195,eGon2035,66067,52040,rural_heat_store_discharger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
196,eGon2035,66067,52040,rural_heat_store_discharger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
197,eGon2035,66067,52040,rural_heat_store_discharger,1.814688091655235e-07,inf,0.0,0.0,0.8400000000000001,0.0,0.0,1.0,0.0,1.814688091655235e-07,DE,inf,False,,,,0.0,,,1.0,1.0
198,eGon2035,66067,52040,rural_heat_store_discharger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
199,eGon2035,66067,52040,rural_heat_store_discharger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
200,eGon2035,66067,52040,rural_heat_store_discharger,1.1739481175328996e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.1739481175328996e-07,DE,inf,False,,,,0.0,,,1.0,1.0
201,eGon2035,66067,52040,rural_heat_store_discharger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
202,eGon2035,66067,52040,rural_heat_store_discharger,1.6633069080946423e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.6633069080946423e-07,DE,inf,False,,,,0.0,,,1.0,1.0
203,eGon2035,66067,52040,rural_heat_store_discharger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
204,eGon2035,66067,52040,rural_heat_store_discharger,1.7022703873176162e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,1.7022703873176162e-07,DE,inf,False,,,,0.0,,,1.0,1.0
205,eGon2035,66067,52040,rural_heat_store_discharger,2.575399707881561e-07,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,2.575399707881561e-07,DE,inf,False,,,,0.0,,,1.0,1.0
206,eGon2035,66067,52040,rural_heat_store_discharger,0.0,inf,0.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,DE,inf,False,,,,0.0,,,1.0,1.0
207,eGon2035,4,41276,dsm,486.93081719490687,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,486.93081719490687,DE,inf,False,,,,0.0,,,1.0,1.0
208,eGon2035,4,52040,rural_heat_pump,3043.0027377245074,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3043.0027377245074,DE,inf,False,,,,0.0,,,1.0,1.0
209,eGon2035,4,69914,BEV_charger,5786.302169203758,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,5786.302169203758,DE,inf,False,,,,0.0,,,1.0,1.0
210,eGon2035,4,70812,power_to_H2,483.8814056433189,inf,27.45381865133243,0.0,0.7,0.0,0.0,1.0,0.0,483.8814056433189,DE,31.0,False,,,,0.0,,,1.0,1.0
211,eGon2035,4,70815,central_heat_pump,39.57806131546919,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,39.57806131546919,DE,inf,False,,,,0.0,,,1.0,1.0
212,eGon2035,4,70815,central_resistive_heater,26.429540234868025,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.429540234868025,DE,inf,False,,,,0.0,,,1.0,1.0
213,eGon2035,4,70816,central_heat_pump,6.019221629547311,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.019221629547311,DE,inf,False,,,,0.0,,,1.0,1.0
214,eGon2035,4,70816,central_resistive_heater,7.984306973245035,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.984306973245035,DE,inf,False,,,,0.0,,,1.0,1.0
215,eGon2035,70798,4,OCGT,1945.2380952380954,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,1945.2380952380954,DE,inf,True,,,,9.6,,1.0,0.2,0.2
216,eGon2035,70798,4,central_gas_CHP,3856.802168226943,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.127385599694423,3856.802168226943,DE,inf,False,,,,0.0,,,1.0,1.0
217,eGon2035,70798,4,industrial_gas_CHP,2607.2539064183616,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,2607.2539064183616,DE,inf,False,,,,0.0,,,1.0,1.0
218,eGon2035,70798,4,central_gas_CHP,2160.648148029034,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.112313656753875,2160.648148029034,DE,inf,False,,,,0.0,,,1.0,1.0
219,eGon2035,70798,4,industrial_gas_CHP,621.798353542988,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,621.798353542988,DE,inf,False,,,,0.0,,,1.0,1.0
220,eGon2035,70798,4,central_gas_CHP,4720.115587281303,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.118937292865865,4720.115587281303,DE,inf,False,,,,0.0,,,1.0,1.0
221,eGon2035,70798,4,industrial_gas_CHP,2213.022658156991,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,2213.022658156991,DE,inf,False,,,,0.0,,,1.0,1.0
222,eGon2035,70798,4,OCGT,939.5238095238096,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,939.5238095238096,DE,inf,True,,,,9.6,,1.0,0.2,0.2
223,eGon2035,70798,4,central_gas_CHP,9303.62903633546,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.125456551436944,9303.62903633546,DE,inf,False,,,,0.0,,,1.0,1.0
224,eGon2035,70798,4,industrial_gas_CHP,5048.135070431466,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,5048.135070431466,DE,inf,False,,,,0.0,,,1.0,1.0
225,eGon2035,70798,4,OCGT,4873.809523809524,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,4873.809523809524,DE,inf,True,,,,9.6,,1.0,0.2,0.2
226,eGon2035,70798,4,central_gas_CHP,16785.549920802066,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.121728682709695,16785.549920802066,DE,inf,False,,,,0.0,,,1.0,1.0
227,eGon2035,70798,4,industrial_gas_CHP,2894.3323906541955,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,2894.3323906541955,DE,inf,False,,,,0.0,,,1.0,1.0
228,eGon2035,70798,4,OCGT,2233.3333333333335,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,2233.3333333333335,DE,inf,True,,,,9.6,,1.0,0.2,0.2
229,eGon2035,70798,4,central_gas_CHP,1952.9488389026835,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.108476266380679,1952.9488389026835,DE,inf,False,,,,0.0,,,1.0,1.0
230,eGon2035,70798,4,industrial_gas_CHP,1033.459693854788,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,1033.459693854788,DE,inf,False,,,,0.0,,,1.0,1.0
231,eGon2035,70798,4,central_gas_CHP,100.32565379961258,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.142500000000001,100.32565379961258,DE,inf,False,,,,0.0,,,1.0,1.0
232,eGon2035,70798,4,industrial_gas_CHP,2052.7950087891095,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,2052.7950087891095,DE,inf,False,,,,0.0,,,1.0,1.0
233,eGon2035,70798,4,OCGT,243.57142857142858,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,243.57142857142858,DE,inf,True,,,,9.6,,1.0,0.2,0.2
234,eGon2035,70798,4,central_gas_CHP,5411.183624068237,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.124334817289086,5411.183624068237,DE,inf,False,,,,0.0,,,1.0,1.0
235,eGon2035,70798,4,industrial_gas_CHP,573.9183866062058,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,573.9183866062058,DE,inf,False,,,,0.0,,,1.0,1.0
236,eGon2035,70798,4,central_gas_CHP,5000.212937240214,inf,0.0,0.0,0.43000000000000005,0.0,0.0,1.0,4.119416473128635,5000.212937240214,DE,inf,False,,,,0.0,,,1.0,1.0
237,eGon2035,70798,4,industrial_gas_CHP,617.7156437399425,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,617.7156437399425,DE,inf,False,,,,0.0,,,1.0,1.0
238,eGon2035,70798,4,central_gas_CHP,12089.267012521643,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.118606242160165,12089.267012521643,DE,inf,False,,,,0.0,,,1.0,1.0
239,eGon2035,70798,4,industrial_gas_CHP,943.0811131525139,inf,0.0,0.0,0.43000000000000005,0.0,0.0,1.0,4.15,943.0811131525139,DE,inf,False,,,,0.0,,,1.0,1.0
240,eGon2035,70798,4,central_gas_CHP,5704.263444957873,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.124222423818012,5704.263444957873,DE,inf,False,,,,0.0,,,1.0,1.0
241,eGon2035,70798,4,industrial_gas_CHP,385.4578971938041,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,385.4578971938041,DE,inf,False,,,,0.0,,,1.0,1.0
242,eGon2035,70798,4,central_gas_CHP,1859.8209029416705,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.121684109541253,1859.8209029416705,DE,inf,False,,,,0.0,,,1.0,1.0
243,eGon2035,70798,4,industrial_gas_CHP,807.020527001763,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,807.020527001763,DE,inf,False,,,,0.0,,,1.0,1.0
244,eGon2035,70798,50808,central_gas_CHP_heat,176.007,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,176.007,DE,inf,False,,,,0.0,,,1.0,1.0
245,eGon2035,70798,50808,central_gas_boiler,17366.70861468983,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,17366.70861468983,DE,inf,False,,,,0.0,,,1.0,1.0
246,eGon2035,70798,50920,central_gas_CHP_heat,122.22604999999996,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,122.22604999999996,DE,inf,False,,,,0.0,,,1.0,1.0
247,eGon2035,70798,50920,central_gas_boiler,141682.8852702925,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,141682.8852702925,DE,inf,False,,,,0.0,,,1.0,1.0
248,eGon2035,70798,51841,central_gas_CHP_heat,693.3014499999999,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,693.3014499999999,DE,inf,False,,,,0.0,,,1.0,1.0
249,eGon2035,70798,51841,central_gas_boiler,386819.52924501366,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,386819.52924501366,DE,inf,False,,,,0.0,,,1.0,1.0
250,eGon2035,70798,4,OCGT,436.6666666666667,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,436.6666666666667,DE,inf,True,,,,9.6,,1.0,0.2,0.2
251,eGon2035,70798,4,central_gas_CHP,2212.0290386578527,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.124368279569893,2212.0290386578527,DE,inf,False,,,,0.0,,,1.0,1.0
252,eGon2035,70798,4,industrial_gas_CHP,187.01502310394187,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,187.01502310394187,DE,inf,False,,,,0.0,,,1.0,1.0
253,eGon2035,70798,4,OCGT,3350.0,inf,0.0,0.0,0.42,0.0,0.2,1.0,10.714285714285715,3350.0,DE,inf,True,,,,9.6,,1.0,0.2,0.2
254,eGon2035,70798,4,central_gas_CHP,6465.821393415574,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.117359648788483,6465.821393415574,DE,inf,False,,,,0.0,,,1.0,1.0
255,eGon2035,70798,4,industrial_gas_CHP,975.431225835147,inf,0.0,0.0,0.43,0.0,0.0,1.0,4.15,975.431225835147,DE,inf,False,,,,0.0,,,1.0,1.0
256,eGon2035,70798,70812,CH4_to_H2,9.49332547813221e-09,inf,43.78317387862049,0.0,0.74,0.0,0.0,1.0,0.0,9.49332547813221e-09,DE,25.0,False,,,,0.0,,,1.0,1.0
257,eGon2035,70798,70813,central_gas_CHP_heat,261.13483,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,261.13483,DE,inf,False,,,,0.0,,,1.0,1.0
258,eGon2035,70798,70813,central_gas_boiler,177554.4889963222,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,177554.4889963222,DE,inf,False,,,,0.0,,,1.0,1.0
259,eGon2035,70798,70814,central_gas_CHP_heat,2393.7125,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,2393.7125,DE,inf,False,,,,0.0,,,1.0,1.0
260,eGon2035,70798,70814,central_gas_boiler,454007.8547026764,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,454007.8547026764,DE,inf,False,,,,0.0,,,1.0,1.0
261,eGon2035,70798,70815,central_gas_CHP_heat,1823.81148,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,1823.81148,DE,inf,False,,,,0.0,,,1.0,1.0
262,eGon2035,70798,70815,central_gas_boiler,363401.9108348991,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,363401.9108348991,DE,inf,False,,,,0.0,,,1.0,1.0
263,eGon2035,70798,70816,central_gas_CHP_heat,1059.2147,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,1059.2147,DE,inf,False,,,,0.0,,,1.0,1.0
264,eGon2035,70798,70816,central_gas_boiler,479376.57625127834,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,479376.57625127834,DE,inf,False,,,,0.0,,,1.0,1.0
265,eGon2035,70798,70817,central_gas_CHP_heat,2346.55422,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,2346.55422,DE,inf,False,,,,0.0,,,1.0,1.0
266,eGon2035,70798,70817,central_gas_boiler,852933.4948958815,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,852933.4948958815,DE,inf,False,,,,0.0,,,1.0,1.0
267,eGon2035,70798,70818,central_gas_CHP_heat,1344.11071,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,1344.11071,DE,inf,False,,,,0.0,,,1.0,1.0
268,eGon2035,70798,70818,central_gas_boiler,242177.2468221629,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,242177.2468221629,DE,inf,False,,,,0.0,,,1.0,1.0
269,eGon2035,70798,70819,central_gas_CHP_heat,836.29875,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,836.29875,DE,inf,False,,,,0.0,,,1.0,1.0
270,eGon2035,70798,70819,central_gas_boiler,178988.56035199575,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,178988.56035199575,DE,inf,False,,,,0.0,,,1.0,1.0
271,eGon2035,70798,70820,central_gas_CHP_heat,646.8663700000001,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,646.8663700000001,DE,inf,False,,,,0.0,,,1.0,1.0
272,eGon2035,70798,70820,central_gas_boiler,492160.0765396952,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,492160.0765396952,DE,inf,False,,,,0.0,,,1.0,1.0
273,eGon2035,70798,70821,central_gas_CHP_heat,4108.4716,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,4108.4716,DE,inf,False,,,,0.0,,,1.0,1.0
274,eGon2035,70798,70821,central_gas_boiler,1358223.826578837,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,1358223.826578837,DE,inf,False,,,,0.0,,,1.0,1.0
275,eGon2035,70798,70822,central_gas_CHP_heat,1168.5114,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,1168.5114,DE,inf,False,,,,0.0,,,1.0,1.0
276,eGon2035,70798,70822,central_gas_boiler,272308.90271113743,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,272308.90271113743,DE,inf,False,,,,0.0,,,1.0,1.0
277,eGon2035,70798,70824,central_gas_CHP_heat,4190.05866,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,4190.05866,DE,inf,False,,,,0.0,,,1.0,1.0
278,eGon2035,70798,70824,central_gas_boiler,1505711.4228940927,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,1505711.4228940927,DE,inf,False,,,,0.0,,,1.0,1.0
279,eGon2035,70798,70826,central_gas_CHP_heat,1991.9257,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,1991.9257,DE,inf,False,,,,0.0,,,1.0,1.0
280,eGon2035,70798,70826,central_gas_boiler,465702.1575103166,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,465702.1575103166,DE,inf,False,,,,0.0,,,1.0,1.0
281,eGon2035,70798,70827,central_gas_CHP_heat,154.85442,inf,0.0,0.0,2.866666666666667,0.0,0.0,1.0,0.0,154.85442,DE,inf,False,,,,0.0,,,1.0,1.0
282,eGon2035,70798,70827,central_gas_boiler,131921.25919788206,inf,0.0,0.0,1.04,0.0,0.0,1.0,1.0,131921.25919788206,DE,inf,False,,,,0.0,,,1.0,1.0
