bus,cluster,foreign,medoid_idx
13798,250,,
138,69,,
13812,3,,
13817,59,,
13831,137,,
13832,137,,
13835,145,,
13837,145,,
13870,197,,
13881,5,,
13890,272,,
13898,136,,
13926,105,,
1393,40,,
13931,1,,
13933,1,,
1394,40,,
13942,233,,
13943,233,,
13959,105,,
13975,105,,
13990,210,,
13996,3,,
14007,114,,
14008,114,,
14009,58,,
14010,114,,
14025,234,,
14032,148,,
14034,276,,
1405,66,,
14052,98,,
1406,66,,
14066,210,,
1407,66,,
1408,66,,
14108,145,,
1411,66,,
14111,88,,
14113,88,,
14114,145,,
14115,145,,
14142,9,,
14149,98,,98
14188,21,,
14190,21,,
14194,21,,
1420,222,,
14201,243,,
1421,222,,
14229,197,,
14231,197,,
14232,197,,
14233,197,,
14234,197,,
14266,64,,
14267,64,,
143,180,,
14324,178,,
14340,234,,
14349,181,,
14353,268,,
14355,268,,
1438,42,,
1440,42,,
14405,103,,
14406,103,,
14420,34,,
14437,226,,
1446,88,,
1447,88,,
14470,243,,
14472,243,,
14497,269,,
14522,86,,
1454,173,,
1455,173,,
1458,173,,
14610,17,,17
1463,217,,
14636,132,,
14638,106,,
14652,263,,
14654,190,,
14657,279,,
14660,279,,
14663,179,,
14664,179,,
14667,120,,120
14674,210,,
14675,210,,
14676,210,,
14689,85,,
14721,151,,
14723,151,,
14727,67,,
14737,113,,
1474,16,,
14741,113,,
1475,16,,
14750,101,,
14760,59,,59
14761,59,,
14769,279,,
14770,279,,
14773,42,,
14776,42,,
14780,279,,
14789,279,,
14791,279,,279
14799,3,,
1480,16,,
14809,65,,
14812,120,,
1482,16,,
14829,240,,
1485,63,,
14856,134,,
1486,63,,
14860,285,,
14863,285,,
14886,40,,
14887,40,,
1489,63,,
14890,52,,
14891,90,,
14892,52,,
14897,90,,
14900,190,,
14901,190,,
14903,190,,
14908,85,,
14910,85,,
14916,247,,
14918,247,,
14920,84,,
14921,84,,
14932,165,,
14938,227,,
1494,263,,
14953,101,,
14969,43,,
1497,263,,
14970,43,,
14974,43,,43
1498,179,,
14986,176,,
14988,214,,
14993,84,,
14995,84,,
14996,84,,
15014,96,,
15017,96,,
15022,120,,
15023,120,,
15025,120,,
1503,41,,
15032,190,,
15038,179,,
15041,263,,
15043,263,,
15050,248,,
15051,248,,
1507,41,,
15070,272,,
15077,77,,
15080,190,,
15083,190,,
15084,190,,
1509,192,,
15090,2,,
15093,2,,
15102,3,,
15103,3,,
15105,3,,
1511,192,,
15110,67,,
15111,122,,
15112,122,,
15114,122,,122
15115,122,,
15117,89,,
1513,192,,
15134,42,,
15138,42,,
1514,192,,
15141,29,,
1515,192,,
1516,192,,
15170,9,,
15171,9,,
1518,192,,
15182,208,,
15185,14,,
15190,42,,
15192,184,,
15195,42,,
15199,143,,
1520,75,,
15202,143,,143
15203,143,,
15219,176,,
15220,176,,
15223,176,,
15224,176,,
15233,101,,
15242,42,,
15256,71,,
15257,71,,
15271,9,,
153,111,,
15317,14,,
15319,82,,
15324,113,,
15350,279,,
15369,3,,
15374,3,,
154,111,,
15427,91,,
1544,208,,
15445,248,,
15465,77,,
15468,77,,
1547,208,,
1549,47,,
15499,154,,
15503,190,,
15504,190,,
15508,121,,
15510,121,,
15517,185,,
15518,185,,185
15519,185,,
1552,284,,
15521,185,,
15522,185,,
15523,19,,
15525,185,,
15530,19,,
15532,185,,
15547,57,,
15549,57,,
15557,255,,
15572,111,,
15573,111,,
15574,111,,
15585,111,,
15589,151,,
15628,108,,
1564,132,,
15642,210,,
1566,132,,
15660,279,,
1567,132,,
1568,132,,
15681,259,,
15696,167,,
15698,167,,
15701,96,,
1575,161,,
15758,71,,
15759,71,,
1576,161,,
15769,234,,
15774,163,,
158,111,,
15804,240,,
15805,240,,
1583,66,,66
15840,165,,
15841,165,,
15891,196,,
15912,52,,
15915,279,,
15916,279,,
15937,102,,
15940,165,,
15941,165,,
15967,234,,
16,2,,
160,77,,
16004,239,,
16005,239,,
16027,96,,
1603,77,,
16055,283,,
16076,167,,
16077,239,,
161,77,,
16109,48,,48
16115,48,,
16116,148,,
1613,161,,
16133,111,,
16134,111,,
1616,234,,
16193,85,,
16200,52,,
1629,147,,
16294,276,,
1637,88,,
16389,108,,
1640,88,,
16435,9,,
16436,9,,
16438,9,,
16439,9,,
16456,206,,
16459,102,,
16464,146,,
16466,146,,146
16479,224,,
16483,42,,
16485,42,,
16491,49,,
16498,186,,
16506,75,,
16513,220,,220
16514,220,,
16526,83,,
16527,83,,
16563,276,,
16565,276,,
16566,276,,
16576,224,,
16583,113,,
16585,224,,
1659,133,,
16590,157,,
16598,102,,
1660,133,,
16603,100,,100
16605,100,,
16607,100,,
16608,100,,
16611,100,,
16615,118,,
16616,118,,
16628,121,,
16630,121,,
16633,259,,
16637,224,,
16638,224,,
16643,238,,
16647,238,,
16651,261,,
16653,261,,
16665,208,,
16680,34,,
16691,75,,
16703,238,,
16705,238,,
16724,100,,
16725,100,,
16739,191,,
16752,259,,
16755,233,,
16757,233,,
1676,80,,
16760,233,,
16771,91,,
16772,91,,
16775,91,,
16776,267,,
16777,267,,
16781,267,,267
16795,147,,
1680,64,,
16803,91,,
16812,75,,
16813,75,,
16825,224,,
16829,187,,187
16834,187,,
1684,64,,
16844,224,,
1685,64,,
16852,96,,
16855,96,,
1686,64,,
16860,83,,
16862,276,,
16867,255,,
16877,259,,
16878,259,,
16879,259,,
1689,195,,
1693,195,,
16930,53,,
16932,53,,
16941,53,,
1695,195,,
16954,227,,
1696,195,,
16967,276,,
16968,83,,
16969,276,,
1697,195,,
16978,199,,
16980,199,,
16996,161,,161
1702,86,,
17024,96,,
17025,96,,
17072,208,,
1709,95,,
17095,227,,
171,77,,
1710,95,,
17101,227,,
17102,227,,
17120,147,,
17131,224,,
17154,106,,
17155,106,,
17156,106,,
17157,106,,
1718,195,,
17205,186,,
17226,251,,
1723,251,,
1724,195,,
17249,220,,
1726,195,,
17261,224,,
17265,50,,
1727,195,,
17297,272,,
17298,272,,
173,147,,
17300,210,,
1733,237,,
17343,42,,
1736,80,,
17397,259,,
174,147,,
1740,80,,
17401,259,,
17403,259,,
1743,80,,
17432,233,,
17443,279,,
17450,224,,
17454,224,,
17458,106,,
17460,106,,
175,147,,
17524,113,,
17539,41,,
1754,282,,
17546,226,,
17550,234,,
17552,234,,
17578,234,,
17579,234,,
17585,106,,
17591,238,,
17604,118,,
17607,118,,
17628,220,,
17680,132,,
17682,132,,
17695,125,,
1770,142,,
17719,161,,
17729,276,,
17738,28,,
1774,142,,
17773,77,,
17774,227,,
17777,77,,
17781,77,,
178,147,,
1780,142,,
1783,142,,
1785,53,,
17860,276,,
17862,276,,
1787,53,,
1789,142,,
1791,53,,
1797,188,,
1798,188,,
1801,188,,
18017,161,,
18036,276,,
18039,176,,
18042,176,,
18044,176,,
18063,51,,
18078,248,,
18087,115,,
18089,115,,
18098,203,,
18099,203,,
181,158,,
1810,169,,
18101,24,,
18102,203,,
18107,132,,
18113,70,,
18115,70,,
18116,70,,
18130,98,,
18133,217,,
18134,217,,
18146,115,,
1815,195,,
18150,115,,
18157,256,,
1816,195,,
18160,256,,
18172,152,,
18173,152,,
18175,152,,
18178,152,,
18190,78,,
18191,78,,
18195,78,,
18197,78,,
18199,78,,
18210,147,,
18214,147,,
18215,147,,
18216,147,,
18217,147,,
18225,115,,
18229,115,,
18230,115,,
1825,103,,
18253,24,,
18254,24,,
18255,24,,
1826,103,,
18262,161,,
18263,161,,
18278,113,,
18295,96,,
1830,115,,
18301,101,,
18306,115,,
18310,181,,
18311,181,,
18315,181,,
18318,181,,
18322,28,,
18323,28,,
18331,124,,
18333,124,,
18341,203,,
18344,152,,
18345,152,,
18346,60,,
18349,152,,
1836,115,,
18366,132,,
18371,132,,
18390,49,,
18392,196,,
18396,176,,
18397,176,,
18399,176,,
1840,251,,
18403,115,,
18411,161,,
18413,161,,
18427,28,,28
1845,273,,
18451,276,,
18453,276,,
18458,256,,
18461,147,,
18462,147,,
1848,273,,
1849,273,,
185,158,,
1850,273,,
18504,147,,
18508,101,,
1851,273,,
18516,98,,
18544,68,,
18557,24,,
18558,24,,
1856,239,,
18560,24,,
18562,203,,
18563,203,,
18564,203,,
18567,203,,
1857,239,,
18571,24,,
18578,62,,
186,158,,
18600,189,,
1861,33,,
1862,33,,
18644,98,,
18645,98,,
18649,98,,
18653,152,,
1869,188,,
18694,132,,
18697,189,,
1870,188,,
18704,265,,
18706,265,,
18712,145,,
18714,97,,
18716,97,,
18722,97,,
18724,97,,
18728,98,,
18734,152,,
18737,152,,
18738,152,,
18756,101,,
18781,132,,
1881,174,,
18819,248,,
1882,174,,
18820,221,,
18822,221,,
1883,174,,
18836,265,,
18837,265,,
18839,265,,
18840,265,,
1885,174,,
18881,51,,
18883,147,,
18903,268,,
1892,188,,
1893,188,,
1895,188,,
18953,268,,
18976,51,,
18978,51,,
18981,51,,
18985,98,,
19,2,,
1905,168,,
19056,152,,152
19058,152,,
19064,253,,
1907,126,,126
19073,24,,
1908,168,,
19098,203,,
19099,203,,
1911,80,,
1912,80,,
19120,265,,
19122,265,,
19123,265,,265
19124,265,,
1914,45,,
19140,24,,
19146,202,,202
19147,202,,
1915,215,,
19152,172,,
19154,232,,232
1916,215,,
19166,265,,
1917,215,,
19170,68,,
1918,215,,
19204,68,,
19206,68,,
19214,152,,
1926,215,,
19278,248,,
19279,248,,
1928,195,,
19280,248,,
19282,248,,
19284,248,,
1930,195,,
19301,51,,
19335,24,,
19336,24,,
19337,24,,
19338,24,,
19339,24,,
19340,24,,
19341,24,,
19345,24,,
1936,195,,
1937,195,,
1938,195,,
1939,195,,
19392,24,,
19393,217,,
19395,217,,
194,61,,
1940,195,,
1941,195,,
1944,30,,
1945,30,,
1947,74,,
1948,74,,
19497,255,,
19539,51,,
19566,124,,
1957,239,,
19577,98,,
19579,98,,
1958,239,,
19580,98,,
1960,239,,
1963,239,,
1966,239,,
19682,161,,
19683,161,,
1969,239,,
197,177,,
1970,212,,
1972,212,,
1974,212,,
19774,24,,
19776,24,,
19797,238,,
1987,205,,
1988,205,,
1994,115,,
1997,115,,
19972,9,,
1998,115,,
1999,115,,
2,147,,
200,159,,
2000,115,,
2002,174,,
2003,174,,
2004,174,,
2005,174,,
20050,116,,
20068,233,,
2007,174,,
20072,233,,
201,159,,
2010,174,,174
20103,188,,
20116,285,,
2013,174,,
20142,195,,
2015,174,,
20150,160,,
20253,95,,
20268,80,,
2031,188,,
2034,188,,
2035,188,,
2038,188,,
2054,13,,
2055,13,,
2057,13,,
2059,7,,
2061,239,,
20623,53,,
20693,137,,
2070,80,,
20702,275,,
20704,275,,
2071,80,,
20715,272,,
20720,173,,
20734,275,,
2074,195,,
2075,195,,
20754,272,,
20765,137,,
20788,233,,
2080,142,,
20812,34,,
20813,34,,
20837,233,,
20838,160,,
2084,142,,
20880,34,,
20882,2,,
20884,137,,
209,88,,
2090,195,,
2096,195,,
2097,195,,
210,88,,
2106,195,,
2109,285,,
21141,233,,
2116,80,,
2117,80,,
2118,80,,
2123,80,,
213,103,,
2130,142,,
21309,137,,
21310,137,,
2132,227,,
2133,227,,
21339,160,,
2137,188,,
2140,188,,
2141,188,,
21439,76,,
2144,188,,
21441,76,,
21445,169,,
21446,9,,
21447,9,,
21453,140,,
21461,34,,
21462,34,,
21487,85,,
21489,145,,
21491,74,,
21496,280,,
21530,280,,
21540,280,,
21550,280,,
2156,195,,
21563,9,,
21569,250,,
2157,195,,
21570,250,,
21576,226,,
21581,9,,
21596,,43775,
21606,211,,
21622,226,,
21624,226,,
2164,195,,
2165,195,,
2166,195,,
21675,215,,
21679,8,,
21686,147,,
21687,147,,
21698,81,,
217,233,,
21707,200,,
21714,197,,
21717,16,,
21719,237,,
2172,86,,
21726,137,,
2173,86,,
21738,248,,
2174,86,,
21740,169,,
21742,268,,
21743,268,,
21745,47,,
21748,173,,
21749,173,,
21755,176,,
21768,101,,
2177,86,,
21772,170,,
21774,214,,
21781,218,,
21786,173,,
21788,173,,
2179,86,,
21793,9,,
21795,173,,
218,233,,
21808,145,,
21810,282,,
21812,53,,
21813,145,,
21815,169,,
21817,9,,
21826,106,,
2184,205,,
21841,12,,
21849,32,,
21853,9,,
21857,258,,
21858,223,,
21859,139,,
21860,139,,
21861,139,,
21862,139,,
21870,17,,
21871,17,,
21881,145,,
21885,145,,
21893,105,,
21894,276,,
21897,134,,
219,48,,
2190,205,,
21911,134,,
21912,134,,
21913,224,,
21918,47,,
21919,88,,
21920,88,,
21921,88,,
21926,224,,
2193,205,,
21938,215,,
2194,205,,
21952,276,,
21956,251,,
21961,91,,
21962,91,,
21963,193,,
21964,193,,
21966,98,,
2197,205,,
21975,134,,
21978,65,,
21980,65,,
21981,12,,
21984,139,,
21989,95,,
2199,205,,
220,48,,
2200,251,,
22001,160,,
22003,200,,
22004,200,,
22005,215,,
22008,200,,
2201,251,,
22013,200,,
22017,200,,
22020,17,,
22021,17,,
22023,193,,
22027,214,,
22028,214,,
22032,169,,
22034,169,,
22037,52,,
22038,215,,
22042,214,,
22047,92,,
2205,251,,
22051,94,,
22052,250,,
22055,193,,
22056,52,,
22057,52,,
22059,193,,
2206,251,,
22060,193,,
22063,193,,
22064,193,,
22069,173,,
2207,251,,
22070,173,,
22072,242,,
22081,109,,
22089,139,,
22090,241,,
22100,139,,
22101,139,,
22104,134,,
22107,128,,
22109,106,,
22113,134,,
22114,81,,
22115,160,,
22119,52,,
22120,252,,
22123,252,,
22126,250,,
22128,169,,
22132,248,,
22133,211,,
22134,211,,
22135,52,,
22136,160,,
22138,137,,
22139,137,,
22142,252,,
22146,252,,
22147,169,,
2215,251,,
22152,169,,
22153,90,,
22157,134,,
22163,160,,
22167,90,,
22168,243,,
22172,282,,
22176,282,,
22177,282,,
22178,160,,
22179,160,,
2218,169,,
22189,173,,
2219,169,,
22196,223,,
22203,17,,
22206,9,,
22215,145,,
22221,145,,
22222,145,,
22223,137,,
22229,137,,
2223,195,,
22236,268,,
22238,105,,
2224,195,,
22241,268,,
22244,268,,
22245,105,,
22246,105,,
22252,139,,
22256,144,,
22258,275,,
2226,195,,
22267,105,,
22268,9,,
2227,195,,
22270,268,,
22276,144,,144
22280,9,,
22283,134,,
22298,268,,
22300,243,,
22304,106,,
22308,9,,
22309,9,,
22313,35,,
22318,81,,
22319,139,,
22320,139,,
22323,30,,
22325,9,,
22327,9,,
22332,45,,
22334,9,,
22339,105,,
22340,105,,
22341,79,,
22344,30,,
22355,116,,
22356,116,,
22362,116,,
22376,153,,
2238,103,,
22382,139,,
22384,214,,
22386,124,,
22387,245,,
22388,245,,
22394,190,,
22397,151,,
224,233,,
2240,103,,
22406,32,,
22444,278,,
22445,12,,
22448,211,,
22473,106,,
22475,0,,
22478,105,,
22479,34,,
22485,252,,
22504,52,,
22553,173,,
2256,126,,
22560,200,,
2258,126,,
22581,90,,
22583,116,,
22588,173,,
22597,124,,
22613,84,,
22614,84,,
22635,275,,
2267,251,,
22695,54,,
22700,144,,
22718,127,,
2272,251,,
22724,9,,
22742,223,,
22746,223,,
22749,188,,
22754,72,,
22760,125,,
22769,19,,
22780,88,,
22800,172,,
22821,4,,
22823,4,,
22829,174,,
2283,80,,
22841,215,,
22856,192,,
22911,148,,
22947,70,,
22948,34,,
22952,60,,
2297,115,,
22981,2,,
22983,285,,
22986,197,,
22988,102,,
22989,94,,
22991,245,,
22994,73,,
22997,106,,
22998,133,,
23005,174,,
23008,9,,
23013,110,,
23019,102,,102
23020,178,,
23024,65,,
23025,65,,
23028,65,,
23029,65,,
23032,160,,
23034,242,,
23036,188,,
23037,60,,
23041,222,,
23043,9,,
23050,209,,
23051,209,,
23058,8,,
23059,8,,
23060,276,,
23061,276,,
23062,276,,
23063,276,,
23066,50,,
2307,195,,
23076,47,,
23083,263,,
23089,80,,
23099,160,,
231,233,,
23100,160,,
23101,278,,
23106,78,,
23107,78,,
23109,190,,
23110,190,,
23116,34,,
23122,275,,
23123,285,,
23124,285,,
23125,34,,
23126,34,,
23127,41,,
23128,169,,
23144,169,,
23149,1,,
23150,16,,
23151,169,,
23155,265,,
23170,186,,
23173,195,,
23175,1,,
23177,1,,
23178,1,,
23187,130,,
23188,130,,
23189,130,,
23191,186,,
23195,106,,
23198,133,,
232,233,,
23203,84,,
23207,65,,
2322,251,,
23220,282,,
23224,1,,
23228,172,,
23232,160,,
23234,186,,
23236,33,,
23246,33,,
23251,265,,
23254,95,,
23255,95,,
23257,263,,
23258,172,,
23264,160,,
23270,134,,
23274,34,,
23276,282,,282
23278,224,,
2328,80,,
23286,285,,
23289,145,,
23291,245,,
23292,151,,
23293,134,,
2330,251,,
23303,62,,
23304,51,,
23305,51,,
23306,172,,
2331,251,,
23312,102,,
23315,213,,
23319,2,,
23329,94,,
2333,251,,
23330,1,,
23332,106,,
23336,2,,
23340,134,,
2335,251,,
23350,282,,
23353,217,,
23358,172,,
2336,251,,
23361,84,,
23363,215,,
2337,251,,
23373,134,,
23374,151,,
23382,221,,
23388,94,,
23389,51,,
23396,127,,
23397,127,,
23398,84,,
23402,65,,
23404,211,,
2342,172,,
23423,0,,
23427,139,,
23428,115,,
23430,88,,
23431,88,,
2344,95,,
23444,50,,
23446,104,,
23447,277,,
2345,95,,
23451,88,,
23453,33,,
23454,33,,
2346,95,,
23464,211,,
23467,130,,
23468,174,,
23473,133,,
23477,174,,
23482,161,,
23487,285,,
23489,173,,
2349,33,,
23490,88,,
23493,88,,
2350,188,,
23502,285,,
23504,125,,
23507,285,,
23517,11,,
23523,17,,
23528,263,,
2353,237,,
23530,263,,263
23532,160,,
23535,145,,
23541,114,,
23542,114,,
23545,94,,
23546,277,,
2355,237,,
23552,9,,
23562,198,,
23567,160,,
23568,160,,
23570,276,,
23577,216,,
2358,237,,
23580,139,,
23581,139,,
23592,276,,
23593,276,,276
23596,51,,
23597,282,,
23601,48,,
23604,269,,
23623,133,,
23624,246,,
23626,246,,
23637,102,,
23638,14,,
23641,12,,
23642,213,,
23646,31,,
23649,9,,
23658,178,,178
23668,102,,
2367,86,,
23683,91,,
23696,160,,
23697,17,,
23700,17,,
23702,65,,
23704,91,,
23705,91,,
23714,94,,
23721,17,,
23725,222,,
23733,65,,
23736,24,,
23737,217,,
23745,123,,
23758,248,,
2376,56,,
23763,65,,
23765,65,,
23768,105,,
2377,251,,
23770,79,,
23773,14,,
23776,222,,
23780,17,,
23781,17,,
23784,160,,160
23785,62,,
23786,62,,
23787,140,,
23789,17,,
2379,251,,
23791,160,,
23798,81,,81
23799,140,,
23800,140,,
23805,81,,
23807,247,,
23812,160,,
23813,160,,
23814,160,,
23815,3,,
23816,3,,
23819,62,,
23821,52,,
23835,172,,
23837,72,,
23842,134,,
23843,216,,
23852,160,,
23862,17,,
23863,130,,
23877,123,,
23890,242,,
23892,242,,
23896,92,,
23899,9,,
23907,248,,
23912,92,,
23914,105,,
23917,9,,
23920,173,,
23924,9,,
23928,134,,
23939,9,,9
2394,86,,
23949,241,,
23952,91,,
23955,47,,
23956,104,,
23965,102,,
2397,12,,
23970,158,,
23978,65,,
23979,160,,
2398,86,,
2399,86,,
24005,217,,
24010,161,,
24013,160,,
24014,282,,
24016,246,,
24019,81,,
24020,3,,
24023,98,,
24028,145,,
24029,145,,
24034,246,,
24035,246,,246
24047,137,,
24049,70,,
24057,30,,
24069,275,,
24073,79,,
24078,34,,
24079,275,,
24082,101,,
24083,101,,
24089,153,,
24094,181,,
2410,251,,
24106,151,,
2412,251,,
24129,265,,
24135,105,,
24136,105,,
24137,79,,
24140,91,,
24150,270,,
24153,159,,
24156,94,,
24161,278,,
24168,217,,
24170,9,,
24172,275,,
24175,278,,
24179,278,,
24203,174,,
24204,243,,
24215,209,,
24226,136,,
24227,136,,
24238,217,,
2425,142,,
24262,9,,
24265,228,,
2427,142,,
24283,136,,
24284,145,,
24285,145,,
24297,217,,
24305,217,,
24306,217,,
24307,217,,
24308,217,,
2431,142,,
24314,217,,
24315,217,,
24317,217,,
24321,124,,
24323,276,,
24324,190,,
24327,124,,
24328,124,,
24329,130,,
2433,53,,
24330,217,,
24332,60,,60
24334,124,,
24338,124,,
24340,276,,
24342,276,,
24343,276,,
24344,276,,
2435,142,,
24352,147,,
24353,147,,
24360,124,,
24362,116,,
24364,124,,
24368,78,,
24370,276,,
24373,78,,
24376,147,,
24377,144,,
2438,142,,
24382,101,,
24390,101,,
24391,145,,
24397,124,,
24398,78,,
24407,31,,
24411,124,,
2443,195,,
24440,17,,
24442,78,,
24443,195,,
24447,78,,78
24448,78,,
24449,161,,
24451,91,,
24452,91,,
2446,195,,
