name,scn_name,v_nom,carrier,x,y,geom,country
36067,eGon2035,380.0,AC,13.572584000029671,52.414927443964686,POINT (13.572584000029671 52.414927443964686),DE
31927,eGon2035,380.0,AC,9.725994449103187,54.28781293232093,POINT (9.725994449103187 54.28781293232093),DE
36056,eGon2035,380.0,AC,10.0540581,54.34624470000001,POINT (10.0540581 54.34624470000001),DE
11830,eGon2035,380.0,AC,10.0993241,53.593979000000004,POINT (10.0993241 53.593979000000004),DE
15350,eGon2035,380.0,AC,9.413419300000001,54.7717813,POINT (9.413419300000001 54.7717813),DE
13817,eGon2035,380.0,AC,9.7237416,54.2868645,POINT (9.7237416 54.2868645),DE
14761,eGon2035,380.0,AC,9.739218900000001,54.3251524,POINT (9.739218900000001 54.3251524),DE
11853,eGon2035,380.0,AC,9.868203000000001,54.177473600000006,POINT (9.868203000000001 54.177473600000006),DE
23013,eGon2035,380.0,AC,9.5814901,54.094587600000004,POINT (9.5814901 54.094587600000004),DE
15557,eGon2035,380.0,AC,9.3322302,54.7210228,POINT (9.3322302 54.7210228),DE
11854,eGon2035,380.0,AC,9.921906400000001,54.1449988,POINT (9.921906400000001 54.1449988),DE
24638,eGon2035,380.0,AC,9.524466700000001,54.0527305,POINT (9.524466700000001 54.0527305),DE
219,eGon2035,380.0,AC,9.3508194,53.921416900000004,POINT (9.3508194 53.921416900000004),DE
318,eGon2035,380.0,AC,9.2474899,53.8981792,POINT (9.2474899 53.8981792),DE
14760,eGon2035,380.0,AC,9.714231,54.341342000000004,POINT (9.714231 54.341342000000004),DE
11856,eGon2035,380.0,AC,9.9739073,54.116179300000006,POINT (9.9739073 54.116179300000006),DE
23507,eGon2035,380.0,AC,9.4854287,53.967752000000004,POINT (9.4854287 53.967752000000004),DE
220,eGon2035,380.0,AC,9.3557308,53.878343300000004,POINT (9.3557308 53.878343300000004),DE
593,eGon2035,380.0,AC,9.978262500000001,53.7429952,POINT (9.978262500000001 53.7429952),DE
224,eGon2035,380.0,AC,9.6379897,53.642647800000006,POINT (9.6379897 53.642647800000006),DE
19497,eGon2035,380.0,AC,9.313547,54.7300072,POINT (9.313547 54.7300072),DE
15499,eGon2035,380.0,AC,9.620284,54.418056,POINT (9.620284 54.418056),DE
11855,eGon2035,380.0,AC,9.9762011,54.1157108,POINT (9.9762011 54.1157108),DE
15774,eGon2035,380.0,AC,9.3398471,54.0931786,POINT (9.3398471 54.0931786),DE
16115,eGon2035,380.0,AC,9.2404151,53.8974849,POINT (9.2404151 53.8974849),DE
20116,eGon2035,380.0,AC,9.7685124,53.696850000000005,POINT (9.7685124 53.696850000000005),DE
826,eGon2035,380.0,AC,9.212025500000001,53.8956152,POINT (9.212025500000001 53.8956152),DE
11689,eGon2035,380.0,AC,9.9743679,54.115359500000004,POINT (9.9743679 54.115359500000004),DE
29234,eGon2035,380.0,AC,9.484829600000001,53.9328426,POINT (9.484829600000001 53.9328426),DE
16109,eGon2035,380.0,AC,9.2149747,53.90893500000001,POINT (9.2149747 53.90893500000001),DE
589,eGon2035,380.0,AC,9.7731939,53.695112800000004,POINT (9.7731939 53.695112800000004),DE
14789,eGon2035,380.0,AC,9.4708889,54.5283542,POINT (9.4708889 54.5283542),DE
11690,eGon2035,380.0,AC,9.9541552,54.0975666,POINT (9.9541552 54.0975666),DE
12697,eGon2035,380.0,AC,10.003528000000001,54.11694670000001,POINT (10.003528000000001 54.11694670000001),DE
12651,eGon2035,380.0,AC,10.0186157,54.0613467,POINT (10.0186157 54.0613467),DE
590,eGon2035,380.0,AC,9.7760634,53.697539400000004,POINT (9.7760634 53.697539400000004),DE
14657,eGon2035,380.0,AC,9.4099404,54.771165,POINT (9.4099404 54.771165),DE
14791,eGon2035,380.0,AC,9.427085,54.67728940000001,POINT (9.427085 54.67728940000001),DE
