,PV,KWK,wind_onshore
80,0.007,1.75553401457161,0.292442
81,0.016,1.82724334102462,0.299292
82,0.044,1.86864536220157,0.323869
83,0.059,1.79064424056382,0.332777
84,0.049,1.61913950829861,0.33871
85,0.026,1.76706946246518,0.331387
86,0.002,1.87482885837061,0.309441
87,0,1.86711910471551,0.315307
88,0,1.84839167213848,0.31169
89,0,1.88853915187983,0.317476
90,0,1.7585930653484,0.330582
91,0,1.77999516395636,0.326205
92,0,1.70590789732742,0.347939
93,0,1.72954004274358,0.376506
94,0,1.78722696195673,0.388903
95,0,1.41556707164544,0.393192
96,0,1.35314051627701,0.405093
97,0,1.38170634409819,0.433896
98,0,1.35275883648701,0.476486
99,0,1.3730121752323,0.470341
100,0,1.37343942224935,0.448465
101,0,1.43227193873445,0.411841
102,0,1.88268211938681,0.360372
103,0,1.86865121120389,0.282956
104,0.011,1.72533735458326,0.177314
105,0.045,1.89975498763989,0.096273
106,0.081,1.77001664109523,0.03577
107,0.094,1.81850123317654,0
108,0.082,1.64895183683404,0
109,0.05,1.85758916211132,0
110,0.01,1.76159059938859,0
111,0,1.80725061802748,0
112,0,1.81170570377958,0
113,0,1.77706618504665,0
114,0,1.70198045784416,0
115,0,1.78748961919789,0
116,0,1.83089428954583,0
117,0,1.65848697974163,0
118,0,1.67032884867701,0
119,0,1.37256536530791,0
120,0,1.43852271224848,0
121,0,1.41238035260523,0
122,0,1.42543737492795,0
123,0,1.43482706544193,0
124,0,1.47809199051875,0
125,0,1.52601874489624,0
126,0,1.84488047879923,0
127,0,1.78923686353896,0
128,0.004,1.73624725473533,0
129,0.019,1.83719998580986,0
130,0.026,1.82445339284823,0
131,0.038,1.69033840813423,0
132,0.042,1.64862913779497,0
133,0.025,1.75296265688958,0
134,0.005,1.84304628330657,0.005304
135,0,1.78385539193581,0.048831
136,0,1.96036782209133,0.072432
137,0,1.81934541295217,0.045349
138,0,1.68702050187994,0.02476
139,0,1.75022330321952,0.025021
140,0,1.703760180794,0.053776
141,0,1.71823319706976,0.062285
142,0,1.71761157511302,0.051497
143,0,1.4222586253275,0.054993
144,0,1.4497796907822,0.06697
145,0,1.4286405799238,0.084571
146,0,1.4232955477076,0.080142
147,0,1.46824639822481,0.052267
148,0,1.4667758387226,0.030527
149,0,1.49672654818069,0.0071
150,0,1.92087004679709,0
151,0,1.79457527875373,0
152,0.015,1.73303971990606,0
153,0.044,1.72668643669269,0
154,0.056,1.82976370631063,0
155,0.047,1.75794025558334,0
156,0.014,1.71389283748212,0.033023
157,0.001,1.7269136416637,0.152514
158,0,1.80845437656964,0.28042
159,0,1.80635153129561,0.309348
160,0,1.89266627055485,0.364597
161,0,1.79993353581164,0.443323
162,0,1.69703779830404,0.475803
163,0,1.75609237999979,0.557258
164,0,1.68678929701256,0.524184
165,0,1.65889837496996,0.504076
166,0,1.65306011596284,0.506638
167,0,1.40806929892768,0.538849
168,0,1.46985054585129,0.566178
169,0,1.42802472000981,0.596343
170,0,1.42548239082288,0.623435
171,0,1.44432924695713,0.659647
172,0,1.44315778239047,0.683873
173,0,1.45748628773624,0.669166
174,0,1.88088012855364,0.643094
175,0,1.78562487536328,0.623201
176,0.005,1.80163349946765,0.60519
177,0.048,1.71064655747415,0.57502
178,0.098,1.74812011581912,0.544836
179,0.111,1.70988033956042,0.507992
180,0.093,1.59047314474113,0.488415
181,0.052,1.72737936985945,0.490864
182,0.011,1.79130392871436,0.503208
183,0,1.82011288149917,0.528057
184,0,1.77940923273012,0.572161
185,0,1.90108833148104,0.600918
186,0,1.81023235869273,0.613811
187,0,1.70526080928991,0.599485
188,0,1.92223788907161,0.576685
189,0,1.63331408512482,0.561481
190,0,1.63252067030977,0.546062
191,0,1.34871243029227,0.531884
192,0,1.38648249396244,0.517128
193,0,1.38696493952575,0.504999
194,0,1.37937278061355,0.494923
195,0,1.42683143525197,0.477339
196,0,1.40432123661885,0.463211
197,0,1.44516816348361,0.448376
198,0,2.02507248795463,0.428691
199,0,1.86067652839321,0.429584
200,0.03,1.81270240242743,0.423844
201,0.082,1.86630331103623,0.425513
202,0.11,1.88080484421451,0.451354
203,0.107,1.75162404829496,0.457744
204,0.079,1.58655991214373,0.446623
205,0.043,1.75303193833532,0.411767
206,0.016,1.89531384332608,0.357246
207,0,1.83696127017726,0.29666
208,0,1.91713455433591,0.223089
209,0,2.06102283489674,0.159465
210,0,1.81008584197406,0.108067
211,0,1.781570321348,0.07973
212,0,1.63832107830256,0.050685
213,0,1.6228018072632,0.001367
214,0,1.65990227038803,0
215,0,1.29203854178421,0
216,0,1.4115996255381,0
217,0,1.40278858197662,0
218,0,1.39827338094225,0
219,0,1.44445348336938,0
220,0,1.44846752105428,0
221,0,1.48660865999339,0
222,0,2.01528527155718,0
223,0,1.94860641611733,0
224,0.009,1.7979152815298,0
225,0.043,1.81914947371948,0
226,0.075,1.87567674060923,0
227,0.093,1.83465780736176,0
228,0.078,1.57293959077677,0
229,0.042,1.74425266791693,0
230,0.004,1.90503909241845,0
231,0,2.02662971591741,0
232,0,1.88682040982189,0
233,0,2.00164391540006,0
234,0,1.85463011302982,0
235,0,1.9321149373203,0
236,0,1.68661968115131,0
237,0,1.73881493054327,0
238,0,1.74648426833994,0
239,0,1.38640370347892,0.004572
240,0,1.41920694842985,0.008081
241,0,1.40272527089742,0.035796
242,0,1.40685666649079,0.07612
243,0,1.45212239378112,0.159652
244,0,1.450794003996,0.175623
245,0,1.48955445869546,0.160814
246,0,1.90170449200447,0.156287
247,0,1.85630819992475,0.187202
248,0.007,1.73140691449451,0.188367
249,0.02,1.77925408351634,0.241128
250,0.024,1.78649332825619,0.30684
251,0.026,1.79007964704497,0.352959
252,0.032,1.58863302987591,0.395884
253,0.03,1.6852330206248,0.415983
254,0.014,1.87071011587692,0.405801
255,0,1.82097353248038,0.376513
256,0,1.90788298013419,0.356328
257,0,1.82970546644757,0.332774
258,0,1.69818729619044,0.298455
259,0,1.84163263656956,0.272118
260,0,1.69667386396131,0.254193
261,0,1.73795774667779,0.23895
262,0,1.68666813641708,0.205047
263,0,1.41593500281466,0.177973
264,0,1.36300466901506,0.157162
265,0,1.35463720862591,0.179264
266,0,1.35518320734521,0.193555
267,0,1.38558635580628,0.182619
268,0,1.38736174738043,0.194506
269,0,1.38655175746324,0.231344
270,0,1.91463549733714,0.204129
271,0,1.8436060214575,0.2076
272,0.006,1.71317750794964,0.282686
273,0.007,1.82495622094732,0.258782
274,0.023,1.83617282441449,0.279674
275,0.049,1.75781270488272,0.388916
276,0.05,1.61168572672106,0.361975
277,0.032,1.73905405230268,0.345791
278,0.006,1.79473384347452,0.347777
279,0,2.07100247235272,0.381687
280,0,1.98273612612828,0.424766
281,0,1.84097899665866,0.477807
282,0,1.69212147537566,0.471634
283,0,1.79985626721272,0.416316
284,0,1.75520225499993,0.383757
285,0,1.72136642549841,0.352086
286,0,1.6880885959951,0.328402
287,0,1.38188172823605,0.301509
288,0,1.41345458038016,0.291555
289,0,1.42299935716865,0.252904
290,0,1.40913104827315,0.242643
291,0,1.4456055812848,0.251898
292,0,1.45255439418978,0.231197
293,0,1.47887324336837,0.214757
294,0,1.82476333949036,0.225544
295,0,1.7703931727073,0.259487
296,0,1.80772675374736,0.38918
297,0.012,1.75769880334282,0.387978
298,0.035,1.77693647616033,0.406658
299,0.035,1.7298975949877,0.460533
300,0.038,1.60817274233315,0.511201
301,0.06,1.76408822086443,0.564107
302,0.008,1.78415867568408,0.586909
303,0,1.73717913344144,0.593842
304,0,1.9012573459942,0.595963
305,0,1.70060822847674,0.604145
306,0,1.64467115225341,0.613849
307,0,1.695300529261,0.637942
308,0,1.66675763999356,0.654871
309,0,1.67744909418155,0.649474
310,0,1.66556182344745,0.640342
311,0,1.4014319135858,0.618167
312,0,1.40304988056136,0.604976
313,0,1.39247810496961,0.59361
314,0,1.39197318574211,0.5994
315,0,1.4179731511458,0.606202
316,0,1.59029097603685,0.589154
317,0,1.45666375141288,0.577262
318,0,1.94943304116211,0.555287
319,0,1.82625847118182,0.533819
320,0.03,1.80770969583345,0.517073
321,0.086,1.78738173108502,0.511265
322,0.111,1.86394345860779,0.529455
323,0.118,1.78096975714414,0.540311
324,0.1,1.62857363296716,0.53889
325,0.063,1.91294313182464,0.535897
326,0.02,1.84339954485891,0.53589
327,0,1.79226173230459,0.519993
328,0,1.90294543352991,0.486636
329,0,1.7425857470197,0.46806
330,0,1.70156125660579,0.460123
331,0,1.69041066537948,0.446537
332,0,1.83522468391695,0.403746
333,0,1.72007111967321,0.361154
334,0,1.68283299177724,0.305168
335,0,1.3401988821712,0.272471
336,0,1.56896562861443,0.326197
337,0,1.4344569983437,0.435114
338,0,1.36567066232399,0.506737
339,0,1.39011873620389,0.514965
340,0,1.38720073830726,0.47107
341,0,1.41757023268146,0.399393
342,0,1.88305787636463,0.277309
343,0,1.77373066659719,0.225407
344,0.005,1.69901337102547,0.280312
345,0.024,1.86094616325301,0.369961
346,0.042,1.84754755685561,0.435109
347,0.028,1.71631473847113,0.459926
348,0.013,1.57118265937815,0.543207
349,0.011,1.77133352825459,0.498397
350,0.001,1.77601326010055,0.460988
351,0,1.7153566225387,0.414035
352,0,1.8700642467109,0.369151
353,0,1.75338113354704,0.321385
354,0,1.7681656535306,0.29722
355,0,1.7955059371245,0.226498
356,0,1.67042407464955,0.262996
357,0,1.61832440858678,0.40253
358,0,1.66479597149661,0.398071
359,0,1.31340094169668,0.407527
360,0,1.3247136829975,0.388894
361,0,1.31080702822404,0.379638
362,0,1.29842099021191,0.381713
363,0,1.32415489460257,0.370681
364,0,1.31550316713889,0.357564
365,0,1.36426628932946,0.343253
366,0,2.34067193383927,0.328393
367,0,1.73151742814541,0.342685
368,0.001,1.66929288890652,0.362566
369,0.005,1.77477910386748,0.366803
370,0.013,1.86174593313235,0.39393
371,0.035,1.70719165683697,0.483218
372,0.029,1.44208201179526,0.478338
373,0.013,1.52048883803661,0.473011
374,0,1.76376476019282,0.490685
375,0,1.71510718444857,0.512603
376,0,2.23105694795252,0.5268
377,0,1.78886431956821,0.534149
378,0,1.55217444921374,0.542816
379,0,1.58570888016055,0.551824
380,0,1.52237720409909,0.535061
381,0,1.51654404275261,0.491803
382,0,1.59178223753937,0.405907
383,0,1.15644710948252,0.313354
384,0,1.32267161985376,0.263645
385,0,1.31417354700324,0.248695
386,0,1.30343760587784,0.241426
387,0,1.34567769419979,0.255548
388,0,1.34945211421455,0.291418
389,0,1.34336120526259,0.381695
390,0,1.86661985942902,0.410018
391,0,1.72674039326576,0.405283
392,0.021,1.68161545636034,0.357562
393,0.065,1.76191757870438,0.272567
394,0.097,1.75193823179265,0.205824
395,0.114,1.6571269768498,0.206057
396,0.097,1.4456318783484,0.167543
397,0.055,1.61219045441715,0.104493
398,0.014,1.77094670822108,0.059902
399,0,1.74521322680728,0.054505
400,0,1.78998469229205,0.120535
401,0,1.8306216077788,0.144324
402,0,1.71285226888644,0.110344
403,0,1.61959302151688,0.076521
404,0,1.57951981282525,0.12312
405,0,1.57997661914244,0.164534
406,0,1.59641011706215,0.153999
407,0,1.08527038657414,0.112587
408,0,1.17537911344113,0.045355
409,0,1.17566006038396,0
410,0,1.16683531983848,0
411,0,1.27688593920581,0
412,0,1.29451881471373,0
413,0,1.3595232123935,0.020964
414,0,2.0833958465701,0.028419
415,0,1.80133778556384,0.000679
416,0.042,1.8184314476861,0
417,0.1,1.86323011511929,0
418,0.129,1.84162369245959,0
419,0.134,1.74586309708333,0
420,0.111,1.58007056936284,0
421,0.069,1.69878372793942,0
422,0.025,1.85385704369571,0
423,0,1.92962417057533,0
424,0,2.00035394666711,0
425,0,1.82822963181486,0
426,0,1.77542160177924,0
427,0,1.87405411040794,0
428,0,1.75160622586889,0
429,0,1.70102855495057,0
430,0,1.71468246236597,0
431,0,1.08887012713,0
432,0,1.18585895737217,0
433,0,1.1334401938679,0
434,0,1.13132030629813,0
435,0,1.23752128121636,0
436,0,1.31625764117012,0
437,0,1.32978879394202,0
438,0,2.12055979163956,0
439,0,1.9524120323625,0
440,0.032,1.86458523515828,0
441,0.083,1.99315035516977,0
442,0.122,1.95009883543223,0
443,0.132,1.87668435588976,0
444,0.113,1.66146590177778,0
445,0.073,1.76448872392426,0
446,0.026,1.85089225754289,0
447,0,1.98122526614523,0
448,0,1.88054009344585,0
449,0,2.11118672027848,0
450,0,2.08731167562799,0
451,0,1.73863381125886,0
452,0,2.03394140467678,0
453,0,1.61697850524866,0
454,0,1.66884109843747,0
455,0,1.01116986343545,0
456,0,1.22699842322263,0
457,0,1.21334962599947,0
458,0,1.22553739797827,0
459,0,1.33663807366865,0
460,0,1.33082425713553,0
461,0,1.42684245638907,0
462,0,2.09916342629897,0
463,0.001,2.03608413784269,0
464,0.053,1.78468539813246,0
465,0.112,1.89481138895716,0
466,0.142,2.05259133904917,0
467,0.139,1.88722802826605,0
468,0.11,1.71066078484052,0
469,0.064,1.916455336943,0
470,0.027,1.99191071436149,0
471,0,1.96670434324463,0
472,0,2.0434656637885,0
473,0,1.91528034621788,0
474,0,1.8996651306548,0
475,0,1.98838249880226,0
476,0,1.87384691907821,0
477,0,1.9603186058443,0
478,0,1.91075783946497,0
479,0,1.22920171281991,0
480,0,1.2281560691883,0
481,0,1.23400976525332,0.018932
482,0,1.24421673635024,0.055783
483,0,1.35258768827576,0.090146
484,0,1.3497527326252,0.112611
485,0,1.40315048107477,0.117246
486,0,2.0990588472616,0.134499
487,0,1.99832037975774,0.11162
488,0.028,2.03379994275124,0.071824
489,0.084,1.9984534649248,0.036901
490,0.12,2.0813743281256,0.021132
491,0.125,1.90223013071115,0.006181
492,0.108,1.58224698160778,0
493,0.078,1.78539068146778,0
494,0.031,2.07474386970375,0.015475
495,0,2.02615487493468,0.024375
496,0,2.05979700433369,0
497,0,2.08948119318625,0
498,0,1.86963860329144,0
499,0,2.08054913534159,0
500,0,2.00565791081631,0
501,0,1.90122935409773,0
502,0,1.92804167592599,0
503,0,1.26110115700278,0
504,0,1.21361218554805,0
505,0,1.21762776752571,0
506,0,1.21413816096396,0
507,0,1.397585814126,0
508,0,1.36915098366019,0
509,0,1.46158185613896,0
510,0,2.09635826881927,0
511,0,2.08031559604768,0
512,0.031,1.93912191672842,0.00576
513,0.076,1.99377325219709,0.023286
514,0.113,1.98066730767505,0.049491
515,0.13,1.92829017504554,0.084574
516,0.12,1.53981036447292,0.095453
517,0.078,1.81986773054569,0.103524
518,0.026,2.02787273491146,0.140444
519,0,1.97199016418765,0.176524
520,0,2.07870943450413,0.186045
521,0,1.89944478889857,0.166464
522,0,1.8623267348983,0.131076
523,0,1.99197614638464,0.098292
524,0,2.0026667148864,0.070079
525,0,1.7542480918806,0.050111
526,0,1.84823068865021,0.033665
527,0,1.22850185362616,0.016982
528,0,1.18682478618078,0
529,0,1.17349277257022,0
530,0,1.12191650307388,0
531,0,1.28187780410602,0
532,0,1.30963324866623,0
533,0,1.3368656179122,0
534,0,2.05361245869588,0
535,0.001,2.06273900969655,0
536,0.046,2.06976757673829,0
537,0.098,2.02360936314513,0
538,0.139,2.0559676301548,0
539,0.151,2.03949310989801,0
540,0.129,1.59748138149692,0
541,0.083,1.83927444965935,0
542,0.034,2.07734672900021,0
543,0,2.06499641239294,0
544,0,2.1042661534353,0
545,0,2.04983623709086,0
546,0,2.03342627249551,0
547,0,1.93760605228296,0
548,0,1.84200191927968,0
549,0,2.02363749549875,0
550,0,2.02303692379272,0
551,0,1.32606780641477,0
552,0,1.25614678543628,0
553,0,1.28560004868819,0
554,0,1.24992897994552,0
555,0,1.41092478008179,0
556,0,1.41587418989782,0
557,0,1.51183296835747,0
558,0,2.09180384160212,0
559,0.002,2.04590589868835,0
560,0.06,1.91381856297723,0
561,0.125,2.05838701335049,0
562,0.159,2.06626487274825,0
563,0.157,1.98178910620417,0
564,0.129,1.90569000619556,0
565,0.08,1.97945191570053,0
566,0.035,2.06389764113331,0
567,0,2.05898811493064,0
568,0,2.04115263421026,0
569,0,2.06092064476176,0
570,0,1.92878038773218,0
571,0,2.07336326023057,0
572,0,2.07352453372283,0
573,0,2.05247575842978,0
574,0,1.9924338885943,0
575,0,1.38404864437877,0
576,0,1.23567089309726,0
577,0,1.24279380433371,0
578,0,1.2261747137147,0
579,0,1.35122744843057,0
580,0,1.36824466971472,0
581,0,1.42440376078919,0
582,0,2.08836475241557,0
583,0.003,2.05100808921213,0
584,0.054,2.03703601570572,0
585,0.08,2.0327522465326,0
586,0.074,2.05765950691649,0
587,0.058,1.98488552606648,0
588,0.05,1.75320544139317,0
589,0.034,2.04123991801026,0
590,0.017,2.09580682647048,0
591,0,2.06790608152542,0.040006
592,0,2.0965233465373,0.085314
593,0,2.08775632404764,0.126222
594,0,2.0770932491525,0.157167
595,0,2.10649355274181,0.149118
596,0,1.89294682679572,0.118279
597,0,2.00416410785439,0.07
598,0,2.11949558118437,0
599,0,1.38069619026654,0
600,0,0.988072093713746,0
601,0,0.97735145372718,0.02656
602,0,0.968475509673302,0.111596
603,0,1.22398331970936,0.118311
604,0,1.1086756427106,0.127486
605,0,1.1587693438069,0.097953
606,0,2.11366961572952,0.048587
607,0,1.91079088986814,0.021714
608,0.005,1.86489247430924,0
609,0.015,1.97908126651824,0
610,0.026,2.09797527854469,0
611,0.031,2.04918828729562,0
612,0.024,1.76338334361667,0
613,0.015,2.15446456911465,0
614,0.003,1.96082204190364,0
615,0,1.9764154506626,0
616,0,2.1411310925822,0
617,0,2.15139634714487,0
618,0,1.60528879011807,0.022312
619,0,1.87528425912166,0.076708
620,0,1.81316487321373,0.1339
621,0,1.77961195066735,0.145525
622,0,1.74486007626368,0.132449
623,0,1.14863581259302,0.177708
624,0,1.0955224744269,0.204526
625,0,1.0904315706527,0.185882
626,0,1.09099722192772,0.149563
627,0,1.19835194563988,0.146798
628,0,1.20596048854444,0.183722
629,0,1.26560651905135,0.174239
630,0,1.97226714294756,0.139274
631,0,1.78539805361898,0.112941
632,0.013,1.62927115414682,0.118995
633,0.031,1.91496578507189,0.11033
634,0.036,1.78741590814238,0.086832
635,0.036,1.695473370452,0.058213
636,0.024,1.59195277718002,0.012338
637,0.011,1.68986349845952,0
638,0.002,1.80898094326954,0
639,0,1.78442775593002,0
640,0,1.88557301180147,0
641,0,1.6566062612595,0
642,0,1.6241306855633,0
643,0,1.83330838883444,0
644,0,1.73303742763353,0
645,0,1.88115415468686,0
646,0,1.5923334868141,0
647,0,1.04824318651291,0
648,0,1.04955964617089,0
649,0,1.04823226082226,0
650,0,1.03031026051601,0
651,0,1.15616751034928,0
652,0,1.15428880553777,0
653,0,1.24157860476194,0
654,0,1.97057505787806,0
655,0,1.79282500358369,0
656,0.021,1.71580247604113,0
657,0.053,1.81623229260375,0
658,0.075,1.9556034919706,0
659,0.074,2.01776848088614,0
660,0.057,1.50740309614847,0
661,0.032,1.8087986993689,0.043214
662,0.008,1.88618589612524,0.111722
663,0,1.9535876548106,0.123722
664,0,1.95018323943295,0.112604
665,0,1.89905612624741,0.092396
666,0,1.68221015377561,0.066983
667,0,1.61736035873903,0.054937
668,0,1.56627850907667,0.030263
669,0,1.57219247813863,0
670,0,1.60601682411344,0
671,0,1.01504996547717,0
672,0,1.04125972903464,0
673,0,1.05327745626887,0
674,0,1.03322522383076,0
675,0,1.12937459249538,0
676,0,1.13680462056571,0
677,0,1.21585771646004,0
678,0,2.07777750842166,0
679,0.003,1.88971305495194,0.002864
680,0.041,1.70681124329255,0.0103
681,0.072,1.83983546257861,0
682,0.104,1.90507287965957,0
683,0.139,1.84849988398093,0
684,0.136,1.70267868862055,0
685,0.1,1.87479626852878,0.00434
686,0.045,2.05828202971962,0.037746
687,0.001,1.87823614929366,0.069909
688,0,2.0077362719969,0.089595
689,0,1.95169798463151,0.085096
690,0,1.67038704010507,0.069895
691,0,1.84105665257232,0.05422
692,0,1.71352814621422,0.030031
693,0,1.77201754473343,0
694,0,1.76458334063928,0
695,0,1.00881253424602,0
696,0,1.1110112378787,0
697,0,1.10970370791882,0
698,0,1.11268077568414,0
699,0,1.19677841288081,0
700,0,1.20699654712282,0
701,0,1.22999565188861,0
702,0,2.0589596891344,0.000656
703,0.003,2.08886976559991,0.011869
704,0.039,1.85849079992681,0.026328
705,0.084,1.95029830648066,0.007107
706,0.115,1.98384035714807,0.064799
707,0.121,1.85679845880429,0.101694
708,0.108,1.61666166965618,0.112606
709,0.076,1.90792365899249,0.151616
710,0.029,2.03265450856807,0.196443
711,0,2.00787396260388,0.232481
712,0,2.22528752946624,0.248923
713,0,1.97850671580176,0.260941
714,0,1.76215890885956,0.260174
715,0,1.90049640072404,0.241556
716,0,1.70234567586574,0.21499
717,0,1.72951339878937,0.190675
718,0,1.87674636937999,0.167163
719,0,1.19814873256803,0.137633
720,0,0.979823644275449,0.097962
721,0,0.969178920082343,0.052876
722,0,0.970434545188041,0.016343
723,0,1.12613574063185,0
724,0,1.17622008849667,0
725,0,1.23837598502208,0
726,0,2.15117816197732,0
727,0.006,2.10941116401071,0
728,0.056,1.9259040875787,0
729,0.101,2.10695260176383,0.002696
730,0.125,2.11686444362996,0.018471
731,0.143,1.95394465481554,0.021529
732,0.113,1.72941882458387,0.019023
733,0.084,1.91333582041892,0
734,0.04,2.04139271625092,0
735,0.001,1.99371889567876,0
736,0,2.39451728909561,0
737,0,2.18297992632478,0
738,0,1.85532473306079,0
739,0,1.98655981868269,0
740,0,1.91684963893711,0.017012
741,0,1.74173633884604,0.051351
742,0,1.74162817106873,0.06298
743,0,1.06456028730222,0.062609
744,0,1.20417829615406,0.086941
745,0,1.20128448332462,0.108634
746,0,1.19601979289789,0.128506
747,0,1.34811482176858,0.14012
748,0,1.36432127626858,0.122194
749,0,1.42361502884927,0.118262
750,0,2.05454502145118,0.118271
751,0.008,1.96428706966692,0.124529
752,0.072,1.95302417522995,0.15487
753,0.16,2.33682617306171,0.198994
754,0.181,2.02311203487276,0.231706
755,0.169,1.87048649086372,0.228644
756,0.139,1.58205803745506,0.201104
757,0.077,1.97292785452222,0.160155
758,0.03,1.99722805841381,0.112605
759,0.001,1.97952543235924,0.082372
760,0,2.07732386573197,0.037381
761,0,2.00617776331332,0
762,0,1.85867537196368,0
763,0,2.01227692736807,0
764,0,1.83689090339124,0
765,0,1.94342176691924,0
766,0,1.87793289815395,0
767,0,1.29603165928023,0
768,0,1.1050413018893,0
769,0,1.10864362813586,0
770,0,1.12904287507935,0
771,0,1.25007419568609,0
772,0,1.25551255636643,0
773,0,1.26655756942163,0
774,0,2.28682643228433,0
775,0.011,2.01118349793101,0
776,0.08,1.87544307995927,0
777,0.148,1.96503655751712,0
778,0.181,2.02624549207399,0
779,0.156,1.8926997443243,0
780,0.088,1.81865671866609,0
781,0.041,1.89053030694573,0
782,0.012,2.16527952045206,0
783,0,2.1583260735747,0
784,0,2.12687189195783,0
785,0,2.15845427439533,0
786,0,1.94743437641194,0
787,0,2.0461318982821,0
788,0,1.90882692874767,0
789,0,1.83819542496907,0
790,0,1.84899543356497,0
791,0,1.16806100675149,0
792,0,1.10032558133976,0
793,0,1.05239729075646,0
794,0,1.05132855083502,0
795,0,1.19435324310315,0
796,0,1.2201866068769,0
797,0,1.23299569279269,0
798,0,2.12101033757575,0
799,0.015,1.94083219524184,0
800,0.093,1.86844782615428,0
801,0.172,1.9275957341541,0
802,0.203,1.94330390199128,0
803,0.198,2.0013254451656,0
804,0.163,1.64841813487697,0
805,0.109,1.69949171327314,0
806,0.051,2.00452159431953,0
807,0.004,2.04912805822627,0
808,0,2.01622299148998,0
809,0,2.06797238722256,0
810,0,1.83817010314375,0
811,0,2.22721061693,0
812,0,2.05409942147338,0
813,0,1.97650210877168,0.007496
814,0,1.67622827920443,0.04319
815,0,1.00115479450581,0.047483
816,0,1.08907067887819,0.043209
817,0,1.07091265945334,0.072429
818,0,1.12313261449955,0.142385
819,0,1.16798661713605,0.167551
820,0,1.17852702577201,0.1981
821,0,1.18951850771035,0.224501
822,0,2.09444487829388,0.214988
823,0.003,1.99233120975385,0.24697
824,0.025,1.95539065650583,0.270193
825,0.049,1.98642310006895,0.277017
826,0.06,1.99531750737382,0.283112
827,0.063,1.76750522312626,0.303717
828,0.054,1.55762497200258,0.34866
829,0.035,1.96627985556734,0.392494
830,0.012,2.0600450404503,0.431622
831,0,1.90513456504114,0.512733
832,0,2.04179482731373,0.570808
833,0,2.07710390143327,0.59795
834,0,1.76275071693733,0.607782
835,0,2.00354182899125,0.601597
836,0,1.77169595188189,0.58976
837,0,1.88688109916987,0.534897
838,0,1.8111790459311,0.469861
839,0,1.10095403691067,0.429606
840,0,1.13270802970184,0.383775
841,0,1.11933403951971,0.350233
842,0,1.10300621669671,0.314501
843,0,1.20981593411989,0.362669
844,0,1.21113603118241,0.34508
845,0,1.24435987325764,0.314083
846,0,1.92886327111891,0.290592
847,0.011,1.83181627096345,0.262537
848,0.065,1.95383412480688,0.243852
849,0.109,1.99851471282005,0.232749
850,0.151,1.93175606177196,0.251899
851,0.176,1.85624670174309,0.250484
852,0.168,1.51764584618828,0.24617
853,0.123,1.82874859986247,0.230581
854,0.062,1.92235075388081,0.201107
