,PV,KWK
467,0.139,1.88722802826605
468,0.11,1.71066078484052
469,0.064,1.916455336943
470,0.027,1.99191071436149
471,0,1.96670434324463
472,0,2.0434656637885
473,0,1.91528034621788
474,0,1.8996651306548
475,0,1.98838249880226
476,0,1.87384691907821
477,0,1.9603186058443
478,0,1.91075783946497
479,0,1.22920171281991
480,0,1.2281560691883
481,0,1.23400976525332
482,0,1.24421673635024
483,0,1.35258768827576
484,0,1.3497527326252
485,0,1.40315048107477
486,0,2.0990588472616
487,0,1.99832037975774
488,0.028,2.03379994275124
489,0.084,1.9984534649248
490,0.12,2.0813743281256
491,0.125,1.90223013071115
492,0.108,1.58224698160778
493,0.078,1.78539068146778
494,0.031,2.07474386970375
495,0,2.02615487493468
496,0,2.05979700433369
497,0,2.08948119318625
498,0,1.86963860329144
499,0,2.08054913534159
500,0,2.00565791081631
501,0,1.90122935409773
502,0,1.92804167592599
503,0,1.26110115700278
504,0,1.21361218554805
505,0,1.21762776752571
506,0,1.21413816096396
507,0,1.397585814126
508,0,1.36915098366019
509,0,1.46158185613896
510,0,2.09635826881927
511,0,2.08031559604768
512,0.031,1.93912191672842
513,0.076,1.99377325219709
514,0.113,1.98066730767505
515,0.13,1.92829017504554
516,0.12,1.53981036447292
517,0.078,1.81986773054569
518,0.026,2.02787273491146
519,0,1.97199016418765
520,0,2.07870943450413
521,0,1.89944478889857
522,0,1.8623267348983
523,0,1.99197614638464
524,0,2.0026667148864
525,0,1.7542480918806
526,0,1.84823068865021
527,0,1.22850185362616
528,0,1.18682478618078
529,0,1.17349277257022
530,0,1.12191650307388
531,0,1.28187780410602
532,0,1.30963324866623
533,0,1.3368656179122
534,0,2.05361245869588
535,0.001,2.06273900969655
536,0.046,2.06976757673829
537,0.098,2.02360936314513
538,0.139,2.0559676301548
539,0.151,2.03949310989801
540,0.129,1.59748138149692
541,0.083,1.83927444965935
542,0.034,2.07734672900021
543,0,2.06499641239294
544,0,2.1042661534353
545,0,2.04983623709086
546,0,2.03342627249551
547,0,1.93760605228296
548,0,1.84200191927968
549,0,2.02363749549875
550,0,2.02303692379272
551,0,1.32606780641477
552,0,1.25614678543628
553,0,1.28560004868819
554,0,1.24992897994552
555,0,1.41092478008179
556,0,1.41587418989782
557,0,1.51183296835747
558,0,2.09180384160212
559,0.002,2.04590589868835
560,0.06,1.91381856297723
561,0.125,2.05838701335049
562,0.159,2.06626487274825
563,0.157,1.98178910620417
564,0.129,1.90569000619556
565,0.08,1.97945191570053
566,0.035,2.06389764113331
567,0,2.05898811493064
568,0,2.04115263421026
569,0,2.06092064476176
570,0,1.92878038773218
571,0,2.07336326023057
572,0,2.07352453372283
573,0,2.05247575842978
574,0,1.9924338885943
575,0,1.38404864437877
576,0,1.23567089309726
577,0,1.24279380433371
578,0,1.2261747137147
579,0,1.35122744843057
580,0,1.36824466971472
581,0,1.42440376078919
582,0,2.08836475241557
583,0.003,2.05100808921213
584,0.054,2.03703601570572
585,0.08,2.0327522465326
586,0.074,2.05765950691649
587,0.058,1.98488552606648
588,0.05,1.75320544139317
589,0.034,2.04123991801026
590,0.017,2.09580682647048
591,0,2.06790608152542
592,0,2.0965233465373
593,0,2.08775632404764
594,0,2.0770932491525
595,0,2.10649355274181
596,0,1.89294682679572
597,0,2.00416410785439
598,0,2.11949558118437
599,0,1.38069619026654
600,0,0.988072093713746
601,0,0.97735145372718
602,0,0.968475509673302
603,0,1.22398331970936
604,0,1.1086756427106
605,0,1.1587693438069
606,0,2.11366961572952
607,0,1.91079088986814
608,0.005,1.86489247430924
609,0.015,1.97908126651824
610,0.026,2.09797527854469
611,0.031,2.04918828729562
612,0.024,1.76338334361667
613,0.015,2.15446456911465
614,0.003,1.96082204190364
615,0,1.9764154506626
616,0,2.1411310925822
617,0,2.15139634714487
618,0,1.60528879011807
619,0,1.87528425912166
620,0,1.81316487321373
621,0,1.77961195066735
622,0,1.74486007626368
623,0,1.14863581259302
624,0,1.0955224744269
625,0,1.0904315706527
626,0,1.09099722192772
627,0,1.19835194563988
628,0,1.20596048854444
629,0,1.26560651905135
630,0,1.97226714294756
631,0,1.78539805361898
632,0.013,1.62927115414682
633,0.031,1.91496578507189
634,0.036,1.78741590814238
635,0.036,1.695473370452
636,0.024,1.59195277718002
637,0.011,1.68986349845952
638,0.002,1.80898094326954
639,0,1.78442775593002
640,0,1.88557301180147
641,0,1.6566062612595
642,0,1.6241306855633
643,0,1.83330838883444
644,0,1.73303742763353
645,0,1.88115415468686
646,0,1.5923334868141
647,0,1.04824318651291
648,0,1.04955964617089
649,0,1.04823226082226
650,0,1.03031026051601
651,0,1.15616751034928
652,0,1.15428880553777
653,0,1.24157860476194
654,0,1.97057505787806
655,0,1.79282500358369
656,0.021,1.71580247604113
657,0.053,1.81623229260375
658,0.075,1.9556034919706
659,0.074,2.01776848088614
660,0.057,1.50740309614847
661,0.032,1.8087986993689
662,0.008,1.88618589612524
663,0,1.9535876548106
664,0,1.95018323943295
665,0,1.89905612624741
666,0,1.68221015377561
667,0,1.61736035873903
668,0,1.56627850907667
669,0,1.57219247813863
670,0,1.60601682411344
671,0,1.01504996547717
672,0,1.04125972903464
673,0,1.05327745626887
674,0,1.03322522383076
675,0,1.12937459249538
676,0,1.13680462056571
677,0,1.21585771646004
678,0,2.07777750842166
679,0.003,1.88971305495194
680,0.041,1.70681124329255
681,0.072,1.83983546257861
682,0.104,1.90507287965957
683,0.139,1.84849988398093
684,0.136,1.70267868862055
685,0.1,1.87479626852878
686,0.045,2.05828202971962
687,0.001,1.87823614929366
688,0,2.0077362719969
689,0,1.95169798463151
690,0,1.67038704010507
691,0,1.84105665257232
692,0,1.71352814621422
693,0,1.77201754473343
694,0,1.76458334063928
695,0,1.00881253424602
696,0,1.1110112378787
697,0,1.10970370791882
698,0,1.11268077568414
699,0,1.19677841288081
700,0,1.20699654712282
701,0,1.22999565188861
702,0,2.0589596891344
703,0.003,2.08886976559991
704,0.039,1.85849079992681
705,0.084,1.95029830648066
706,0.115,1.98384035714807
707,0.121,1.85679845880429
708,0.108,1.61666166965618
709,0.076,1.90792365899249
710,0.029,2.03265450856807
711,0,2.00787396260388
712,0,2.22528752946624
713,0,1.97850671580176
714,0,1.76215890885956
715,0,1.90049640072404
716,0,1.70234567586574
717,0,1.72951339878937
718,0,1.87674636937999
719,0,1.19814873256803
720,0,0.979823644275449
721,0,0.969178920082343
722,0,0.970434545188041
723,0,1.12613574063185
724,0,1.17622008849667
725,0,1.23837598502208
726,0,2.15117816197732
727,0.006,2.10941116401071
728,0.056,1.9259040875787
729,0.101,2.10695260176383
730,0.125,2.11686444362996
731,0.143,1.95394465481554
732,0.113,1.72941882458387
733,0.084,1.91333582041892
734,0.04,2.04139271625092
735,0.001,1.99371889567876
736,0,2.39451728909561
737,0,2.18297992632478
738,0,1.85532473306079
739,0,1.98655981868269
740,0,1.91684963893711
741,0,1.74173633884604
742,0,1.74162817106873
743,0,1.06456028730222
744,0,1.20417829615406
745,0,1.20128448332462
746,0,1.19601979289789
747,0,1.34811482176858
748,0,1.36432127626858
749,0,1.42361502884927
750,0,2.05454502145118
751,0.008,1.96428706966692
752,0.072,1.95302417522995
753,0.16,2.33682617306171
754,0.181,2.02311203487276
755,0.169,1.87048649086372
756,0.139,1.58205803745506
757,0.077,1.97292785452222
758,0.03,1.99722805841381
759,0.001,1.97952543235924
760,0,2.07732386573197
761,0,2.00617776331332
762,0,1.85867537196368
763,0,2.01227692736807
764,0,1.83689090339124
765,0,1.94342176691924
766,0,1.87793289815395
767,0,1.29603165928023
768,0,1.1050413018893
769,0,1.10864362813586
770,0,1.12904287507935
771,0,1.25007419568609
772,0,1.25551255636643
773,0,1.26655756942163
774,0,2.28682643228433
775,0.011,2.01118349793101
776,0.08,1.87544307995927
777,0.148,1.96503655751712
778,0.181,2.02624549207399
779,0.156,1.8926997443243
780,0.088,1.81865671866609
781,0.041,1.89053030694573
782,0.012,2.16527952045206
783,0,2.1583260735747
784,0,2.12687189195783
785,0,2.15845427439533
786,0,1.94743437641194
787,0,2.0461318982821
788,0,1.90882692874767
789,0,1.83819542496907
790,0,1.84899543356497
791,0,1.16806100675149
792,0,1.10032558133976
793,0,1.05239729075646
794,0,1.05132855083502
795,0,1.19435324310315
796,0,1.2201866068769
797,0,1.23299569279269
798,0,2.12101033757575
799,0.015,1.94083219524184
800,0.093,1.86844782615428
801,0.172,1.9275957341541
802,0.203,1.94330390199128
803,0.198,2.0013254451656
804,0.163,1.64841813487697
805,0.109,1.69949171327314
806,0.051,2.00452159431953
807,0.004,2.04912805822627
808,0,2.01622299148998
809,0,2.06797238722256
810,0,1.83817010314375
811,0,2.22721061693
812,0,2.05409942147338
813,0,1.97650210877168
814,0,1.67622827920443
815,0,1.00115479450581
816,0,1.08907067887819
817,0,1.07091265945334
818,0,1.12313261449955
819,0,1.16798661713605
820,0,1.17852702577201
821,0,1.18951850771035
822,0,2.09444487829388
823,0.003,1.99233120975385
824,0.025,1.95539065650583
825,0.049,1.98642310006895
826,0.06,1.99531750737382
827,0.063,1.76750522312626
828,0.054,1.55762497200258
829,0.035,1.96627985556734
830,0.012,2.0600450404503
831,0,1.90513456504114
832,0,2.04179482731373
833,0,2.07710390143327
834,0,1.76275071693733
835,0,2.00354182899125
836,0,1.77169595188189
837,0,1.88688109916987
838,0,1.8111790459311
839,0,1.10095403691067
840,0,1.13270802970184
841,0,1.11933403951971
842,0,1.10300621669671
843,0,1.20981593411989
844,0,1.21113603118241
845,0,1.24435987325764
846,0,1.92886327111891
847,0.011,1.83181627096345
848,0.065,1.95383412480688
849,0.109,1.99851471282005
850,0.151,1.93175606177196
851,0.176,1.85624670174309
852,0.168,1.51764584618828
853,0.123,1.82874859986247
854,0.062,1.92235075388081
855,0.007,1.91102725027555
856,0,1.96270159272459
857,0,1.81266554136485
858,0,1.79343973098022
859,0,1.79639218159601
860,0,1.74296028444479
861,0,1.70073108657981
862,0,1.68508344081997
863,0,1.14600733641273
864,0,1.13511520483411
865,0,1.15193691265659
866,0,1.14509305818977
867,0,1.29307695883772
868,0,1.25322654645268
869,0,1.2854150201256
870,0,2.03844627965632
871,0,1.85998401581636
872,0.006,1.72220175718065
873,0.016,1.7557315329063
874,0.027,1.76166491056282
875,0.022,1.74384300919257
876,0.014,1.59609574454576
877,0.007,1.80639725098394
878,0.002,1.8511591438481
879,0,1.91141749540293
880,0,2.13282432612425
881,0,1.88759180487453
882,0,1.6966486261138
883,0,1.75924562813738
884,0,1.64338858925323
885,0,1.63156160897267
886,0,1.64677829948419
887,0,1.19720276215358
888,0,1.18645584688913
889,0,1.12359666885833
890,0,1.12602844218766
891,0,1.18570215818441
892,0,1.20304089886549
893,0,1.24784621129787
894,0,1.85675877907615
895,0,1.72133345237497
896,0.01,1.63289188702815
897,0.023,1.782817704168
898,0.049,1.73838977556247
899,0.057,1.74827879559297
900,0.065,1.49396275467619
901,0.075,1.72856167829681
902,0.047,1.75400527484241
903,0.006,1.87114207320633
904,0,1.86887032318396
905,0,2.03668723452487
906,0,2.03877210961848
907,0,1.93632442107332
908,0,1.63826987298026
909,0,1.85208648904069
910,0,1.67009418163487
911,0,1.22810419600594
912,0,1.2570354836545
913,0,1.25755950814966
914,0,1.2648036030385
915,0,1.30897055848791
916,0,1.31501471083689
917,0,1.35250043732666
918,0,1.86677580147852
919,0.002,1.76237682281904
920,0.013,1.64272217574258
921,0.025,1.7521458127936
922,0.031,1.80852470003752
923,0.044,1.7089041006011
924,0.042,1.62405938389536
925,0.031,1.78370996373425
926,0.017,1.83620761254713
927,0.001,1.78851280064891
928,0,2.01274183365384
929,0,1.93923306806067
930,0,1.77678191277781
931,0,1.70196822997635
932,0,1.61480657642913
933,0,1.88017827394676
934,0,1.62823969997785
935,0,1.35775951280518
936,0,1.39190433003598
937,0,1.39156269434017
938,0,1.39788616349498
939,0,1.42875075950305
940,0,1.4299422728477
941,0,1.44161384548418
942,0,1.78937293690409
943,0.01,1.79372740178836
944,0.107,1.72012299360564
945,0.201,1.84042303654749
946,0.235,1.79845135046426
947,0.191,1.87639099403008
948,0.071,1.5951263515033
949,0.046,1.65840246302964
950,0.024,1.85034681037979
951,0.002,1.87824300679877
952,0,1.76781551631678
953,0,1.75995108261
954,0,1.66338180047777
955,0,1.72542070803019
956,0,1.64462697849715
957,0,1.62060559115545
958,0,1.66688782727158
959,0,1.42018745746862
960,0,1.46420042342335
961,0,1.44383253156936
962,0,1.44077550631003
963,0,1.47351809023323
964,0,1.4690770718799
965,0,1.50028868604424
966,0,1.93611810030341
967,0.002,1.84550030532089
968,0.023,1.74209224332114
969,0.044,1.78033693706009
970,0.045,1.79119282553956
971,0.042,1.74033192609172
972,0.035,1.66491160691623
973,0.026,1.74572537960857
974,0.012,1.86853822341344
975,0,1.88558529830639
976,0,1.81280067248347
977,0,1.87116467654315
978,0,1.74090647351666
979,0,1.77044094467569
980,0,1.62178809993279
981,0,1.60817520546433
982,0,1.66153758108628
983,0,1.40434055799424
984,0,1.41978958052185
985,0,1.42651780958147
986,0,1.40774081815224
987,0,1.44070575107283
988,0,1.43440732123272
989,0,1.45007309803773
990,0,1.872556312137
991,0.053,1.83941821126098
992,0.147,1.80384855752481
993,0.21,1.80665492915534
994,0.241,1.86093118261516
995,0.242,1.7511044437411
996,0.205,1.61495741065869
997,0.139,1.76050993520584
998,0.065,1.86573009045725
999,0.018,1.88434076775457
1000,0,1.96253844200402
1001,0,1.91476783242565
1002,0,1.91496138528742
1003,0,1.73920284793902
1004,0,1.73081237724697
1005,0,1.69769968807917
1006,0,1.71782449656747
1007,0,1.377356394442
1008,0,1.38163636026586
1009,0,1.37371998288428
1010,0,1.37000259510957
1011,0,1.39717964867023
1012,0,1.38895956460494
1013,0,1.41284110624822
1014,0,1.90454650989333
1015,0.024,1.90778623882883
1016,0.069,1.83650527512771
1017,0.106,1.98026735181626
1018,0.131,1.84456831399508
1019,0.163,1.7952119692777
1020,0.188,1.65983907897442
1021,0.135,1.76292837781251
1022,0.071,1.9630339425556
1023,0.016,1.73734013075454
1024,0,1.96370434473581
1025,0,1.85240118723748
1026,0,1.82171710697556
1027,0,1.84539414457296
1028,0,1.70031701468966
1029,0,1.79350752235811
1030,0,1.69981076624807
1031,0,1.37029714320076
1032,0,1.36265534611331
1033,0,1.36626031636678
1034,0,1.36894559333423
1035,0,1.40617878034176
1036,0,1.40141692694391
1037,0,1.42473490443631
1038,0,1.95048792650757
1039,0.013,1.87594750639549
1040,0.046,1.792750229201
1041,0.087,1.80863241193898
1042,0.123,1.85542825744805
1043,0.108,1.7674480012379
1044,0.056,1.55290573313462
1045,0.027,1.757062450383
1046,0.006,1.88262510859217
1047,0,1.83469074910981
1048,0,1.90002993592522
1049,0,1.79745649742187
1050,0,1.73157910309189
1051,0,1.74443663681594
1052,0,1.69181222429573
1053,0,1.68439851982183
1054,0,1.95602503101674
1055,0,1.39424945502731
1056,0,1.40284137764382
1057,0,1.39552230973973
1058,0,1.39420832541275
1059,0,1.42274647266374
1060,0,1.42084655898267
1061,0,1.4596234248783
1062,0,2.08158181783541
1063,0.029,1.81429086460448
1064,0.091,1.67666513585339
1065,0.156,1.81669232224048
1066,0.209,1.82186419992704
1067,0.245,1.72424531977322
1068,0.214,1.66533600036462
1069,0.159,1.81111819889317
1070,0.089,1.80982805836256
1071,0.025,1.88010592952047
1072,0,1.84684697214278
1073,0,1.77636157137783
1074,0,1.82749159076957
1075,0,1.86436515464745
1076,0,1.85957406796545
1077,0,1.67950217832716
1078,0,1.71419426971249
1079,0,1.40035879395651
1080,0,1.41566870940786
1081,0,1.40614856810792
1082,0,1.41250355167493
1083,0,1.43833664706879
1084,0,1.44253686413559
1085,0,1.45427754005456
1086,0,1.90070915894911
1087,0.053,1.84094524012179
1088,0.171,1.72689705782698
1089,0.243,1.80698164922337
1090,0.273,1.83447418017771
1091,0.266,1.79965127373549
1092,0.225,1.71966483849467
1093,0.157,1.79023746805329
1094,0.076,1.85639914576628
1095,0.022,1.8539623488378
1096,0,1.9128415423891
1097,0,1.85616093193352
1098,0,1.8541687790308
