time,AN1,AN2,AN3,AN4,AN5,AN6,AN7,BGA_AC,LS1,LS2
2019-01-01 00:00:00,0.008255,4.12869328431752E-05,0.0001484469480726,7.96423353037646E-05,3.01889770395096E-05,3.39273749066248E-05,7.27819569910198E-05,0.1,0.001055838128,0
2019-01-01 01:00:00,0.00774,6.56618757567831E-05,0.0002255887039758,0.0001069731605597,3.68148742917122E-05,4.85425718560608E-05,0.0001143915263047,0.1,0,0
2019-01-01 02:00:00,0.007375,5.39464871696193E-05,0.0001696526610342,9.30966757853106E-05,3.96156935655113E-05,3.92971109377549E-05,0.0001004181703855,0.1,0,0
2019-01-01 03:00:00,0.00715,5.57927732624315E-05,0.0002270058259156,0.0001017879621084,3.00157985560402E-05,4.61748480174317E-05,9.16292603049398E-05,0.1,0,0.00108704745747573
2019-01-01 04:00:00,0.007131,6.43695507899272E-05,0.0002058497467695,0.0001056807116425,4.07024653340254E-05,4.61248748254038E-05,0.0001160586883293,0.1,0,0
2019-01-01 05:00:00,0.008141,5.0016153595082E-05,0.0001720299319211,9.24026839572571E-05,3.61113500829842E-05,3.85895356682632E-05,9.04190435655292E-05,0.1,0,0
2019-01-01 06:00:00,0.011279,5.89032319446762E-05,0.000234488458322,0.000104408984264,3.08925012482371E-05,4.75563462237291E-05,9.67544456279501E-05,0.1,0,0
2019-01-01 07:00:00,0.0164,6.29386739186875E-05,0.0001954806067451,0.0001400699672972,4.15783943496887E-05,6.66092835926719E-05,0.0001160586883293,0.1,0,0
2019-01-01 08:00:00,0.022283,0.0003345619044728,0.0012250739800197,0.0004755735708788,0.0001784245784356,0.0002707246016384,0.0002731089510356,0.1,0,0
2019-01-01 09:00:00,0.024822,0.0004399589726005,0.002177630196593,0.000819329136379,0.0003429040210131,0.0003225465686062,0.0009854091426307,0.1,0,0
2019-01-01 10:00:00,0.021551,0.0004041351829131,0.0003398424001184,0.0003283520067457,0.0002249450828231,0.0002160695912929,0.0007981669565338,0.1,0,0
2019-01-01 11:00:00,0.020677,0.000247003384749,0.000740173454699,0.0005959351608005,0.0003403486246537,0.0002486952988433,0.000129976652652,0.1,0,0
2019-01-01 12:00:00,0.018488,0.0008678271347422,0.0021638230063253,0.0011165146611683,0.0003037634665829,0.0004744399211672,0.0019326237506018,0.1,0,0
2019-01-01 13:00:00,0.015652,0.0008891799237381,0.002122024256778,0.0008149378196121,0.000243428448372,0.0005140315084604,0.0008569920771821,0.1,0,0
2019-01-01 14:00:00,0.014534,0.0001293297595619,0.0009494746165012,0.0002455444426276,9.68358222232322E-05,0.0001099675670872,0.0002367801317961,0.1,0,0
2019-01-01 15:00:00,0.013432,0.0002189972477415,0.002193480502149,0.0003647822314216,0.0001423726424711,0.0003184581547123,0.0004824517000265,0.1,0,0
2019-01-01 16:00:00,0.014312,0.0003008686630726,0.0008072711529427,0.0004326299074867,0.000179942290153,0.0003214316170592,0.000566534256345,0.1,0,0
2019-01-01 17:00:00,0.018725,0.0002442679292404,0.0002958206724724,0.0005014197266657,0.0001338123885514,0.0003808433279046,0.0004428041975505,0.1,0,0
2019-01-01 18:00:00,0.023611,0.0017156046848508,0.0034600564807921,0.0011251779710988,0.0005120537736434,0.0003220172128889,0.0024821404723132,0.1,0,0
2019-01-01 19:00:00,0.025739,0.0020680364826774,0.0041897772356473,0.0017564400807302,0.000557259002488,0.0010448161657063,0.0042811143973222,0.1,0,0
2019-01-01 20:00:00,0.021363,0.0010706435406073,0.0042799371093483,0.0010351817949541,0.0011136398884695,0.0009161221396863,0.0023626042745446,0.1,0,0
2019-01-01 21:00:00,0.015785,0.0004320296693643,0.0018416735313013,0.0005065557751356,0.000274287840504,0.0003948417906984,0.0008377308054318,0.1,0.0111283558608333,0.000843028315869283
2019-01-01 22:00:00,0.013058,0.0001911388098398,0.0003536708210354,0.0003184314063755,0.0001216444957935,0.0002043629644135,0.0008706044440848,0.1,0,0
2019-01-01 23:00:00,0.010275,8.25516105355744E-05,0.000229739128577,0.0002030961380146,3.6010098081193E-05,0.0001847764339871,0.0003592802046187,0.1,0,0.000410642164928417
2019-01-02 00:00:00,0.00874,5.51847207409571E-05,0.000170328144748,0.0001378722140471,4.03559515121191E-05,0.0001236479279871,0.0003498870590343,0.1,0,0
2019-01-02 01:00:00,0.007749,5.45545396910938E-05,0.0002221798936922,0.0001006782517151,3.01412846504557E-05,7.10138888187521E-05,0.0003368988855957,0.1,0,0
2019-01-02 02:00:00,0.007391,6.49603911082339E-05,0.0002100767738489,0.0001064617352561,3.98367191733404E-05,4.72540250815235E-05,0.0001414140383188,0.1,0,0
2019-01-02 03:00:00,0.007215,5.07156713758833E-05,0.0001678028928875,9.09941441466838E-05,3.68614856532804E-05,3.88140082115312E-05,9.25809436087324E-05,0.1,0,0
2019-01-02 04:00:00,0.007051,5.76128721572701E-05,0.000234488458322,0.0001024080933492,3.01423635582792E-05,4.73789069044793E-05,9.45925396870045E-05,0.1,0,0
