name,bus0,bus1,carrier,x,r,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,lifetime,capital_cost,length,num_parallel,geom,v_nom
5602,9238,34247,AC,0.17160496,0.0496164898,3.8156636066481993e-08,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.0038148847298244953,0.08282863966347204,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613d40ee00>,380.0
5477,9238,9237,AC,3.9946454999999994,1.1549761799999998,8.882139072022161e-07,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.08151984717587231,1.7699559817269428,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613d40ec50>,380.0
14904,9240,31694,AC,0.0795654323991053,0.023004895237667345,1.7692249290858727e-08,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.0028387852761368702,0.06163560352973709,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x716137dcadd0>,380.0
26435,9240,35584,AC,8.45860544,2.4456450399999996,4.7019409272853184e-07,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.08634054200335933,1.8746227339545665,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613d40ed70>,380.0
14906,9240,9237,AC,29.6757884,8.580190239999999,1.6496067423822714e-06,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.3028970232359483,6.576489243989001,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613eb241c0>,380.0
5618,9242,31679,AC,0.21395339643060457,0.06186061188426065,4.764094202908587e-08,520.0,True,520.0,3109.3776097476484,1.0,40.0,0.005877684785666871,0.12761608007743666,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613d40e890>,380.0
5620,9242,9238,AC,31.431981199999996,9.0879584,6.98892799030471e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.6416103418476702,13.930620601399582,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x716137dcacb0>,380.0
5622,9247,34121,AC,0.017231568066010894,0.0019197424467084065,1.2063898e-06,3580.0,True,3580.0,21482.972576438297,1.0,40.0,0.05505556827570442,0.3950219958980634,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613eb033a0>,380.0
27136,9247,36097,AC,1.132114772,0.1261271908,1.98119688e-05,1790.0,True,1790.0,10741.486288219148,1.0,40.0,0.6268494015556457,4.497625026591365,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613ce7e5f0>,380.0
14916,9249,30955,AC,0.014393866457969083,0.0016035992458319367,1.00825134e-06,3580.0,True,3580.0,10741.486288219148,1.0,40.0,0.04184772656044185,0.30025614097597164,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71614000fa30>,380.0
27182,9249,36130,AC,14.843453599999998,1.65368324,0.000259759716,1790.0,True,1790.0,10741.486288219148,1.0,40.0,8.218319182155481,58.96618540026979,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71614000f9d0>,380.0
14924,9249,9247,AC,20.7397388,2.31058772,0.000362946512,1790.0,True,1790.0,10741.486288219148,1.0,40.0,11.481687887132857,82.38075470842661,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613cd2f640>,380.0
15285,9252,10086,AC,15.323872399999997,4.430617979999999,3.4072770429362885e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.313165298373073,6.799433663422985,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613695cb20>,380.0
5435,9252,31030,AC,0.24140791999999994,0.069798628,2.147088455124654e-07,1040.0,True,1040.0,1554.6888048738242,1.0,40.0,0.014229358204354173,0.30894731212629406,4.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613695c940>,380.0
14912,9254,32993,AC,9.031786799999999,2.6113801399999996,2.0082321566482e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.18578279272955492,4.033709295163357,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x716137de2ef0>,380.0
5625,9254,32996,AC,2.3611854799999996,0.6826914319999999,1.3125291488919668e-07,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.024891220521664568,0.5404372822210606,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x716137de2e90>,380.0
14930,9254,9252,AC,19.912471199999995,5.757329079999999,4.427564126038782e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.40716764923928844,8.840409315071371,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613695ca00>,380.0
14917,9264,34932,AC,2.9597812399999994,0.8557649399999999,6.581109221606648e-07,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.0688446612791719,1.4947528026904895,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613d6cd810>,380.0
993,927,31814,AC,0.11006962199999999,0.01226269348,1.9262238e-06,1790.0,True,1790.0,10741.486288219148,1.0,40.0,0.07004333867701515,0.5025587839726015,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613ce7ca00>,380.0
1510,927,35290,AC,14.657466400000002,1.63296906,0.001026025536,3580.0,True,3580.0,10741.486288219148,1.0,40.0,16.24070762932112,116.52657384997721,2.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x71613c51d720>,380.0
