,0 solar,0 solar_rooftop,0 wind_offshore,0 wind_onshore,1 solar,1 solar_rooftop,1 wind_onshore,10 solar,10 solar_rooftop,10 wind_onshore,11 solar,11 solar_rooftop,11 wind_onshore,12 solar,12 solar_rooftop,12 wind_offshore,12 wind_onshore,13 solar,13 solar_rooftop,13 wind_offshore,13 wind_onshore,14 solar,14 solar_rooftop,14 wind_onshore,15 solar,15 solar_rooftop,15 wind_onshore,2 solar,2 solar_rooftop,2 wind_onshore,3 solar,3 solar_rooftop,3 wind_offshore,3 wind_onshore,4 solar,4 solar_rooftop,4 wind_onshore,43775 solar,43775 wind_onshore,43776 solar,43776 wind_offshore,43776 wind_onshore,43777 solar,43777 wind_onshore,43778 solar,43778 wind_onshore,43779 solar,43779 wind_offshore,43779 wind_onshore,43780 solar,43780 wind_offshore,43780 wind_onshore,43781 solar,43781 wind_offshore,43781 wind_onshore,43782 solar,43782 wind_onshore,43783 solar,43783 wind_offshore,43783 wind_onshore,43785 solar,43785 wind_offshore,43785 wind_onshore,43786 solar,43786 wind_onshore,43787 solar,43787 wind_offshore,43787 wind_onshore,43788 solar,43788 wind_offshore,43788 wind_onshore,5 solar,5 solar_rooftop,5 wind_onshore,52102 solar_thermal_collector,52103 solar_thermal_collector,52104 solar_thermal_collector,52105 solar_thermal_collector,52106 solar_thermal_collector,52108 solar_thermal_collector,52109 solar_thermal_collector,52110 solar_thermal_collector,52111 solar_thermal_collector,52112 solar_thermal_collector,52114 solar_thermal_collector,52115 solar_thermal_collector,52116 solar_thermal_collector,52118 solar_thermal_collector,52119 solar_thermal_collector,52120 solar_thermal_collector,52121 solar_thermal_collector,6 solar,6 solar_rooftop,6 wind_offshore,6 wind_onshore,7 solar,7 solar_rooftop,7 wind_offshore,7 wind_onshore,8 solar,8 solar_rooftop,8 wind_onshore,9 solar,9 solar_rooftop,9 wind_onshore
0,0.0,0.0,0.9999999999928186,0.8622581589330258,0.0,0.0,0.5722767950464718,0.0,0.0,0.9822952523560431,0.0,0.0,0.7705222069256412,0.0,0.0,1.0,0.23546559761140715,0.0,0.0,0.9999999999999494,0.6995516849829099,0.0,0.0,0.25097128792982837,0.0,0.0,0.006037597573257387,0.0,0.0,0.01943781216134007,0.0,0.0,1.0,0.9974462910445345,0.0,0.0,0.0139642503513496,0.0,0.06328523216430669,0.0,0.14389639746832933,0.02765406283394632,0.0,0.0,0.0,0.19710966208762665,0.0,1.0,0.9999999999999999,0.0,1.0,0.9999999999999997,0.0,0.08528633323599079,0.03786492533629155,0.0,0.20734492841322755,0.0,0.34503677708228064,0.2553606168862889,0.0,0.6326727795952669,0.5205892822761927,0.0,0.5558633554251331,0.0,1.0,0.6663656725976709,0.0,0.7504405988479582,0.4736278064088194,0.0,0.0,0.8626042940401951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9996448892440497,0.0,0.0,1.0,0.48431872930507824,0.0,0.0,0.044334055188131105,0.0,0.0,0.03269855534506972
1,0.0,0.0,0.9999999999955975,0.8965062557440266,0.0,0.0,0.6287391101808074,0.0,0.0,0.9895180861181151,0.0,0.0,0.8307406430928658,0.0,0.0,1.0,0.2978340791980216,0.0,0.0,0.9999999999999034,0.7569207125488201,0.0,0.0,0.3000901690561869,0.0,0.0,0.006004957737234994,0.0,0.0,0.02280264007715464,0.0,0.0,1.0,0.9992414132586998,0.0,0.0,0.015754319430928664,0.0,0.06440416211814774,0.0,0.19113905810424967,0.03739248461157575,0.0,0.0,0.0,0.2165469873290312,0.0,1.0,0.9999999999999999,0.0,1.0,0.9999999999999997,0.0,0.0794137202979216,0.03349067254181468,0.0,0.21729387699973363,0.0,0.3338553079706468,0.25000522244141815,0.0,0.6969247239430691,0.5741872097520999,0.0,0.5503740646898987,0.0,1.0,0.7591297242358597,0.0,0.735333574139009,0.5114978763833788,0.0,0.0,0.9089166347854574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9998335483425862,0.0,0.0,1.0,0.5569914751465028,0.0,0.0,0.044532066144727434,0.0,0.0,0.037908638344896134
2,0.0,0.0,0.9999999999952216,0.9068669956316175,0.0,0.0,0.6845825893856824,0.0,0.0,0.99333631459923,0.0,0.0,0.8792768896400904,0.0,0.0,1.0,0.3502516550669017,0.0,0.0,0.9999999999997389,0.773594683731082,0.0,0.0,0.327821680133551,0.0,0.0,0.004929630909405748,0.0,0.0,0.025760733964355312,0.0,0.0,1.0,0.9996789107206693,0.0,0.0,0.015510817646093862,0.0,0.0722486346113671,0.0,0.23855277579943507,0.050017010970760195,0.0,0.0,0.0,0.24392200258588792,0.0,1.0,0.9999999999999999,0.0,1.0,0.9999999999999997,0.0,0.07563998264460658,0.029160011280540493,0.0,0.24411802553449924,0.0,0.330852746742532,0.2493171762909212,0.0,0.7427284997168254,0.5983215538879862,0.0,0.536354224162316,0.0,1.0,0.8289809606029411,0.0,0.7292314275865418,0.5549980004111604,0.0,0.0,0.9431053718705493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9998617114980501,0.0,0.0,1.0,0.6163215538240525,0.0,0.0,0.049765583432587794,0.0,0.0,0.04566036643117904
3,0.0,0.0,0.9999999999962672,0.9061332251146947,0.0,0.0,0.7666328386707804,0.0,0.0,0.9958155187783374,0.0,0.0,0.9196055702585313,0.0,0.0,1.0,0.4001595232702674,0.0,0.0,0.9999999999995999,0.7625844026003796,0.0,0.0,0.3628549979736739,0.0,0.0,0.002979366724789219,0.0,0.0,0.03438153514111878,0.0,0.0,1.0,0.9999704910843913,0.0,0.0,0.012345943671287255,0.0,0.0772989345732826,0.0,0.2929866887432759,0.06479725711239231,0.0,0.0,0.0,0.27139626330534433,0.0,1.0,0.9999999999999999,0.0,1.0,0.9999999999999997,0.0,0.07636354442835791,0.027771432377665224,0.0,0.2545112565823444,0.0,0.33473781944364506,0.24402112533860756,0.0,0.7717644883294306,0.6045507919465388,0.0,0.5151596062458303,0.0,1.0,0.8931864013127128,0.0,0.791903629854156,0.58504125018252,0.0,0.0,0.9701443527473904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999827391228284,0.0,0.0,1.0,0.6502728367917573,0.0,0.0,0.051155031144211466,0.0,0.0,0.05281065654628037
4,0.0,0.0,0.9999999999970108,0.9095466676560888,0.0,0.0,0.8199914796276669,0.0,0.0,0.9964321964649732,0.0,0.0,0.942772399409258,0.0,0.0,1.0,0.4372306791984436,0.0,0.0,0.9999999999996556,0.7518269656379517,0.0,0.0,0.40015304458943,0.0,0.0,0.0028553940574893534,0.0,0.0,0.04649089637585987,0.0,0.0,1.0,0.999989568064958,0.0,0.0,0.01894200580230844,0.0,0.09485383231465419,0.0,0.33310953082416356,0.07992801203965269,0.0,0.0,0.0,0.30307407361651123,0.0,1.0,0.9999999999999999,0.0,1.0,0.9999999999999997,0.0,0.07386193259980404,0.026312587535607734,0.0,0.2692516288886528,0.0,0.3520831607105254,0.24680247537612343,0.0,0.7728217473626565,0.5846394684675428,0.0,0.48952819890139865,0.0,1.0,0.9335827737532204,0.0,0.8233845082531733,0.6033456347911265,0.0,0.0,0.9831159468534049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999961340504732,0.0,0.0,1.0,0.6530003680062519,0.0,0.0,0.0682377946205213,0.0,0.0,0.06311834484444336
5,0.0,0.0,0.9999999999967626,0.9245138245696305,0.0,0.0,0.8609100237775132,0.0,0.0,0.9938228569335015,0.0,0.0,0.9563401296542672,0.0,0.0,1.0,0.45744768835022437,0.0,0.0,0.999999999999547,0.790303170217789,0.0,0.0,0.43971923593038925,0.0,0.0,0.0031006838238378112,0.0,0.0,0.05290880917744649,0.0,0.0,1.0,0.9999995122025677,0.0,0.0,0.026919259695237834,0.0,0.10577984055883148,0.0,0.34920982784349053,0.0847932791051686,0.0,0.0,0.0,0.354157592377809,0.0,1.0,0.9999866016096878,0.0,1.0,0.9999999999999997,0.0,0.07586629267501785,0.028127907185952355,0.0,0.27560493972099825,0.0,0.3674252854449783,0.24882730178965998,0.0,0.7432286920980984,0.5786818801254113,0.0,0.4704314699174932,0.0,1.0,0.9607397848638156,0.0,0.8392280793955137,0.617014523048195,0.0,0.0,0.9887699909509707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9988224640855184,0.0,0.0,0.9999999999990661,0.6989047396978361,0.0,0.0,0.08343132636878436,0.0,0.0,0.07357703497331418
6,0.0,0.0,0.9999999999874264,0.9158249410237453,0.0,0.0,0.8872849177758815,0.0,0.0,0.9900077849312031,0.0,0.0,0.9612057302435371,0.0,0.0,0.9999999999934539,0.49289539084742423,0.0,0.0,0.9999636363964559,0.8199788029794411,0.0,0.0,0.4794357846254477,0.0,0.0,0.004248010657093336,0.0,0.0,0.06248588239921298,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.03920949475544378,0.0,0.10920986663287865,0.0,0.35961990382785036,0.09018142964373682,0.0,0.0,0.0,0.4200589847876667,0.0,1.0,0.9998815918343463,0.0,1.0,0.9999999999999997,0.0,0.08396949594930266,0.029874551341271236,0.0,0.27377618736388937,0.0,0.3756956218795002,0.24541045468605655,0.0,0.7280560344836648,0.5940076359282092,0.0,0.4549505469380295,0.0,1.0,0.9699869513245992,0.0,0.8463683086844169,0.6218385502476016,0.0,0.0,0.9929845785259336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9975359196890766,0.0,0.0,0.9999999999918423,0.7401731053270517,0.0,0.0,0.09669750835983597,0.0,0.0,0.10125946308669775
7,0.0,0.0,0.9998617044735598,0.8714911619304188,0.0,0.0,0.9018247968627854,0.0,0.0,0.9867932243649047,0.0,0.0,0.9570689332105812,0.0,0.0,0.9996892302248473,0.5233903957637632,0.0,0.0,0.9995075172619766,0.791628804537253,0.0,0.0,0.511837207997143,0.0,0.0,0.006261308000688614,0.0,0.0,0.08917736407933466,0.0,0.0,1.0,0.9999992204414179,0.0,0.0,0.05894104530952608,0.0,0.12994707618285967,0.0,0.37033193610164067,0.10797879667356902,0.0,0.0,0.0,0.47589790576750907,0.0,0.9999901180910873,0.999315577028605,0.0,1.0,0.9999999999999997,0.0,0.0982699602445951,0.03120396552947174,0.0,0.2513917955287989,0.0,0.36642288217288177,0.23435364406592618,0.0,0.7162537163508974,0.5922625717982397,0.0,0.4442336423561903,0.0,1.0,0.9750020917454545,0.0,0.8526787508253724,0.6230712030821066,0.0,0.0,0.9959493847251931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9977176495258463,0.0,0.0,0.9998446151062124,0.740352240022093,0.0,0.0,0.1255915873203485,0.0,0.0,0.1423217908238621
8,0.0,0.0,0.999749145438227,0.8208152512320531,0.0023069130710170827,0.00253159748964731,0.9052407574957192,4.362430136857951e-06,1.1550981610134522e-05,0.9851018311368666,3.1421929995454204e-07,2.6266047332405537e-13,0.9455502596152263,0.0,0.0,0.9994362939904562,0.5382551129625213,0.0,0.0,0.9988393119025137,0.7079381778031187,0.002443467224644952,0.0036676844533564293,0.5334301368213618,0.010635443718709362,0.00554157817285062,0.010614515472229226,0.00020264606018999986,0.0002784069608367816,0.1401503088217913,0.0007395912066148725,0.0011248515733709834,1.0,0.9999595529405504,0.020115824378344277,0.017550952397600485,0.07762753932796829,0.06152118474578927,0.14450064612625568,0.0,0.34701821893159057,0.1349710315763404,0.03354678911986954,0.0,0.02525624561534172,0.4890318237996949,0.0,0.9999579807093346,0.9973358359221617,0.0,1.0,0.9999999999999997,0.0,0.10678917404196361,0.03049740136992049,0.0,0.2444909135971832,0.0,0.3484174484695514,0.22133349756980394,0.0,0.6950871005488272,0.5471310196904349,0.0,0.4275128528227987,0.015742905048566305,1.0,0.9805070651650416,0.0,0.8561245676156237,0.6094441257529863,8.74731657274308e-05,5.411704137964869e-05,0.9951047688981601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9983300052753408,0.0,0.0,0.9997181469881755,0.7160927146751466,0.010715708422073283,0.01786222359942528,0.15486634490034593,0.0013790930183287264,0.0010289245026034479,0.18202301554017325
9,0.026063393912072855,0.020598590968557297,0.9997529140619488,0.788718736038028,0.0226808564019182,0.02512602231126341,0.9051770261692749,0.07991656972570571,0.0825201167892339,0.9846417151753264,0.006109233463713384,0.003270120920915355,0.9276328102549568,0.008193025008728112,0.006161485383962519,0.9994447626230125,0.5405782874569435,0.008766215225407367,0.006121287699052451,0.9988995274104605,0.6129782882472106,0.02253318048903711,0.02751282088537207,0.5824404649326932,0.11293225858953526,0.07443263149687646,0.0137654400482823,0.0627001085893646,0.06250491182612103,0.17145012882855848,0.06670637499753025,0.08854481941208853,1.0,0.9997791901341736,0.1127414031657273,0.09698142711861717,0.08442799722342173,0.20514084277438613,0.156446689461228,0.0,0.2955650369882725,0.1462025809948842,0.19815395037766032,0.0,0.09843916569271143,0.5286289434520786,0.05509687723943958,0.9997582928525877,0.9896643321505718,0.08993489423274942,1.0,0.9999999999999997,0.04650910384069622,0.10945621295746127,0.02863642377743015,0.0,0.23949556160881239,0.0,0.326047309210086,0.2047092899856466,0.0,0.6580700743370377,0.4777353816792416,0.0,0.4113815617977926,0.06850226531310394,1.0,0.9838106884975354,0.029257518154985066,0.8521240560523073,0.5827751616165732,0.013903292036125723,0.011854803796553305,0.9926040854513688,1.8560036705874166e-27,2.2319199341088568e-12,3.3047086689019173e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08829967245576274,0.0904805559899544,1.0,0.998374776609529,0.005901848167411368,0.004492243465499004,0.9995560441545028,0.6893155674734531,0.045649545168571184,0.07317702805430143,0.14744009475365294,0.04607421215162093,0.04959728709133828,0.22297668765326958
