name,scn_name,v_nom,carrier,x,y,country,control,generator
52112,eGon2035_lowflex,1.0,central_heat,8.434028102884405,51.932425361010395,DE,Slack,52112 central_biomass_CHP_heat
52114,eGon2035_lowflex,1.0,central_heat,10.499592407668704,52.11242664226291,DE,Slack,52114 central_biomass_CHP_heat
52115,eGon2035_lowflex,1.0,central_heat,13.454415867709397,52.35650794148649,DE,Slack,52115 central_biomass_CHP_heat
52116,eGon2035_lowflex,1.0,central_heat,10.400564434791853,53.69602967234665,DE,Slack,52116 central_biomass_CHP_heat
52117,eGon2035_lowflex,1.0,central_heat,7.3076764478056235,51.560906212328334,DE,Slack,52117 load shedding
52118,eGon2035_lowflex,1.0,central_heat,8.640075490520696,53.18979027849701,DE,Slack,52118 central_biomass_CHP_heat
52119,eGon2035_lowflex,1.0,central_heat,7.452733289195281,53.209986501694715,DE,Slack,52119 central_biomass_CHP_heat
52120,eGon2035_lowflex,1.0,central_heat,12.829941707706856,53.81469437061224,DE,Slack,52120 central_biomass_CHP_heat
52121,eGon2035_lowflex,1.0,central_heat,9.33160687033492,54.36387532378248,DE,Slack,52121 central_biomass_CHP_heat
52122,eGon2035_lowflex,1.0,central_heat,10.009206960514916,53.82636936070705,DE,Slack,52122 central_biomass_CHP_heat
6,eGon2035_lowflex,380.0,AC,-4.036611166043771,53.97543323566312,GB,Slack,43782 lignite
7,eGon2035_lowflex,380.0,AC,5.55144817647059,52.374286058823536,NL,Slack,43785 load shedding
8,eGon2035_lowflex,380.0,AC,8.605317995983397,60.97891064521747,NO,Slack,43786 load shedding
9,eGon2035_lowflex,380.0,AC,18.902232738057837,51.57212911875295,PL,Slack,43787 coal
