,43776 coal,43777 nuclear,43778 coal,43778 lignite,43778 nuclear,43779 coal,43780 coal,43781 nuclear,43782 lignite,43783 coal,43783 nuclear,43785 nuclear,43787 coal,43787 lignite,43788 nuclear
88,0.9960355268527503,0.9995915954535903,0.9899477806588596,0.9996797785200776,0.9998924485530442,0.9950371509288652,0.9936077632864843,0.9999913580734533,0.9823352577426497,0.9988193886632825,0.9999264405739431,0.9992757780283329,0.9993929527434531,0.999720624234355,0.9998632889591875
89,0.9958064992421015,0.9995709906098837,0.9892623871389564,0.9996627964549004,0.9998861274107457,0.9947370488743655,0.9932072355367353,0.9999908025718529,0.9811529625247608,0.9987516212879466,0.9999222514826932,0.9992355630586595,0.9993510719862632,0.9997065761324735,0.9998548795536849
90,0.9955867497348193,0.9995472448577954,0.988484581452149,0.9996387107699655,0.999878864247089,0.9944408649253563,0.9927851672454936,0.9999901138437044,0.9792888871276302,0.9986966229703479,0.9999175043253512,0.9991881158412421,0.9993052094966858,0.9996860737312683,0.9998448333621711
91,0.9943318631748032,0.9995176494738462,0.9849775692314605,0.9995974291712661,0.9998700371554816,0.9928281519985502,0.990636748005071,0.9999892098587071,0.9756992376877871,0.9983555546651576,0.9999117452104535,0.999127144635765,0.9990861735812239,0.9996503410950403,0.9998318818129006
92,0.9912040311542477,0.9994764397000805,0.9762479171612424,0.9995168501003914,0.9998586849291449,0.9888558446247498,0.9853091403775895,0.9999879874414411,0.9678333529966469,0.997554961451509,0.9999039837473249,0.9990395187080799,0.9986012430345854,0.9995792096860693,0.9998148575882795
93,0.4835029138698098,0.9994056064213,0.5056880824037245,0.9992905336718492,0.9998414599610292,0.47129857497839545,0.46587850860392327,0.9999861458786418,0.9453565655467724,0.7494674522551105,0.9998917235198771,0.9988851943657318,0.8017484150042482,0.9993714258099083,0.9997895343951841
94,0.011493673372091232,0.9992675782603896,0.0314053862970588,0.9985155723555074,0.9998109043218105,0.015103670952993614,0.019915464833795842,0.9999829176141812,0.8613391163762928,0.0027297382755899595,0.9998695034084424,0.998581067681648,0.0016190926459846752,0.9986935530715604,0.9997456434612987
95,0.002968178786493559,0.9984767346237693,0.007548390751154862,0.0013873807302091602,0.9996514138096679,0.003783499670298127,0.004856123395022316,0.9999636923482824,0.09460273182226976,0.0008909899001702877,0.9997386199214596,0.9968654791218097,0.0005493398026993189,0.001286162574760771,0.9995252613679436
96,0.0024954496077310554,0.9671614589242246,0.006064577448352518,0.0010141890816193014,0.9919571066944738,0.0031438158600713656,0.003981951619815316,0.9990823876597229,0.0662050680797367,0.0007874279740518478,0.9943013559999722,0.9474277804213822,0.0005227021670820715,0.000943313893247352,0.9881420984677716
97,0.002378512376438797,0.9094780583434041,0.005663419960441828,0.0009209097776811503,0.9362867382311707,0.0029840704491887163,0.003762316766685905,0.9722195562502296,0.05620486783949456,0.0007777080827960873,0.9768024051099428,0.8981299480789893,0.0005144909065277008,0.0008649918008609293,0.8965721561497341
98,0.002351227303291882,0.8804482401259206,0.00552521853050859,0.000877458583514371,0.9159027472567801,0.002940506876343418,0.0036953157670181775,0.9624878857284995,0.05104739719614412,0.0007842368427921239,0.9683744174416948,0.868736233435668,0.0005164462471782633,0.0008264211478150607,0.86686621837429
99,0.0023411396192214106,0.8620207938584885,0.005500802174785291,0.0008618848880882646,0.9079363452471706,0.0029314817231588606,0.003683899065799665,0.9607037107796136,0.048926102855201194,0.0007844081777890542,0.9641008550940654,0.8470608936860599,0.0005132271833963186,0.0008127508504851843,0.8562745624872787
100,0.00232616310220991,0.849724587112345,0.005504632936798047,0.0008546920310037958,0.90400819587461,0.0029188206123337878,0.003678456009305553,0.9600794784313263,0.04823292487748579,0.0007773971386188048,0.96174707637958,0.8302086748449529,0.000507440198580748,0.0008059120945955124,0.8511188564574113
101,0.0023195169914378803,0.8405391182181865,0.005512338874433716,0.0008511672673426067,0.9014214383382031,0.002911342735174731,0.0036730395344437387,0.9597341634475395,0.04793682477060343,0.0007747575819824263,0.9601365545413534,0.8162661558188111,0.0004994007199283337,0.0008019597074302542,0.847765210947819
102,0.0023179574725741116,0.8333096163117668,0.00551832369897398,0.0008503978712597897,0.8996557119438877,0.0029089442899231308,0.003670311969697345,0.9595266759435209,0.04774880932872964,0.0007709913864223674,0.9589291528308133,0.8043433964881554,0.0004953178122888359,0.0008013369630093004,0.845450291919856
103,0.0023183313139997076,0.8270400153005822,0.0055241867226582305,0.0008512803931899747,0.8982236500011949,0.002909243186700668,0.003670506506428122,0.9593695004700322,0.047576917754037495,0.0007658802212119498,0.9580365912519727,0.7935304792446175,0.0004919448857821732,0.0008015772826632891,0.8435715296827655
104,0.0023191550221013076,0.8195139414969503,0.005527334018317753,0.0008526525504193845,0.8964847677241877,0.0029100694587825974,0.0036711361431376105,0.9591719491270173,0.047351758357394184,0.0007596177304893858,0.9580287532250351,0.7812762536503288,0.0004899462650725323,0.0008026574980117358,0.8413127364421904
105,0.0023208210788543803,0.8073222507869247,0.0055293819470109435,0.0008549344250990846,0.8933531682219542,0.002911800492543675,0.0036728038560702603,0.9587308762530754,0.047002328226520965,0.0007534210913429602,0.958094060510152,0.7655691197310139,0.0004898256574453584,0.0008048296930949954,0.8372237190906743
106,0.0023210257285750944,0.7831497928266495,0.005528799794404109,0.0008574809004542705,0.8806048650918975,0.0029125552558174417,0.003673511561820497,0.9560500778187204,0.04646348372086023,0.0007452675934201236,0.9597236272118108,0.7523459142091913,0.000490546709399302,0.0008071039122240346,0.8206018236146864
107,0.0023212638988597527,0.7469152829591529,0.005528854482687009,0.0008601983041298163,0.793465956468818,0.0029133661368478682,0.003674350864631831,0.8813450134437784,0.04573232001710151,0.0007294010992972386,0.9618061165222216,0.7373309712404248,0.0004916703270206998,0.0008094238124195927,0.7127180638961713
108,0.0023209535248816635,0.7089170725399079,0.005527687123858307,0.000862643368024479,0.7179995233181584,0.0029134165394649894,0.003674208414907501,0.5971376855142476,0.04683856383071654,0.000724758023717325,0.9640845847491445,0.7205633899410541,0.0004922961047680828,0.0008111005657350479,0.5739712625224354
109,0.002320389546505262,0.679281422141297,0.005525462807680315,0.0008647240536962327,0.7039065846829271,0.002912980476532959,0.0036733699917805055,0.5917442587642721,0.051174983218392575,0.000753220718032022,0.9669291838799715,0.704418272832949,0.0004919994716870778,0.0008118871423176909,0.5422047944607987
