name,scn_name,bus0,bus1,carrier,p_nom,p_nom_extendable,p_nom_max,capital_cost,length,geom,topo,type,efficiency,p_nom_min,p_min_pu,marginal_cost,p_nom_opt,country,build_year,lifetime
0,eGon2035,0,43544,dsm,849.0365121147663,False,inf,0.0,0.0,,,,1.0,0.0,0.0,0.0,849.0365121147663,,0.0,
1,eGon2035,0,48697,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.009684141985314185,,0.0,31.0
2,eGon2035,0,48871,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7593647224683704,,0.0,31.0
3,eGon2035,0,48872,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7599345727646144,,0.0,31.0
4,eGon2035,0,48873,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7590927457563905,,0.0,31.0
5,eGon2035,0,48874,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7592221064166328,,0.0,31.0
6,eGon2035,0,48875,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7677530472879378,,0.0,31.0
7,eGon2035,0,48876,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7602117937474753,,0.0,31.0
8,eGon2035,0,48877,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7593568382498378,,0.0,31.0
9,eGon2035,0,48878,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,671.0342473351535,,0.0,31.0
10,eGon2035,0,48879,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7583136783545473,,0.0,31.0
11,eGon2035,0,48880,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7642332472071861,,0.0,31.0
12,eGon2035,0,48881,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7580923146023185,,0.0,31.0
13,eGon2035,0,48882,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7615109715168998,,0.0,31.0
14,eGon2035,0,48883,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,666.9471102602174,,0.0,31.0
15,eGon2035,0,48884,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7599190628261303,,0.0,31.0
16,eGon2035,0,48885,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7581008028058932,,0.0,31.0
17,eGon2035,0,48886,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7600876906722631,,0.0,31.0
18,eGon2035,0,48887,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7600365448299513,,0.0,31.0
19,eGon2035,0,48888,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7612648901459667,,0.0,31.0
20,eGon2035,0,48889,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7624067630061921,,0.0,31.0
21,eGon2035,0,48890,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7626070982739189,,0.0,31.0
22,eGon2035,0,48891,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7645868906413048,,0.0,31.0
23,eGon2035,0,48892,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7605952721286644,,0.0,31.0
24,eGon2035,0,48893,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.7628535448382596,,0.0,31.0
