name,bus0,bus1,carrier,x,r,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,lifetime,capital_cost,length,num_parallel,geom,v_nom,x_pu_eff,r_pu_eff,s_nom_opt,country
15,11,43781,AC,1185.8086700958104,342.8545276780541,2.0087025944125777e-09,520.0,True,520.0,2080.0,40.0,0.022271313043157128,525.5753195947535,1.0,,380.0,0.008211971399555474,0.0023743388343355548,520.0000006924761,FR
40,43776,43784,AC,55.68635895680509,6.791019384976231,0.00044102072889001966,1138.340254961794,True,1138.340254961794,4553.361019847176,40.0,6.6002619799961195,151.7476169130087,0.6703601108033241,,380.0,0.00038563960496402415,4.7029220117563926e-05,1138.3402549643129,BELU
50,0,1,AC,101.10436090929964,11.640084081784268,4.073532433193113e-06,1025.0,True,1025.0,3074.043773273243,40.0,2.2510791225400446,213.76085904340704,1.0,,380.0,0.0007001687043580308,8.061000056637304e-05,1025.0000000018474,DE
51,0,1,AC,101.10436090929964,11.640084081784268,4.073532433193113e-06,1025.0,True,1025.0,3074.043773273243,40.0,2.2510791225400446,213.76085904340704,1.0,,380.0,0.0007001687043580308,8.061000056637304e-05,1025.0000000018474,DE
52,0,1,AC,101.10436090929964,11.640084081784268,4.073532433193113e-06,1025.0,True,1025.0,3074.043773273243,40.0,2.2510791225400446,213.76085904340704,1.0,,380.0,0.0007001687043580308,8.061000056637304e-05,1025.0000000018474,DE
53,0,1,AC,101.10436090929964,11.640084081784268,4.073532433193113e-06,1025.0,True,1025.0,3074.043773273243,40.0,2.2510791225400446,213.76085904340704,1.0,,380.0,0.0007001687043580308,8.061000056637304e-05,1025.0000000018474,DE
54,0,10,AC,151.72965669752892,24.459595037335546,0.00012992416292782543,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.00105075939541225,0.00016938777726686666,571.4285714319421,DE
55,0,10,AC,151.72965669752114,24.459595037334278,0.00012992416292783215,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.0010507593954121963,0.00016938777726685787,571.4285714319717,DE
56,0,10,AC,151.72965669752963,24.459595037335653,0.0001299241629278249,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.001050759395412255,0.00016938777726686742,571.4285714319396,DE
57,0,10,AC,151.72965669797162,24.459595037406913,0.0001299241629274463,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.001050759395415316,0.0001693877772673609,571.4285714302747,DE
58,0,10,AC,151.72965669752423,24.459595037334786,0.0001299241629278295,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.0010507593954122178,0.0001693877772668614,571.4285714319599,DE
59,0,10,AC,151.72965669797168,24.459595037406913,0.00012992416292744634,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.0010507593954153162,0.0001693877772673609,571.4285714302747,DE
60,0,10,AC,151.72965669831078,24.459595037461582,0.00012992416292715596,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.0010507593954176646,0.0001693877772677395,571.4285714289977,DE
61,0,10,AC,151.72965669831078,24.459595037461582,0.00012992416292715596,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.0010507593954176646,0.0001693877772677395,571.4285714289977,DE
62,0,10,AC,151.72965669831078,24.459595037461582,0.00012992416292715596,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.0010507593954176646,0.0001693877772677395,571.4285714289977,DE
63,0,10,AC,151.72965669831078,24.459595037461582,0.00012992416292715596,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.0010507593954176646,0.0001693877772677395,571.4285714289977,DE
64,0,10,AC,151.72965669831078,24.459595037461582,0.00012992416292715596,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.0010507593954176646,0.0001693877772677395,571.4285714289977,DE
65,0,10,AC,151.72965669831078,24.459595037461582,0.00012992416292715596,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.0010507593954176646,0.0001693877772677395,571.4285714289977,DE
66,0,10,AC,151.72965669831078,24.459595037461582,0.00012992416292715596,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.0010507593954176646,0.0001693877772677395,571.4285714289977,DE
67,0,10,AC,151.72965669831078,24.459595037461582,0.00012992416292715596,571.4285714285714,True,571.4285714285714,2655.085426505297,40.0,4.8783169339844425,160.8603063620892,1.0,,380.0,0.0010507593954176646,0.0001693877772677395,571.4285714289977,DE
