name,scn_name,bus0,bus1,carrier,p_nom,p_nom_extendable,p_nom_max,capital_cost,length,type,efficiency,p_nom_min,p_min_pu,marginal_cost,p_nom_opt,country,build_year,lifetime,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_mod,marginal_cost_quadratic,stand_by_cost,start_up_cost,shut_down_cost,ramp_limit_start_up,ramp_limit_shut_down
344,eGon2035,70844,70826,central_heat_store_discharger,0.0,True,inf,0.0,0.0,,0.84,0.0,0.0,0.0,2.2314698508143894e-09,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
345,eGon2035,70845,70827,central_heat_store_discharger,0.0,True,inf,0.0,0.0,,0.84,0.0,0.0,0.0,2.231299443495322e-09,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
346,eGon2035,70846,70828,central_heat_store_discharger,0.0,True,inf,0.0,0.0,,0.84,0.0,0.0,0.0,2.236646417141247e-06,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
347,eGon2035,70847,70829,central_heat_store_discharger,0.0,True,inf,0.0,0.0,,0.84,0.0,0.0,0.0,2.231408964969328e-09,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
348,eGon2035,70848,70830,central_heat_store_discharger,0.0,True,inf,0.0,0.0,,0.84,0.0,0.0,0.0,2.2305258711910013e-09,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
349,eGon2035,70849,70831,central_heat_store_discharger,0.0,True,inf,0.0,0.0,,0.84,0.0,0.0,0.0,7.243419356094099e-09,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
350,eGon2035,70850,70832,central_heat_store_discharger,0.0,True,inf,0.0,0.0,,0.84,0.0,0.0,0.0,2.9652720575758587e-06,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
351,eGon2035,8,42816,dsm,142.04809794885918,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,142.04809794885918,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
352,eGon2035,8,48810,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,0.7,0.0,0.0,0.0,2.188384077484413e-09,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,,
353,eGon2035,8,52086,rural_heat_pump,1231.1423479212383,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,1231.1423479212383,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
354,eGon2035,8,70054,BEV_charger,2144.6929359436035,False,inf,0.0,0.0,,0.9,0.0,0.0,0.0,2144.6929359436035,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
355,eGon2035,8,70812,power_to_H2,0.0,True,26.0,27.45381865133243,0.0,,0.7,0.0,0.0,0.0,3.616604953561255e-09,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,,
356,eGon2035,8,70828,central_heat_pump,18.817078275566487,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,18.817078275566487,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
357,eGon2035,8,70828,central_resistive_heater,19.360062436959815,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,19.360062436959815,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
358,eGon2035,9,42514,dsm,47.127780775582416,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,47.127780775582416,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
359,eGon2035,9,48680,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,0.7,0.0,0.0,0.0,2.083917504822687e-09,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,,
360,eGon2035,9,52053,rural_heat_pump,351.32565272620445,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,351.32565272620445,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
361,eGon2035,9,70154,BEV_charger,709.3288952112198,False,inf,0.0,0.0,,0.9000000000000001,0.0,0.0,0.0,709.3288952112198,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
362,eGon2035,9,70812,power_to_H2,0.0,True,21.0,27.453818651332433,0.0,,0.7,0.0,0.0,0.0,2.080414673838687e-09,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,,
363,eGon2035,9,70831,central_heat_pump,15.618085407207973,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,15.618085407207973,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
364,eGon2035,9,70831,central_resistive_heater,11.073078758573859,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,11.073078758573859,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
106 ramp_up,,48639,43775,OCGT,5998.4523758690475,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,5998.4523758690475,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
110 ramp_up,,48640,43776,OCGT,20680.000029833333,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,20680.000029833333,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
117 ramp_up,,48641,43777,OCGT,585.7142947619047,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,585.7142947619047,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
120 ramp_up,,48642,43778,OCGT,3213.5714304047615,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,3213.5714304047615,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
123 ramp_up,,48643,43779,OCGT,1023.8095238095239,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,1023.8095238095239,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
124 ramp_up,,48643,43780,OCGT,1238.095238095238,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,1238.095238095238,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
128 ramp_up,,48644,43781,OCGT,16826.190475357147,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,16826.190475357147,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
131 ramp_up,,48645,43782,OCGT,3602.3809526190475,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,3602.3809526190475,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
132 ramp_up,,48645,43783,OCGT,88505.00009047618,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,88505.00009047618,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
136 ramp_up,,48647,43785,OCGT,22131.666662738095,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,22131.666662738095,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
140 ramp_up,,48649,43787,OCGT,17859.523810238094,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,17859.523810238094,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
143 ramp_up,,48650,43788,OCGT,899.4976225476191,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,899.4976225476191,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
215 ramp_up,,70798,0,OCGT,1945.2380952380954,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,1945.2380952380954,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
222 ramp_up,,70798,11,OCGT,939.5238095238096,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,939.5238095238096,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
225 ramp_up,,70798,12,OCGT,4873.809523809524,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,4873.809523809524,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
228 ramp_up,,70798,13,OCGT,2233.3333333333335,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,2233.3333333333335,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
233 ramp_up,,70798,15,OCGT,243.57142857142858,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,243.57142857142858,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
250 ramp_up,,70798,6,OCGT,436.6666666666667,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,436.6666666666667,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
253 ramp_up,,70798,7,OCGT,3350.0,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,3350.0,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
293 ramp_up,,70798,8,OCGT,1439.2857142857144,False,inf,0.0,0.0,,1.0,0.0,0.0,14.714285714285715,1439.2857142857144,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
106 ramp_down,,48639,43775,OCGT,5998.4523758690475,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,5998.4523758690475,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
110 ramp_down,,48640,43776,OCGT,20680.000029833333,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,20680.000029833333,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
117 ramp_down,,48641,43777,OCGT,585.7142947619047,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,585.7142947619047,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
120 ramp_down,,48642,43778,OCGT,3213.5714304047615,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,3213.5714304047615,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
123 ramp_down,,48643,43779,OCGT,1023.8095238095239,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,1023.8095238095239,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
124 ramp_down,,48643,43780,OCGT,1238.095238095238,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,1238.095238095238,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
128 ramp_down,,48644,43781,OCGT,16826.190475357147,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,16826.190475357147,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
131 ramp_down,,48645,43782,OCGT,3602.3809526190475,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,3602.3809526190475,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
132 ramp_down,,48645,43783,OCGT,88505.00009047618,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,88505.00009047618,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
136 ramp_down,,48647,43785,OCGT,22131.666662738095,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,22131.666662738095,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
140 ramp_down,,48649,43787,OCGT,17859.523810238094,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,17859.523810238094,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
143 ramp_down,,48650,43788,OCGT,899.4976225476191,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,899.4976225476191,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
215 ramp_down,,70798,0,OCGT,1945.2380952380954,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,1945.2380952380954,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
222 ramp_down,,70798,11,OCGT,939.5238095238096,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,939.5238095238096,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
225 ramp_down,,70798,12,OCGT,4873.809523809524,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,4873.809523809524,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
228 ramp_down,,70798,13,OCGT,2233.3333333333335,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,2233.3333333333335,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
233 ramp_down,,70798,15,OCGT,243.57142857142858,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,243.57142857142858,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
250 ramp_down,,70798,6,OCGT,436.6666666666667,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,436.6666666666667,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
253 ramp_down,,70798,7,OCGT,3350.0,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,3350.0,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
293 ramp_down,,70798,8,OCGT,1439.2857142857144,False,inf,0.0,0.0,,1.0,0.0,0.0,-4.0,1439.2857142857144,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
