,0,9,18,28,34,43,51,58,69,75,84,156,181,207,351,358,131,132,131 ramp_down,132 ramp_down
0,-0.24546187994511157,-0.21639296243862344,-0.2119950717663932,-0.23790253049852234,-0.24322042623100726,-0.22074410935892422,-0.23426611138804604,-0.2296545692705389,-0.19201194087152848,-0.21179332120335573,-0.2217346359165731,-0.24070233371814045,-0.20003304738391173,-0.23379363529774294,-0.22037041783575434,-0.3440794982821739,1.0000000000002642,0.3428299588654518,-3602.38095262,-30342.165540404756
1,-0.21449913132342152,-0.18435356916172121,-0.1814476983586887,-0.2113043175804587,-0.21646986062818457,-0.19082029553495405,-0.20295072452897395,-0.20253959105662284,-0.16231439171489478,-0.1812585421018188,-0.1910406193794525,-0.21142925062921464,-0.16646810397328793,-0.20315114908871834,-0.187679870034981,-0.3088956841686425,0.7509531518545334,0.0,-2705.2193305500105,-0.0
