,41276 dsm,41288 dsm,41526 dsm,41530 dsm,41544 dsm,42514 dsm,42528 dsm,42658 dsm,42664 dsm,42704 dsm,42708 dsm,42816 dsm,43542 dsm,43544 dsm,43546 dsm,43744 dsm,48639 CH4,48640 CH4,48642 CH4,48643 CH4,48644 CH4,48645 CH4,48647 CH4,48649 CH4,48650 CH4,48653 H2_underground,48679 H2_underground,48680 H2_underground,48695 H2_underground,48697 H2_underground,48700 H2_underground,48707 H2_underground,48717 H2_underground,48718 H2_underground,48763 H2_underground,48810 H2_underground,64835 central_heat_store,64947 central_heat_store,65868 central_heat_store,66067 rural_heat_store,66068 rural_heat_store,66069 rural_heat_store,66070 rural_heat_store,66071 rural_heat_store,66079 rural_heat_store,66080 rural_heat_store,66082 rural_heat_store,66085 rural_heat_store,66086 rural_heat_store,66088 rural_heat_store,66091 rural_heat_store,66096 rural_heat_store,66101 rural_heat_store,66111 rural_heat_store,66113 rural_heat_store,69914 battery_storage,69915 battery_storage,69920 battery_storage,69924 battery_storage,69925 battery_storage,69929 battery_storage,69931 battery_storage,69958 battery_storage,70054 battery_storage,70058 battery_storage,70154 battery_storage,70292 battery_storage,70304 battery_storage,70310 battery_storage,70512 battery_storage,70797 battery_storage,70798 CH4,70812 H2_overground,70833 central_heat_store,70834 central_heat_store,70835 central_heat_store,70836 central_heat_store,70837 central_heat_store,70838 central_heat_store,70839 central_heat_store,70840 central_heat_store,70841 central_heat_store,70842 central_heat_store,70843 central_heat_store,70844 central_heat_store,70845 central_heat_store,70846 central_heat_store,70847 central_heat_store,70848 central_heat_store,70849 central_heat_store,70850 central_heat_store
0,-64.51574148343431,-99.81072270131871,22.881167757523805,72.84321716212733,-87.40120136223642,17.67976086136205,84.04311265958927,-167.81717973756705,-145.5354378194517,20.499744108884613,-61.014752908452856,44.038530299413246,-170.6965400722928,-335.78888883322685,-139.55475618624183,-379.12382358879444,86737.71192499725,295129.62687447947,16533111.436192218,212272.20043790404,145293.5237641259,45093072.66459372,98624563.94252735,40085545.400267825,0.0,4.13224548112144e-07,4.132299392232042e-07,4.1322873968441774e-07,4.132384947786111e-07,4.1320376513247735e-07,4.1321033224033746e-07,4.132634593493321e-07,4.1321704684897003e-07,4.1321455573688996e-07,4.1327843936390246e-07,4.1326026556051144e-07,7.660239808580428e-09,7.65910549530859e-09,7.658409199951606e-09,7.805610466078157e-09,9.21838576693152e-09,1.3225809438921525e-08,1.607234561899526e-08,8.110159657058789e-09,8.064844795644229e-09,1.2587941930822165e-08,7.88164887902526e-09,1.2438499854346315e-08,1.0878390888950846e-08,2.477251223963111e-08,1.3268202641012513e-08,7.835687365672297e-09,9.396370741580342e-09,2.6559728778127148e-08,2.354200799341833e-08,33543.70624911413,43965.311358171486,58194.55795979425,43902.632973005886,112428.39338759905,60632.73491201341,106908.94904400664,65140.52553874006,23393.49262521697,56890.42426725283,7152.380078016461,27787.855111710425,30578.28747252111,8992.70290722447,29408.404494943097,14000.487769097183,64224.79513314366,146.0188393945721,7.66058881121332e-09,7.659504728430128e-09,9.109616909976862e-07,7.660747841484842e-09,7.658540620850482e-09,7.661941069596307e-09,7.66407781551228e-09,7.658771650741948e-09,7.65860156695982e-09,9.143588858495037e-07,7.656841534413818e-09,7.659608765678779e-09,7.659993993466287e-09,9.115607433161791e-07,7.661533234172482e-09,7.656102534012079e-09,3.3890754167147476e-08,8.43971526719796e-07
1,-50.15017417917675,-77.79809349672198,-19.699525228126845,-61.61728494222217,-67.43411637250321,-14.562195431083458,-72.60322694418825,-132.96640535899436,-115.09798682943376,-18.321689210414238,-47.662431053450575,-37.933006246309816,-136.6065842292602,-249.71596184942874,-103.79477082597523,-306.65469758935376,0.0,0.0,16558557.363773989,0.0,0.0,45081675.86549202,98781272.36350779,40078541.58942112,120817.57649129177,4.132277571415946e-07,4.1321908957259916e-07,4.1321890981713735e-07,4.132041436309252e-07,4.1330217860337205e-07,4.1323880292339684e-07,4.1318532419988563e-07,4.132337790381177e-07,4.132412055081469e-07,4.131631623699515e-07,4.131824431270097e-07,1.2309647863309346e-09,1.2310492244495022e-09,1.2310354692690782e-09,1.8046257866311054e-09,2.870766695948155e-09,3.8612577205417484e-09,4.052528871543803e-09,1.8569112768908447e-09,1.7353321403725982e-09,3.015732562241954e-09,1.5719451086960272e-09,2.7304216192443113e-09,2.428995479529078e-09,5.902721449717999e-09,3.2195257430471816e-09,1.8382118766186872e-09,2.2528405479913424e-09,1.3333250710870348e-08,7.771644235261076e-09,34610.73552865392,45424.058052083834,59948.13604626501,44681.54878841133,115956.46640151094,62515.81070913725,110149.29992595817,67207.8464451316,23800.92873172187,58602.030159119604,7289.742127871309,28653.45015971292,31148.101660557913,9150.857493555026,30330.27821893826,14263.264906887222,0.0,6.214258270038221e-09,1.2308062275609374e-09,1.230683994797535e-09,6.968446007450365e-07,1.231085789072478e-09,1.2306904164156178e-09,1.230716926348181e-09,1.2307895978378346e-09,1.230630193493269e-09,1.2307835061174854e-09,7.31420999579833e-07,1.2306958230887535e-09,1.230717821916328e-09,1.2309462894837888e-09,7.102883851140863e-07,1.2307689188461989e-09,1.230938643033618e-09,1.3323499656309242e-09,7.338061328280741e-07
