,0 battery,0 pumped_hydro,1 battery,1 pumped_hydro,10 battery,10 pumped_hydro,11 battery,11 pumped_hydro,12 battery,12 pumped_hydro,13 battery,13 pumped_hydro,14 battery,15 battery,15 pumped_hydro,2 battery,2 pumped_hydro,3 battery,3 pumped_hydro,4 battery,4 pumped_hydro,43775 battery,43775 pumped_hydro,43776 battery,43776 pumped_hydro,43777 battery,43777 pumped_hydro,43778 battery,43778 pumped_hydro,43779 battery,43780 battery,43781 battery,43781 pumped_hydro,43782 battery,43783 battery,43783 pumped_hydro,43785 battery,43787 battery,43787 pumped_hydro,43788 battery,5 battery,5 pumped_hydro,6 battery,7 battery,7 pumped_hydro,8 battery,9 battery
0,8.61181283995425e-08,-1.4701583638678477e-10,2.3971598579482128e-08,-1.660166445323386e-10,-640.2815116215436,-1.7389355758767523e-09,1563.1322141452206,7.216489427625116e-12,2175.5806727917893,9.763895338881256e-10,6.431614409270741e-08,-3.907706836443212e-11,-221.16223302576353,1.1332379899161085e-08,-2.995957798057779e-10,3.191014722331868e-08,-6.38814950775872e-11,1.2727046009668842e-09,-5.104944623450872e-10,-503.54160903052457,-1.3143598674504088e-08,6.35497099263738e-08,-3.944683810410275e-11,-1.0134237902755555e-10,-1.0133952601899536e-10,1.6762183771677644e-08,-9.163225277616487e-11,1283.5248379410912,1.0590849320361943e-10,-768.8703331390079,186.23228539286646,3.8804418336834605e-09,-1.2483303123591405e-10,-1.015692655764684e-10,-1.0134032073918779e-10,-1.0133847405839085e-10,-1.0134528191576843e-10,-502.4895422961456,-1.0858917914462403e-09,837.3880437364842,687.9674466754296,4.9897726075637236e-11,-1.1058379354251721e-08,7.233406617274119e-08,-3.8908953646762525e-11,-524.8765622274319,-8.92243228205952e-09
1,-9.061021082655594e-08,-1.4709081528926606e-09,-2.5556922686110693e-08,-7.827237713291283e-10,614.6702511558552,1.608479272617621e-11,-1628.2627230683236,-7.749448923068722e-10,-2266.2298674918306,-2.255574160227459e-09,-6.738528509483579e-08,-6.890936095651233e-10,212.31574370235214,-1.2541651350114172e-08,-7.172424084048997e-10,-3.360624275581636e-08,-5.865219289937214e-10,-2.373516627372988e-09,-5.861230470509851e-10,483.3999446685422,8.443216533127044e-09,-6.658649063114568e-08,-6.861987637579227e-10,-1.0134053701634538e-10,-1.0134041583472974e-10,-1.78124239370208e-08,-4.900026541363148e-10,-1337.0050395223582,-9.711755229695919e-10,738.1155198126486,-193.99196395181107,-4.338925382200922e-09,-2.7340304298490833e-10,-1.0116775187038945e-10,-1.013401470588936e-10,-1.013411791682222e-10,-1.0133648416105144e-10,482.3899606037831,9.68796163193988e-12,-872.2792122264243,-716.6327569539372,-7.879555191940222e-10,9.645076684993337e-09,-7.575850948531465e-08,-7.326696575839447e-10,503.88149973719374,7.653037646562004e-09
