name,bus,p_nom_max,marginal_cost,p_nom,control,up_time_before,carrier,p_max_pu,e_nom_max,p_nom_opt
53120 load shedding,53120,inf,10000.001280621213,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53178 load shedding,53178,inf,10000.00054102104,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53195 load shedding,53195,inf,10000.003600751403,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53263 load shedding,53263,inf,10000.016511903552,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53265 load shedding,53265,inf,10000.012975183345,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53270 load shedding,53270,inf,10000.013519981085,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53273 load shedding,53273,inf,10000.001622623764,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53329 load shedding,53329,inf,10000.001241979015,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53346 load shedding,53346,inf,10000.003327056318,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53361 load shedding,53361,inf,10000.011386853932,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53386 load shedding,53386,inf,10000.006118000389,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53392 load shedding,53392,inf,10000.001405188294,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53405 load shedding,53405,inf,10000.000354753458,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53409 load shedding,53409,inf,10000.013831015243,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53418 load shedding,53418,inf,10000.006333935848,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53425 load shedding,53425,inf,10000.006404762382,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53429 load shedding,53429,inf,10000.010150691585,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53447 load shedding,53447,inf,10000.00570330945,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53483 load shedding,53483,inf,10000.000245379892,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53484 load shedding,53484,inf,10000.007008760904,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53489 load shedding,53489,inf,10000.007978961816,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53503 load shedding,53503,inf,10000.000340882221,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53517 load shedding,53517,inf,10000.00578506738,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53551 load shedding,53551,inf,10000.005688619825,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53559 load shedding,53559,inf,10000.018320177449,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53595 load shedding,53595,inf,10000.010449460722,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53610 load shedding,53610,inf,10000.006010611176,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53692 load shedding,53692,inf,10000.004527705787,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53697 load shedding,53697,inf,10000.00565875871,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53698 load shedding,53698,inf,10000.014102280187,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53783 load shedding,53783,inf,10000.007415734024,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53846 load shedding,53846,inf,10000.006975701479,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53902 load shedding,53902,inf,10000.000060395758,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53913 load shedding,53913,inf,10000.01628336868,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53924 load shedding,53924,inf,10000.001468894305,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53926 load shedding,53926,inf,10000.010496602506,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53936 load shedding,53936,inf,10000.010298718453,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53962 load shedding,53962,inf,10000.016607511612,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
53996 load shedding,53996,inf,10000.009889218883,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54004 load shedding,54004,inf,10000.010211287927,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54037 load shedding,54037,inf,10000.013384778007,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54073 load shedding,54073,inf,10000.005103286734,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54078 load shedding,54078,inf,10000.005283339418,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54100 load shedding,54100,inf,10000.01261701541,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54156 load shedding,54156,inf,10000.012703436076,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54192 load shedding,54192,inf,10000.000250514448,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54255 load shedding,54255,inf,10000.00944456057,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54278 load shedding,54278,inf,10000.007807804086,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54294 load shedding,54294,inf,10000.00920338215,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54300 load shedding,54300,inf,10000.016462676089,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54314 load shedding,54314,inf,10000.007675062208,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54318 load shedding,54318,inf,10000.004798658983,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54346 load shedding,54346,inf,10000.00807737357,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54354 load shedding,54354,inf,10000.017469423196,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54386 load shedding,54386,inf,10000.005399347689,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54454 load shedding,54454,inf,10000.004813023746,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54466 load shedding,54466,inf,10000.012677200253,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54474 load shedding,54474,inf,10000.01184141712,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54499 load shedding,54499,inf,10000.003123333508,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54565 load shedding,54565,inf,10000.00682828582,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54574 load shedding,54574,inf,10000.000991707484,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54578 load shedding,54578,inf,10000.013695879947,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54621 load shedding,54621,inf,10000.011032770784,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54633 load shedding,54633,inf,10000.012072584876,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54636 load shedding,54636,inf,10000.009228401745,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54662 load shedding,54662,inf,10000.006522447426,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54695 load shedding,54695,inf,10000.007652528766,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54748 load shedding,54748,inf,10000.009178157481,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54816 load shedding,54816,inf,10000.00512316861,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54847 load shedding,54847,inf,10000.002321994089,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54852 load shedding,54852,inf,10000.010754305657,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54876 load shedding,54876,inf,10000.001733590801,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54910 load shedding,54910,inf,10000.000536473515,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54930 load shedding,54930,inf,10000.00005366724,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54946 load shedding,54946,inf,10000.011590203705,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54991 load shedding,54991,inf,10000.01556452164,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
54995 load shedding,54995,inf,10000.008456307733,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55034 load shedding,55034,inf,10000.011804549235,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55046 load shedding,55046,inf,10000.002877180877,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55065 load shedding,55065,inf,10000.018400108627,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55076 load shedding,55076,inf,10000.023575306921,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55102 load shedding,55102,inf,10000.002319751184,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55127 load shedding,55127,inf,10000.006135675882,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55155 load shedding,55155,inf,10000.001800593664,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55192 load shedding,55192,inf,10000.006480916583,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55193 load shedding,55193,inf,10000.001225227123,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55315 load shedding,55315,inf,10000.007759448134,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55345 load shedding,55345,inf,10000.008667200029,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55464 load shedding,55464,inf,10000.001687148639,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55542 load shedding,55542,inf,10000.012524139474,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55674 load shedding,55674,inf,10000.008912407997,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55680 load shedding,55680,inf,10000.000754505294,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55683 load shedding,55683,inf,10000.003001451225,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55708 load shedding,55708,inf,10000.012600229342,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55745 load shedding,55745,inf,10000.002497994938,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55755 load shedding,55755,inf,10000.003017240646,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55795 load shedding,55795,inf,10000.014403084233,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55796 load shedding,55796,inf,10000.001034432873,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55803 load shedding,55803,inf,10000.002791603729,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55809 load shedding,55809,inf,10000.003611951333,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55842 load shedding,55842,inf,10000.021680754551,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55852 load shedding,55852,inf,10000.007741791273,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
55867 load shedding,55867,inf,10000.010456406415,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
589 load shedding,589,inf,10000.013527327805,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
590 load shedding,590,inf,10000.012590991584,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
593 load shedding,593,inf,10000.01083197185,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
6 biomass,6,inf,42.106499518365155,24.972151792161608,PV,0,biomass,1.0,inf,24.972151792161608
6 central_biomass_CHP,6,inf,42.10801973475457,11.140874367626568,PV,0,central_biomass_CHP,1.0,inf,11.140874367626568
6 industrial_biomass_CHP,6,inf,42.10818140861991,223.95640543003339,PV,0,industrial_biomass_CHP,1.0,inf,223.95640543003339
6 load shedding,6,inf,10000.008211184684,31596520.421066746,PQ,1,load shedding,1.0,0.0,31596520.421066746
6 run_of_river,6,inf,0.0066299258583853195,1.382218129340104,PV,0,run_of_river,0.65,inf,1.382218129340104
6 solar,6,inf,0.019115236878045727,370.23649321468497,PV,0,solar,1.0,inf,370.23649321468497
6 solar_rooftop,6,inf,0.017434659142677934,1748.6222612889035,PV,0,solar_rooftop,1.0,inf,1748.6222612889035
6 wind_offshore,6,inf,2.567876936129869,11011.0,PV,0,wind_offshore,1.0,inf,11011.0
6 wind_onshore,6,inf,1.3073796707700625,3346.3182986924003,PV,0,wind_onshore,1.0,inf,3346.3182986924003
63810 load shedding,63810,inf,10000.019568897955,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
64407 load shedding,64407,inf,10000.012214948856,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
64835 load shedding,64835,inf,10000.001518994495,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
64947 load shedding,64947,inf,10000.019851796622,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65466 load shedding,65466,inf,10000.009610273408,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65747 load shedding,65747,inf,10000.001884831216,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65764 load shedding,65764,inf,10000.001069322145,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65769 load shedding,65769,inf,10000.023102241665,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65847 load shedding,65847,inf,10000.008126904204,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65853 load shedding,65853,inf,10000.022353573047,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65857 load shedding,65857,inf,10000.00479966914,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65862 load shedding,65862,inf,10000.012152877795,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65867 load shedding,65867,inf,10000.001280454597,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65868 load shedding,65868,inf,10000.003979257548,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65876 load shedding,65876,inf,10000.001433833653,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65885 load shedding,65885,inf,10000.004499707067,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65892 load shedding,65892,inf,10000.009047407471,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65901 load shedding,65901,inf,10000.005140162506,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65905 load shedding,65905,inf,10000.010181745294,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65908 load shedding,65908,inf,10000.00928738218,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65916 load shedding,65916,inf,10000.001015378435,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65925 load shedding,65925,inf,10000.011564502824,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65933 load shedding,65933,inf,10000.00818634221,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65934 load shedding,65934,inf,10000.031366117866,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65939 load shedding,65939,inf,10000.011779490407,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65940 load shedding,65940,inf,10000.003408789184,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65941 load shedding,65941,inf,10000.018870210099,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65944 load shedding,65944,inf,10000.001854794466,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65946 load shedding,65946,inf,10000.008201104694,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65949 load shedding,65949,inf,10000.004828557638,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65954 load shedding,65954,inf,10000.01332306318,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65955 load shedding,65955,inf,10000.008401044166,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65956 load shedding,65956,inf,10000.010483463606,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65957 load shedding,65957,inf,10000.00005649669,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65960 load shedding,65960,inf,10000.01251817491,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65962 load shedding,65962,inf,10000.026850426959,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65964 load shedding,65964,inf,10000.013225968769,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65966 load shedding,65966,inf,10000.024151949396,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65970 load shedding,65970,inf,10000.007840470804,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65975 load shedding,65975,inf,10000.022089811235,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65976 load shedding,65976,inf,10000.006843995934,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65977 load shedding,65977,inf,10000.00539563056,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65978 load shedding,65978,inf,10000.02560852842,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65981 load shedding,65981,inf,10000.029303122645,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65982 load shedding,65982,inf,10000.020728779677,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65984 load shedding,65984,inf,10000.001917131527,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65985 load shedding,65985,inf,10000.000900026962,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65987 load shedding,65987,inf,10000.001557329488,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65989 load shedding,65989,inf,10000.001750331208,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65990 load shedding,65990,inf,10000.01429387394,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65992 load shedding,65992,inf,10000.016945456835,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65995 load shedding,65995,inf,10000.010203193291,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65997 load shedding,65997,inf,10000.000946065005,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65998 load shedding,65998,inf,10000.001394782534,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
65999 load shedding,65999,inf,10000.011673611398,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66001 load shedding,66001,inf,10000.008016137395,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66002 load shedding,66002,inf,10000.011313799558,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66004 load shedding,66004,inf,10000.003591896404,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66005 load shedding,66005,inf,10000.002418775064,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66006 load shedding,66006,inf,10000.008792915496,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66007 load shedding,66007,inf,10000.000457612467,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66008 load shedding,66008,inf,10000.004465264596,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66009 load shedding,66009,inf,10000.00223661953,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66012 load shedding,66012,inf,10000.01244173448,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66013 load shedding,66013,inf,10000.013253391506,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66019 load shedding,66019,inf,10000.016254986382,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66020 load shedding,66020,inf,10000.005179242513,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66025 load shedding,66025,inf,10000.002426975949,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66027 load shedding,66027,inf,10000.003504261733,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66029 load shedding,66029,inf,10000.003687202754,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66037 load shedding,66037,inf,10000.00929270803,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66041 load shedding,66041,inf,10000.009694003222,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66043 load shedding,66043,inf,10000.004774168912,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66044 load shedding,66044,inf,10000.00380939683,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66046 load shedding,66046,inf,10000.012481743295,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66067 load shedding,66067,inf,10000.008113186717,16369281.663926147,Slack,1,load shedding,1.0,0.0,16369281.663926147
66068 load shedding,66068,inf,10000.008254071448,70552872.90808478,Slack,1,load shedding,1.0,0.0,70552872.90808478
66069 load shedding,66069,inf,10000.00735504562,31723414.07737625,Slack,1,load shedding,1.0,0.0,31723414.07737625
66070 load shedding,66070,inf,10000.007905304712,21318134.259996843,Slack,1,load shedding,1.0,0.0,21318134.259996843
66071 load shedding,66071,inf,10000.008424773716,34768861.828804374,Slack,1,load shedding,1.0,0.0,34768861.828804374
66073 load shedding,66073,inf,10000.008512993265,28931753.638567142,Slack,1,load shedding,1.0,0.0,28931753.638567142
66079 load shedding,66079,inf,10000.0082906196,41113544.64427962,Slack,1,load shedding,1.0,0.0,41113544.64427962
66080 load shedding,66080,inf,10000.008354699308,14085195.850355055,Slack,1,load shedding,1.0,0.0,14085195.850355055
66082 load shedding,66082,inf,10000.007939827257,14338983.162974065,Slack,1,load shedding,1.0,0.0,14338983.162974065
66085 load shedding,66085,inf,10000.00795228463,45554822.6151123,Slack,1,load shedding,1.0,0.0,45554822.6151123
66086 load shedding,66086,inf,10000.008094449971,29946902.889043182,Slack,1,load shedding,1.0,0.0,29946902.889043182
66088 load shedding,66088,inf,10000.009936538285,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66091 load shedding,66091,inf,10000.007094090859,11166641.755236441,Slack,1,load shedding,1.0,0.0,11166641.755236441
66096 load shedding,66096,inf,10000.008130450418,59766912.12177686,Slack,1,load shedding,1.0,0.0,59766912.12177686
66099 load shedding,66099,inf,10000.002939128419,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66100 load shedding,66100,inf,10000.001017173043,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66101 load shedding,66101,inf,10000.007844241407,28043498.044400606,Slack,1,load shedding,1.0,0.0,28043498.044400606
66111 load shedding,66111,inf,10000.007226988037,9263236.910593865,Slack,1,load shedding,1.0,0.0,9263236.910593865
66113 load shedding,66113,inf,10000.007781043809,14465876.819283571,Slack,1,load shedding,1.0,0.0,14465876.819283571
66135 load shedding,66135,inf,10000.001430365688,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66168 load shedding,66168,inf,10000.00065320941,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66207 load shedding,66207,inf,10000.010412138075,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66222 load shedding,66222,inf,10000.006270604257,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66240 load shedding,66240,inf,10000.001236568394,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66312 load shedding,66312,inf,10000.004227135301,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66372 load shedding,66372,inf,10000.003068227405,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66438 load shedding,66438,inf,10000.010930443706,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66452 load shedding,66452,inf,10000.00599298258,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66453 load shedding,66453,inf,10000.012055878038,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66553 load shedding,66553,inf,10000.013553215273,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66575 load shedding,66575,inf,10000.006721058966,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66587 load shedding,66587,inf,10000.007940136327,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66643 load shedding,66643,inf,10000.017299112804,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66684 load shedding,66684,inf,10000.015001993317,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66692 load shedding,66692,inf,10000.004378057884,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66725 load shedding,66725,inf,10000.002840217106,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66749 load shedding,66749,inf,10000.001492363068,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66750 load shedding,66750,inf,10000.009485727602,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66782 load shedding,66782,inf,10000.00690964119,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66849 load shedding,66849,inf,10000.005963232377,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66853 load shedding,66853,inf,10000.01601238617,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66862 load shedding,66862,inf,10000.015689723563,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66907 load shedding,66907,inf,10000.000303409734,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
66970 load shedding,66970,inf,10000.006833429314,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
67147 load shedding,67147,inf,10000.004042905734,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
67205 load shedding,67205,inf,10000.006907571593,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
67222 load shedding,67222,inf,10000.013598801317,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
67290 load shedding,67290,inf,10000.001661304257,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
67292 load shedding,67292,inf,10000.004675050299,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
67297 load shedding,67297,inf,10000.005127792478,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
67300 load shedding,67300,inf,10000.004265552783,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
67356 load shedding,67356,inf,10000.008060253522,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
67373 load shedding,67373,inf,10000.002498153122,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
67388 load shedding,67388,inf,10000.004966740702,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
