name,bus0,bus1,carrier,x,r,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,lifetime,capital_cost,length,num_parallel,geom,v_nom,x_pu_eff,r_pu_eff,s_nom_opt,country
0,0,10,AC,12.954349029212937,1.5817887148592602,6.384429648180674e-05,5140.0,True,5140.0,15405.552702840621,0.6392996108949416,40.0,19.525118625579022,121.34281468760227,8.0,,380.0,8.971155837405081e-05,1.0954215476864682e-05,5147.424390667472,DE
1,0,11,AC,389.6091051041395,112.6482217744866,8.741893810003354e-05,520.0,True,520.0,1554.6888048738242,0.5,40.0,44.890888360404574,174.04809803800887,2.0,,380.0,0.002698123996566063,0.0007801123391584945,522.2900239738178,DE
10,1,9,AC,39.982075980115205,4.454343575365251,4.5781425123332044e-06,3580.0,True,3580.0,10741.486288219148,0.6999999999999998,40.0,22.559364186201737,317.94466549032364,2.0,,380.0,0.00027688418268777845,3.0847254677044676e-05,3583.551206441737,DE
11,10,11,AC,10.390063222169308,1.1962815885375038,0.00014801267307109817,4100.0,True,4100.0,12296.175093092972,0.6746341463414633,40.0,59.88487400195269,160.35016604914838,4.0,,380.0,7.195334641391488e-05,8.284498535578282e-06,6679.465478117909,DE
12,10,3,AC,7.424117603657399,0.8682982936760577,0.00037705435548085925,4360.0,True,4360.0,13850.863897966796,0.6642201834862385,39.99999999999999,65.28610004511671,178.09845923070273,5.0,,380.0,5.141355681203184e-05,6.013146078089042e-06,12971.588082115524,DE
13,10,6,AC,2.0371050011058762,0.26088497548279505,0.0008810155826167348,14640.0,True,14640.0,50880.72452314333,0.6751366120218578,40.0,25.08625278923802,93.19446265787339,17.0,,380.0,1.410737535391881e-05,1.8066826556980266e-06,22732.876649636575,DE
14,11,3,AC,22.811582475894944,2.8722897157998073,0.00010930177686276483,4620.0,True,4620.0,16960.241507714447,0.7,40.0,85.29513072548292,233.40095214454024,4.0,,380.0,0.0001579749478940093,1.9891203018004205e-05,4621.22170464313,DE
15,11,5,AC,11.641796145321061,1.3406871572644696,4.6597135909663485e-06,8200.0,True,8200.0,24592.350186185948,0.6746341463414635,40.0,69.78100696690454,195.4063972175852,8.0,,380.0,8.062185696205721e-05,9.284537100169458e-06,8201.665838037532,DE
16,11,7,AC,11.330556278889713,1.7765405669839718,0.0002260752288657886,6960.0,True,6960.0,32507.129556452688,0.6775862068965517,40.0,54.39491440837514,158.4443485799463,10.0,,380.0,7.846645622499801e-05,1.2302912513739416e-05,6962.21600938728,DE
17,11,9,AC,694.4003149067228,200.7724095758537,0.00015448207126168072,520.0,True,520.0,1554.6888048738242,0.5,40.0,79.93073838842315,309.9023766156837,2.0,,380.0,0.004808866446722457,0.0013903906480322277,520.0588276167288,DE
18,12,13,AC,17.495976883144536,2.233956974841643,0.00029272255350336725,5140.0,True,5140.0,20069.619117462094,0.6595330739299611,40.0,39.58768795864031,174.53174623872667,7.0,,380.0,0.00012116327481402033,1.5470616169263455e-05,5142.864225689481,DE
19,12,2,AC,6.441091381990044,0.7338035618092984,0.001586434667717697,11780.0,True,11780.0,36888.52527927891,0.6823429541595925,39.99999999999999,79.36665867761374,159.63976681207464,10.0,,380.0,4.460589599716097e-05,5.0817421177929255e-06,11781.22515220827,DE
2,0,13,AC,12.468608918837775,3.943966654377049,0.0008884173357350827,3380.0,True,3380.0,13992.199243864416,0.5615384615384615,40.0,42.20196278753585,105.80312475691187,11.0,,380.0,8.634770719416742e-05,2.7312788465215022e-05,6649.425573563593,DE
20,12,43785,AC,9.256692660112261,1.0312740688842394,8.73493949396667e-07,3580.0,True,3580.0,10741.486288219148,0.6999999999999997,40.0,3.0581697189306096,161.50325860870268,2.0,,380.0,6.410451980687161e-05,7.141787180638778e-06,7772.249336796123,NL
21,12,7,AC,0.014513937142225462,0.0,0.0012586750006096843,20480.0,True,18280.0,inf,0.6455078125,40.0,286.21102589915483,118.58527926717751,28.0,,380.0,1.0051203007081345e-07,0.0,26864.33326808618,DE
22,12,9,AC,12.29383311662239,1.3928497582013255,0.00011111812933836135,7680.0,True,7680.0,23037.661381312122,0.6864583333333333,40.0,26.291495966827707,201.23181802558244,5.0,,380.0,8.513734845306364e-05,9.645773948762642e-06,7683.425715500186,DE
23,13,43785,AC,5.300285685465939,0.5904964635308799,1.4066517966532492e-06,3580.0,True,3580.0,10741.486288219148,0.7,40.0,2.915416595593082,126.23520926590373,2.0,,380.0,3.67055795392378e-05,4.089310689272021e-06,10741.097912482332,NL
24,13,7,AC,5.566784618608704,0.6676929581939625,0.0015160089727468192,8720.0,True,8720.0,41552.591693900395,0.6761467889908257,39.99999999999999,60.56313706119067,126.74270152217233,9.0,,380.0,3.855114001806582e-05,4.623912452866776e-06,10443.57625592042,DE
25,14,4,AC,51.4659524343704,5.733742512602889,0.0009012721277945869,1790.0,True,1790.0,10741.486288219148,0.7,40.0,160.0025294331314,205.0023552337609,1.0,,380.0,0.00035641241298040445,3.970735812051862e-05,1791.1364816424552,DE
26,14,8,AC,9.309728559303661,1.401557240576092,0.003384485363859086,10830.0,True,10830.0,49467.371064167135,0.6471837488457987,40.0,108.86468817367415,183.697148017552,14.0,,380.0,6.447180442731067e-05,9.706075073241635e-06,10831.771093185003,DE
27,14,9,AC,11.871745069105039,1.5254623267502296,0.0013743317506916461,7450.0,True,7450.0,30811.105405681246,0.6720805369127517,40.0,67.42511290447068,177.72963308428552,6.0,,380.0,8.221430103258336e-05,1.0564143537051452e-05,7451.810987371549,DE
28,15,4,AC,5.079105791469213,0.6299907938714,0.003771225184923259,11070.0,True,11070.0,58512.833201614834,0.6804878048780487,40.0,74.46784835259687,123.43321763697678,9.0,,380.0,3.517386282180895e-05,4.362817132073407e-06,11071.94905579514,DE
29,15,43777,AC,3.282919240142417,0.406296025105269,4.418289085189566e-05,24110.0,True,24110.0,85701.48628821915,0.6892160929075073,40.0,5.796621303739286,168.80350528293715,19.0,,380.0,2.2734897784919787e-05,2.8136843843855194e-06,24257.317337652217,CH
3,0,6,AC,7.526024008554152,0.8384605768960842,0.002107545682545546,7160.0,True,7160.0,10741.486288219148,0.7,40.0,93.30198054591825,119.54264615473741,2.0,,380.0,5.2119279837632627e-05,5.806513690416095e-06,7160.535966471389,DE
30,15,43781,AC,25.75077547016402,3.03842427129771,9.646699675282549e-06,5890.0,True,5890.0,19981.48628821915,0.7,39.99999999999999,11.441799526684322,447.5372577376634,4.0,,380.0,0.0001783294700149863,2.104171933031655e-05,8478.184522278298,FR
