name,scn_name,bus0,bus1,carrier,p_nom,p_nom_extendable,p_nom_max,capital_cost,length,geom,topo,type,efficiency,p_nom_min,p_min_pu,marginal_cost,p_nom_opt,country,build_year,lifetime
0,eGon2035,0,43544,dsm,849.0365121147663,False,inf,0.0,0.0,,,,1.0,0.0,0.0,0.0,849.0365121147663,,0.0,
1,eGon2035,0,48697,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.008311381329425833,,0.0,31.0
2,eGon2035,0,48871,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01364604264830021,,0.0,31.0
3,eGon2035,0,48872,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013647614907462989,,0.0,31.0
4,eGon2035,0,48873,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013645267500934814,,0.0,31.0
5,eGon2035,0,48874,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013645589613453041,,0.0,31.0
6,eGon2035,0,48875,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013666588553366377,,0.0,31.0
7,eGon2035,0,48876,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01364830702964617,,0.0,31.0
8,eGon2035,0,48877,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013646023050043338,,0.0,31.0
9,eGon2035,0,48878,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.012006836782380528,,0.0,31.0
10,eGon2035,0,48879,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013643209343370967,,0.0,31.0
11,eGon2035,0,48880,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013658633553419348,,0.0,31.0
12,eGon2035,0,48881,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013642843944035414,,0.0,31.0
13,eGon2035,0,48882,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013651565837537068,,0.0,31.0
14,eGon2035,0,48883,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.012684401206915247,,0.0,31.0
15,eGon2035,0,48884,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01364757626741981,,0.0,31.0
16,eGon2035,0,48885,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013642865642893642,,0.0,31.0
17,eGon2035,0,48886,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013646418892128358,,0.0,31.0
18,eGon2035,0,48887,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013647869172319534,,0.0,31.0
19,eGon2035,0,48888,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013651132291514875,,0.0,31.0
20,eGon2035,0,48889,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013653878186139164,,0.0,31.0
21,eGon2035,0,48890,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013649544847847951,,0.0,31.0
22,eGon2035,0,48891,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013659567005465854,,0.0,31.0
23,eGon2035,0,48892,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013649268886331428,,0.0,31.0
24,eGon2035,0,48893,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013641618914835011,,0.0,31.0
25,eGon2035,0,48900,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013646086274928679,,0.0,31.0
26,eGon2035,0,48901,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013643002149701586,,0.0,31.0
27,eGon2035,0,48902,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01365782451700747,,0.0,31.0
28,eGon2035,0,48903,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01364484839152626,,0.0,31.0
29,eGon2035,0,48904,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013640072294276797,,0.0,31.0
30,eGon2035,0,48905,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013658501449987068,,0.0,31.0
31,eGon2035,0,48906,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013654540946534115,,0.0,31.0
32,eGon2035,0,48907,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013648521389565158,,0.0,31.0
33,eGon2035,0,48908,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013641618854505818,,0.0,31.0
34,eGon2035,0,48909,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013653340905733658,,0.0,31.0
35,eGon2035,0,48910,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013642354258271025,,0.0,31.0
36,eGon2035,0,48985,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013642874503856012,,0.0,31.0
37,eGon2035,0,48986,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013644410047759653,,0.0,31.0
38,eGon2035,0,48987,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013631133328766629,,0.0,31.0
39,eGon2035,0,48988,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013648332221753098,,0.0,31.0
40,eGon2035,0,49005,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013656467834276487,,0.0,31.0
41,eGon2035,0,49094,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013652398402399488,,0.0,31.0
42,eGon2035,0,49102,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013651682121585521,,0.0,31.0
43,eGon2035,0,49107,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013657986857000114,,0.0,31.0
44,eGon2035,0,49108,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013652181382845192,,0.0,31.0
45,eGon2035,0,49109,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013642099416267931,,0.0,31.0
46,eGon2035,0,49110,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013648195566807454,,0.0,31.0
47,eGon2035,0,49111,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013641140144125444,,0.0,31.0
48,eGon2035,0,49112,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013645712810623031,,0.0,31.0
49,eGon2035,0,49113,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013665804484995683,,0.0,31.0
50,eGon2035,0,49114,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01364237612257559,,0.0,31.0
51,eGon2035,0,49115,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013661452307412204,,0.0,31.0
52,eGon2035,0,49116,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.0136497287771314,,0.0,31.0
53,eGon2035,0,49117,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013646833259552738,,0.0,31.0
54,eGon2035,0,49118,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013645223495972043,,0.0,31.0
55,eGon2035,0,49119,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01366170640138737,,0.0,31.0
56,eGon2035,0,49120,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013641972985450185,,0.0,31.0
57,eGon2035,0,49121,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013657485923173639,,0.0,31.0
58,eGon2035,0,49122,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013648126764777266,,0.0,31.0
59,eGon2035,0,49123,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01365535630231772,,0.0,31.0
60,eGon2035,0,49124,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013646446509159447,,0.0,31.0
61,eGon2035,0,49125,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013645126582304927,,0.0,31.0
62,eGon2035,0,49126,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013652531786202609,,0.0,31.0
63,eGon2035,0,49127,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013650632062551484,,0.0,31.0
64,eGon2035,0,49128,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01365958792964031,,0.0,31.0
65,eGon2035,0,49129,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013647343898076335,,0.0,31.0
66,eGon2035,0,49130,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013645006778041913,,0.0,31.0
67,eGon2035,0,49131,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013642730386053212,,0.0,31.0
68,eGon2035,0,49132,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013642696190879797,,0.0,31.0
69,eGon2035,0,49134,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013656652762637951,,0.0,31.0
70,eGon2035,0,49135,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013646567867295008,,0.0,31.0
71,eGon2035,0,49136,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013641612529047591,,0.0,31.0
72,eGon2035,0,49141,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013646091163117189,,0.0,31.0
73,eGon2035,0,49337,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013655263227997507,,0.0,31.0
74,eGon2035,0,49343,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013644925297150595,,0.0,31.0
75,eGon2035,0,49355,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013647951171679319,,0.0,31.0
76,eGon2035,0,49356,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013643246103517113,,0.0,31.0
77,eGon2035,0,49359,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.0119120633511588,,0.0,31.0
78,eGon2035,0,49362,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013650110391196506,,0.0,31.0
79,eGon2035,0,49363,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01268197333014558,,0.0,31.0
80,eGon2035,0,49369,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013644453053189242,,0.0,31.0
81,eGon2035,0,49372,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01267870233301065,,0.0,31.0
82,eGon2035,0,49376,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01268403986959428,,0.0,31.0
83,eGon2035,0,49379,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.012576156914167521,,0.0,31.0
84,eGon2035,0,49380,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013670231892533576,,0.0,31.0
85,eGon2035,0,49383,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013655157405956894,,0.0,31.0
86,eGon2035,0,49384,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013643229075078016,,0.0,31.0
87,eGon2035,0,49389,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013670222022311367,,0.0,31.0
88,eGon2035,0,49390,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013653776749111661,,0.0,31.0
89,eGon2035,0,49391,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013665278510286857,,0.0,31.0
90,eGon2035,0,49396,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01364607390702038,,0.0,31.0
91,eGon2035,0,49404,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.012682883769955158,,0.0,31.0
92,eGon2035,0,49407,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013651320529334428,,0.0,31.0
93,eGon2035,0,49408,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013623636345710868,,0.0,31.0
94,eGon2035,0,49414,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013645639830486167,,0.0,31.0
95,eGon2035,0,49416,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.012017293195361638,,0.0,31.0
96,eGon2035,0,49420,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013637506425264814,,0.0,31.0
97,eGon2035,0,49423,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.012611631977868538,,0.0,31.0
98,eGon2035,0,49424,power_to_H2,0.0,True,inf,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.012682197433635845,,0.0,31.0
99,eGon2035,0,49429,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.01364371079454688,,0.0,31.0
100,eGon2035,0,49434,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013643971918251837,,0.0,31.0
101,eGon2035,0,49482,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013640394600311405,,0.0,31.0
102,eGon2035,0,49485,power_to_H2,0.0,True,1.0,27.45381865133243,0.0,,,,0.7,0.0,0.0,0.0,0.013648553657291961,,0.0,31.0
